Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,numberJavaFiles,commitSha,commitDate,readability
,,65.0,59.0,66.0,50.0,380.0,10.0,351.0,8.0,65.0,165.0,74.0,4.0,0.0,6.0,40.0,0.0,0.0,0.0,187.0,74.0,193.0,912.0,1.0,28.0,7.0,157.0,0.0,2687.0,394.0,2083.0,757.0,1242.0,214.0,0.0,0.0,0.0,934.0,1355.0,634.0,721.0,0.0,0.0,0.0,0.0,0.0,110.0,98.0,115.0,65.0,0.0,112.0,32.0,0.0,1286.0,1110.0,9.93,275.0,263.0,284.0,208.0,57,aaac864594768e33ed6f75ae3e562fe534c95724,2016-05-12 14:04:18-07:00,0.020977518560054403
,,65.0,59.0,66.0,50.0,380.0,10.0,351.0,8.0,65.0,165.0,74.0,4.0,0.0,6.0,40.0,0.0,0.0,0.0,187.0,74.0,193.0,912.0,1.0,28.0,7.0,157.0,0.0,2687.0,394.0,2083.0,757.0,1242.0,214.0,0.0,0.0,0.0,934.0,1355.0,634.0,721.0,0.0,0.0,0.0,0.0,0.0,110.0,98.0,115.0,65.0,0.0,112.0,32.0,0.0,1286.0,1110.0,9.93,275.0,263.0,284.0,208.0,57,ea23b12bb5b7f2ff10fcec75102fb7b2903bb873,2016-05-13 09:59:02-07:00,0.014244187245423203
,,65.0,59.0,66.0,50.0,380.0,10.0,351.0,8.0,65.0,165.0,74.0,4.0,0.0,6.0,40.0,0.0,0.0,0.0,187.0,74.0,193.0,912.0,1.0,28.0,7.0,157.0,0.0,2687.0,394.0,2083.0,757.0,1242.0,214.0,0.0,0.0,0.0,934.0,1355.0,634.0,721.0,0.0,0.0,0.0,0.0,0.0,110.0,98.0,115.0,65.0,0.0,112.0,32.0,0.0,1286.0,1110.0,9.93,275.0,263.0,284.0,208.0,57,4c3becd7634e7555ec82cb0b1dfd5f6cae2339c1,2016-05-16 10:05:46-07:00,0.014244187245423203
,,63.0,57.0,64.0,48.0,365.0,10.0,337.0,8.0,58.0,150.0,65.0,4.0,0.0,6.0,39.0,0.0,0.0,0.0,178.0,70.0,184.0,855.0,1.0,26.0,7.0,150.0,0.0,2557.0,373.0,1974.0,720.0,1173.0,214.0,0.0,0.0,0.0,866.0,1265.0,602.0,663.0,0.0,0.0,0.0,0.0,0.0,104.0,92.0,109.0,60.0,0.0,104.0,30.0,0.0,1234.0,1061.0,9.489999999999998,260.0,248.0,268.0,196.0,53,873df2b9efbe5a894ae425737d637de5bca0215b,2016-05-16 18:15:14-07:00,0.011207703521029302
,,63.0,57.0,64.0,48.0,365.0,10.0,337.0,8.0,58.0,150.0,65.0,4.0,0.0,6.0,39.0,0.0,0.0,0.0,178.0,70.0,184.0,855.0,1.0,26.0,7.0,150.0,0.0,2557.0,373.0,1974.0,720.0,1173.0,214.0,0.0,0.0,0.0,866.0,1265.0,602.0,663.0,0.0,0.0,0.0,0.0,0.0,104.0,92.0,109.0,60.0,0.0,104.0,30.0,0.0,1234.0,1061.0,9.489999999999998,260.0,248.0,268.0,196.0,53,0015a02a7963dc946641dc3af072285673297058,2016-05-17 09:41:58-07:00,0.011207703521029302
,,63.0,57.0,64.0,48.0,365.0,10.0,337.0,8.0,58.0,150.0,65.0,4.0,0.0,6.0,39.0,0.0,0.0,0.0,178.0,70.0,184.0,855.0,1.0,26.0,7.0,150.0,0.0,2557.0,373.0,1974.0,720.0,1173.0,214.0,0.0,0.0,0.0,866.0,1265.0,602.0,663.0,0.0,0.0,0.0,0.0,0.0,104.0,92.0,109.0,60.0,0.0,104.0,30.0,0.0,1234.0,1061.0,9.489999999999998,260.0,248.0,268.0,196.0,53,253c70927a5bcbd7e605656f9317e306b9211861,2016-05-17 09:46:03-07:00,0.011207703521029302
,,63.0,57.0,64.0,48.0,365.0,10.0,337.0,8.0,58.0,150.0,65.0,4.0,0.0,6.0,39.0,0.0,0.0,0.0,178.0,70.0,184.0,855.0,1.0,26.0,7.0,150.0,0.0,2557.0,373.0,1974.0,720.0,1173.0,214.0,0.0,0.0,0.0,866.0,1265.0,602.0,663.0,0.0,0.0,0.0,0.0,0.0,104.0,92.0,109.0,60.0,0.0,104.0,30.0,0.0,1234.0,1061.0,9.489999999999998,260.0,248.0,268.0,196.0,53,b964d9622c8e989680e6934c2fb9368016b489c3,2016-05-18 11:02:08-07:00,0.011207703521029302
,,63.0,57.0,64.0,48.0,365.0,10.0,337.0,8.0,58.0,150.0,65.0,4.0,0.0,6.0,39.0,0.0,0.0,0.0,178.0,70.0,184.0,855.0,1.0,26.0,7.0,150.0,0.0,2557.0,373.0,1974.0,720.0,1173.0,214.0,0.0,0.0,0.0,866.0,1265.0,602.0,663.0,0.0,0.0,0.0,0.0,0.0,104.0,92.0,109.0,60.0,0.0,104.0,30.0,0.0,1234.0,1061.0,9.489999999999998,260.0,248.0,268.0,196.0,53,ec3c546e13c59fdc9a8a2525352ce6fd6f24ebbe,2016-05-18 11:19:55-07:00,0.011207703521029302
,,63.0,57.0,64.0,48.0,365.0,10.0,337.0,8.0,58.0,150.0,65.0,4.0,0.0,6.0,39.0,0.0,0.0,0.0,178.0,70.0,184.0,855.0,1.0,26.0,7.0,150.0,0.0,2557.0,373.0,1974.0,720.0,1173.0,214.0,0.0,0.0,0.0,866.0,1265.0,602.0,663.0,0.0,0.0,0.0,0.0,0.0,104.0,92.0,109.0,60.0,0.0,104.0,30.0,0.0,1234.0,1061.0,9.489999999999998,260.0,248.0,268.0,196.0,53,4044b754540c245c7e6ffc07a75fc99fa54bb9b2,2016-05-18 11:45:39-07:00,0.011207703521029302
,,63.0,57.0,64.0,48.0,365.0,10.0,337.0,8.0,58.0,150.0,65.0,4.0,0.0,6.0,39.0,0.0,0.0,0.0,178.0,70.0,184.0,855.0,1.0,26.0,7.0,150.0,0.0,2557.0,373.0,1974.0,720.0,1173.0,214.0,0.0,0.0,0.0,866.0,1265.0,602.0,663.0,0.0,0.0,0.0,0.0,0.0,104.0,92.0,109.0,60.0,0.0,104.0,30.0,0.0,1234.0,1061.0,9.489999999999998,260.0,248.0,268.0,196.0,53,32c789d1c76abd7071b9e0773a6577b8c3d5fa5d,2016-05-18 11:48:50-07:00,0.011207703521029302
