AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,numberJavaFiles,commitSha,commitDate,readability,Kind,Name
7.0,7.0,8.0,5.0,74.0,6.0,43.0,24.0,4.0,27.0,5.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,16.0,20.0,23.0,71.0,0.0,6.0,2.0,15.0,0.0,710.0,100.0,368.0,112.0,226.0,242.0,0.0,0.0,0.0,182.0,262.0,109.0,153.0,0.0,0.0,0.0,0.0,0.0,18.0,17.0,18.0,9.0,0.0,6.0,6.0,0.0,168.0,142.0,2.9299999999999997,59.0,58.0,62.0,33.0,4,29a48711e593b486a1f826778adcb2028a9c74fd,2015-08-17 09:54:09-07:00,0.000887571310158819,,
7.0,7.0,8.0,5.0,74.0,6.0,43.0,24.0,4.0,27.0,5.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,16.0,20.0,23.0,71.0,0.0,6.0,2.0,15.0,0.0,710.0,100.0,368.0,112.0,226.0,242.0,0.0,0.0,0.0,182.0,262.0,109.0,153.0,0.0,0.0,0.0,0.0,0.0,18.0,17.0,18.0,9.0,0.0,6.0,6.0,0.0,168.0,142.0,2.9299999999999997,59.0,58.0,62.0,33.0,4,b445db6e77e48ec43d3a4719d1d01b1fa94708af,2015-08-20 23:45:40-07:00,0.000887571310158819,,
7.0,7.0,8.0,5.0,74.0,6.0,43.0,24.0,4.0,27.0,5.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,16.0,20.0,23.0,71.0,0.0,6.0,2.0,15.0,0.0,710.0,100.0,368.0,112.0,226.0,242.0,0.0,0.0,0.0,182.0,262.0,109.0,153.0,0.0,0.0,0.0,0.0,0.0,18.0,17.0,18.0,9.0,0.0,6.0,6.0,0.0,168.0,142.0,2.9299999999999997,59.0,58.0,62.0,33.0,4,4127a38c1e1958b495a432fd7609743c6fb48f3a,2015-10-08 17:42:15-07:00,0.000887571310158819,,
7.0,7.0,8.0,5.0,74.0,6.0,43.0,24.0,4.0,27.0,5.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,16.0,20.0,23.0,71.0,0.0,6.0,2.0,15.0,0.0,710.0,100.0,368.0,112.0,226.0,242.0,0.0,0.0,0.0,182.0,262.0,109.0,153.0,0.0,0.0,0.0,0.0,0.0,18.0,17.0,18.0,9.0,0.0,6.0,6.0,0.0,168.0,142.0,2.9299999999999997,59.0,58.0,62.0,33.0,4,e9a17030095f3354ace2cc593cae49978930501e,2015-11-18 09:33:00-08:00,0.000887571310158819,,
7.0,7.0,8.0,5.0,74.0,6.0,43.0,24.0,4.0,27.0,5.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,16.0,20.0,23.0,71.0,0.0,6.0,2.0,15.0,0.0,710.0,100.0,368.0,112.0,226.0,242.0,0.0,0.0,0.0,182.0,262.0,109.0,153.0,0.0,0.0,0.0,0.0,0.0,18.0,17.0,18.0,9.0,0.0,6.0,6.0,0.0,168.0,142.0,2.9299999999999997,59.0,58.0,62.0,33.0,4,4e4d9f343c90c4cb4b0e2578b2e247be772a6561,2016-01-11 18:25:11-08:00,0.000887571310158819,,
7.0,7.0,8.0,5.0,75.0,6.0,44.0,24.0,4.0,27.0,5.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,16.0,20.0,23.0,71.0,0.0,6.0,2.0,15.0,0.0,718.0,100.0,373.0,114.0,228.0,245.0,0.0,0.0,0.0,184.0,264.0,110.0,154.0,0.0,0.0,0.0,0.0,0.0,18.0,17.0,20.0,9.0,0.0,6.0,6.0,0.0,168.0,142.0,2.92,59.0,58.0,64.0,32.0,4,372110ba3c1da89579ee6881221bbe102f298ca1,2016-04-20 12:25:54-07:00,0.000887571310158819,,
7.0,7.0,8.0,5.0,75.0,6.0,44.0,24.0,4.0,27.0,5.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,16.0,20.0,23.0,71.0,0.0,6.0,2.0,15.0,0.0,718.0,100.0,373.0,114.0,228.0,245.0,0.0,0.0,0.0,184.0,264.0,110.0,154.0,0.0,0.0,0.0,0.0,0.0,18.0,17.0,20.0,9.0,0.0,6.0,6.0,0.0,168.0,142.0,2.92,59.0,58.0,64.0,32.0,4,f80d41d9bf820736a38f654be758d277c1501106,2016-05-18 11:37:55-07:00,0.000887571310158819,,
7.0,7.0,8.0,5.0,75.0,6.0,44.0,24.0,4.0,27.0,5.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,16.0,20.0,23.0,71.0,0.0,6.0,2.0,15.0,0.0,718.0,100.0,373.0,114.0,228.0,245.0,0.0,0.0,0.0,184.0,264.0,110.0,154.0,0.0,0.0,0.0,0.0,0.0,18.0,17.0,20.0,9.0,0.0,6.0,6.0,0.0,168.0,142.0,2.92,59.0,58.0,64.0,32.0,4,321ea05e1204602b9e424cfe759b96e876c3a6a6,2016-08-12 15:17:48-07:00,0.000887571310158819,,
7.0,7.0,8.0,5.0,75.0,6.0,44.0,24.0,4.0,27.0,5.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,16.0,20.0,23.0,71.0,0.0,6.0,2.0,15.0,0.0,718.0,100.0,373.0,114.0,228.0,245.0,0.0,0.0,0.0,184.0,264.0,110.0,154.0,0.0,0.0,0.0,0.0,0.0,18.0,17.0,20.0,9.0,0.0,6.0,6.0,0.0,168.0,142.0,2.92,59.0,58.0,64.0,32.0,4,0baa10a1dd93b0bfdb8a4a9711b315eafff6d817,2016-12-13 09:38:55-08:00,0.000887571310158819,,
2.0,2.0,2.0,2.0,26.0,2.0,16.0,7.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,7.0,31.0,0.0,3.0,2.0,2.0,0.0,187.0,32.0,108.0,34.0,61.0,47.0,0.0,0.0,0.0,59.0,82.0,37.0,45.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,0.0,4.0,1.0,0.0,99.0,88.0,1.4100000000000001,10.0,10.0,10.0,7.0,2,1c1e0843a41fe8cdc232eb10c227606fdb72ea0a,2017-05-17 13:31:52-07:00,0.001775142620317638,,
2.0,2.0,2.0,2.0,26.0,2.0,16.0,7.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,7.0,31.0,0.0,3.0,2.0,2.0,0.0,187.0,32.0,108.0,34.0,61.0,47.0,0.0,0.0,0.0,59.0,82.0,37.0,45.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,0.0,4.0,1.0,0.0,99.0,88.0,1.4100000000000001,10.0,10.0,10.0,7.0,2,2a6d48793a35fa18cf9d4701c446f76ed3c3814d,2017-06-08 09:33:01-07:00,0.001775142620317638,,
2.0,2.0,2.0,2.0,26.0,2.0,16.0,7.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,7.0,31.0,0.0,3.0,2.0,2.0,0.0,187.0,32.0,108.0,34.0,61.0,47.0,0.0,0.0,0.0,59.0,82.0,37.0,45.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,0.0,4.0,1.0,0.0,99.0,88.0,1.4100000000000001,10.0,10.0,10.0,7.0,2,0c4abd4e9a343b2575817657aec01e4a977ae251,2017-10-10 17:51:20-07:00,0.001775142620317638,,
2.0,2.0,2.0,2.0,26.0,2.0,16.0,7.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,7.0,31.0,0.0,3.0,2.0,2.0,0.0,187.0,32.0,108.0,34.0,61.0,47.0,0.0,0.0,0.0,59.0,82.0,37.0,45.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,0.0,4.0,1.0,0.0,99.0,88.0,1.4100000000000001,10.0,10.0,10.0,7.0,2,1956cdfe7524cda5b68d5b6547444ef1c702c289,2018-02-15 16:34:57-08:00,0.001775142620317638,,
2.0,2.0,2.0,2.0,26.0,2.0,16.0,7.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,7.0,31.0,0.0,3.0,2.0,2.0,0.0,187.0,32.0,108.0,34.0,61.0,47.0,0.0,0.0,0.0,59.0,82.0,37.0,45.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,0.0,4.0,1.0,0.0,99.0,88.0,1.4100000000000001,10.0,10.0,10.0,7.0,2,efd0ea3c30cb5fab56edb8f27f5b8e7bb74e2acb,2019-09-05 13:28:37-07:00,0.001775142620317638,,
