AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,numberJavaFiles,commitSha,commitDate,readability,Kind,Name
7.0,7.0,8.0,5.0,75.0,6.0,44.0,24.0,4.0,26.0,5.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,16.0,21.0,23.0,71.0,0.0,6.0,2.0,15.0,0.0,708.0,98.0,371.0,113.0,229.0,239.0,0.0,0.0,0.0,185.0,265.0,110.0,155.0,0.0,0.0,0.0,0.0,0.0,18.0,17.0,18.0,9.0,0.0,6.0,6.0,0.0,168.0,142.0,2.5700000000000003,59.0,58.0,62.0,33.0,4,47c628d7c16478c51ae6d1fb5a08fb9c186221bd,2014-09-02 11:00:32-07:00,0.0,,
7.0,7.0,8.0,5.0,75.0,6.0,44.0,24.0,4.0,27.0,5.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,16.0,21.0,23.0,71.0,0.0,6.0,2.0,15.0,0.0,708.0,98.0,371.0,113.0,229.0,239.0,0.0,0.0,0.0,185.0,265.0,110.0,155.0,0.0,0.0,0.0,0.0,0.0,18.0,17.0,18.0,9.0,0.0,6.0,6.0,0.0,168.0,142.0,2.5700000000000003,59.0,58.0,62.0,33.0,4,fffc58dc637c031b38ea441e4df33156fc6afb97,2014-11-18 16:17:32-08:00,0.0,,
7.0,7.0,8.0,5.0,75.0,6.0,44.0,24.0,4.0,27.0,5.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,16.0,21.0,23.0,71.0,0.0,6.0,2.0,15.0,0.0,708.0,98.0,371.0,113.0,229.0,239.0,0.0,0.0,0.0,185.0,265.0,110.0,155.0,0.0,0.0,0.0,0.0,0.0,18.0,17.0,18.0,9.0,0.0,6.0,6.0,0.0,168.0,142.0,2.5700000000000003,59.0,58.0,62.0,33.0,4,d0958e1976323b003978e113bdd6672ad5bebfc9,2014-12-05 15:03:57-08:00,0.0,,
7.0,7.0,8.0,5.0,75.0,6.0,44.0,24.0,4.0,27.0,5.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,16.0,21.0,23.0,71.0,0.0,6.0,2.0,15.0,0.0,708.0,98.0,371.0,113.0,229.0,239.0,0.0,0.0,0.0,185.0,265.0,110.0,155.0,0.0,0.0,0.0,0.0,0.0,18.0,17.0,18.0,9.0,0.0,6.0,6.0,0.0,168.0,142.0,2.5700000000000003,59.0,58.0,62.0,33.0,4,8c51292aafb1e38385be8451c85ca74408e94590,2014-12-08 17:48:53-08:00,0.0,,
7.0,7.0,8.0,5.0,75.0,6.0,44.0,24.0,4.0,27.0,5.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,16.0,21.0,23.0,71.0,0.0,6.0,2.0,15.0,0.0,708.0,98.0,371.0,113.0,229.0,239.0,0.0,0.0,0.0,185.0,265.0,110.0,155.0,0.0,0.0,0.0,0.0,0.0,18.0,17.0,18.0,9.0,0.0,6.0,6.0,0.0,168.0,142.0,2.5700000000000003,59.0,58.0,62.0,33.0,4,3d483ed30c6f263d918fee0bbd9b21bb82518121,2015-01-21 12:13:51-08:00,0.0,,
7.0,7.0,8.0,5.0,74.0,6.0,43.0,24.0,4.0,27.0,5.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,16.0,20.0,23.0,71.0,0.0,6.0,2.0,15.0,0.0,710.0,100.0,368.0,112.0,226.0,242.0,0.0,0.0,0.0,182.0,262.0,109.0,153.0,0.0,0.0,0.0,0.0,0.0,18.0,17.0,18.0,9.0,0.0,6.0,6.0,0.0,168.0,142.0,2.9299999999999997,59.0,58.0,62.0,33.0,4,9850db6984161ba46d926f1c741de13fa40f9822,2015-03-30 17:43:05-07:00,0.000887571310158819,,
7.0,7.0,8.0,5.0,74.0,6.0,43.0,24.0,4.0,27.0,5.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,16.0,20.0,23.0,71.0,0.0,6.0,2.0,15.0,0.0,710.0,100.0,368.0,112.0,226.0,242.0,0.0,0.0,0.0,182.0,262.0,109.0,153.0,0.0,0.0,0.0,0.0,0.0,18.0,17.0,18.0,9.0,0.0,6.0,6.0,0.0,168.0,142.0,2.9299999999999997,59.0,58.0,62.0,33.0,4,1c424d3a86e12694a269402580da5698c44e5546,2015-04-28 10:53:27-07:00,0.000887571310158819,,
7.0,7.0,8.0,5.0,74.0,6.0,43.0,24.0,4.0,27.0,5.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,16.0,20.0,23.0,71.0,0.0,6.0,2.0,15.0,0.0,710.0,100.0,368.0,112.0,226.0,242.0,0.0,0.0,0.0,182.0,262.0,109.0,153.0,0.0,0.0,0.0,0.0,0.0,18.0,17.0,18.0,9.0,0.0,6.0,6.0,0.0,168.0,142.0,2.9299999999999997,59.0,58.0,62.0,33.0,4,1043b5a816c95e2a27e6181d3c843e64d0d5904e,2015-05-21 10:04:09-07:00,0.000887571310158819,,
7.0,7.0,8.0,5.0,74.0,6.0,43.0,24.0,4.0,27.0,5.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,16.0,20.0,23.0,71.0,0.0,6.0,2.0,15.0,0.0,710.0,100.0,368.0,112.0,226.0,242.0,0.0,0.0,0.0,182.0,262.0,109.0,153.0,0.0,0.0,0.0,0.0,0.0,18.0,17.0,18.0,9.0,0.0,6.0,6.0,0.0,168.0,142.0,2.9299999999999997,59.0,58.0,62.0,33.0,4,9192bdba7a9028ba612a28e57ae5290697de264a,2015-05-28 11:58:31-07:00,0.000887571310158819,,
7.0,7.0,8.0,5.0,74.0,6.0,43.0,24.0,4.0,27.0,5.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,16.0,20.0,23.0,71.0,0.0,6.0,2.0,15.0,0.0,710.0,100.0,368.0,112.0,226.0,242.0,0.0,0.0,0.0,182.0,262.0,109.0,153.0,0.0,0.0,0.0,0.0,0.0,18.0,17.0,18.0,9.0,0.0,6.0,6.0,0.0,168.0,142.0,2.9299999999999997,59.0,58.0,62.0,33.0,4,b4b967325bb9ca82d5c877b3fc182551236cad73,2015-07-09 11:10:03-07:00,0.000887571310158819,,
