,,Buse Readability,Scalabrino Readability,FANIN,FANOUT,CC,CCM,CCS,EC,KNTS,NPATH,NPLOG,PL,LOC,DLOC,Executable Line of Code,CLOC,BL,NV,AM,NPRM,NPM,PM,LM,STMT,DSTMT,ESTMT,CCR,WMC,NOC,DIT,LCOM,CBO,RFC,NIV,questions
2020,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9337034204264112,1.0,1.0,0.0,0.20536795975174904,0.11103695051634309,0.1835510755715733,0.07769626642254496,0.9999999999999997,0.19216030750365523,0.026588628762541994,0.10721067840924761,0.2606557377049179,0.12637362637362648,0.057965730951512924,0.12490781415333299,0.1028093645484949,0.15986957093724738,0.07980129058690974,0.8923486604495717,0.1223076923076925,0.0,0.6957623215108225,0.36753030089847444,0.21762030547685512,0.10721067840924761,0.27721295635004,0.0
2020,3,1.7939066879481669e-16,0.09022322767610359,1.0,0.9999999999999997,1.0,1.0,1.0,0.9337034204264112,1.0,1.0,0.0,0.20536795975174904,0.11103695051634321,0.1835510755715734,0.07769626642254501,1.0,0.19216030750365515,0.026588628762541842,0.1072106784092468,0.2606557377049181,0.1263736263736268,0.05796573095151293,0.12490781415333323,0.10280936454849501,0.15986957093724738,0.07980129058690982,0.8923486604495717,0.1223076923076924,0.0,0.6957623215108243,0.36753030089847444,0.21762030547685496,0.1072106784092468,0.27721295635003995,0.0
2020,4,0.3960248910558047,0.09022322767610359,0.4920087391655775,0.7961147035509314,0.934053956030336,0.9340691182534988,0.9334918657067488,0.9999999999999996,0.0,0.9334378331505921,0.0,1.1208243754642318e-16,0.0,0.0,0.0,0.555541812514688,0.0,0.0,0.0,2.3150880120052433e-16,1.0,0.0,1.17732695900225e-16,0.0,0.0,0.0,1.0,0.0,0.0,1.6912619009858644e-15,0.0,0.0,0.0,0.0,0.0
2020,5,0.3960248910558047,0.09022322767610359,0.4920087391655775,0.7961147035509314,0.934053956030336,0.9340691182534988,0.9334918657067488,0.9999999999999996,0.0,0.9334378331505921,0.0,1.1208243754642318e-16,0.0,0.0,0.0,0.555541812514688,0.0,0.0,0.0,2.3150880120052433e-16,1.0,0.0,1.17732695900225e-16,0.0,0.0,0.0,1.0,0.0,0.0,1.6912619009858644e-15,0.0,0.0,0.0,0.0,0.0
2020,6,0.3960248910558047,0.09022322767610359,0.4920087391655775,0.7961147035509314,0.934053956030336,0.9340691182534988,0.9334918657067488,0.9999999999999996,0.0,0.9334378331505921,0.0,1.1208243754642318e-16,0.0,0.0,0.0,0.555541812514688,0.0,0.0,0.0,2.3150880120052433e-16,1.0,0.0,1.17732695900225e-16,0.0,0.0,0.0,1.0,0.0,0.0,1.6912619009858644e-15,0.0,0.0,0.0,0.0,0.0
2020,7,0.3960248910558047,0.09022322767610359,0.4920087391655775,0.7961147035509314,0.934053956030336,0.9340691182534988,0.9334918657067488,0.9999999999999996,0.0,0.9334378331505921,0.0,1.1208243754642318e-16,0.0,0.0,0.0,0.555541812514688,0.0,0.0,0.0,2.3150880120052433e-16,1.0,0.0,1.17732695900225e-16,0.0,0.0,0.0,1.0,0.0,0.0,1.6912619009858644e-15,0.0,0.0,0.0,0.0,0.0
2020,8,0.3960248910558047,0.09022322767610359,0.4920087391655775,0.7961147035509314,0.934053956030336,0.9340691182534988,0.9334918657067488,0.9999999999999996,0.0,0.9334378331505921,0.0,1.1208243754642318e-16,0.0,0.0,0.0,0.555541812514688,0.0,0.0,0.0,2.3150880120052433e-16,1.0,0.0,1.17732695900225e-16,0.0,0.0,0.0,1.0,0.0,0.0,1.6912619009858644e-15,0.0,0.0,0.0,0.0,0.0
2020,9,0.3960248910558047,0.09022322767610359,0.4920087391655775,0.7961147035509314,0.934053956030336,0.9340691182534988,0.9334918657067488,0.9999999999999996,0.0,0.9334378331505921,0.0,1.1208243754642318e-16,0.0,0.0,0.0,0.555541812514688,0.0,0.0,0.0,2.3150880120052433e-16,1.0,0.0,1.17732695900225e-16,0.0,0.0,0.0,1.0,0.0,0.0,1.6912619009858644e-15,0.0,0.0,0.0,0.0,0.0
2020,10,0.3960248910558047,0.09022322767610359,0.4920087391655775,0.7961147035509314,0.934053956030336,0.9340691182534988,0.9334918657067488,0.9999999999999996,0.0,0.9334378331505921,0.0,1.1208243754642318e-16,0.0,0.0,0.0,0.555541812514688,0.0,0.0,0.0,2.3150880120052433e-16,1.0,0.0,1.17732695900225e-16,0.0,0.0,0.0,1.0,0.0,0.0,1.6912619009858644e-15,0.0,0.0,0.0,0.0,0.0
2020,11,0.3960248910558045,0.09022322767610336,0.49200873916557786,0.7961147035509317,0.9340539560303364,0.9340691182534991,0.9334918657067492,1.0,0.0,0.9334378331505926,0.0,0.0,0.0,0.0,0.0,0.5555418125146877,8.658514330614343e-17,0.0,8.084171376447668e-16,0.0,1.0,0.0,0.0,0.0,0.0,3.760862016839412e-17,1.0,0.0,0.0,0.0,0.0,0.0,8.084171376447668e-16,0.0,1.0
2020,12,0.3960248910558045,0.09022322767610336,0.49200873916557786,0.7961147035509317,0.9340539560303364,0.9340691182534991,0.9334918657067492,1.0,0.0,0.9334378331505926,0.0,0.0,0.0,0.0,0.0,0.5555418125146877,8.658514330614343e-17,0.0,8.084171376447668e-16,0.0,1.0,0.0,0.0,0.0,0.0,3.760862016839412e-17,1.0,0.0,0.0,0.0,0.0,0.0,8.084171376447668e-16,0.0,1.0
