framework,path,current_version,next_version,framework_release_date (YYYY-DD-MM),sample_update_date (YYYY-DD-MM) ,delay_in_days
spring,repositories/spring-guides/gs-service-registration-and-discovery/initial/eureka-service/pom.xml,1.2.8.RELEASE,1.4.0.RELEASE,2016/28/07,2016/02/08,4
spring,repositories/spring-guides/gs-service-registration-and-discovery/initial/eureka-service/pom.xml,1.4.0.RELEASE,1.4.1.RELEASE,2016/21/09,2016/23/09,2
spring,repositories/spring-guides/gs-rest-service-cors/complete/pom.xml,0.5.0.M5,1.0.0.RC2,2014/13/02,2014/13/02,0
spring,repositories/spring-guides/gs-rest-service-cors/complete/pom.xml,1.0.0.RC2,1.0.0.RC3,2014/13/02,2014/14/02,0
spring,repositories/spring-guides/gs-rest-service-cors/complete/pom.xml,1.0.0.RC3,1.0.0.RC4,2014/04/03,2014/04/03,0
spring,repositories/spring-guides/gs-rest-service-cors/complete/pom.xml,1.0.0.RC4,1.0.0.RC5,2014/21/03,2014/22/03,0
spring,repositories/spring-guides/gs-rest-service-cors/complete/pom.xml,1.0.0.RC5,1.0.0.RELEASE,2014/01/04,2014/01/04,0
spring,repositories/spring-guides/gs-rest-service-cors/complete/pom.xml,1.0.0.RELEASE,1.0.1.RELEASE,2014/07/04,2014/07/04,0
spring,repositories/spring-guides/gs-rest-service-cors/complete/pom.xml,1.0.1.RELEASE,1.0.2.RELEASE,2014/24/04,2014/24/04,0
spring,repositories/spring-guides/gs-rest-service-cors/complete/pom.xml,1.0.2.RELEASE,1.1.0.RELEASE,2014/10/06,2014/10/06,0
spring,repositories/spring-guides/gs-rest-service-cors/complete/pom.xml,1.1.0.RELEASE,1.1.1.RELEASE,2014/11/06,2014/11/06,0
spring,repositories/spring-guides/gs-rest-service-cors/initial/pom.xml,0.5.0.M5,1.0.0.RC2,2014/13/02,2014/13/02,0
spring,repositories/spring-guides/gs-rest-service-cors/initial/pom.xml,1.0.0.RC2,1.0.0.RC3,2014/13/02,2014/14/02,0
spring,repositories/spring-guides/gs-rest-service-cors/initial/pom.xml,1.0.0.RC3,1.0.0.RC4,2014/04/03,2014/04/03,0
spring,repositories/spring-guides/gs-rest-service-cors/initial/pom.xml,1.0.0.RC4,1.0.0.RC5,2014/21/03,2014/22/03,0
spring,repositories/spring-guides/gs-rest-service-cors/initial/pom.xml,1.0.0.RC5,1.0.0.RELEASE,2014/01/04,2014/01/04,0
spring,repositories/spring-guides/gs-rest-service-cors/initial/pom.xml,1.0.0.RELEASE,1.0.1.RELEASE,2014/07/04,2014/07/04,0
spring,repositories/spring-guides/gs-rest-service-cors/initial/pom.xml,1.0.1.RELEASE,1.0.2.RELEASE,2014/24/04,2014/24/04,0
spring,repositories/spring-guides/gs-rest-service-cors/initial/pom.xml,1.0.2.RELEASE,1.1.0.RELEASE,2014/10/06,2014/10/06,0
spring,repositories/spring-guides/gs-rest-service-cors/initial/pom.xml,1.1.0.RELEASE,1.1.1.RELEASE,2014/11/06,2014/11/06,0
spring,repositories/spring-guides/gs-producing-web-service/complete/pom.xml,0.5.0.M5,1.0.0.RC1,2014/22/01,2014/22/01,0
spring,repositories/spring-guides/gs-producing-web-service/complete/pom.xml,1.0.0.RC1,1.0.0.RC2,2014/13/02,2014/13/02,0
spring,repositories/spring-guides/gs-producing-web-service/complete/pom.xml,1.0.0.RC2,1.0.0.RC3,2014/13/02,2014/14/02,0
spring,repositories/spring-guides/gs-producing-web-service/complete/pom.xml,1.0.0.RC3,1.0.0.RC4,2014/04/03,2014/04/03,0
spring,repositories/spring-guides/gs-producing-web-service/complete/pom.xml,1.0.0.RC4,1.0.0.RC5,2014/21/03,2014/22/03,0
spring,repositories/spring-guides/gs-producing-web-service/complete/pom.xml,1.0.0.RC5,1.0.0.RELEASE,2014/01/04,2014/01/04,0
spring,repositories/spring-guides/gs-producing-web-service/complete/pom.xml,1.0.0.RELEASE,1.0.1.RELEASE,2014/07/04,2014/07/04,0
spring,repositories/spring-guides/gs-producing-web-service/complete/pom.xml,1.0.1.RELEASE,1.0.2.RELEASE,2014/24/04,2014/24/04,0
spring,repositories/spring-guides/gs-producing-web-service/complete/pom.xml,1.0.2.RELEASE,1.0.1.RELEASE,2014/07/04,2014/05/05,28
spring,repositories/spring-guides/gs-producing-web-service/complete/pom.xml,1.0.1.RELEASE,1.0.2.RELEASE,2014/24/04,2014/05/05,11
spring,repositories/spring-guides/gs-producing-web-service/complete/pom.xml,1.0.2.RELEASE,1.1.0.RELEASE,2014/10/06,2014/10/06,0
spring,repositories/spring-guides/gs-producing-web-service/complete/pom.xml,1.1.0.RELEASE,1.1.1.RELEASE,2014/11/06,2014/11/06,0
spring,repositories/spring-guides/gs-producing-web-service/initial/pom.xml,0.5.0.M5,1.0.0.RC1,2014/22/01,2014/22/01,0
spring,repositories/spring-guides/gs-producing-web-service/initial/pom.xml,1.0.0.RC1,1.0.0.RC2,2014/13/02,2014/13/02,0
spring,repositories/spring-guides/gs-producing-web-service/initial/pom.xml,1.0.0.RC2,1.0.0.RC3,2014/13/02,2014/14/02,0
spring,repositories/spring-guides/gs-producing-web-service/initial/pom.xml,1.0.0.RC3,1.0.0.RC4,2014/04/03,2014/04/03,0
spring,repositories/spring-guides/gs-producing-web-service/initial/pom.xml,1.0.0.RC4,1.0.0.RC5,2014/21/03,2014/22/03,0
spring,repositories/spring-guides/gs-producing-web-service/initial/pom.xml,1.0.0.RC5,1.0.0.RELEASE,2014/01/04,2014/01/04,0
spring,repositories/spring-guides/gs-producing-web-service/initial/pom.xml,1.0.0.RELEASE,1.0.1.RELEASE,2014/07/04,2014/07/04,0
spring,repositories/spring-guides/gs-producing-web-service/initial/pom.xml,1.0.1.RELEASE,1.0.2.RELEASE,2014/24/04,2014/24/04,0
spring,repositories/spring-guides/gs-producing-web-service/initial/pom.xml,1.0.2.RELEASE,1.0.1.RELEASE,2014/07/04,2014/05/05,28
spring,repositories/spring-guides/gs-producing-web-service/initial/pom.xml,1.0.1.RELEASE,1.0.2.RELEASE,2014/24/04,2014/05/05,11
spring,repositories/spring-guides/gs-producing-web-service/initial/pom.xml,1.0.2.RELEASE,1.1.0.RELEASE,2014/10/06,2014/10/06,0
spring,repositories/spring-guides/gs-producing-web-service/initial/pom.xml,1.1.0.RELEASE,1.1.1.RELEASE,2014/11/06,2014/11/06,0
spring,repositories/spring-guides/gs-consuming-web-service/initial/pom.xml,1.0.0.RC3,1.0.0.RC4,2014/04/03,2014/04/03,0
spring,repositories/spring-guides/gs-consuming-web-service/initial/pom.xml,1.0.0.RC4,1.0.0.RC5,2014/21/03,2014/22/03,0
spring,repositories/spring-guides/gs-consuming-web-service/initial/pom.xml,1.0.0.RC5,1.0.0.RELEASE,2014/01/04,2014/01/04,0
spring,repositories/spring-guides/gs-consuming-web-service/initial/pom.xml,1.0.0.RELEASE,1.0.1.RELEASE,2014/07/04,2014/07/04,0
spring,repositories/spring-guides/gs-consuming-web-service/initial/pom.xml,1.0.1.RELEASE,1.0.2.RELEASE,2014/24/04,2014/24/04,0
spring,repositories/spring-guides/gs-consuming-web-service/initial/pom.xml,1.0.2.RELEASE,1.1.0.RELEASE,2014/10/06,2014/10/06,0
spring,repositories/spring-guides/gs-consuming-web-service/initial/pom.xml,1.1.0.RELEASE,1.1.1.RELEASE,2014/11/06,2014/11/06,0
spring,repositories/spring-guides/gs-client-side-load-balancing/complete/pom.xml,0.5.0.M5,1.0.0.RC1,2014/22/01,2014/22/01,0
spring,repositories/spring-guides/gs-client-side-load-balancing/complete/pom.xml,1.0.0.RC1,1.0.0.RC2,2014/13/02,2014/13/02,0
spring,repositories/spring-guides/gs-client-side-load-balancing/complete/pom.xml,1.0.0.RC2,1.0.0.RC3,2014/13/02,2014/14/02,0
spring,repositories/spring-guides/gs-client-side-load-balancing/complete/pom.xml,1.0.0.RC3,1.0.0.RC4,2014/04/03,2014/04/03,0
spring,repositories/spring-guides/gs-client-side-load-balancing/complete/pom.xml,1.0.0.RC4,1.0.0.RC5,2014/21/03,2014/22/03,0
spring,repositories/spring-guides/gs-client-side-load-balancing/complete/pom.xml,1.0.0.RC5,1.0.0.RELEASE,2014/01/04,2014/01/04,0
spring,repositories/spring-guides/gs-client-side-load-balancing/complete/pom.xml,1.0.0.RELEASE,1.0.1.RELEASE,2014/07/04,2014/07/04,0
spring,repositories/spring-guides/gs-client-side-load-balancing/complete/pom.xml,1.0.1.RELEASE,1.0.2.RELEASE,2014/24/04,2014/24/04,0
spring,repositories/spring-guides/gs-client-side-load-balancing/complete/pom.xml,1.0.2.RELEASE,1.1.0.RELEASE,2014/10/06,2014/10/06,0
spring,repositories/spring-guides/gs-client-side-load-balancing/complete/pom.xml,1.1.0.RELEASE,1.1.1.RELEASE,2014/11/06,2014/11/06,0
spring,repositories/spring-guides/gs-centralized-configuration/complete/configuration-client/pom.xml,1.2.8.RELEASE,1.4.0.RELEASE,2016/28/07,2016/25/08,27
spring,repositories/spring-guides/gs-centralized-configuration/complete/configuration-client/pom.xml,1.4.0.RELEASE,1.4.1.RELEASE,2016/21/09,2016/23/09,2
spring,repositories/spring-guides/gs-centralized-configuration/complete/configuration-service/pom.xml,1.2.8.RELEASE,1.4.0.RELEASE,2016/28/07,2016/25/08,27
spring,repositories/spring-guides/gs-centralized-configuration/complete/configuration-service/pom.xml,1.4.0.RELEASE,1.4.1.RELEASE,2016/21/09,2016/23/09,2
spring,repositories/spring-guides/gs-centralized-configuration/initial/configuration-client/pom.xml,1.2.8.RELEASE,1.4.3.RELEASE,2016/23/12,2016/24/12,1
spring,repositories/spring-guides/gs-centralized-configuration/initial/configuration-service/pom.xml,1.2.8.RELEASE,1.4.3.RELEASE,2016/23/12,2016/24/12,1
spring,repositories/spring-guides/gs-accessing-mongodb-data-rest/complete/pom.xml,1.0.0.RC3,1.0.0.RC4,2014/04/03,2014/04/03,0
spring,repositories/spring-guides/gs-accessing-mongodb-data-rest/complete/pom.xml,1.0.0.RC4,1.0.0.RC5,2014/21/03,2014/22/03,0
spring,repositories/spring-guides/gs-accessing-mongodb-data-rest/complete/pom.xml,1.0.0.RC5,1.0.0.RELEASE,2014/01/04,2014/01/04,0
spring,repositories/spring-guides/gs-accessing-mongodb-data-rest/complete/pom.xml,1.0.0.RELEASE,1.0.1.RELEASE,2014/07/04,2014/07/04,0
spring,repositories/spring-guides/gs-accessing-mongodb-data-rest/complete/pom.xml,1.0.1.RELEASE,1.0.2.RELEASE,2014/24/04,2014/24/04,0
spring,repositories/spring-guides/gs-accessing-mongodb-data-rest/complete/pom.xml,1.0.2.RELEASE,1.1.0.RELEASE,2014/10/06,2014/10/06,0
spring,repositories/spring-guides/gs-accessing-mongodb-data-rest/complete/pom.xml,1.1.0.RELEASE,1.1.1.RELEASE,2014/11/06,2014/11/06,0
spring,repositories/spring-guides/gs-accessing-mongodb-data-rest/initial/pom.xml,1.0.0.RC3,1.0.0.RC4,2014/04/03,2014/04/03,0
spring,repositories/spring-guides/gs-accessing-mongodb-data-rest/initial/pom.xml,1.0.0.RC4,1.0.0.RC5,2014/21/03,2014/22/03,0
spring,repositories/spring-guides/gs-accessing-mongodb-data-rest/initial/pom.xml,1.0.0.RC5,1.0.0.RELEASE,2014/01/04,2014/01/04,0
spring,repositories/spring-guides/gs-accessing-mongodb-data-rest/initial/pom.xml,1.0.0.RELEASE,1.0.1.RELEASE,2014/07/04,2014/07/04,0
spring,repositories/spring-guides/gs-accessing-mongodb-data-rest/initial/pom.xml,1.0.1.RELEASE,1.0.2.RELEASE,2014/24/04,2014/24/04,0
spring,repositories/spring-guides/gs-accessing-mongodb-data-rest/initial/pom.xml,1.0.2.RELEASE,1.1.0.RELEASE,2014/10/06,2014/10/06,0
spring,repositories/spring-guides/gs-accessing-mongodb-data-rest/initial/pom.xml,1.1.0.RELEASE,1.1.1.RELEASE,2014/11/06,2014/11/06,0
spring,repositories/spring-guides/gs-accessing-data-rest/complete/pom.xml,1.0.0.RC3,1.0.0.RC4,2014/04/03,2014/04/03,0
spring,repositories/spring-guides/gs-accessing-data-rest/complete/pom.xml,1.0.0.RC4,1.0.0.RC5,2014/21/03,2014/22/03,0
spring,repositories/spring-guides/gs-accessing-data-rest/complete/pom.xml,1.0.0.RC5,1.0.0.RELEASE,2014/01/04,2014/01/04,0
spring,repositories/spring-guides/gs-accessing-data-rest/complete/pom.xml,1.0.0.RELEASE,1.0.1.RELEASE,2014/07/04,2014/07/04,0
spring,repositories/spring-guides/gs-accessing-data-rest/complete/pom.xml,1.0.1.RELEASE,1.0.2.RELEASE,2014/24/04,2014/24/04,0
spring,repositories/spring-guides/gs-accessing-data-rest/complete/pom.xml,1.0.2.RELEASE,1.1.0.RELEASE,2014/10/06,2014/10/06,0
spring,repositories/spring-guides/gs-accessing-data-rest/complete/pom.xml,1.1.0.RELEASE,1.1.1.RELEASE,2014/11/06,2014/11/06,0
spring,repositories/spring-guides/gs-accessing-data-rest/initial/pom.xml,1.0.0.RC3,1.0.0.RC4,2014/04/03,2014/04/03,0
spring,repositories/spring-guides/gs-accessing-data-rest/initial/pom.xml,1.0.0.RC4,1.0.0.RC5,2014/21/03,2014/22/03,0
spring,repositories/spring-guides/gs-accessing-data-rest/initial/pom.xml,1.0.0.RC5,1.0.0.RELEASE,2014/01/04,2014/01/04,0
spring,repositories/spring-guides/gs-accessing-data-rest/initial/pom.xml,1.0.0.RELEASE,1.0.1.RELEASE,2014/07/04,2014/07/04,0
spring,repositories/spring-guides/gs-accessing-data-rest/initial/pom.xml,1.0.1.RELEASE,1.0.2.RELEASE,2014/24/04,2014/24/04,0
spring,repositories/spring-guides/gs-accessing-data-rest/initial/pom.xml,1.0.2.RELEASE,1.1.0.RELEASE,2014/10/06,2014/10/06,0
spring,repositories/spring-guides/gs-accessing-data-rest/initial/pom.xml,1.1.0.RELEASE,1.1.1.RELEASE,2014/11/06,2014/11/06,0
spring,repositories/spring-guides/gs-accessing-data-mysql/complete/pom.xml,0.5.0.M5,1.0.0.RC1,2014/22/01,2014/22/01,0
spring,repositories/spring-guides/gs-accessing-data-mysql/complete/pom.xml,1.0.0.RC1,1.0.0.RC2,2014/13/02,2014/13/02,0
spring,repositories/spring-guides/gs-accessing-data-mysql/complete/pom.xml,1.0.0.RC2,1.0.0.RC3,2014/13/02,2014/14/02,0
spring,repositories/spring-guides/gs-accessing-data-mysql/complete/pom.xml,1.0.0.RC3,1.0.0.RC4,2014/04/03,2014/04/03,0
spring,repositories/spring-guides/gs-accessing-data-mysql/complete/pom.xml,1.0.0.RC4,1.0.0.RC5,2014/21/03,2014/22/03,0
spring,repositories/spring-guides/gs-accessing-data-mysql/complete/pom.xml,1.0.0.RC5,1.0.0.RELEASE,2014/01/04,2014/01/04,0
spring,repositories/spring-guides/gs-accessing-data-mysql/complete/pom.xml,1.0.0.RELEASE,1.0.1.RELEASE,2014/07/04,2014/07/04,0
spring,repositories/spring-guides/gs-accessing-data-mysql/complete/pom.xml,1.0.1.RELEASE,1.0.2.RELEASE,2014/24/04,2014/24/04,0
spring,repositories/spring-guides/gs-accessing-data-mysql/complete/pom.xml,1.0.2.RELEASE,1.1.0.RELEASE,2014/10/06,2014/10/06,0
spring,repositories/spring-guides/gs-accessing-data-mysql/complete/pom.xml,1.1.0.RELEASE,1.1.1.RELEASE,2014/11/06,2014/11/06,0
spring,repositories/spring-guides/gs-accessing-data-mysql/initial/pom.xml,0.5.0.M5,1.0.0.RC1,2014/22/01,2014/22/01,0
spring,repositories/spring-guides/gs-accessing-data-mysql/initial/pom.xml,1.0.0.RC1,1.0.0.RC2,2014/13/02,2014/13/02,0
spring,repositories/spring-guides/gs-accessing-data-mysql/initial/pom.xml,1.0.0.RC2,1.0.0.RC3,2014/13/02,2014/14/02,0
spring,repositories/spring-guides/gs-accessing-data-mysql/initial/pom.xml,1.0.0.RC3,1.0.0.RC4,2014/04/03,2014/04/03,0
spring,repositories/spring-guides/gs-accessing-data-mysql/initial/pom.xml,1.0.0.RC4,1.0.0.RC5,2014/21/03,2014/22/03,0
spring,repositories/spring-guides/gs-accessing-data-mysql/initial/pom.xml,1.0.0.RC5,1.0.0.RELEASE,2014/01/04,2014/01/04,0
spring,repositories/spring-guides/gs-accessing-data-mysql/initial/pom.xml,1.0.0.RELEASE,1.0.1.RELEASE,2014/07/04,2014/07/04,0
spring,repositories/spring-guides/gs-accessing-data-mysql/initial/pom.xml,1.0.1.RELEASE,1.0.2.RELEASE,2014/24/04,2014/24/04,0
spring,repositories/spring-guides/gs-accessing-data-mysql/initial/pom.xml,1.0.2.RELEASE,1.1.0.RELEASE,2014/10/06,2014/10/06,0
spring,repositories/spring-guides/gs-accessing-data-mysql/initial/pom.xml,1.1.0.RELEASE,1.1.1.RELEASE,2014/11/06,2014/11/06,0
spring,repositories/spring-guides/getting-started-guides/complete/pom.xml,0.5.0.M5,1.0.0.RC1,2014/22/01,2014/22/01,0
spring,repositories/spring-guides/getting-started-guides/complete/pom.xml,1.0.0.RC1,1.0.0.RC2,2014/13/02,2014/13/02,0
spring,repositories/spring-guides/getting-started-guides/complete/pom.xml,1.0.0.RC2,1.0.0.RC3,2014/13/02,2014/14/02,0
spring,repositories/spring-guides/getting-started-guides/complete/pom.xml,1.0.0.RC3,1.0.0.RC4,2014/04/03,2014/04/03,0
spring,repositories/spring-guides/getting-started-guides/complete/pom.xml,1.0.0.RC4,1.0.0.RC5,2014/21/03,2014/22/03,0
spring,repositories/spring-guides/getting-started-guides/complete/pom.xml,1.0.0.RC5,1.0.0.RELEASE,2014/01/04,2014/01/04,0
spring,repositories/spring-guides/getting-started-guides/complete/pom.xml,1.0.0.RELEASE,1.0.1.RELEASE,2014/07/04,2014/07/04,0
spring,repositories/spring-guides/getting-started-guides/complete/pom.xml,1.0.1.RELEASE,1.0.2.RELEASE,2014/24/04,2014/24/04,0
spring,repositories/spring-guides/getting-started-guides/complete/pom.xml,1.0.2.RELEASE,1.1.0.RELEASE,2014/10/06,2014/10/06,0
spring,repositories/spring-guides/getting-started-guides/complete/pom.xml,1.1.0.RELEASE,1.1.1.RELEASE,2014/11/06,2014/11/06,0
spring,repositories/spring-guides/getting-started-guides/initial/pom.xml,2.1.6.RELEASE,2.2.1.RELEASE,2019/06/11,2019/19/11,12
spring,repositories/spring-guides/getting-started-guides/initial/pom.xml,2.2.1.RELEASE,2.2.2.RELEASE,2019/06/12,2019/11/12,5
spring,repositories/spring-guides/getting-started-guides/initial/pom.xml,2.2.2.RELEASE,2.1.6.RELEASE,2019/18/06,2020/14/01,209
spring,repositories/spring-guides/gs-testing-restdocs/complete/pom.xml,1.5.2.RELEASE,1.5.9.RELEASE,2017/28/11,2017/30/11,2
spring,repositories/spring-guides/gs-testing-restdocs/complete/pom.xml,1.5.9.RELEASE,1.5.10.RELEASE,2018/30/01,2018/31/01,0
spring,repositories/spring-guides/gs-testing-restdocs/complete/pom.xml,1.5.10.RELEASE,2.0.0.RELEASE,2018/01/03,2018/01/03,0
spring,repositories/spring-guides/gs-testing-restdocs/complete/pom.xml,2.0.0.RELEASE,2.0.1.RELEASE,2018/05/04,2018/05/04,0
spring,repositories/spring-guides/gs-testing-restdocs/initial/pom.xml,1.5.2.RELEASE,1.5.9.RELEASE,2017/28/11,2017/30/11,2
spring,repositories/spring-guides/gs-testing-restdocs/initial/pom.xml,1.5.9.RELEASE,1.5.10.RELEASE,2018/30/01,2018/31/01,0
spring,repositories/spring-guides/gs-testing-restdocs/initial/pom.xml,1.5.10.RELEASE,2.0.0.RELEASE,2018/01/03,2018/01/03,0
spring,repositories/spring-guides/gs-testing-restdocs/initial/pom.xml,2.0.0.RELEASE,2.0.1.RELEASE,2018/05/04,2018/05/04,0
spring,repositories/spring-guides/gs-spring-boot-for-azure/complete/pom.xml,0.5.0.M5,1.0.0.RC1,2014/22/01,2014/22/01,0
spring,repositories/spring-guides/gs-spring-boot-for-azure/complete/pom.xml,1.0.0.RC1,1.0.0.RC2,2014/13/02,2014/13/02,0
spring,repositories/spring-guides/gs-spring-boot-for-azure/complete/pom.xml,1.0.0.RC2,1.0.0.RC3,2014/13/02,2014/14/02,0
spring,repositories/spring-guides/gs-spring-boot-for-azure/complete/pom.xml,1.0.0.RC3,1.0.0.RC4,2014/04/03,2014/04/03,0
spring,repositories/spring-guides/gs-spring-boot-for-azure/complete/pom.xml,1.0.0.RC4,1.0.0.RC5,2014/21/03,2014/22/03,0
spring,repositories/spring-guides/gs-spring-boot-for-azure/complete/pom.xml,1.0.0.RC5,1.0.0.RELEASE,2014/01/04,2014/01/04,0
spring,repositories/spring-guides/gs-spring-boot-for-azure/complete/pom.xml,1.0.0.RELEASE,1.0.1.RELEASE,2014/07/04,2014/07/04,0
spring,repositories/spring-guides/gs-spring-boot-for-azure/complete/pom.xml,1.0.1.RELEASE,1.0.2.RELEASE,2014/24/04,2014/24/04,0
spring,repositories/spring-guides/gs-spring-boot-for-azure/complete/pom.xml,1.0.2.RELEASE,1.1.0.RELEASE,2014/10/06,2014/10/06,0
spring,repositories/spring-guides/gs-spring-boot-for-azure/complete/pom.xml,1.1.0.RELEASE,1.1.1.RELEASE,2014/11/06,2014/11/06,0
spring,repositories/spring-guides/gs-spring-boot-for-azure/initial/pom.xml,0.5.0.M5,1.0.0.RC1,2014/22/01,2014/22/01,0
spring,repositories/spring-guides/gs-spring-boot-for-azure/initial/pom.xml,1.0.0.RC1,1.0.0.RC2,2014/13/02,2014/13/02,0
spring,repositories/spring-guides/gs-spring-boot-for-azure/initial/pom.xml,1.0.0.RC2,1.0.0.RC3,2014/13/02,2014/14/02,0
spring,repositories/spring-guides/gs-spring-boot-for-azure/initial/pom.xml,1.0.0.RC3,1.0.0.RC4,2014/04/03,2014/04/03,0
spring,repositories/spring-guides/gs-spring-boot-for-azure/initial/pom.xml,1.0.0.RC4,1.0.0.RC5,2014/21/03,2014/22/03,0
spring,repositories/spring-guides/gs-spring-boot-for-azure/initial/pom.xml,1.0.0.RC5,1.0.0.RELEASE,2014/01/04,2014/01/04,0
