,,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,numberJavaFiles,readability,questions
2015,12,1.0,1.0,1.0,0.0,1.0,0.8947289269869916,1.0,1.0,0.4447702834799604,1.0,0.2008295886622881,0.0,0.0,0.4618819776714515,0.6363636363636365,0.0,0.0,0.0,0.0,0.0,0.19351935193519348,1.0,0.17216147509447668,0.33309090909090916,0.3175356642125581,0.29012726684889645,0.0,0.36802051451732987,0.48102209535675794,0.24315443592552025,0.34533353501739517,0.4386287113559842,0.2994962027220093,1.0,1.0,1.0,0.9627039627039627,0.0,1.0,0.0,0.0,0.9521694148454257,0.42224537640010407,0.42224537640010407,0.4276182533063268,0.012987012987013012,0.0,0.867792397167861,0.0
2016,1,0.5198344256640223,0.5198344256640223,0.4752223634053367,0.0,0.4617781851512379,0.07361455748552513,0.43208411458951407,0.5007587253414264,0.9139784946236562,0.7835450027609054,0.23954372623574136,0.0,0.06896551724137931,0.5786774628879893,0.724137931034483,0.12597332329624306,0.0,0.25218973317313337,0.1554174468867714,0.0,0.6831683168316832,0.4371400440877921,0.23001330680638607,0.319179487179487,0.3848717094301892,0.31338755005098373,0.05950964499961247,0.3689367956883884,0.3123069145649606,0.2879209144269388,0.36447800674090197,0.35198135198135194,0.37061780237958897,0.7557251908396948,0.7557251908396948,0.5871886120996441,0.5897435897435899,0.4660194174757286,0.8891454965357963,0.0,0.0,0.5143702179643794,0.4547057527000219,0.4547057527000219,0.4592196794031653,0.29753265602322254,0.03649635036496351,0.09976267515788748,0.0
2016,2,0.37817638266068765,0.37817638266068765,0.4752223634053367,0.0,0.4617781851512376,0.07361455748552513,0.4446158593026842,0.5007587253414264,0.9139784946236562,0.7835450027609054,0.23954372623574136,0.0,0.06896551724137931,0.6315789473684212,0.724137931034483,0.12597332329624314,0.0,0.2909107889145714,0.17928014561116196,0.0,0.6831683168316832,0.4371400440877921,0.26579315453182356,0.366222222222222,0.38487170943018967,0.3456191399935337,0.10912189640981566,0.39581437670609654,0.42240071897994697,0.3212851405622491,0.3876871880199667,0.3872053872053873,0.38792390405293614,0.7557251908396948,0.7557251908396948,0.5871886120996441,0.5897435897435899,0.4660194174757286,0.8891454965357966,0.0,0.0,0.5683790908506394,0.467048710601719,0.467048710601719,0.470511140235911,0.320754716981132,0.03649635036496351,0.09976267515788745,0.0
2016,3,0.37817638266068765,0.37817638266068765,0.4752223634053367,0.0,0.4617781851512376,0.07361455748552513,0.4446158593026842,0.5007587253414264,0.9139784946236562,0.7835450027609054,0.23954372623574136,0.0,0.06896551724137931,0.6315789473684212,0.724137931034483,0.12597332329624314,0.0,0.2909107889145714,0.17928014561116196,0.0,0.6831683168316832,0.4371400440877921,0.26579315453182356,0.366222222222222,0.38487170943018967,0.3456191399935337,0.10912189640981566,0.39581437670609654,0.42240071897994697,0.3212851405622491,0.3876871880199667,0.3872053872053873,0.38792390405293614,0.7557251908396948,0.7557251908396948,0.5871886120996441,0.5897435897435899,0.4660194174757286,0.8891454965357966,0.0,0.0,0.5683790908506394,0.467048710601719,0.467048710601719,0.470511140235911,0.320754716981132,0.03649635036496351,0.09976267515788745,0.0
2016,4,0.37817638266068765,0.37817638266068765,0.4752223634053367,0.0,0.4617781851512376,0.07361455748552513,0.4446158593026842,0.5007587253414264,0.9139784946236562,0.7835450027609054,0.23954372623574136,0.0,0.06896551724137931,0.6315789473684212,0.724137931034483,0.12597332329624314,0.0,0.2909107889145714,0.17928014561116196,0.0,0.6831683168316832,0.4371400440877921,0.26579315453182356,0.366222222222222,0.38487170943018967,0.3456191399935337,0.10912189640981566,0.39581437670609654,0.42240071897994697,0.3212851405622491,0.3876871880199667,0.3872053872053873,0.38792390405293614,0.7557251908396948,0.7557251908396948,0.5871886120996441,0.5897435897435899,0.4660194174757286,0.8891454965357966,0.0,0.0,0.5683790908506394,0.467048710601719,0.467048710601719,0.470511140235911,0.320754716981132,0.03649635036496351,0.09976267515788745,0.14285714285714285
2016,5,0.6412556053811659,0.6412556053811659,0.4752223634053367,1.0,0.5585701191567372,0.07361455748552513,0.5532243134834928,0.5007587253414264,0.9139784946236562,0.7835450027609054,0.23954372623574136,0.0,0.06896551724137931,0.6315789473684212,0.724137931034483,0.12597332329624314,0.0,0.2909107889145714,0.17928014561116196,0.0,0.6831683168316832,0.4371400440877921,0.26579315453182356,0.46577777777777796,0.44296555236304863,0.47494342062722283,0.25244617826151455,0.5414012738853502,0.43812840532494546,0.4819277108433733,0.5207986688851913,0.494949494949495,0.533498759305211,0.7557251908396948,0.7557251908396948,0.5871886120996441,1.0,0.4660194174757286,0.8891454965357966,0.0,0.0,0.46036134507812,0.5816618911174783,0.5816618911174783,0.617300131061599,0.45013477088948783,0.03649635036496351,0.09976267515788745,0.14285714285714285
2016,6,0.6412556053811659,0.6412556053811659,0.4752223634053367,1.0,0.6811732355637029,0.5368072787427626,0.7161369947547054,0.5630753667172483,0.9139784946236562,0.9001656543346217,0.23954372623574136,0.0,0.10344827586206896,0.7494736842105265,0.724137931034483,0.12597332329624314,0.0,0.3772034274240617,0.23245987419694453,0.0,0.7148514851485148,0.4371400440877921,0.33224144316477955,0.6975999999999998,0.6579127712146265,0.6994503718073067,0.45668327990018515,0.7699727024567788,0.6646070886929173,0.7550200803212851,0.740876317249029,0.7481481481481481,0.7373035566583953,0.7893129770992366,0.7893129770992366,0.6185053380782917,1.0,0.4660194174757286,0.8891454965357966,0.0,0.0,0.5215714010158811,0.7146131805157592,0.7146131805157592,0.7389252948885977,0.7347708894878703,0.03649635036496351,0.08044821672927821,0.14285714285714285
2016,7,0.6412556053811659,0.6412556053811659,0.4752223634053367,1.0,0.7037580201649861,0.5368072787427626,0.7297130515273066,0.5786545270612039,0.9139784946236562,0.977912755383766,0.23954372623574136,0.0,0.13793103448275862,1.0,1.0,0.23465619045378622,0.0,0.7043963484392143,0.4340996784180378,0.0,1.0,0.4371400440877921,0.5149742369054083,1.0,0.9440249476589563,1.0,0.8212644218604432,1.0,0.9335505251923835,1.0,1.0,1.0,1.0,0.9236641221374047,0.9236641221374047,0.7437722419928824,1.0,0.4660194174757286,0.8891454965357966,0.0,0.0,0.5863820484793929,1.0,1.0,1.0,1.0,0.03649635036496351,0.06435283470543719,0.14285714285714285
2016,8,0.6412556053811659,0.6412556053811659,0.4752223634053367,1.0,0.7037580201649861,0.5368072787427626,0.7297130515273066,0.5786545270612039,0.9139784946236562,0.977912755383766,0.23954372623574136,0.0,0.13793103448275862,1.0,1.0,0.23465619045378622,0.0,0.7043963484392143,0.4340996784180378,0.0,1.0,0.4371400440877921,0.5149742369054083,1.0,0.9440249476589563,1.0,0.8212644218604432,1.0,0.9335505251923835,1.0,1.0,1.0,1.0,0.9236641221374047,0.9236641221374047,0.7437722419928824,1.0,0.4660194174757286,0.8891454965357966,0.0,0.0,0.5863820484793929,1.0,1.0,1.0,1.0,0.03649635036496351,0.06435283470543719,0.21428571428571427
2016,9,0.8385650224215246,0.8385650224215246,0.621982210927573,0.7500000000000002,0.7198900091659028,1.0,0.7025609379821043,0.5786545270612039,0.48387096774193555,0.6377691882937603,0.23954372623574136,0.0,0.1724137931034483,0.6315789473684212,0.9310344827586209,0.13955868169093605,0.07291666666666667,0.30888842193738175,0.19035925573319987,0.0,0.801980198019802,0.1275670683360778,0.24918108237358463,0.8053333333333333,0.936763217292349,0.7000969932104752,0.5749258124278365,0.6851683348498636,1.0,0.8228915662650601,0.7916805324459234,0.8727272727272728,0.7518610421836228,0.8816793893129773,0.8816793893129773,0.786832740213523,0.6923076923076923,0.0388349514563112,0.6859122401847575,0.28205128205128205,0.30669144981412644,1.0,0.6739255014326647,0.6739255014326647,0.6754914809960683,0.5579514824797844,0.07664233576642336,0.05073366530064864,0.21428571428571427
