,,Java,Classes,LOC,PL,RFC,CLOC,CBO,NOC,LCOM,WMC,Readability,DIT,questions
2015,3,0.0,0.3333333333333333,0.920551543007221,0.9287138584247265,1.0,0.9653846153846154,0.9140624999999989,0.0,1.0,0.9364161849710975,0.0,1.0,0.0
2015,4,0.0,0.3333333333333333,1.0,1.0,1.0,0.9653846153846154,1.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333
2015,5,0.5,0.0,0.3902072976268637,0.4082989127854528,0.3809523809523938,0.5805860805860817,0.5171130952380963,0.0,0.30241480478447264,0.47619047619047283,1.0,0.0,0.3333333333333333
2015,6,0.5,0.0,0.3902072976268637,0.4082989127854528,0.3809523809523938,0.5805860805860817,0.5171130952380963,0.0,0.30241480478447264,0.47619047619047283,1.0,0.0,0.3333333333333333
2015,7,1.0,0.6666666666666666,0.019697964543662332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9345490616795087,0.3636363636363659,0.3333333333333333
2015,8,1.0,0.6666666666666666,0.013131976362440869,0.019940179461612653,0.0,0.19230769230769149,0.0,0.0,0.0,0.0,0.9345490616795087,0.3636363636363659,0.3333333333333333
2015,9,1.0,0.6666666666666666,0.0,0.009970089730806327,0.0,0.19230769230769149,0.0,0.0,0.0,0.0,0.9345490616795087,0.3636363636363659,0.3333333333333333
2015,10,1.0,1.0,0.3873933026920539,0.46360917248255107,0.9090909090909065,1.0,0.07812499999999903,0.0,0.02369668246445565,0.7514450867052049,0.9045507149492833,0.3636363636363659,0.3333333333333333
2015,11,1.0,1.0,0.3873933026920539,0.46360917248255107,0.9090909090909065,1.0,0.07812499999999903,0.0,0.02369668246445565,0.7514450867052049,0.9045507149492833,0.3636363636363659,0.3333333333333333
2015,12,1.0,1.0,0.3873933026920539,0.46360917248255107,0.9090909090909065,1.0,0.07812499999999903,0.0,0.02369668246445565,0.7514450867052049,0.9045507149492833,0.3636363636363659,0.3333333333333333
2016,1,1.0,1.0,0.39395929087327536,0.4685942173479534,0.9090909090909065,1.0,0.07812499999999903,0.0,0.02369668246445565,0.7514450867052049,0.9045507149492833,0.3636363636363659,0.3333333333333333
2016,2,1.0,1.0,0.39395929087327536,0.4685942173479534,0.9090909090909065,1.0,0.07812499999999903,0.0,0.02369668246445565,0.7514450867052049,0.9045507149492833,0.3636363636363659,0.3333333333333333
2016,3,1.0,1.0,0.39395929087327536,0.4685942173479534,0.9090909090909065,1.0,0.07812499999999903,0.0,0.02369668246445565,0.7514450867052049,0.9045507149492833,0.3636363636363659,0.3333333333333333
2016,4,1.0,1.0,0.39395929087327536,0.4685942173479534,0.9090909090909065,1.0,0.07812499999999903,0.0,0.02369668246445565,0.7514450867052049,0.9045507149492833,0.3636363636363659,0.3333333333333333
2016,5,1.0,1.0,0.39395929087327536,0.4685942173479534,0.9090909090909065,1.0,0.07812499999999903,0.0,0.02369668246445565,0.7514450867052049,0.9045507149492833,0.3636363636363659,0.3333333333333333
