,min,max,avg,med,std
AvgCyclomatic,2.122398239142444,3.4166666666666665,2.5060476279703927,2.423095450461078,0.251567257285897
AvgCyclomaticModified,2.122398239142444,3.4166666666666665,2.501362136186445,2.423095450461078,0.2550106119682516
AvgCyclomaticStrict,2.153697470207529,3.453125,2.6346452636053326,2.619047619047619,0.23076247147426066
AvgEssential,1.0,1.2081083042973286,1.1054987137658228,1.1097479674796746,0.06375149988478768
AvgLine,27.80952380952381,59.932291666666664,34.144474691130405,31.80950259857577,7.244037137530028
AvgLineBlank,2.4047619047619047,9.78125,4.643411205669795,4.209339972479129,1.7558643364620081
AvgLineCode,17.428571428571427,40.630208333333336,22.875707829467274,21.733886162601653,4.774795475771495
AvgLineComment,4.760988612314341,10.55,6.129767005240085,5.70303648060606,1.3448478566846715
CountClassBase,1.0,1.083595606120659,1.042961191905215,1.0423724028906955,0.018319332742181272
CountClassCoupled,9.873015873015872,15.658730158730158,11.669555120637847,11.330384495360105,1.3252239180884118
CountClassCoupledModified,0.25,1.5615933039577772,0.9424081327164032,1.001588383574368,0.27858371593686443
CountClassDerived,0.0,0.018478776625023514,0.00610608924725634,0.005555555555555555,0.005254195285089444
CountDeclClass,1.52,53.329166666666666,15.988976925086247,17.441601731601732,9.59919311392239
CountDeclClassMethod,3.2199999999999998,15.19546372737995,10.128975647393904,11.51271498651711,3.901603842970425
CountDeclClassVariable,0.27777777777777773,1.5334439348098161,1.0710009989229774,1.3095308133600816,0.3848589826799568
CountDeclInstanceMethod,1.52,4.650793650793651,3.034729299992987,2.881256286331031,0.6379222807395083
CountDeclInstanceVariable,0.5,2.111111111111111,1.3086777372806546,1.227341516661353,0.3401814950958225
CountDeclMethod,4.74,18.0861619455415,13.16370494738689,14.393310259514317,3.5409663508306783
CountDeclMethodAll,16.740000000000002,36.59819645312767,28.340542350761343,30.054518439424026,5.863378175863802
CountDeclMethodDefault,0.0,0.47880929308864734,0.15276075462687447,0.11740447876002143,0.09405290809550093
CountDeclMethodPrivate,1.2519249520292126,3.880952380952381,1.6516629581526288,1.3952380952380952,0.6491363472323312
CountDeclMethodProtected,0.0,0.17857142857142858,0.125952021262449,0.1578742600502042,0.06696355242765284
CountDeclMethodPublic,3.01,16.362018177246664,11.23332921334494,12.690691339058207,3.873821500827393
CountLine,164.41,574.1423511861848,427.49201044288753,459.27857715891946,117.88531379003882
CountLineBlank,20.310000000000002,56.503463023635156,45.034310936127426,46.80696544928599,8.943153481027913
CountLineCode,87.75,413.473972715865,301.073079344278,333.3786660105346,97.57715401806013
CountLineCodeDecl,19.54,71.18434194297228,53.24111870378891,58.079612598696,14.883249724919782
CountLineCodeExe,63.63,331.321955629686,238.0177455314474,268.65625,80.7876784813246
CountLineComment,47.83174603174603,104.45982485085179,81.76506395729655,80.64986286021747,13.644097613029782
CountSemicolon,51.239999999999995,142.54732751422256,112.2582179494882,118.7434753390868,24.58371672094348
CountStmt,64.84,220.7535703857112,168.10658891216326,181.94549384846718,44.70274287600547
CountStmtDecl,20.46,79.33418162836011,58.77013865485948,64.4692600333926,17.60554681146678
CountStmtExe,44.379999999999995,143.10291679864852,109.33645025730371,116.43947464735304,27.39365718871969
MaxCyclomatic,4.9399999999999995,9.052083333333332,6.742329426902897,6.639228936476468,0.8621533150563504
MaxCyclomaticModified,4.9399999999999995,9.052083333333332,6.71185500342292,6.63897883809037,0.882308608425429
MaxCyclomaticStrict,4.9399999999999995,9.197916666666668,7.290013915984045,7.189931600923913,0.8622041765308095
MaxEssential,1.0,1.906999831403844,1.516009838931855,1.6108467931517496,0.26071198621605624
MaxInheritanceTree,1.0515873015873016,1.26,1.138450374185703,1.1284812452816904,0.037517124144680704
MaxNesting,1.48,2.533333333333333,2.0263298565466674,2.0,0.17764384302313488
PercentLackOfCohesion,12.01984126984127,55.75,33.35530093494421,36.17585098120679,9.179461891117132
PercentLackOfCohesionModified,11.734126984126982,55.75,30.86407453527373,32.99516100692733,9.274696832152951
RatioCommentToCode,0.3544577312385141,0.6619,0.436070899393831,0.4122865165388572,0.08197944829225641
SumCyclomatic,12.6,58.56929766424999,42.387194630412615,47.21270340814008,13.997633751027513
SumCyclomaticModified,12.6,58.56671142088742,42.353196585827455,47.06982753237671,13.982873878991908
SumCyclomaticStrict,12.6,62.443948920434714,44.32968087769156,50.14359122151516,15.096732293637652
SumEssential,4.74,18.848683520946643,13.754928531648199,15.25118135950945,3.7636772874291653
numberJavaFiles,1.52,24.8625,9.097287115880478,9.384408602150536,4.530965859984314
readability,0.00041616939789592935,0.041692941591903364,0.015507247264843087,0.00841748058795929,0.014927891461426998
