full_name,Buse Readability trend,Buse Readability pvalue,framework,Scalabrino Readability trend,Scalabrino Readability pvalue,FANIN trend,FANIN pvalue,FANOUT trend,FANOUT pvalue,CC trend,CC pvalue,CCM trend,CCM pvalue,CCS trend,CCS pvalue,EC trend,EC pvalue,KNTS trend,KNTS pvalue,NPATH trend,NPATH pvalue,NPLOG trend,NPLOG pvalue,PL trend,PL pvalue,LOC trend,LOC pvalue,DLOC trend,DLOC pvalue,Executable Line of Code trend,Executable Line of Code pvalue,CLOC trend,CLOC pvalue,BL trend,BL pvalue,NV trend,NV pvalue,AM trend,AM pvalue,NPRM trend,NPRM pvalue,NPM trend,NPM pvalue,PM trend,PM pvalue,LM trend,LM pvalue,STMT trend,STMT pvalue,DSTMT trend,DSTMT pvalue,ESTMT trend,ESTMT pvalue,CCR trend,CCR pvalue,WMC trend,WMC pvalue,NOC trend,NOC pvalue,DIT trend,DIT pvalue,LCOM trend,LCOM pvalue,CBO trend,CBO pvalue,RFC trend,RFC pvalue,NIV trend,NIV pvalue,questions trend,questions pvalue
Azure-Samples/cognitive-services-face-android-detect,decreasing,7.532185586356377e-07,Azure-Samples,increasing,7.675456202838049e-06,decreasing,7.532185586356377e-07,decreasing,7.532185586356377e-07,decreasing,7.532185586356377e-07,decreasing,7.532185586356377e-07,decreasing,7.532185586356377e-07,decreasing,7.532185586356377e-07,increasing,7.532185586356377e-07,decreasing,7.532185586356377e-07,increasing,7.532185586356377e-07,increasing,2.1182838372268975e-07,increasing,7.532185586356377e-07,increasing,7.532185586356377e-07,increasing,7.532185586356377e-07,increasing,2.1182838372268975e-07,increasing,0.028198406811252852,no trend,1.0,increasing,7.532185586356377e-07,decreasing,7.532185586356377e-07,increasing,7.532185586356377e-07,increasing,7.532185586356377e-07,increasing,7.532185586356377e-07,increasing,7.532185586356377e-07,increasing,7.532185586356377e-07,increasing,7.532185586356377e-07,decreasing,7.675456202838049e-06,increasing,7.532185586356377e-07,no trend,1.0,increasing,7.532185586356377e-07,increasing,7.532185586356377e-07,increasing,7.532185586356377e-07,increasing,7.532185586356377e-07,increasing,7.532185586356377e-07,increasing,5.07087279739693e-05
Azure-Samples/Hybrid-resources-java-manage-resource-group,increasing,0.009975392241874825,Azure-Samples,decreasing,1.2210657152067483e-08,decreasing,0.009975392241874825,decreasing,0.009975392241874825,decreasing,0.009975392241874825,decreasing,0.009975392241874825,decreasing,0.009975392241874825,decreasing,0.009975392241874825,decreasing,0.009975392241874825,decreasing,0.009975392241874825,decreasing,0.009975392241874825,decreasing,0.009975392241874825,decreasing,0.009975392241874825,decreasing,0.009975392241874825,decreasing,0.009975392241874825,decreasing,0.009975392241874825,decreasing,0.009975392241874825,decreasing,0.009975392241874825,decreasing,0.009975392241874825,no trend,0.44675228578420656,decreasing,0.009975392241874825,no trend,1.0,no trend,0.44675228578420656,decreasing,0.009975392241874825,decreasing,0.009975392241874825,decreasing,0.009975392241874825,increasing,0.009975392241874825,decreasing,0.009975392241874825,no trend,1.0,increasing,0.009975392241874825,decreasing,0.009975392241874825,decreasing,0.009975392241874825,decreasing,0.009975392241874825,increasing,0.009975392241874825,increasing,7.374952579741745e-07
Azure-Samples/iot-edge-sample-java,no trend,1.0,Azure-Samples,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,increasing,0.0014295046735675054
Azure-Samples/media-services-v3-java,increasing,0.0025540394733858385,Azure-Samples,increasing,3.3542794893426375e-05,decreasing,2.993099557091483e-07,no trend,0.21311146330375563,decreasing,2.993099557091483e-07,decreasing,2.993099557091483e-07,no trend,0.21311146330375563,decreasing,6.420440703513997e-05,no trend,0.9618065086907694,decreasing,0.00013536160480143167,decreasing,2.993099557091483e-07,no trend,0.14693843754059244,increasing,0.03948181150960095,decreasing,4.6937975912930696e-05,increasing,0.0034898438662913644,no trend,0.5865023536463267,no trend,0.19628837362963325,no trend,0.8107693081750651,no trend,0.19628837362963325,increasing,0.00010592810305243283,decreasing,4.6937975912930696e-05,no trend,1.0,no trend,0.19628837362963325,no trend,0.2411994304008016,decreasing,0.006244609190135142,no trend,0.17627908656790403,decreasing,0.005193903998031768,no trend,0.44356456031738944,no trend,1.0,no trend,1.0,decreasing,0.00012765512657120226,decreasing,0.005193903998031768,no trend,0.19628837362963325,increasing,3.097920451566871e-05,increasing,4.81846327504698e-07
Azure-Samples/ms-identity-java-webapp,increasing,0.014801018689134304,Azure-Samples,decreasing,9.141233481280153e-08,decreasing,0.0034031602348885137,decreasing,0.0007724533702144765,decreasing,4.601852854335675e-08,decreasing,4.601852854335675e-08,decreasing,6.030755006491972e-08,decreasing,3.020579304457982e-07,decreasing,6.544873578651078e-07,decreasing,2.614725318483835e-07,decreasing,8.819895249700949e-07,decreasing,0.004683289386932854,decreasing,0.0005771938419676381,decreasing,0.00030443825019665915,decreasing,0.0003103114937663687,decreasing,0.002593851960563498,increasing,0.012270957665118543,decreasing,9.63053816249726e-07,no trend,0.11501456932231191,no trend,0.09806714076549494,decreasing,1.0831302634795037e-06,increasing,8.362636080727626e-06,no trend,0.1209129989464004,decreasing,0.0024641487035941267,decreasing,0.0003323853167453983,decreasing,6.63620557270761e-05,decreasing,0.005674022858500827,decreasing,0.0006068478698093571,no trend,1.0,increasing,8.480453821402278e-07,decreasing,3.4316709474069285e-09,decreasing,4.5446821372863155e-07,no trend,0.11501456932231191,no trend,0.10790149393279491,increasing,6.568677224372266e-08
Azure-Samples/ms-identity-android-java,decreasing,0.005191522812642901,Azure-Samples,decreasing,0.0035777219874992827,no trend,0.19141027024201862,no trend,0.21184644941484487,no trend,0.8584420267578268,no trend,0.8584420267578268,no trend,0.8584420267578268,no trend,0.055215115859216235,no trend,0.337334894129351,decreasing,0.002500798634747392,no trend,0.337334894129351,increasing,2.4307697169545506e-05,increasing,2.4307697169545506e-05,no trend,0.1541040655122372,increasing,0.024839185781112105,increasing,2.4307697169545506e-05,increasing,0.024839185781112105,decreasing,0.03193191778466886,increasing,0.00013374333178006736,decreasing,0.002500798634747392,increasing,0.006953017956930374,decreasing,0.00013374333178006736,no trend,0.337334894129351,increasing,2.4307697169545506e-05,increasing,2.4307697169545506e-05,increasing,2.4307697169545506e-05,decreasing,8.882289097011942e-05,no trend,0.9803435366503586,no trend,1.0,no trend,0.16120932493949058,increasing,0.002500798634747392,no trend,0.3642445907903298,increasing,0.00013374333178006736,increasing,3.4562468299359494e-05,increasing,1.3924786657071309e-08
Azure-Samples/Azure-Spring-Cloud-Samples,no trend,0.7993051920127991,Azure-Samples,increasing,0.0070386089394474105,decreasing,4.985134083312914e-09,decreasing,1.54488684769305e-05,decreasing,1.9430206151138663e-05,decreasing,1.9430206151138663e-05,decreasing,3.980321627850003e-08,decreasing,1.2328534859662454e-08,increasing,3.420758449834693e-07,decreasing,0.00025108724353639644,no trend,0.14662614813131558,increasing,1.7544115875622879e-06,increasing,1.7544115875622879e-06,increasing,1.2328534859662454e-08,increasing,1.2328534859662454e-08,no trend,0.5417350237251537,increasing,0.00020562985298133718,no trend,0.7993051920127991,no trend,0.6841590963385689,no trend,0.20364609337211315,increasing,8.174958043838387e-09,no trend,0.8176314529202011,no trend,0.6472085481949621,increasing,3.70490861079098e-06,increasing,1.9705586051799173e-09,increasing,1.9705586051799173e-09,decreasing,4.7430042420915086e-05,increasing,5.892037438215425e-05,no trend,1.0,no trend,0.1120393390749399,decreasing,9.025637894444216e-05,increasing,2.980609270508694e-08,no trend,0.6841590963385689,no trend,0.0751209890028599,increasing,4.71134715351873e-05
Azure-Samples/ms-identity-java-webapi,no trend,0.20783380753299885,Azure-Samples,decreasing,1.0455194954239744e-07,no trend,0.9543941932127094,no trend,0.22975865193869405,no trend,0.6067584422216252,no trend,0.6067584422216252,no trend,0.42282593849675765,no trend,0.051586496530507064,decreasing,1.7556082304137632e-05,increasing,6.247311710172454e-05,no trend,0.05912596438366857,no trend,0.05184180052797771,no trend,0.0762491886179526,no trend,0.6067584422216252,no trend,0.0762491886179526,no trend,0.1820701243029199,no trend,0.819056820904464,increasing,3.25338480089421e-06,increasing,0.0045142071530679395,increasing,0.0005621038788548027,decreasing,0.010510362517178296,decreasing,7.294277457603471e-07,no trend,0.37309188756268785,increasing,0.010066684044910401,no trend,0.08621937338723518,increasing,0.011765906054306274,no trend,0.8408597979098409,increasing,0.0033428432726290147,no trend,1.0,no trend,0.45323382219091357,no trend,0.42333205967420007,decreasing,0.010066684044910401,increasing,0.0045142071530679395,increasing,0.002624472099465258,increasing,0.0025114316485512767
Azure-Samples/ms-identity-java-desktop,no trend,1.0,Azure-Samples,no trend,0.9421026987041365,no trend,0.05898435877453778,no trend,0.3834661169670348,no trend,0.05898435877453778,no trend,0.05898435877453778,no trend,0.05898435877453778,increasing,0.003671449821275763,increasing,0.001082228864258461,no trend,0.05898435877453778,increasing,0.00029651197793012507,increasing,0.001082228864258461,increasing,0.001082228864258461,increasing,0.003671449821275763,increasing,0.001082228864258461,increasing,0.0001589711110761005,no trend,0.46767140390417383,increasing,0.0004900983536300085,increasing,0.00029651197793012507,no trend,0.1450322535786821,increasing,0.0019196965567851443,no trend,1.0,increasing,0.00029651197793012507,increasing,0.001082228864258461,no trend,0.934907267971826,increasing,0.001082228864258461,increasing,0.0001589711110761005,increasing,0.001082228864258461,no trend,1.0,no trend,1.0,increasing,6.939531821337219e-05,increasing,0.001082228864258461,increasing,0.00029651197793012507,no trend,0.1450322535786821,increasing,3.968703510270899e-07
Azure-Samples/java-functions-eventhub-cosmosdb,no trend,1.0,Azure-Samples,no trend,0.11497492369307993,no trend,0.11497492369307993,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,0.11497492369307993,no trend,1.0,no trend,1.0,increasing,0.0009999701264438166
Azure-Samples/azure-cosmos-java-sql-api-samples,no trend,0.30844088970528527,Azure-Samples,increasing,1.1890317033191877e-06,decreasing,3.533823091927957e-07,decreasing,7.979758918530422e-06,decreasing,3.533823091927957e-07,decreasing,3.533823091927957e-07,decreasing,3.533823091927957e-07,decreasing,5.326875796018982e-07,decreasing,5.517771007212957e-06,decreasing,3.533823091927957e-07,decreasing,7.979758918530422e-06,increasing,0.0037458806612935547,increasing,0.0037458806612935547,increasing,0.0037458806612935547,increasing,0.0037458806612935547,no trend,0.21001027160136232,increasing,0.0029094083136993465,no trend,0.8141790656115773,increasing,0.0029094083136993465,decreasing,0.0282576966896817,increasing,0.006104540875596864,no trend,1.0,increasing,0.0029094083136993465,increasing,0.0029094083136993465,increasing,0.004795504774587123,increasing,0.0037458806612935547,decreasing,8.954489694157353e-05,increasing,0.0009999701264438166,no trend,1.0,no trend,1.0,increasing,0.009726030951648035,no trend,0.08477761398618622,increasing,0.0029094083136993465,increasing,0.00012355773344863152,increasing,0.0008845671563049162
Azure-Samples/ms-identity-b2c-java-servlet-webapp-authentication,no trend,0.160399622796926,Azure-Samples,no trend,0.0829149018536659,increasing,0.03898861209635851,increasing,0.03898861209635851,increasing,0.0035362491252097783,increasing,0.0035362491252097783,increasing,0.0007105813875889488,increasing,0.0007105813875889488,decreasing,0.006432382518660518,increasing,0.0035362491252097783,no trend,0.25053597441363795,increasing,0.0007105813875889488,no trend,0.25053597441363795,no trend,0.25053597441363795,no trend,0.25053597441363795,increasing,0.0007105813875889488,increasing,0.0035362491252097783,no trend,0.25053597441363795,increasing,0.0035362491252097783,no trend,0.25053597441363795,increasing,0.0035362491252097783,no trend,0.25053597441363795,increasing,0.0035362491252097783,no trend,0.25053597441363795,no trend,0.25053597441363795,no trend,0.25053597441363795,increasing,0.006432382518660518,increasing,0.0035362491252097783,no trend,1.0,no trend,0.25053597441363795,decreasing,0.0035362491252097783,no trend,0.25053597441363795,increasing,0.0035362491252097783,decreasing,0.0035362491252097783,increasing,0.018903543011121293
spring-guides/gs-rest-service,increasing,3.214688826247425e-08,spring-guides,increasing,0.0,decreasing,0.0,no trend,0.2168830012722327,decreasing,0.0,decreasing,0.0,decreasing,0.0,decreasing,0.0,no trend,1.0,decreasing,0.0,no trend,1.0,increasing,0.04332839427181545,no trend,0.8215960017426609,no trend,0.40025033878441496,no trend,0.6742744692116232,no trend,0.1594932216396714,increasing,6.87982604841153e-06,decreasing,0.0,no trend,0.7493899882595114,no trend,0.9301217909361872,no trend,1.0,decreasing,0.015836839047397522,no trend,0.9251446708129221,decreasing,2.2562689494520782e-09,decreasing,7.755576625356753e-09,decreasing,0.0,no trend,0.1594932216396714,no trend,0.9251446708129221,no trend,1.0,decreasing,0.015836839047397522,decreasing,0.0,decreasing,5.5722866130203386e-06,no trend,0.7493899882595114,decreasing,6.073314295917953e-09,increasing,0.0
spring-guides/gs-scheduling-tasks,decreasing,4.8328008261933064e-12,spring-guides,increasing,0.0,decreasing,0.0,decreasing,0.0,decreasing,0.0,decreasing,0.0,decreasing,0.0,decreasing,0.0,no trend,1.0,decreasing,0.0,no trend,1.0,increasing,1.7897307413861085e-08,increasing,1.7897307413861085e-08,increasing,4.4100971763327834e-09,increasing,0.0008737560882379203,increasing,0.0006688216667058988,increasing,0.00026304912032371064,decreasing,0.0338685969501733,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,increasing,3.532350301149734e-08,increasing,1.4688257590211862e-06,no trend,0.3983776064315343,increasing,0.0006688216667058988,increasing,6.314231359993983e-10,no trend,1.0,no trend,1.0,increasing,2.438493851286694e-12,decreasing,0.0,no trend,1.0,increasing,2.531308496145357e-14,increasing,0.0
spring-guides/gs-consuming-rest,increasing,8.44364578256318e-11,spring-guides,increasing,0.0,decreasing,0.0,decreasing,0.0,decreasing,0.0,decreasing,0.0,decreasing,0.0,decreasing,0.0,no trend,1.0,decreasing,0.0,no trend,1.0,no trend,0.5139209789091295,no trend,0.3653542676154109,no trend,0.3617324650078402,decreasing,0.0013331448697160297,decreasing,0.0,no trend,0.9656176525646074,no trend,0.5488396947405536,no trend,0.16031919946532902,no trend,0.14883265726850614,no trend,1.0,no trend,1.0,no trend,0.16215553167467522,decreasing,3.1089353313973334e-11,decreasing,8.454701647764296e-05,decreasing,0.0,decreasing,0.0,no trend,0.26502525596878135,no trend,1.0,no trend,1.0,decreasing,0.0,no trend,0.19013156748733917,no trend,0.16031919946532902,decreasing,0.0,increasing,0.0
spring-guides/gs-gradle,decreasing,1.2114634191373597e-06,spring-guides,increasing,0.0,increasing,0.0,increasing,0.0,decreasing,0.0,decreasing,0.0,decreasing,0.0,decreasing,0.0,no trend,1.0,decreasing,0.0,no trend,1.0,increasing,0.0,increasing,0.0,increasing,0.0,increasing,1.3322676295501878e-15,no trend,1.0,increasing,0.0,no trend,1.0,increasing,0.0,increasing,0.0,increasing,0.0,no trend,1.0,increasing,1.3322676295501878e-15,increasing,0.0,increasing,0.0,increasing,1.3322676295501878e-15,no trend,1.0,increasing,1.3322676295501878e-15,no trend,1.0,no trend,1.0,increasing,0.0,increasing,0.0,increasing,0.0,increasing,0.0,increasing,0.0
spring-guides/gs-uploading-files,no trend,0.5712933165506824,spring-guides,increasing,0.0056182650358409525,decreasing,8.650417226974128e-07,decreasing,3.8521297263116594e-10,decreasing,7.098432952545863e-09,decreasing,7.098432952545863e-09,decreasing,3.628763955987324e-10,decreasing,4.851274937323069e-11,decreasing,0.0,decreasing,7.356332432095769e-09,increasing,1.2198790866335685e-09,increasing,0.0,increasing,0.0,increasing,0.0,increasing,0.0,increasing,0.0,increasing,0.0,no trend,0.28628320817232566,increasing,1.0831335828243027e-12,increasing,0.0,no trend,1.0,no trend,1.0,increasing,0.0,increasing,0.0,increasing,0.0,increasing,0.0,increasing,2.7885471709510057e-11,increasing,0.0,increasing,7.519798117527898e-10,increasing,5.621210164008517e-10,increasing,0.0,increasing,1.978861519091879e-12,increasing,1.0831335828243027e-12,increasing,0.0,increasing,0.0
spring-guides/gs-messaging-rabbitmq,decreasing,3.1086244689504383e-15,spring-guides,increasing,0.0,decreasing,3.019865113529363e-08,decreasing,1.14423495076732e-05,decreasing,0.0023845159056876675,decreasing,0.0023845159056876675,decreasing,0.0023845159056876675,decreasing,1.4133427761464645e-10,increasing,5.566658245470535e-13,decreasing,0.0023845159056876675,no trend,1.0,decreasing,0.00045598923496736887,decreasing,0.00022337366586744345,decreasing,2.1329604749098507e-12,decreasing,1.4486440487182506e-05,increasing,3.1193419660846544e-05,increasing,0.030765993127147784,increasing,3.794962122327661e-10,decreasing,2.3763673695498255e-08,no trend,0.4337683428129411,no trend,1.0,no trend,1.0,decreasing,1.8706488580377822e-08,decreasing,1.801502658160814e-08,decreasing,3.795603427114713e-07,decreasing,9.341571960419515e-11,increasing,9.330413384134317e-07,decreasing,0.009718084895928847,no trend,1.0,decreasing,0.00015875660515907164,decreasing,5.241938660915935e-09,decreasing,5.666459779729571e-05,decreasing,2.3763673695498255e-08,increasing,4.924061158817494e-11,increasing,2.842375224076932e-10
spring-guides/gs-accessing-data-neo4j,no trend,0.6143390840984648,spring-guides,increasing,6.217248937900877e-15,no trend,0.651500920600437,no trend,0.499974992602799,decreasing,0.0,decreasing,0.0,decreasing,0.0,no trend,0.07184467294296493,no trend,1.0,decreasing,0.0,decreasing,0.0,decreasing,1.1217981593647508e-05,decreasing,1.6553693384935286e-06,decreasing,1.121464920927906e-09,decreasing,9.256806166035858e-08,increasing,0.0009318158755036166,no trend,0.1699359506011997,increasing,1.584618679495442e-05,no trend,0.15107948351664913,decreasing,7.699283820783442e-05,increasing,9.382695873361158e-06,no trend,1.0,no trend,0.1547215210778261,decreasing,0.0,decreasing,0.0,decreasing,5.2524651295016156e-12,increasing,0.021196320557628656,decreasing,7.993605777301127e-13,no trend,1.0,decreasing,0.0,decreasing,0.0,no trend,0.5623912986526112,no trend,0.15107948351664913,decreasing,0.0,increasing,0.0
spring-guides/gs-validating-form-input,increasing,2.406810668542647e-06,spring-guides,increasing,2.6472478615868766e-06,decreasing,0.0,increasing,0.0014278966831045015,decreasing,0.0,decreasing,0.0,decreasing,0.0,decreasing,0.0,decreasing,0.0,decreasing,0.0,no trend,1.0,increasing,5.167749236667518e-05,increasing,0.0036813168128857487,increasing,5.3685781693957324e-05,increasing,0.006725190610645138,decreasing,0.015853053471436507,increasing,3.33386651618639e-11,no trend,1.0,no trend,0.8520216739553423,increasing,0.02366183693671342,no trend,1.0,decreasing,0.015853053471436507,no trend,0.8520216739553423,decreasing,0.000802054643034289,increasing,0.005224197278627107,no trend,0.0934545855943607,decreasing,0.015853053471436507,no trend,0.6353098325187652,no trend,1.0,decreasing,3.8258285428582894e-13,decreasing,8.595886002993325e-09,decreasing,0.0,no trend,0.8520216739553423,increasing,0.02348585353713406,increasing,2.4573676427053215e-12
spring-guides/gs-actuator-service,increasing,2.220446049250313e-16,spring-guides,decreasing,3.774525136890361e-10,no trend,0.6997237436185948,increasing,0.03244820123297365,decreasing,0.0,decreasing,0.0,decreasing,0.0,decreasing,0.0,no trend,1.0,decreasing,0.0,no trend,1.0,increasing,1.787459069646502e-12,increasing,1.318500864044836e-12,increasing,2.6645352591003757e-15,increasing,0.0009604148367508003,increasing,0.0020686974404267033,increasing,5.715428130770306e-13,decreasing,0.0,increasing,0.010900716946850464,no trend,0.11417794257332181,no trend,1.0,no trend,1.0,increasing,0.015056991371886097,increasing,1.4225725486483043e-08,increasing,1.5323708080217102e-08,increasing,0.007179346170890888,no trend,0.9462272478643361,increasing,0.015056991371886097,no trend,1.0,no trend,1.0,no trend,0.8003885002277797,increasing,0.00022210038986214542,increasing,0.010900716946850464,increasing,4.784974638738504e-10,increasing,2.220446049250313e-16
spring-guides/gs-messaging-jms,increasing,3.3879565819461277e-12,spring-guides,increasing,0.0,decreasing,0.002801635722073925,decreasing,0.019109598615548506,increasing,6.661338147750939e-16,increasing,6.661338147750939e-16,increasing,6.661338147750939e-16,increasing,0.0,decreasing,0.01810731591698511,increasing,6.661338147750939e-16,no trend,0.08960317826194109,increasing,8.881784197001252e-16,increasing,1.900701818158268e-13,increasing,0.0,decreasing,1.7930767981511053e-11,decreasing,8.947580765883423e-05,increasing,0.0,decreasing,5.107594347464328e-10,increasing,4.440892098500626e-16,increasing,0.0,no trend,1.0,no trend,1.0,increasing,4.440892098500626e-16,increasing,3.9968028886505635e-15,increasing,4.440892098500626e-15,increasing,0.0005290379838611692,decreasing,0.00046114367477056994,increasing,8.215650382226158e-15,no trend,1.0,decreasing,0.0,increasing,2.6001423236721166e-13,decreasing,0.03335688766965239,increasing,4.440892098500626e-16,increasing,0.0,increasing,0.0
spring-guides/gs-batch-processing,increasing,0.0,spring-guides,decreasing,0.0004818372769712642,increasing,1.7524426354498246e-11,increasing,2.673701081201685e-06,increasing,2.8976342121289633e-06,increasing,2.8976342121289633e-06,increasing,2.8976342121289633e-06,increasing,0.003273767905843439,no trend,1.0,increasing,2.8976342121289633e-06,no trend,1.0,increasing,6.8833827526759706e-15,increasing,4.127809205556332e-13,increasing,0.0,decreasing,1.0839821928954052e-08,increasing,6.277329434034584e-08,increasing,0.0,increasing,0.0,increasing,2.4358427892723356e-05,increasing,2.5871362798302044e-05,no trend,1.0,no trend,1.0,increasing,2.5871362798302044e-05,no trend,0.3027107628061336,increasing,0.0,decreasing,0.0,increasing,8.532932138649585e-10,increasing,2.0251922072667128e-07,no trend,0.08966897350601855,decreasing,4.864997293907436e-13,increasing,0.0,increasing,9.242844489776303e-08,increasing,2.4358427892723356e-05,increasing,0.0,increasing,0.0
spring-guides/gs-securing-web,no trend,0.8885130889285919,spring-guides,no trend,0.19335624447051725,decreasing,0.0,increasing,0.0,decreasing,6.595390900088205e-12,decreasing,6.595390900088205e-12,decreasing,6.595390900088205e-12,decreasing,7.253531109085998e-12,no trend,1.0,decreasing,6.288747300686737e-12,decreasing,0.015853053471436507,increasing,0.0,increasing,0.0,increasing,0.0,increasing,0.0,decreasing,0.0006270288430501036,increasing,0.0,decreasing,0.015853053471436507,increasing,2.220446049250313e-16,increasing,0.0,no trend,1.0,decreasing,0.0,increasing,0.0,increasing,2.042810365310288e-14,increasing,0.0,increasing,0.0,decreasing,0.0006270288430501036,increasing,1.3322676295501878e-15,no trend,1.0,decreasing,0.0,no trend,0.08966897350601855,increasing,0.0,increasing,2.220446049250313e-16,increasing,0.0,increasing,0.0
spring-guides/gs-rest-hateoas,decreasing,3.818698930846409e-06,spring-guides,decreasing,0.0,decreasing,0.0,decreasing,0.0,decreasing,8.881784197001252e-16,decreasing,8.881784197001252e-16,decreasing,1.1368108676634847e-09,decreasing,0.0,increasing,2.256786424403856e-08,decreasing,3.210145902432515e-07,increasing,2.256786424403856e-08,no trend,0.0833900263531222,no trend,0.8517384330678612,no trend,0.5324141968366967,no trend,0.9824896111525101,no trend,0.20615711288393745,decreasing,0.0049734277494881685,decreasing,2.4304387458151666e-07,decreasing,1.5248750080409934e-06,decreasing,0.0,increasing,2.256786424403856e-08,increasing,2.256786424403856e-08,decreasing,4.066309733374851e-09,no trend,0.16727845468635527,no trend,0.5757554043212041,no trend,0.12253005398696204,no trend,0.25418539128175954,decreasing,9.523963653279566e-07,no trend,1.0,decreasing,0.0,no trend,1.0,no trend,0.9353106531972146,decreasing,1.5248750080409934e-06,no trend,0.37669413336178326,increasing,2.220446049250313e-16
spring-guides/gs-managing-transactions,increasing,0.00016634354967748344,spring-guides,decreasing,8.788267269466132e-07,no trend,0.866213419002897,decreasing,3.1721258448635936e-05,no trend,0.778509138649581,no trend,0.778509138649581,no trend,0.778509138649581,decreasing,0.025331169109514162,no trend,0.866213419002897,increasing,0.03483332706879816,no trend,0.9306317800278536,decreasing,1.4441026396916357e-07,decreasing,4.111988594068805e-08,decreasing,2.0008983050434637e-06,decreasing,2.5463062325314922e-08,no trend,1.0,decreasing,0.03121824900640946,no trend,0.9617623766013055,decreasing,0.025331169109514162,increasing,3.9287523012632164e-08,no trend,1.0,no trend,1.0,decreasing,0.01458996238888055,decreasing,1.4441026396916357e-07,decreasing,0.03121824900640946,decreasing,4.111988594068805e-08,no trend,1.0,increasing,0.019174560516559858,no trend,1.0,decreasing,0.0,no trend,1.0,decreasing,2.5365848918657008e-05,decreasing,0.025331169109514162,increasing,3.9287523012632164e-08,increasing,0.0
spring-guides/gs-accessing-data-jpa,no trend,0.6572479554293107,spring-guides,decreasing,8.859579736508749e-14,decreasing,0.0,decreasing,0.0,decreasing,0.0,decreasing,0.0,decreasing,0.0,decreasing,2.2026824808563106e-13,no trend,1.0,decreasing,0.0,decreasing,0.0,decreasing,1.056932319443149e-13,decreasing,4.6851411639181606e-14,decreasing,1.77552861302388e-10,decreasing,0.0,decreasing,2.3111660216956764e-05,decreasing,0.0,no trend,0.7732926341551771,no trend,0.11455284633509555,no trend,0.36419640536814946,decreasing,0.0020470743436022953,decreasing,0.0,no trend,0.10682944072873157,decreasing,0.0,decreasing,0.0,decreasing,0.0,decreasing,0.0007542094222756646,decreasing,1.2761680601158787e-09,no trend,1.0,no trend,1.0,decreasing,0.0,decreasing,3.552713678800501e-15,no trend,0.11455284633509555,decreasing,9.754018816643395e-06,increasing,0.0
spring-guides/gs-accessing-data-mongodb,no trend,0.4461218321548972,spring-guides,decreasing,0.0,decreasing,0.0,no trend,0.08680104948787193,decreasing,0.0,decreasing,0.0,decreasing,0.0,decreasing,0.0014543696989599564,no trend,1.0,decreasing,0.0,decreasing,0.0,decreasing,0.011058897337182572,decreasing,0.005605095679427352,no trend,0.2437602205113043,decreasing,0.001184905011743842,decreasing,0.0,no trend,0.2558722167175138,no trend,0.3439300383018997,no trend,0.05355592274780796,no trend,0.7535733640049422,no trend,1.0,no trend,1.0,no trend,0.05805097684679006,decreasing,0.0027653840487094072,no trend,0.05355592274780796,decreasing,0.0028252999938471746,decreasing,0.0,decreasing,0.0028252999938471746,no trend,1.0,no trend,1.0,decreasing,0.0028252999938471746,decreasing,0.0027653840487094072,no trend,0.05355592274780796,no trend,0.36371476357124033,increasing,0.0
spring-guides/gs-serving-web-content,decreasing,0.0,spring-guides,increasing,6.661338147750939e-16,decreasing,0.0,no trend,0.34179548072157395,decreasing,0.0,decreasing,0.0,decreasing,0.0,decreasing,0.0,no trend,1.0,decreasing,0.0,no trend,1.0,increasing,2.0877612239011967e-07,increasing,2.0877612239011967e-07,increasing,1.28000105847903e-07,increasing,2.0877612239011967e-07,increasing,3.7775568917375324e-07,increasing,2.0877612239011967e-07,no trend,1.0,increasing,2.0877612239011967e-07,increasing,2.827255791704175e-07,no trend,1.0,no trend,1.0,increasing,1.28000105847903e-07,increasing,2.0877612239011967e-07,increasing,2.0877612239011967e-07,no trend,0.293897902327668,increasing,2.0877612239011967e-07,increasing,1.28000105847903e-07,no trend,1.0,no trend,1.0,no trend,1.0,no trend,0.34179548072157395,increasing,2.0877612239011967e-07,increasing,3.7775568917375324e-07,increasing,0.0
