full_name,Buse Readability correlation,Buse Readability pvalue,framework,Scalabrino Readability correlation,Scalabrino Readability pvalue,FANIN correlation,FANIN pvalue,FANOUT correlation,FANOUT pvalue,CC correlation,CC pvalue,CCM correlation,CCM pvalue,CCS correlation,CCS pvalue,EC correlation,EC pvalue,KNTS correlation,KNTS pvalue,NPATH correlation,NPATH pvalue,NPLOG correlation,NPLOG pvalue,PL correlation,PL pvalue,LOC correlation,LOC pvalue,DLOC correlation,DLOC pvalue,Executable Line of Code correlation,Executable Line of Code pvalue,CLOC correlation,CLOC pvalue,BL correlation,BL pvalue,NV correlation,NV pvalue,AM correlation,AM pvalue,NPRM correlation,NPRM pvalue,NPM correlation,NPM pvalue,PM correlation,PM pvalue,LM correlation,LM pvalue,STMT correlation,STMT pvalue,DSTMT correlation,DSTMT pvalue,ESTMT correlation,ESTMT pvalue,CCR correlation,CCR pvalue,WMC correlation,WMC pvalue,NOC correlation,NOC pvalue,DIT correlation,DIT pvalue,LCOM correlation,LCOM pvalue,CBO correlation,CBO pvalue,RFC correlation,RFC pvalue,NIV correlation,NIV pvalue,questions correlation,questions pvalue
googlesamples/android-play-safetynet,-0.32571544566797217,0.011098741442535844,googlesamples,-0.23398548454514376,0.07195756301830966,0.7567265092520613,2.6750721371616394e-12,0.7567265092520613,2.6750721371616394e-12,0.4010469029849054,0.001495285900040097,0.4010469029849054,0.001495285900040097,0.4010469029849054,0.001495285900040097,-0.3972982186605674,0.0016711618832749467,0.30689641897301123,0.017075865401728528,0.4010469029849054,0.001495285900040097,0.30527654668424425,0.017699658140361063,-0.3021995694304677,0.018938220635967947,-0.3021995694304677,0.018938220635967947,-0.377562655272188,0.002939538335905355,0.7555522968664254,3.0213128403270337e-12,0.17751956339204095,0.1748002356151057,-0.3021995694304677,0.018938220635967947,0.6812527125058137,2.0909782649139035e-09,-0.30527654668424425,0.017699658140361063,-0.20626013899351703,0.11384847933650266,-0.1642132673554313,0.20992767978232885,-0.6812527125058137,2.0909782649139035e-09,-0.30527654668424425,0.017699658140361063,-0.3021995694304677,0.018938220635967947,-0.377562655272188,0.002939538335905355,0.7551608927378803,3.1459367814383304e-12,0.4010469029849054,0.001495285900040097,0.7543780844807896,3.4100483893703966e-12,-0.1642132673554313,0.20992767978232885,0.6812527125058137,2.0909782649139035e-09,-0.39965226143205484,0.0015586780713291034,0.6817623963126046,2.0123735871339096e-09,-0.30527654668424425,0.017699658140361063,-0.30527654668424425,0.017699658140361063,1.0,0.0
googlesamples/mlkit,-0.40326922947950683,0.12141377096879134,googlesamples,-0.6687927063865515,0.004615391996629192,-0.4228689309439631,0.10270206322441065,-0.45435917048234326,0.0770551874073418,-0.5038438326140836,0.04660469024201125,-0.5158401143429905,0.04082354634617927,-0.5338345369363505,0.033184132367324794,-0.5293359312880105,0.03498292784486128,0.44236288875343655,0.08620794459404424,-0.0539832677800804,0.8426064238520632,-0.49334708610129024,0.05214609186904075,0.9372095100708401,8.73158806376312e-08,0.9417081157191801,5.2522942766173026e-08,0.9477062565836336,2.4959380603467092e-08,0.9417081157191801,5.2522942766173026e-08,-0.37338426881222275,0.15429531114326486,0.9102178761808,9.91796904917935e-07,0.9282122987741601,2.175929361672869e-07,0.9327109044225002,1.400177223588089e-07,0.818746227997886,0.00010515783208339924,0.8247443688623393,8.450783809323371e-05,0.7330621676847396,0.0012344316826907785,0.9312113692063867,1.627156563640362e-07,0.9417081157191801,5.2522942766173026e-08,0.9447071861514069,3.658238580849869e-08,0.9417081157191801,5.2522942766173026e-08,-0.45735824091456995,0.07488132765927441,0.9282122987741601,2.175929361672869e-07,0.7977527349722991,0.00021335342987652113,-0.5233377904235571,0.0374949445558873,0.823244833646226,8.932221313202345e-05,0.9327109044225002,1.400177223588089e-07,0.9327109044225002,1.400177223588089e-07,0.9402085805030667,6.249041838051605e-08,1.0,0.0
aws-samples/aws-dynamodb-examples,-0.2488824819944516,0.012987211138278464,aws-samples,0.07108760217520639,0.4844176726471112,-0.5968878222381281,7.01306286218666e-11,-0.5952243632116003,8.162875297529168e-11,-0.3220687118376976,0.0011503020284825635,-0.3220687118376976,0.0011503020284825635,-0.34038998586439295,0.0005660695082928226,-0.3220655493042974,0.0011504385343140337,-0.3220687118376976,0.0011503020284825635,-0.36449692537320266,0.0002080051753150168,-0.5968878222381281,7.01306286218666e-11,-0.3220687118376976,0.0011503020284825635,0.0877483981637457,0.3877720980521543,0.0877483981637457,0.3877720980521543,-0.30760152762895476,0.0019536808220698685,-0.0877483981637457,0.3877720980521543,-0.3220687118376976,0.0011503020284825635,-0.5969190843667955,6.993023086816629e-11,-0.20153401429364906,0.045462907983485026,0.0877483981637457,0.3877720980521543,-0.5968878222381281,7.01306286218666e-11,,,-0.20153203534310826,0.04546507216368227,-0.20153203534310826,0.04546507216368227,0.08774925981206731,0.3877674198203014,-0.5968878222381281,7.01306286218666e-11,-0.08774925981206731,0.3877674198203014,-0.3220655493042974,0.0011504385343140337,,,-0.5969190843667955,6.993023086816629e-11,0.08774925981206731,0.3877674198203014,-0.5968819611358087,7.016826116682961e-11,-0.20153401429364906,0.045462907983485026,0.08774925981206731,0.3877674198203014,1.0,0.0
aws-samples/amazon-kinesis-learning,-0.6693772491272535,3.83029202405549e-11,aws-samples,-0.6693772491272535,3.83029202405549e-11,0.022114252299151333,0.8496103425202961,0.6693772491272535,3.83029202405549e-11,0.6855418212736915,8.371152682259222e-12,0.6855418212736915,8.371152682259222e-12,0.6855418212736915,8.371152682259222e-12,0.8851526044773876,2.6889147474583456e-26,0.022114252299151333,0.8496103425202961,0.022114252299151333,0.8496103425202961,0.8851526044773876,2.6889147474583456e-26,0.6693772491272535,3.83029202405549e-11,0.6693772491272535,3.83029202405549e-11,0.6855418212736915,8.371152682259222e-12,0.6693772491272535,3.83029202405549e-11,-0.6191990643762374,2.484290858480326e-09,0.6855418212736915,8.371152682259222e-12,0.8851526044773876,2.6889147474583456e-26,0.8851526044773876,2.6889147474583456e-26,0.8851526044773876,2.6889147474583456e-26,0.8851526044773876,2.6889147474583456e-26,,,0.8851526044773876,2.6889147474583456e-26,0.6693772491272535,3.83029202405549e-11,0.6855418212736915,8.371152682259222e-12,0.6693772491272535,3.83029202405549e-11,-0.6693772491272535,3.83029202405549e-11,0.6855418212736915,8.371152682259222e-12,,,,,0.6855418212736915,8.371152682259222e-12,0.6855418212736915,8.371152682259222e-12,0.8851526044773876,2.6889147474583456e-26,0.6855418212736915,8.371152682259222e-12,1.0,0.0
aws-samples/eb-java-scorekeep,-0.3360934416172493,0.009897168293414827,aws-samples,0.4136758135692935,0.001247499033600205,0.28440724356136626,0.03048503971300826,-0.43953846732211144,0.0005563280879574672,-0.1145599835923672,0.3918348850010446,-0.1145599835923672,0.3918348850010446,-0.1145599835923672,0.3918348850010446,-0.1145566773402246,0.3918486420668814,-0.08182855970883371,0.5414331959136052,0.38782805940186305,0.002629693116312562,-0.4876873100221891,0.00010319494311364996,0.23268426479508297,0.07879711099205862,0.23268007496578794,0.07880265220200387,0.20683790678464675,0.11927144432697137,0.23268007496578794,0.07880265220200387,-0.4136758135692935,0.001247499033600205,0.23101387867523257,0.08103082461987479,0.5429495053096977,1.0655802869035717e-05,0.1800228313594342,0.17629694027481493,-0.21275425524296768,0.1088390138520645,0.20685653327905926,0.11923744475819713,,,-0.21274811506041708,0.10884946435456144,0.23268426479508297,0.07879711099205862,0.2053420252725007,0.1220261323088595,0.23268007496578794,0.07880265220200387,-0.4136832633619874,0.0012472201890487856,0.23269264513272753,0.0787860285994262,,,-0.21277882129064993,0.10879721051580077,0.23269683564111784,0.07878048741676323,0.3619467832801146,0.00524095273680821,0.1800228313594342,0.17629694027481493,0.25855203960124207,0.050034200769642,0.9999999999999998,0.0
aws-samples/amazon-ecs-java-microservices,0.2721655269759087,0.05586430006681855,aws-samples,0.2721655269759087,0.05586430006681855,-0.3073796306513823,0.02990109279351668,-0.18442777839082936,0.19979072366817757,-0.2721655269759087,0.05586430006681855,-0.2721655269759087,0.05586430006681855,-0.2721655269759087,0.05586430006681855,-0.3073796306513823,0.02990109279351668,-0.2721655269759087,0.05586430006681855,-0.2721655269759087,0.05586430006681855,-0.2721655269759087,0.05586430006681855,0.18442777839082936,0.19979072366817757,0.2721655269759087,0.05586430006681855,0.3073796306513823,0.02990109279351668,0.2721655269759087,0.05586430006681855,0.2721655269759087,0.05586430006681855,0.18442777839082936,0.19979072366817757,-0.18442777839082936,0.19979072366817757,0.18442777839082936,0.19979072366817757,0.18442777839082936,0.19979072366817757,-0.2721655269759087,0.05586430006681855,0.3073796306513823,0.02990109279351668,0.18442777839082936,0.19979072366817757,0.2721655269759087,0.05586430006681855,0.18442777839082936,0.19979072366817757,0.18442777839082936,0.19979072366817757,0.18442777839082936,0.19979072366817757,0.2721655269759087,0.05586430006681855,0.2721655269759087,0.05586430006681855,0.18442777839082936,0.19979072366817757,0.2721655269759087,0.05586430006681855,0.2721655269759087,0.05586430006681855,0.18442777839082936,0.19979072366817757,0.2721655269759087,0.05586430006681855,1.0,0.0
aws-samples/aws-cognito-java-desktop-app,0.7272224139755854,1.041064538476512e-08,aws-samples,0.4826837300703307,0.0006804368215195391,0.36843781234394246,0.011754819385809044,0.36843781234394246,0.011754819385809044,0.36843781234394246,0.011754819385809044,0.36843781234394246,0.011754819385809044,0.36843781234394246,0.011754819385809044,-0.3246333396358432,0.027723765755602616,-0.3246333396358432,0.027723765755602616,0.5728738943469026,3.173807431671034e-05,-0.3246333396358432,0.027723765755602616,0.36843781234394246,0.011754819385809044,0.43523536128952994,0.0025032802559450174,0.6359303012536692,2.0429007022663954e-06,0.5060763454013151,0.0003330567829711036,-0.6437148784586878,1.3941242254775326e-06,0.3246333396358432,0.027723765755602616,0.0,1.0,-0.3246333396358432,0.027723765755602616,-0.3246333396358432,0.027723765755602616,-0.3246333396358432,0.027723765755602616,-0.3246333396358432,0.027723765755602616,-0.7834531490824785,1.2242600517181006e-10,0.36843781234394246,0.011754819385809044,0.36843781234394246,0.011754819385809044,0.36843781234394246,0.011754819385809044,-0.3246333396358432,0.027723765755602616,0.43523536128952994,0.0025032802559450174,,,-0.3246333396358432,0.027723765755602616,0.17378950067229085,0.24805976531088092,0.3246333396358432,0.027723765755602616,-0.3246333396358432,0.027723765755602616,0.43523536128952994,0.0025032802559450174,1.0,0.0
aws-samples/aws-device-farm-appium-cucumber-tests-for-sample-app,,,aws-samples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
aws-samples/aws-cloudhsm-jce-examples,0.33990355876324607,0.04573903589742477,aws-samples,-0.7962493609758923,1.0681250540867494e-08,-0.7387282184251741,4.04530105350343e-07,-0.7326730690938202,5.615191506444536e-07,-0.7387282184251741,4.04530105350343e-07,-0.7387282184251741,4.04530105350343e-07,-0.7387282184251741,4.04530105350343e-07,-0.7205627704311125,1.0546902918378232e-06,-0.7508385170878817,2.0426524897126257e-07,-0.6963421731056969,3.392618132998433e-06,-0.7205627704311125,1.0546902918378232e-06,0.7046241696133241,2.3050040550037875e-06,0.6987457198401399,3.036644038696133e-06,0.8053348610700669,5.412273682319298e-09,0.7924906049126496,1.401145957540242e-08,0.5757575757575757,0.00029584860924715466,0.7960726849570814,1.0819731836284962e-08,0.7082937006917763,1.934074484121704e-06,0.5015094373961771,0.0021464954635764238,-0.351401090527481,0.038457025802142775,0.582561467682428,0.0002408157781072997,,,0.5006021378066245,0.0021932280983941103,0.6898635592332804,4.550165719456003e-06,0.8034999673332929,6.226301042160602e-09,0.6916992791886644,4.190185867099188e-06,-0.34874871114851314,0.04004734741351784,-0.4846300682213571,0.0031744057679115494,,,,,-0.3539342420933565,0.03698635061832292,0.8056974884180064,5.263545067971511e-09,0.5015094373961771,0.0021464954635764238,-0.763248458021159,9.732664365852186e-08,1.0,0.0
aws-samples/aws-transcribe-streaming-example-java,-0.6620474468529688,2.0042232552580527e-05,aws-samples,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.6620474468529688,2.0042232552580527e-05,-0.6620474468529688,2.0042232552580527e-05,0.0,1.0,0.6620474468529688,2.0042232552580527e-05,0.6620474468529688,2.0042232552580527e-05,0.0,1.0,,,0.6620474468529688,2.0042232552580527e-05,0.0,1.0,0.0,1.0,0.0,1.0,0.6620474468529688,2.0042232552580527e-05,0.6620474468529688,2.0042232552580527e-05,,,0.0,1.0,0.6620474468529688,2.0042232552580527e-05,0.0,1.0,0.6620474468529688,2.0042232552580527e-05,-0.6620474468529688,2.0042232552580527e-05,1.0,0.0
aws-samples/alexa-web-information-service-api-samples,-0.47043221754730113,0.010013848813121912,aws-samples,0.3962798878558873,0.033323199183300366,0.007770193879527201,0.9680901893831833,0.007770193879527201,0.9680901893831833,0.007770193879527201,0.9680901893831833,0.007770193879527201,0.9680901893831833,-0.06272429567297348,0.7465126658373098,-0.06272429567297348,0.7465126658373098,-0.32930255228311084,0.08109433516768493,-0.32930255228311084,0.08109433516768493,-0.32930255228311084,0.08109433516768493,0.06272429567297348,0.7465126658373098,-0.47043221754730113,0.010013848813121912,0.06272429567297348,0.7465126658373098,0.06272429567297348,0.7465126658373098,0.06272429567297348,0.7465126658373098,0.06272429567297348,0.7465126658373098,0.32930255228311084,0.08109433516768493,-0.06272429567297348,0.7465126658373098,0.47043221754730113,0.010013848813121912,-0.47043221754730113,0.010013848813121912,-0.47043221754730113,0.010013848813121912,0.06272429567297348,0.7465126658373098,0.06272429567297348,0.7465126658373098,0.32930255228311084,0.08109433516768493,-0.3962798878558873,0.033323199183300366,0.06272429567297348,0.7465126658373098,-0.3962798878558873,0.033323199183300366,,,,,0.32930255228311084,0.08109433516768493,0.13209329595196243,0.4945710528959615,-0.06272429567297348,0.7465126658373098,0.06272429567297348,0.7465126658373098,1.0,0.0
