Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,numberJavaFiles,commitSha,commitDate,readability
,,5.0,5.0,5.0,2.0,166.0,29.0,114.0,21.0,2.0,18.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,36.0,0.0,2.0,0.0,10.0,0.0,572.0,88.0,383.0,58.0,335.0,101.0,0.0,0.0,0.0,129.0,170.0,57.0,113.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,19.0,2.0,0.0,2.0,6.0,0.0,0.0,0.0,0.53,34.0,34.0,34.0,12.0,2,8db9916f613d64d00fbe487f9f730140b711dbe8,2016-06-29 16:42:47-07:00,0.0
,,5.0,5.0,5.0,2.0,166.0,29.0,114.0,21.0,2.0,18.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,36.0,0.0,2.0,0.0,10.0,0.0,572.0,88.0,383.0,58.0,335.0,101.0,0.0,0.0,0.0,129.0,170.0,57.0,113.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,19.0,2.0,0.0,2.0,6.0,0.0,0.0,0.0,0.53,34.0,34.0,34.0,12.0,2,ece843b9b29677cb421d656db9607cb58bf5233e,2016-06-29 17:01:56-07:00,0.0
,,5.0,5.0,5.0,2.0,166.0,29.0,114.0,21.0,2.0,18.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,36.0,0.0,2.0,0.0,10.0,0.0,572.0,88.0,383.0,58.0,335.0,101.0,0.0,0.0,0.0,129.0,170.0,57.0,113.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,19.0,2.0,0.0,2.0,6.0,0.0,0.0,0.0,0.53,34.0,34.0,34.0,12.0,2,c6a85c80c2355c1568545c7d80f8bd86ae66e39a,2016-06-29 17:13:54-07:00,0.0
,,5.0,5.0,5.0,2.0,166.0,29.0,114.0,21.0,2.0,18.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,36.0,0.0,2.0,0.0,10.0,0.0,572.0,88.0,383.0,58.0,335.0,101.0,0.0,0.0,0.0,129.0,170.0,57.0,113.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,19.0,2.0,0.0,2.0,6.0,0.0,0.0,0.0,0.53,34.0,34.0,34.0,12.0,2,0ee45189a825c0ce3fb1ae5addaf7215d615948d,2016-06-29 17:17:04-07:00,0.0
,,5.0,5.0,5.0,2.0,166.0,29.0,114.0,21.0,2.0,18.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,36.0,0.0,2.0,0.0,10.0,0.0,572.0,88.0,383.0,58.0,335.0,101.0,0.0,0.0,0.0,129.0,170.0,57.0,113.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,19.0,2.0,0.0,2.0,6.0,0.0,0.0,0.0,0.53,34.0,34.0,34.0,12.0,2,2d20b6cfbfad4ced39a5da46f880bc5d0056bf17,2016-06-29 17:23:47-07:00,0.0
,,5.0,5.0,5.0,2.0,166.0,29.0,114.0,21.0,2.0,18.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,36.0,0.0,2.0,0.0,10.0,0.0,572.0,88.0,383.0,58.0,335.0,101.0,0.0,0.0,0.0,129.0,170.0,57.0,113.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,19.0,2.0,0.0,2.0,6.0,0.0,0.0,0.0,0.53,34.0,34.0,34.0,12.0,2,420353fd4545d3c3b277d529b281306217e572ab,2016-06-29 17:30:06-07:00,0.0
,,5.0,5.0,5.0,2.0,166.0,29.0,114.0,21.0,2.0,18.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,36.0,0.0,2.0,0.0,10.0,0.0,572.0,88.0,383.0,58.0,335.0,101.0,0.0,0.0,0.0,129.0,170.0,57.0,113.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,19.0,2.0,0.0,2.0,6.0,0.0,0.0,0.0,0.53,34.0,34.0,34.0,12.0,2,d4f6677105ed741c88c864d46a85200f69a18a69,2016-06-30 09:41:12-07:00,0.0
,,5.0,5.0,5.0,2.0,166.0,29.0,114.0,21.0,2.0,18.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,36.0,0.0,2.0,0.0,10.0,0.0,572.0,88.0,383.0,58.0,335.0,101.0,0.0,0.0,0.0,129.0,170.0,57.0,113.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,19.0,2.0,0.0,2.0,6.0,0.0,0.0,0.0,0.53,34.0,34.0,34.0,12.0,2,8fc272192a4fd76ab0ef6278cdb9c9c971414f48,2016-06-30 17:10:47+00:00,0.0
,,7.0,7.0,7.0,2.0,178.0,31.0,123.0,22.0,2.0,22.0,1.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,2.0,0.0,16.0,40.0,0.0,2.0,0.0,14.0,0.0,852.0,121.0,598.0,77.0,518.0,133.0,0.0,0.0,0.0,201.0,289.0,94.0,195.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0,26.0,2.0,0.0,2.0,6.0,0.0,0.0,0.0,0.46,63.0,63.0,63.0,16.0,2,566e2eddb27e96c55cdc7db70cd3343970ec4def,2016-06-30 17:10:47+00:00,0.0
,,7.0,7.0,7.0,2.0,178.0,31.0,123.0,22.0,2.0,22.0,1.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,2.0,0.0,16.0,40.0,0.0,2.0,0.0,14.0,0.0,852.0,121.0,598.0,77.0,518.0,133.0,0.0,0.0,0.0,201.0,289.0,94.0,195.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0,26.0,2.0,0.0,2.0,6.0,0.0,0.0,0.0,0.46,63.0,63.0,63.0,16.0,2,4a940547061882ba59f0b8973b844fdb2ec5a558,2016-10-05 15:12:51-07:00,0.0
