Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,numberJavaFiles,commitSha,commitDate,readability
,,76.0,76.0,80.0,71.0,593.0,18.0,456.0,92.0,77.0,612.0,317.0,0.0,0.0,76.0,299.0,0.0,0.0,0.0,585.0,157.0,661.0,1497.0,12.0,80.0,9.0,560.0,0.0,13011.0,1647.0,8187.0,3318.0,4641.0,3195.0,0.0,0.0,0.0,3271.0,4489.0,2053.0,2436.0,0.0,0.0,0.0,0.0,0.0,144.0,144.0,160.0,99.0,0.0,74.0,47.0,0.0,2184.0,1594.0,36.709999999999994,864.0,862.0,898.0,722.0,88,8d9461a01ab952e6c62eb163be184f81f905cd14,2017-03-04 13:58:43-08:00,0.018114672358933603
,,76.0,76.0,80.0,71.0,593.0,18.0,456.0,92.0,77.0,612.0,317.0,0.0,0.0,76.0,299.0,0.0,0.0,0.0,585.0,157.0,661.0,1497.0,12.0,80.0,9.0,560.0,0.0,13011.0,1647.0,8187.0,3318.0,4641.0,3195.0,0.0,0.0,0.0,3271.0,4489.0,2053.0,2436.0,0.0,0.0,0.0,0.0,0.0,144.0,144.0,160.0,99.0,0.0,74.0,47.0,0.0,2184.0,1594.0,36.709999999999994,864.0,862.0,898.0,722.0,88,984535fc9d6872a9783189b20407cee84a93a68e,2017-03-04 14:22:55-08:00,0.018114672358933603
,,76.0,76.0,80.0,71.0,593.0,18.0,456.0,92.0,77.0,612.0,317.0,0.0,0.0,76.0,299.0,0.0,0.0,0.0,585.0,157.0,661.0,1497.0,12.0,80.0,9.0,560.0,0.0,13011.0,1647.0,8187.0,3318.0,4641.0,3195.0,0.0,0.0,0.0,3271.0,4489.0,2053.0,2436.0,0.0,0.0,0.0,0.0,0.0,144.0,144.0,160.0,99.0,0.0,74.0,47.0,0.0,2184.0,1594.0,36.709999999999994,864.0,862.0,898.0,722.0,88,7864e872a2058ed9a69b1079e3fa36430ffd9556,2017-03-06 10:48:08-08:00,0.018114672358933603
,,76.0,76.0,80.0,71.0,593.0,18.0,456.0,92.0,77.0,612.0,317.0,0.0,0.0,76.0,299.0,0.0,0.0,0.0,585.0,157.0,661.0,1497.0,12.0,80.0,9.0,560.0,0.0,13011.0,1647.0,8187.0,3318.0,4641.0,3195.0,0.0,0.0,0.0,3271.0,4489.0,2053.0,2436.0,0.0,0.0,0.0,0.0,0.0,144.0,144.0,160.0,99.0,0.0,74.0,47.0,0.0,2184.0,1594.0,36.709999999999994,864.0,862.0,898.0,722.0,88,189adfb79caaa6f81ab3035cf77e39c224e40446,2017-03-06 10:50:34-08:00,0.018114672358933603
,,76.0,76.0,80.0,71.0,593.0,18.0,456.0,92.0,77.0,612.0,317.0,0.0,0.0,76.0,299.0,0.0,0.0,0.0,585.0,157.0,661.0,1497.0,12.0,80.0,9.0,560.0,0.0,13011.0,1647.0,8187.0,3318.0,4641.0,3195.0,0.0,0.0,0.0,3271.0,4489.0,2053.0,2436.0,0.0,0.0,0.0,0.0,0.0,144.0,144.0,160.0,99.0,0.0,74.0,47.0,0.0,2184.0,1594.0,36.709999999999994,864.0,862.0,898.0,722.0,88,21f90094d40300b3b3bcc614602adf190f08e1cc,2017-03-08 16:28:56-08:00,0.018114672358933603
,,76.0,76.0,80.0,71.0,593.0,18.0,456.0,92.0,77.0,612.0,317.0,0.0,0.0,76.0,299.0,0.0,0.0,0.0,585.0,157.0,661.0,1497.0,12.0,80.0,9.0,560.0,0.0,13011.0,1647.0,8187.0,3318.0,4641.0,3195.0,0.0,0.0,0.0,3271.0,4489.0,2053.0,2436.0,0.0,0.0,0.0,0.0,0.0,144.0,144.0,160.0,99.0,0.0,74.0,47.0,0.0,2184.0,1594.0,36.709999999999994,864.0,862.0,898.0,722.0,88,a3b69ce21d99d024ac675965d2d73e8bbff91305,2017-03-09 22:43:56-08:00,0.018114672358933603
,,76.0,76.0,80.0,71.0,593.0,18.0,456.0,92.0,77.0,612.0,317.0,0.0,0.0,76.0,299.0,0.0,0.0,0.0,585.0,157.0,661.0,1497.0,12.0,80.0,9.0,560.0,0.0,13011.0,1647.0,8187.0,3318.0,4641.0,3195.0,0.0,0.0,0.0,3271.0,4489.0,2053.0,2436.0,0.0,0.0,0.0,0.0,0.0,144.0,144.0,160.0,99.0,0.0,74.0,47.0,0.0,2184.0,1594.0,36.709999999999994,864.0,862.0,898.0,722.0,88,3178095328ce5f9a9a50b6dc689c347c39a65372,2017-03-09 22:48:39-08:00,0.018114672358933603
,,76.0,76.0,80.0,71.0,593.0,18.0,456.0,92.0,77.0,612.0,317.0,0.0,0.0,76.0,299.0,0.0,0.0,0.0,585.0,157.0,661.0,1497.0,12.0,80.0,9.0,560.0,0.0,13011.0,1647.0,8187.0,3318.0,4641.0,3195.0,0.0,0.0,0.0,3271.0,4489.0,2053.0,2436.0,0.0,0.0,0.0,0.0,0.0,144.0,144.0,160.0,99.0,0.0,74.0,47.0,0.0,2184.0,1594.0,36.709999999999994,864.0,862.0,898.0,722.0,88,364359120de85564ec5b49cf12d619e4dff8dc4f,2017-03-10 08:25:36-08:00,0.018114672358933603
,,76.0,76.0,80.0,71.0,593.0,18.0,456.0,92.0,77.0,612.0,317.0,0.0,0.0,76.0,299.0,0.0,0.0,0.0,585.0,157.0,661.0,1497.0,12.0,80.0,9.0,560.0,0.0,13011.0,1647.0,8187.0,3318.0,4641.0,3195.0,0.0,0.0,0.0,3271.0,4489.0,2053.0,2436.0,0.0,0.0,0.0,0.0,0.0,144.0,144.0,160.0,99.0,0.0,74.0,47.0,0.0,2184.0,1594.0,36.709999999999994,864.0,862.0,898.0,722.0,88,aeddc6cbe669abd8eb93b038d14d9bba15471fca,2017-03-10 08:27:15-08:00,0.018114672358933603
,,76.0,76.0,80.0,71.0,593.0,18.0,456.0,92.0,77.0,612.0,317.0,0.0,0.0,76.0,299.0,0.0,0.0,0.0,585.0,157.0,661.0,1497.0,12.0,80.0,9.0,560.0,0.0,13011.0,1647.0,8187.0,3318.0,4641.0,3195.0,0.0,0.0,0.0,3271.0,4489.0,2053.0,2436.0,0.0,0.0,0.0,0.0,0.0,144.0,144.0,160.0,99.0,0.0,74.0,47.0,0.0,2184.0,1594.0,36.709999999999994,864.0,862.0,898.0,722.0,88,9fed58721c720c327099570a0cdf8933027f7902,2017-03-13 09:14:02-07:00,0.018114672358933603
