Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,numberJavaFiles,commitSha,commitDate,readability
,,8.0,8.0,8.0,4.0,97.0,16.0,66.0,15.0,4.0,44.0,4.0,0.0,0.0,5.0,21.0,0.0,0.0,0.0,0.0,0.0,5.0,53.0,0.0,1.0,0.0,4.0,0.0,382.0,65.0,258.0,95.0,165.0,60.0,0.0,0.0,0.0,138.0,187.0,94.0,93.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,4.0,0.0,4.0,6.0,0.0,75.0,75.0,1.03,15.0,15.0,15.0,6.0,4,6d24db2136d80513e9b252464258b5b559d01d36,2018-04-27 11:47:26+01:00,0.0
,,8.0,8.0,8.0,4.0,97.0,16.0,66.0,15.0,4.0,44.0,4.0,0.0,0.0,5.0,21.0,0.0,0.0,0.0,0.0,0.0,5.0,53.0,0.0,1.0,0.0,4.0,0.0,382.0,65.0,258.0,95.0,165.0,60.0,0.0,0.0,0.0,138.0,187.0,94.0,93.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,4.0,0.0,4.0,6.0,0.0,75.0,75.0,1.03,15.0,15.0,15.0,6.0,4,1b130ee0d08478a1a0d98a5df7f0fafbc5555d5f,2018-05-02 11:25:50+01:00,0.0
,,8.0,8.0,8.0,4.0,97.0,16.0,66.0,15.0,4.0,44.0,4.0,0.0,0.0,5.0,21.0,0.0,0.0,0.0,0.0,0.0,5.0,53.0,0.0,1.0,0.0,4.0,0.0,382.0,65.0,258.0,95.0,165.0,60.0,0.0,0.0,0.0,138.0,187.0,94.0,93.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,4.0,0.0,4.0,6.0,0.0,75.0,75.0,1.03,15.0,15.0,15.0,6.0,4,47f5670c4243143ed4a4e6fe21bcdeea501d97a6,2018-05-03 09:51:56+01:00,0.0
,,8.0,8.0,8.0,4.0,97.0,16.0,66.0,15.0,4.0,44.0,4.0,0.0,0.0,5.0,21.0,0.0,0.0,0.0,0.0,0.0,5.0,53.0,0.0,1.0,0.0,4.0,0.0,382.0,65.0,258.0,95.0,165.0,60.0,0.0,0.0,0.0,138.0,187.0,94.0,93.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,4.0,0.0,4.0,6.0,0.0,75.0,75.0,1.03,15.0,15.0,15.0,6.0,4,03f6b7a9f0ea61acb1dedf57f1f6dc29d70fce0b,2018-05-04 14:21:49-07:00,0.0
,,8.0,8.0,8.0,4.0,97.0,16.0,66.0,15.0,4.0,44.0,4.0,0.0,0.0,5.0,21.0,0.0,0.0,0.0,0.0,0.0,5.0,53.0,0.0,1.0,0.0,4.0,0.0,382.0,65.0,258.0,95.0,165.0,60.0,0.0,0.0,0.0,138.0,187.0,94.0,93.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,4.0,0.0,4.0,6.0,0.0,75.0,75.0,1.03,15.0,15.0,15.0,6.0,4,1825c3fb5816f9a3b5bc8e52ec7d8b92dd3bdd3e,2018-05-04 14:35:49-07:00,0.0
,,8.0,8.0,8.0,4.0,97.0,16.0,66.0,15.0,4.0,44.0,4.0,0.0,0.0,5.0,21.0,0.0,0.0,0.0,0.0,0.0,5.0,53.0,0.0,1.0,0.0,4.0,0.0,382.0,65.0,258.0,95.0,165.0,60.0,0.0,0.0,0.0,138.0,187.0,94.0,93.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,4.0,0.0,4.0,6.0,0.0,75.0,75.0,1.03,15.0,15.0,15.0,6.0,4,56b6cbc8b6fa9edd8b4e86eb84b02704ff199e23,2018-05-04 14:40:40-07:00,0.0
,,8.0,8.0,8.0,4.0,97.0,16.0,66.0,15.0,4.0,44.0,4.0,0.0,0.0,5.0,21.0,0.0,0.0,0.0,0.0,0.0,5.0,53.0,0.0,1.0,0.0,4.0,0.0,382.0,65.0,258.0,95.0,165.0,60.0,0.0,0.0,0.0,138.0,187.0,94.0,93.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,4.0,0.0,4.0,6.0,0.0,75.0,75.0,1.03,15.0,15.0,15.0,6.0,4,1cc6139a8915d532b3509d1db6f413493950fb22,2018-05-22 11:50:29+01:00,0.0
,,8.0,8.0,8.0,4.0,97.0,16.0,66.0,15.0,4.0,44.0,4.0,0.0,0.0,5.0,21.0,0.0,0.0,0.0,0.0,0.0,5.0,53.0,0.0,1.0,0.0,4.0,0.0,382.0,65.0,258.0,95.0,165.0,60.0,0.0,0.0,0.0,138.0,187.0,94.0,93.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,4.0,0.0,4.0,6.0,0.0,75.0,75.0,1.03,15.0,15.0,15.0,6.0,4,8c3bdc50249f209cf6d1afe053751cd42bed2789,2018-05-23 09:44:15-07:00,0.0
,,9.0,9.0,9.0,5.0,118.0,17.0,86.0,15.0,5.0,57.0,6.0,0.0,0.0,5.0,21.0,0.0,0.0,0.0,5.0,23.0,10.0,70.0,0.0,3.0,1.0,6.0,0.0,584.0,91.0,434.0,138.0,265.0,60.0,0.0,0.0,0.0,235.0,301.0,138.0,163.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,5.0,0.0,6.0,7.0,0.0,155.0,155.0,1.03,23.0,23.0,23.0,11.0,5,885abee358cf0418379e9b51438ed0b9de4baa8d,2018-10-26 20:48:12-07:00,0.0
,,9.0,9.0,9.0,5.0,118.0,17.0,86.0,15.0,5.0,57.0,6.0,0.0,0.0,5.0,21.0,0.0,0.0,0.0,5.0,23.0,10.0,70.0,0.0,3.0,1.0,6.0,0.0,584.0,91.0,434.0,138.0,265.0,60.0,0.0,0.0,0.0,235.0,301.0,138.0,163.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,5.0,0.0,6.0,7.0,0.0,155.0,155.0,1.03,23.0,23.0,23.0,11.0,5,eca42a34abc0f13fdae876643b58aa1fc83b8306,2018-11-07 15:12:37-08:00,0.0
