framework,path,commits,date,numberOfJavaFiles,countLineCode/numberOfJavaFiles,SumCyclomaticStrict/CountDeclMethod,readability
android,googlesamples/android-AutoBackupForApps,6d874062184a3750af1b88ea34336ac40c6a1dd7,2015-05-28 11:58:08-07:00,4,93.0,2.142857142857143,0.017374956980347633
android,googlesamples/android-AutoBackupForApps,a725ad39e354aefa4fa94d083daa0f2a7c076872,2015-08-17 09:53:54-07:00,4,93.0,2.142857142857143,0.017374956980347633
android,googlesamples/android-AutoBackupForApps,7360211115809aec0b1b3977369bbabb50ded179,2015-08-20 23:45:26-07:00,4,93.0,2.142857142857143,0.017374956980347633
android,googlesamples/android-AutoBackupForApps,0fb3787391fac585b0af0e03666335c13ca2595d,2015-10-08 17:41:58-07:00,4,93.0,2.142857142857143,0.017374956980347633
android,googlesamples/android-AutoBackupForApps,7a1c7ca5f58dfd854e4c48cf6612b8f306ca214b,2015-11-18 09:32:42-08:00,4,93.0,2.142857142857143,0.017374956980347633
android,googlesamples/android-AutoBackupForApps,2bf67349a5e3c0a895fa069d8d572674bd5b17b8,2016-01-11 18:24:44-08:00,4,93.0,2.142857142857143,0.017374956980347633
android,googlesamples/android-AutoBackupForApps,5a55fac97c1db09594680785fac453f1955b5c74,2016-04-20 12:25:37-07:00,4,93.0,2.142857142857143,0.017374956980347633
android,googlesamples/android-AutoBackupForApps,ee01202669d0c16db26a361deabc5d52f26bf889,2016-05-18 11:37:39-07:00,4,93.0,2.142857142857143,0.017374956980347633
android,googlesamples/android-AutoBackupForApps,895923bc2d217e8b8265fbccfe8e172ed2531ba3,2016-08-12 15:17:26-07:00,4,93.0,2.142857142857143,0.017374956980347633
android,googlesamples/android-AutoBackupForApps,4fa0796d4420b52b051b7c6f185d7d4a73952d11,2016-12-13 09:38:33-08:00,4,93.0,2.142857142857143,0.017374956980347633
android,googlesamples/android-AutoBackupForApps,24c19bdf61e847773aaed3c67965085f277c0764,2017-05-17 13:31:21-07:00,4,93.0,2.142857142857143,0.017374956980347633
android,googlesamples/android-AutoBackupForApps,33bb28146e129971f2c5b1c6bd9d815203b16aa7,2017-06-08 09:32:32-07:00,4,93.0,2.142857142857143,0.017374956980347633
android,googlesamples/android-AutoBackupForApps,7aa23133504eb42ae1921051793baf8354be421f,2017-10-10 17:50:48-07:00,4,93.0,2.142857142857143,0.017374956980347633
android,googlesamples/android-AutoBackupForApps,3c211b9303d62ff06c6150ed6bb51f1b25e29960,2018-02-15 16:34:26-08:00,4,93.0,2.142857142857143,0.017374956980347633
android,googlesamples/android-AutoBackupForApps,d5c38146eed7b1de6957d3f9c28f058ddadfbadf,2019-10-18 09:37:52-07:00,4,93.0,2.142857142857143,0.017374956980347633
android,googlesamples/android-AutoBackupForApps,5b7eee01d71c250a5edf6956df4a7d8fce285075,2019-10-18 09:38:20-07:00,4,93.0,2.142857142857143,0.017374956980347633
