framework,path,commits,date,numberOfJavaFiles,countLineCode/numberOfJavaFiles,SumCyclomaticStrict/CountDeclMethod,readability
android,googlesamples/android-AlwaysOn,b69496c2673774b65607a0a46c789c854fc12d96,2015-05-21 10:13:05-07:00,1,167.0,1.3636363636363635,0.0
android,googlesamples/android-AlwaysOn,773fc44452ac9c09265bd6eaf6a06d72a53c3fd9,2015-05-28 11:57:58-07:00,1,166.0,1.3636363636363635,0.0
android,googlesamples/android-AlwaysOn,d6a1b2f0870f77c91122499869a2993a0d1cf59f,2015-07-09 11:09:42-07:00,1,166.0,1.3636363636363635,0.0
android,googlesamples/android-AlwaysOn,2266bbe5d27dc38e882442d51b709cc62dfd3732,2015-08-17 09:53:48-07:00,1,166.0,1.3636363636363635,0.0
android,googlesamples/android-AlwaysOn,507cf8c6227a8808b9211b83f188d1166fd50a86,2015-08-20 08:39:46-07:00,1,166.0,1.3636363636363635,0.0
android,googlesamples/android-AlwaysOn,e50658342af58a6decfe0468e2ec58d2f04486f0,2015-08-20 23:45:20-07:00,1,166.0,1.3636363636363635,0.0
android,googlesamples/android-AlwaysOn,042cf86694df7e08370a15ed9df1102c7d9ea490,2015-10-08 17:41:52-07:00,1,166.0,1.3636363636363635,0.0
android,googlesamples/android-AlwaysOn,5a5911d1505c93827dc917b5e029af459d708b77,2015-11-18 09:32:34-08:00,1,166.0,1.3636363636363635,0.0
android,googlesamples/android-AlwaysOn,329594698ccf4a0cdece8e6d42279b52e5986122,2016-01-11 18:24:31-08:00,1,166.0,1.3636363636363635,0.0
android,googlesamples/android-AlwaysOn,bfc0669c0169e45b40dad812f06776dfcfdcc5c0,2016-04-20 12:25:30-07:00,1,166.0,1.3636363636363635,0.0
android,googlesamples/android-AlwaysOn,a63facb871f43e620bffe3f8a2e93a5ebfafc7fe,2016-05-18 11:37:31-07:00,1,166.0,1.3636363636363635,0.0
android,googlesamples/android-AlwaysOn,314e61e2d254245e85c0fce04d2609cfd6e6613f,2016-08-12 15:17:17-07:00,1,166.0,1.3636363636363635,0.0
android,googlesamples/android-AlwaysOn,8992bab06cf91a6619614b569d678b9b89b61aa2,2016-12-13 09:38:23-08:00,1,166.0,1.3636363636363635,0.0
android,googlesamples/android-AlwaysOn,50f9100df85f74033c0442590ff00aac6cf5cc01,2017-02-09 09:17:10-08:00,1,166.0,1.3636363636363635,0.0
android,googlesamples/android-AlwaysOn,cd324a57c4528cd16a50ab2ba1c9ef711c29cd76,2017-05-17 13:31:07-07:00,1,166.0,1.3636363636363635,0.0
android,googlesamples/android-AlwaysOn,d71b6503d2b833051ee2db5a9b1dbb42596460ee,2017-06-08 09:32:19-07:00,1,166.0,1.3636363636363635,0.0
android,googlesamples/android-AlwaysOn,084234d07b1b35d65fb3eb20157edbd562de3b7e,2017-08-11 17:24:41-07:00,1,159.0,1.4,0.0
android,googlesamples/android-AlwaysOn,0e8d7d381e7ca5b740180e4835bb87d72d4befca,2017-10-10 17:50:32-07:00,1,159.0,1.4,0.0
android,googlesamples/android-AlwaysOn,ad89b5bedc5901a40e78cdd7cf60b075df7e97c1,2017-10-25 09:47:53-07:00,1,196.0,1.6666666666666667,0.0
android,googlesamples/android-AlwaysOn,3dea12f7b5b0253af4866fd1337ab32126175a80,2018-01-25 09:36:49-08:00,1,196.0,1.6666666666666667,0.0
android,googlesamples/android-AlwaysOn,480ba8368cf4d30bc9056d9c30cccba6cc339aaa,2018-03-28 09:33:46-07:00,1,196.0,1.6666666666666667,0.0
android,googlesamples/android-AlwaysOn,f5bce7eda5101da775a4451796079aa7217c1af7,2018-07-27 21:57:21-07:00,1,198.0,1.6666666666666667,0.0
android,googlesamples/android-AlwaysOn,0c75639db1e4e27b142cc70811db2f3b5ad465a9,2019-04-11 13:58:38-07:00,1,198.0,1.6666666666666667,0.0
android,googlesamples/android-AlwaysOn,403be7d4ca1e6593026c04930ca2e64611e51044,2019-09-05 11:07:23-07:00,1,198.0,1.6666666666666667,0.0
android,googlesamples/android-AlwaysOn,e695f1471f609c22e5f36a030c05902331e8ea0a,2019-09-05 11:16:33-07:00,0,0,0,0
android,googlesamples/android-AlwaysOn,7f670a186bd40c0e876e9b515bddb3743e4e120d,2019-09-05 11:21:26-07:00,0,0,0,0
