,min,max,avg,med,std
AvgCyclomatic,1.18970247189785,1.9278154581317617,1.6738096650456722,1.6658032667549245,0.1074708662591035
AvgCyclomaticModified,1.18970247189785,1.9035044246594799,1.6511989095490325,1.6408910736140014,0.11224935553050958
AvgCyclomaticStrict,1.18970247189785,1.9704217111881723,1.723968409365329,1.724813028924832,0.10454542884046317
AvgEssential,0.951672335600907,1.0859611289010416,1.0255486331513213,1.0155022726552603,0.031400517733484345
AvgLine,9.53169558732584,24.621755424687844,16.147384449323607,16.964489056983986,3.351459888637775
AvgLineBlank,1.070658621113903,3.5083709214458327,1.9874972552935999,1.9412442396313363,0.48653682061293646
AvgLineCode,7.7158906095007405,17.253978799366305,11.42282440811373,12.167653882253296,2.3442483326686543
AvgLineComment,0.4194998453927026,3.991444945259444,2.458739064800658,2.6686217957888685,0.7081000891103181
CountClassBase,1.0,1.3421207443281304,1.1861173971252306,1.1521016993124311,0.0733988379691597
CountClassCoupled,3.2649921332169227,7.786287393416263,6.72782889388143,6.914570954809061,0.688970378990764
CountClassCoupledModified,0.43346560846560844,1.1447438141645019,0.8877905253332604,0.9766681629020766,0.214021496454912
CountClassDerived,0.0,0.05441160008390448,0.020352594431367076,0.009972758861647751,0.01791057286287114
CountDeclClass,2.672043010752688,31.530924582625534,18.4776036331505,20.3932942068285,9.149876898560102
CountDeclClassMethod,0.6340770399068718,4.5378384047449885,2.8767291301658076,2.531456726723482,1.0419418655852406
CountDeclClassVariable,0.030187074829931968,1.5175730519848167,1.2223577317447805,1.2767206855350768,0.2018053037264087
CountDeclInstanceMethod,0.5664682539682538,3.2648681519451914,2.8220381800263543,3.0620656991940085,0.5332923992005476
CountDeclInstanceVariable,0.13917233560090703,1.6411260979063125,1.31809546544086,1.462044543258727,0.37144041934687877
CountDeclMethod,1.3065476190476188,7.633254710262244,5.698767310192164,5.6410192881110675,1.386700678612264
CountDeclMethodAll,13.30654761904762,21.80284437571771,18.574351988879947,18.159748902101988,2.12526411215543
CountDeclMethodDefault,0.06409484314990598,0.26823091636198343,0.16582292840274296,0.1550841457227879,0.06567140097336203
CountDeclMethodPrivate,0.0,1.7614468864468864,1.227384960679197,1.1009152820439443,0.3468735341768328
CountDeclMethodProtected,0.009523809523809526,0.23021304906546983,0.17310023018995002,0.20841620510356407,0.06700282448511928
CountDeclMethodPublic,1.0731292517006803,6.204731899072082,4.132459190920272,4.166103019160564,1.449999440619628
CountLine,21.250178662374044,207.00288667392184,141.30614992922554,139.7782636892963,49.411951069476835
CountLineBlank,4.090898632180144,23.64620950221367,19.403399127496268,19.868906613853326,3.3538964905922213
CountLineCode,16.4086677398232,146.5492931239845,94.83081669503156,94.84922879868512,38.71582326801991
CountLineCodeDecl,6.582084993088144,32.28903047469431,23.883699372707568,24.016218468786086,6.317452458291462
CountLineCodeExe,9.030185778856996,110.29054202419104,68.71289396868278,68.49972922454204,31.221890206777047
CountLineComment,0.9596258958128706,37.75504025181955,27.38957206163298,30.115183150858694,8.452434841893124
CountSemicolon,7.198432395685548,57.225040510745785,40.12467375412282,41.15791982973784,13.030450116035755
CountStmt,11.226007061915675,84.61341764865169,57.714412237241596,56.95801319829657,19.887217945199225
CountStmtDecl,6.11841259230965,32.39061416579416,22.677059102689288,22.348585954165124,7.124935763467971
CountStmtExe,5.107594469606025,52.22280348285753,35.03735313455229,35.73580746434044,12.836991049167443
MaxCyclomatic,1.3816010495107134,4.196214299504336,3.497736369585551,3.544127539341602,0.3936590076816573
MaxCyclomaticModified,1.3816010495107134,4.092874108149755,3.388085431203459,3.412775845681872,0.39381712228009114
MaxCyclomaticStrict,1.3816010495107134,4.332309182441535,3.683565858620468,3.6868421235781117,0.43941344138174426
MaxEssential,0.9656346629560916,1.760752688172043,1.400601562401983,1.3948987229151022,0.20020971636252188
MaxInheritanceTree,1.030187074829932,1.4780544108669107,1.2956105873862822,1.2945135785741826,0.06487980374718243
MaxNesting,0.2659763905562225,1.6468253968253967,1.2154792680010753,1.152097500558787,0.23024185017825394
PercentLackOfCohesion,0.9961734693877551,34.02478410017998,27.305444802704383,28.205601928104088,4.282563198660016
PercentLackOfCohesionModified,0.9961734693877551,30.554934491868423,24.334323092719853,25.376222669212495,3.9733456997623753
RatioCommentToCode,0.052779761904761906,0.3772128132599128,0.29796446347123023,0.31514056889217623,0.0599085053256926
SumCyclomatic,2.163690476190476,20.61635577762546,13.626058556197368,12.750795702950544,4.891298393717286
SumCyclomaticModified,2.163690476190476,20.434557288191108,13.482464838395273,12.608705725682388,4.852598763621109
SumCyclomaticStrict,2.163690476190476,21.867027182815267,14.15886273330375,13.156255556533988,5.262367588844273
SumEssential,1.3541666666666665,8.326429157541966,6.292967403870208,6.008955469619977,1.48337249859953
numberJavaFiles,2.5806451612903225,18.260122643706502,11.422787446773535,13.36977973318514,5.143174418352288
readability,0.07222144433264548,0.25927727283112173,0.104354047873722,0.09227196065387121,0.033905550852563034
