AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,type,numberJavaFiles,commitSha,commitDate,readability
1.2439024390243902,1.2439024390243902,1.3048780487804879,1.0853658536585367,9.158536585365853,0.2926829268292683,7.280487804878049,1.1951219512195121,1.1585365853658536,9.28048780487805,4.597560975609756,0.0,,1.7317073170731707,3.9634146341463414,,,,7.634146341463414,2.4146341463414633,9.365853658536585,22.146341463414632,0.2804878048780488,1.1097560975609757,0.15853658536585366,7.817073170731708,,177.71951219512195,22.75609756097561,114.85365853658537,45.670731707317074,64.60975609756098,40.41463414634146,,,,45.91463414634146,63.80487804878049,28.71951219512195,35.08536585365854,,,,,,2.402439024390244,2.402439024390244,2.6219512195121952,1.548780487804878,,1.1097560975609757,0.7926829268292683,,29.865853658536587,21.51219512195122,0.4785365853658536,13.073170731707316,13.048780487804878,13.573170731707316,10.341463414634147,average,,8d9461a01ab952e6c62eb163be184f81f905cd14,2017-03-04 13:58:43-08:00,0.018114672358933603
1.0,1.0,1.0,1.0,7.0,0.0,7.0,0.0,1.0,7.0,2.0,0.0,,0.0,1.0,,,,4.0,1.0,5.5,18.0,0.0,0.0,0.0,4.5,,100.5,14.0,73.0,26.0,36.0,8.0,,,,26.5,40.5,18.5,20.5,,,,,,2.0,2.0,2.0,1.0,,1.0,1.0,,10.5,0.0,0.10500000000000001,9.0,9.0,9.0,7.0,median,,8d9461a01ab952e6c62eb163be184f81f905cd14,2017-03-04 13:58:43-08:00,0.018114672358933603
,,,,,,,,,,,,143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,absolute,88.0,8d9461a01ab952e6c62eb163be184f81f905cd14,2017-03-04 13:58:43-08:00,0.018114672358933603
1.2439024390243902,1.2439024390243902,1.3048780487804879,1.0853658536585367,9.158536585365853,0.2926829268292683,7.280487804878049,1.1951219512195121,1.1585365853658536,9.28048780487805,4.597560975609756,0.0,,1.7317073170731707,3.9634146341463414,,,,7.634146341463414,2.4146341463414633,9.365853658536585,22.146341463414632,0.2804878048780488,1.1097560975609757,0.15853658536585366,7.817073170731708,,177.71951219512195,22.75609756097561,114.85365853658537,45.670731707317074,64.60975609756098,40.41463414634146,,,,45.91463414634146,63.80487804878049,28.71951219512195,35.08536585365854,,,,,,2.402439024390244,2.402439024390244,2.6219512195121952,1.548780487804878,,1.1097560975609757,0.7926829268292683,,29.865853658536587,21.51219512195122,0.4785365853658536,13.073170731707316,13.048780487804878,13.573170731707316,10.341463414634147,average,,984535fc9d6872a9783189b20407cee84a93a68e,2017-03-04 14:22:55-08:00,0.018114672358933603
1.0,1.0,1.0,1.0,7.0,0.0,7.0,0.0,1.0,7.0,2.0,0.0,,0.0,1.0,,,,4.0,1.0,5.5,18.0,0.0,0.0,0.0,4.5,,100.5,14.0,73.0,26.0,36.0,8.0,,,,26.5,40.5,18.5,20.5,,,,,,2.0,2.0,2.0,1.0,,1.0,1.0,,10.5,0.0,0.10500000000000001,9.0,9.0,9.0,7.0,median,,984535fc9d6872a9783189b20407cee84a93a68e,2017-03-04 14:22:55-08:00,0.018114672358933603
,,,,,,,,,,,,143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,absolute,88.0,984535fc9d6872a9783189b20407cee84a93a68e,2017-03-04 14:22:55-08:00,0.018114672358933603
1.2439024390243902,1.2439024390243902,1.3048780487804879,1.0853658536585367,9.158536585365853,0.2926829268292683,7.280487804878049,1.1951219512195121,1.1585365853658536,9.28048780487805,4.597560975609756,0.0,,1.7317073170731707,3.9634146341463414,,,,7.634146341463414,2.4146341463414633,9.365853658536585,22.146341463414632,0.2804878048780488,1.1097560975609757,0.15853658536585366,7.817073170731708,,177.71951219512195,22.75609756097561,114.85365853658537,45.670731707317074,64.60975609756098,40.41463414634146,,,,45.91463414634146,63.80487804878049,28.71951219512195,35.08536585365854,,,,,,2.402439024390244,2.402439024390244,2.6219512195121952,1.548780487804878,,1.1097560975609757,0.7926829268292683,,29.865853658536587,21.51219512195122,0.4785365853658536,13.073170731707316,13.048780487804878,13.573170731707316,10.341463414634147,average,,7864e872a2058ed9a69b1079e3fa36430ffd9556,2017-03-06 10:48:08-08:00,0.018114672358933603
1.0,1.0,1.0,1.0,7.0,0.0,7.0,0.0,1.0,7.0,2.0,0.0,,0.0,1.0,,,,4.0,1.0,5.5,18.0,0.0,0.0,0.0,4.5,,100.5,14.0,73.0,26.0,36.0,8.0,,,,26.5,40.5,18.5,20.5,,,,,,2.0,2.0,2.0,1.0,,1.0,1.0,,10.5,0.0,0.10500000000000001,9.0,9.0,9.0,7.0,median,,7864e872a2058ed9a69b1079e3fa36430ffd9556,2017-03-06 10:48:08-08:00,0.018114672358933603
,,,,,,,,,,,,143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,absolute,88.0,7864e872a2058ed9a69b1079e3fa36430ffd9556,2017-03-06 10:48:08-08:00,0.018114672358933603
1.2439024390243902,1.2439024390243902,1.3048780487804879,1.0853658536585367,9.158536585365853,0.2926829268292683,7.280487804878049,1.1951219512195121,1.1585365853658536,9.28048780487805,4.597560975609756,0.0,,1.7317073170731707,3.9634146341463414,,,,7.634146341463414,2.4146341463414633,9.365853658536585,22.146341463414632,0.2804878048780488,1.1097560975609757,0.15853658536585366,7.817073170731708,,177.71951219512195,22.75609756097561,114.85365853658537,45.670731707317074,64.60975609756098,40.41463414634146,,,,45.91463414634146,63.80487804878049,28.71951219512195,35.08536585365854,,,,,,2.402439024390244,2.402439024390244,2.6219512195121952,1.548780487804878,,1.1097560975609757,0.7926829268292683,,29.865853658536587,21.51219512195122,0.4785365853658536,13.073170731707316,13.048780487804878,13.573170731707316,10.341463414634147,average,,189adfb79caaa6f81ab3035cf77e39c224e40446,2017-03-06 10:50:34-08:00,0.018114672358933603
