,,Buse Readability,Java,Classes,Packages,LOC,PL,RFC,CLOC,CBO,NOC,LCOM,WMC,DIT,Class Variables,Class Methods,NIM,NIV,Local Methods,Methods,Default Methods,Private Methods,Protected Methods,Public Methods,BLOC,Declarative Line of Code,Executable Line of Code,Statements,Declarative Statements,Executable Statements,Comment to Code Ratio,questions
2014,11,0.5355913582714787,0.0,0.0,0.0,0.17143610253310235,0.09716685286098357,0.09224424563423074,0.0,0.0,0.4080882352941178,0.5860940470753234,0.11244090614862728,0.989429079709196,1.0,0.41229297633716927,0.023718445271176246,0.09488276773958189,0.05484209529423809,0.09224424563423074,0.0,1.0,1.0,0.0,0.22624104965277178,0.14213962593495405,0.213773955436142,0.163687278807225,0.1397048261407414,0.14072428537185466,0.0,0.0
2014,12,0.5355913582714787,0.0,0.0,0.0,0.17143610253310235,0.09716685286098357,0.09224424563423074,0.0,0.0,0.4080882352941178,0.5860940470753234,0.11244090614862728,0.989429079709196,1.0,0.41229297633716927,0.023718445271176246,0.09488276773958189,0.05484209529423809,0.09224424563423074,0.0,1.0,1.0,0.0,0.22624104965277178,0.14213962593495405,0.213773955436142,0.163687278807225,0.1397048261407414,0.14072428537185466,0.0,0.0
2015,1,0.4774784305321576,0.028368794326241148,0.06628787878787881,0.024509803921568644,0.0,0.0,0.012864727419473343,0.020329001022306854,0.013360502841016572,0.19215236195692847,0.19218163392009402,0.0,0.9833536379916832,0.09743433287626076,0.0,0.0,0.0,0.0,0.012864727419473343,0.21705265045345987,0.5669039125928507,0.5516474101174222,0.03523383775861082,0.06387186948757374,0.0,0.0,0.0,0.0,0.01591668035988278,0.05534162554462681,0.0
2015,2,0.25508830378352637,0.09471516815374059,0.14112903225806453,0.1555977229601518,0.018835330527668927,0.022273273605758655,0.032978625547932704,0.05130731907681221,0.37132870997016076,0.14595830427032466,0.08131804561737416,0.038157744894127765,1.0,0.15147423852161476,0.21223598836174662,0.044591943886591316,0.022829366746765677,0.060180294250797774,0.032978625547932704,0.16364464583258373,0.17441187983581852,0.27510828017563416,0.1603809880150129,0.06620827524818539,0.04878454155119426,0.024612448618488828,0.0022014913962794813,0.09542283596041314,0.0,0.1156277357060633,0.0
2015,3,0.0836768469710784,0.10638297872340426,0.1431818181818182,0.23529411764705882,0.06985092844494752,0.05604236564555486,0.0,0.07742380901583636,0.3859018140374733,0.0,0.05603188937571202,0.06545682536606255,0.8461702496401527,0.1765735984662265,0.5497590418953124,0.0028073650302746687,0.15986780722287647,0.044693715753580554,0.0,0.1603897159922526,0.0,0.2507014672725869,0.1657855278128526,0.007532649976878645,0.11468102932058011,0.09604521730167623,0.06785594788078567,0.1451850606990113,0.07601220543475296,0.1672849789512331,0.0
2015,4,0.0836768469710784,0.10638297872340426,0.13636363636363635,0.23529411764705882,0.08871302372416738,0.06556980673931485,0.004271408418530583,0.07687910682628828,0.39518960486703214,0.0,0.021417464555616987,0.08561760027458343,0.8245915137301719,0.19757859565213756,0.5952756907507616,0.0062956507378996345,0.16540237410576872,0.051606380078376424,0.004271408418530583,0.1673442836233529,0.019262309383396622,0.22300857606428187,0.173148188859174,0.0,0.12922580806682166,0.1202538771611014,0.09219399352124016,0.1691513115004903,0.09916453969232189,0.16424828062502933,0.0
2015,5,0.0983152196464821,0.09219858156028367,0.13257575757575754,0.25490196078431376,0.1803135282658419,0.12145094796854462,0.040945510486856004,0.08708146529718866,0.3923606619284832,0.0,0.2787159157863608,0.16160409122533959,0.849100695257558,0.2261939660721461,0.6984443123830356,0.05847796298200096,0.2071078246592892,0.11095817512372563,0.040945510486856004,0.17157589884862579,0.09100300156586573,0.1150565934619091,0.23264071534223202,0.03280815081319601,0.19122882158712887,0.22103799931296658,0.1994493764574959,0.25538864077332596,0.20699419432959007,0.16477787382467263,0.0
2015,6,0.026128867968167695,0.07801418439716311,0.10227272727272728,0.29411764705882354,0.42844088174866446,0.2813480564141455,0.17090294239773898,0.11389305227123905,0.4613589424848032,0.0,0.47143033584863764,0.41194906418556243,0.7715565958431513,0.3011322051092742,0.81428706142058,0.2626931868522678,0.4824242573174624,0.3212757133425119,0.17090294239773898,0.19835254100988287,0.1651672045642108,0.1265834940253545,0.4177911614534441,0.21780823564758695,0.3478320383555926,0.49369093079035126,0.48011071675838607,0.4878838141467146,0.46537026459280256,0.1568318759362853,0.0
2015,7,0.0,0.06382978723404255,0.07954545454545454,0.29411764705882354,0.4917396480222118,0.31758631889361316,0.18923993794897714,0.11423324390741288,0.5135719056868866,0.0,0.5067430633884583,0.46479892638854076,0.7786060594262796,0.33925897344027034,1.0,0.27841710164436345,0.5641939352129134,0.3509515210739996,0.18923993794897714,0.21965214272906494,0.2995715013023177,0.13575261947354966,0.4306218876689323,0.24325523500831045,0.39192637122953566,0.5711440919228956,0.5537299061693826,0.5588527668405698,0.5329091252572222,0.14742309207299015,0.16666666666666666
2015,8,0.008910103518083332,0.06382978723404255,0.10227272727272728,0.35294117647058826,0.4342901714757758,0.2840148887105047,0.16773313255768038,0.11559177654830584,0.3865085605641959,0.0,0.18506274331499223,0.45886343420692416,0.6367570970828548,0.24273142767257117,0.8767676572152202,0.25266446410945465,0.4487182027353914,0.31614582894590554,0.16773313255768038,0.1922224117346064,0.6678758095114887,0.12394457499392281,0.36456014726439023,0.20566788216002702,0.3130335793044253,0.5006723928224469,0.46517176462087506,0.46692475895862323,0.45929434452440193,0.12223330974266856,0.16666666666666666
2015,9,0.0450407179752486,0.0851063829787234,0.17613636363636365,0.35294117647058826,0.37657974534212346,0.248268776727455,0.11850747523672889,0.11574971707388991,0.4066378463130287,0.0,0.07824227294866468,0.39350667667889777,0.761440805613859,0.22262032724232636,0.7916848097858961,0.17849595516573014,0.4132153826872538,0.236481134801721,0.11850747523672889,0.12530237058538898,0.5410918826416768,0.20646362976959096,0.2959022902030902,0.14496798068709382,0.2744657102043428,0.45233194408847754,0.40700163418906576,0.4120110189146522,0.40877047765852775,0.0981078410947337,0.16666666666666666
2015,10,0.3165360519294596,0.14893617021276595,0.23484848484848483,0.35294117647058826,0.2896508081873823,0.1949815347027486,0.14843686155070682,0.10153234470114718,0.20367061653974927,0.0,0.026294733933775946,0.3732765344778924,0.9146740074553307,0.06114893108802088,0.5299667847923292,0.24781795617326804,0.3065883630877631,0.28491757092852416,0.14843686155070682,0.07376996491655341,0.31234794316421444,0.23765966372372693,0.36071086736683416,0.14333566357591332,0.1679658629516968,0.3311185964966275,0.31367138930018346,0.27921431938416585,0.33652427675597774,0.11555101988246928,0.16666666666666666
2015,11,0.3165360519294596,0.14893617021276595,0.23484848484848483,0.35294117647058826,0.2896508081873823,0.1949815347027486,0.14843686155070682,0.10153234470114718,0.20367061653974927,0.0,0.026294733933775946,0.3732765344778924,0.9146740074553307,0.06114893108802088,0.5299667847923292,0.24781795617326804,0.3065883630877631,0.28491757092852416,0.14843686155070682,0.07376996491655341,0.31234794316421444,0.23765966372372693,0.36071086736683416,0.14333566357591332,0.1679658629516968,0.3311185964966275,0.31367138930018346,0.27921431938416585,0.33652427675597774,0.11555101988246928,0.16666666666666666
2015,12,0.3165360519294596,0.14893617021276595,0.23484848484848483,0.35294117647058826,0.2896508081873823,0.1949815347027486,0.14843686155070682,0.10153234470114718,0.20367061653974927,0.0,0.026294733933775946,0.3732765344778924,0.9146740074553307,0.06114893108802088,0.5299667847923292,0.24781795617326804,0.3065883630877631,0.28491757092852416,0.14843686155070682,0.07376996491655341,0.31234794316421444,0.23765966372372693,0.36071086736683416,0.14333566357591332,0.1679658629516968,0.3311185964966275,0.31367138930018346,0.27921431938416585,0.33652427675597774,0.11555101988246928,0.3333333333333333
2016,1,0.3165360519294596,0.14893617021276595,0.23484848484848483,0.35294117647058826,0.2896508081873823,0.1949815347027486,0.14843686155070682,0.10153234470114718,0.20367061653974927,0.0,0.026294733933775946,0.3732765344778924,0.9146740074553307,0.06114893108802088,0.5299667847923292,0.24781795617326804,0.3065883630877631,0.28491757092852416,0.14843686155070682,0.07376996491655341,0.31234794316421444,0.23765966372372693,0.36071086736683416,0.14333566357591332,0.1679658629516968,0.3311185964966275,0.31367138930018346,0.27921431938416585,0.33652427675597774,0.11555101988246928,0.3333333333333333
2016,2,0.43505575997655654,0.1702127659574468,0.23863636363636365,0.35294117647058826,0.27340244435357164,0.1853983970713797,0.17983984083785648,0.09712491271231474,0.05348630055724219,0.0,0.0,0.401391017997329,0.8663918323482481,0.0,0.47038510962515956,0.303933445916804,0.3142717806765497,0.33573880676933343,0.17983984083785648,0.07111756168359867,0.251021022227109,0.20540337240644402,0.41719300337791126,0.15854885905211585,0.1516160626009019,0.2896487359234395,0.30057471409499287,0.25539948655461087,0.32121627742958264,0.1298594382498841,0.3333333333333333
2016,3,0.3480127397448676,0.2163120567375887,0.25378787878787884,0.3333333333333333,0.461319137916633,0.3263507745444553,0.29671981473729864,0.12905365996923507,0.4353494079049057,0.0,0.4087839198464017,0.5700566247039347,0.48159453120554957,0.14569952051995927,0.581958323141949,0.4870277354612873,0.6303465808312985,0.5248923474030351,0.29671981473729864,0.385837344418912,0.4172677134024642,0.2364732380361621,0.5649572405678331,0.5198311652884016,0.5372129038448012,0.41952851265370744,0.49700900461831554,0.5738947219127334,0.4672692948656629,0.13967269752554512,0.3333333333333333
2016,4,0.24567662699023937,0.25835866261398177,0.2694805194805195,0.3277310924369748,0.7509294519181223,0.5385551537110738,0.42067479616882947,0.19485431296491645,0.9400957825791454,0.0,0.9373146051778145,0.78450877826971,0.07935270814710313,0.35938282061754734,0.7463098353102442,0.6776477790009553,0.940194737127769,0.7254957770130636,0.42067479616882947,0.7393375854914315,0.726394057333608,0.35946858755184746,0.6984720124599816,0.915798565371892,1.0,0.6821695905233983,0.79831600986498,0.9915512506986186,0.7261194799373059,0.1641062127124135,0.5
2016,5,0.27660246176357134,0.23404255319148937,0.25,0.29411764705882354,0.7545366930116203,0.536013242016716,0.4185924608713216,0.17799594439302702,0.9417633027859306,0.0,0.9518811950721983,0.7796943796759165,0.0,0.3446647021402615,0.7823174715887903,0.6714490032342358,1.0,0.722125814810224,0.4185924608713216,1.0,0.8164176861727698,0.3271815038307683,0.6840045320806929,0.9416666513045503,0.993094533296139,0.6896274082628651,0.8146211250350575,1.0,0.7435651101567265,0.14591497410641824,0.5
2016,6,0.6282551349092365,0.300531914893617,0.30823863636363635,0.3897058823529412,0.731850640068723,0.7084866191001727,0.5402969745564563,0.6562754469227658,0.9433426418912549,0.12268818130967551,0.8252679442985644,0.769956329272965,0.19577641445662766,0.3179189924475324,0.7589620574618409,0.6727466811401671,0.8391781330722672,0.7216250809635902,0.5402969745564563,0.9355889930502934,0.7239317666410859,0.32293488880077303,0.6945150698569603,0.8765255660271694,0.9266629642104904,0.6932085593547539,0.7687392737712597,0.9229708113455714,0.7179806669838072,0.7169745215759085,0.5
2016,7,1.0,0.5091185410334347,0.49553571428571436,0.5084033613445378,0.7534545654786434,0.7905030020489057,0.6236235045791086,0.8495473035736147,0.9706763287179783,0.36494871577609267,0.7453482571741268,0.8018139328907771,0.46584891630151615,0.29422136822956274,0.6085650716645808,0.7342810334304282,0.630273628741588,0.7708672369803227,0.6236235045791086,0.843179527917576,0.5033735908051646,0.281918571330334,0.7680930906001135,0.8092643332347493,0.8620619132341205,0.7582453977242963,0.7676600936494069,0.8541656903468102,0.7450615827431918,0.9841302762688355,0.5
2016,8,0.5912201197748289,0.6609471516815374,0.6730205278592375,0.6584440227703985,0.8458991611170372,0.8885316733952788,0.747607746562912,0.960400588287938,0.9292283891282656,0.5111273616725066,0.7860127469768113,0.8998518451553698,0.44796366804276255,0.2585535504320506,0.34265597926825203,0.872134250182158,0.5810539568039214,0.8865985700832308,0.747607746562912,0.9248932283695357,0.49049322808150425,0.16579314041303975,0.8869675747958348,0.845819210851204,0.8925560395444357,0.8280799586021603,0.8554722958265947,0.8752310016275693,0.8353312250021738,1.0,0.5
