,,Buse Readability,Java,Classes,Packages,LOC,PL,RFC,CLOC,CBO,NOC,LCOM,WMC,DIT,Class Variables,Class Methods,NIM,NIV,Local Methods,Methods,Default Methods,Private Methods,Protected Methods,Public Methods,BLOC,Declarative Line of Code,Executable Line of Code,Statements,Declarative Statements,Executable Statements,Comment to Code Ratio,questions
2014,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,4,1.0,0.4185263157894737,0.3274599542334096,0.6698564593301435,0.8855527181165225,0.8704185967602456,0.975238612920796,0.745780844578652,0.8100427551773769,0.0,0.7283575309617135,0.9111771062706554,1.0,0.8260878989971078,0.49966561924783476,0.8875240953096423,0.9772626870182121,0.8855670182839664,0.975238612920796,0.0,0.3317457914581062,1.0,1.0,0.7869518575748315,0.8575817331105925,0.8654244402781042,0.8878328657435527,0.7781828461816178,0.9053680856151118,0.5604989122301792,0.0
2015,5,0.7188352170129139,0.729010989010989,0.5710702341137124,0.8653846153846154,0.7997817385774846,0.8713655691010764,0.9583922548393654,0.9575326928753635,0.820651440158831,0.0,0.7604231222881069,0.755545243959651,0.9430663407267601,0.8987350992460383,1.0,0.797649746555294,0.9381509951460707,0.8077127777219264,0.9583922548393654,0.0,0.44838027120662705,0.6675746692813385,0.9257831635656585,0.783535425352486,0.9076221731871572,0.7753595246861329,0.8259397879184535,0.8781444204999501,0.817812594078316,0.9768558606545793,0.0072992700729927005
2015,6,0.46443751018163515,0.84,0.6521739130434783,0.9545454545454546,0.8092803699303166,0.8911828427617898,0.9668307166680222,0.9912456403904113,0.8343290659080126,0.0,0.8971494035986246,0.7809978070175442,0.9365201294070103,0.8930232558139539,0.8654769657472965,0.8401411136536989,0.9333333333333332,0.8467105263157895,0.9668307166680222,0.0,0.5296052631578947,0.7052281124068275,0.9246285102536068,0.8147920822464317,0.9308833758404819,0.7784593935169045,0.8314233312955036,0.8935275525628695,0.8234762655958697,0.9954521989232783,0.051094890510948905
2015,7,0.46501831940533744,0.84,0.6521739130434783,0.9545454545454546,0.8098648084518801,0.8925352883247617,0.9676238509720979,0.9937098630401745,0.8324324324324325,0.0,0.8976346114967314,0.7831359649122807,0.936520129407011,0.8930232558139535,0.8654769657472968,0.8438596491228064,0.9333333333333333,0.8503759398496239,0.9676238509720979,0.0,0.5394736842105261,0.7052281124068276,0.924628510253606,0.8170016878932023,0.9319267331323899,0.7783946621520684,0.8318568332129155,0.8947643259584993,0.8233830489029111,1.0,0.072992700729927
2015,8,0.46501831940533744,0.84,0.6521739130434783,0.9545454545454546,0.8111261221999476,0.8946005346005346,0.9680393022742325,0.996864344135251,0.8324324324324326,0.0,0.8966526431315162,0.7869642857142854,0.9365201294070112,0.8930232558139535,0.8654769657472968,0.8458074534161488,0.9333333333333335,0.8522959183673467,0.9680393022742325,0.0,0.5446428571428572,0.7052281124068276,0.924628510253606,0.8199083715118699,0.932473253618628,0.7795783213947829,0.8327047820184036,0.8954121596419247,0.8242020241339042,0.999799826516314,0.1386861313868613
2015,9,0.4650183194053375,0.84,0.6521739130434783,0.9545454545454546,0.8165529609702882,0.8998676998677001,0.9699311507657722,1.0,0.8339612339612333,0.0,0.8995460365498774,0.7973989898989897,0.9365201294070105,0.8930232558139535,0.8654769657472968,0.8546772068511191,0.9333333333333335,0.861038961038961,0.9699311507657722,0.0,0.568181818181818,0.7052281124068275,0.9246285102536067,0.826928173866949,0.9381657989587505,0.7853444568676355,0.8383603724680804,0.9021599810111556,0.8304392700850469,0.9996036969413901,0.1897810218978102
2015,10,0.4564643430037592,0.8576,0.7017391304347826,0.9690909090909091,0.8437311441258898,0.9072030043648123,0.972557641409659,0.9695730870710885,0.8396954854113975,0.0,0.8801148515547565,0.8238519685452037,0.9431085802412191,0.8801644099461525,0.8106790278052796,0.8681841578601774,0.893007861907259,0.8731770999432091,0.972557641409659,0.0,0.6208188174450687,0.6647051987326911,0.9299488926952338,0.8155004898610995,0.9445881465394868,0.8222461479718282,0.8532004842379657,0.9112355652167291,0.8482197788227256,0.948047264735485,0.23357664233576642
2015,11,0.3976524002471835,0.982,0.9608695652173914,1.0,0.840698672497622,0.8682261334435247,0.9720796893449942,0.8471947051011309,0.8352022830283699,0.0,0.8297055057618439,0.8092197204968944,0.96980569646323,0.7982088689874333,0.5886318493747145,0.870777072643802,0.8520186335403727,0.8709682786157937,0.9720796893449942,0.0,0.7258928571428572,0.4929565254507682,0.9333275179770376,0.7902848450826647,0.8744014556598353,0.836138256051053,0.8405871434474341,0.8722978123023528,0.8283878010391456,0.7723193434309733,0.2773722627737226
2015,12,0.390333644414413,1.0,1.0,1.0,0.8472292224845479,0.8723715225387464,0.9744304818224578,0.8506488830235325,0.8343125734430084,0.0,0.8309388101182344,0.8203804347826085,0.9727141440700839,0.782608695652174,0.5644414994004111,0.8823251417769373,0.8478260869565216,0.8818322981366455,0.9744304818224578,0.0,0.7600334448160538,0.48413829227013366,0.9340876254480167,0.7840127928859072,0.8685338794513282,0.8459133725474064,0.8426822248042573,0.8689015604670048,0.831743869209809,0.758389712555787,0.32116788321167883
2016,1,0.39033364441441293,1.0,1.0,1.0,0.8504124996684087,0.8760010846967367,0.9749344802096631,0.8561755676993759,0.8343125734430082,0.0,0.8317096253409788,0.8230978260869563,0.9727141440700838,0.7826086956521738,0.5644414994004111,0.8846880907372399,0.8478260869565217,0.8841614906832297,0.9749344802096631,0.0,0.7663043478260873,0.4841382922701336,0.9340876254480166,0.7848903536569904,0.8705228883355678,0.8502324050841182,0.8445893209678155,0.8704733794982403,0.8339651700035541,0.7590926629165565,0.4233576642335766
2016,2,0.39150519779296766,1.0,1.0,1.0,0.8508723063727439,0.8763626502756934,0.9749344802096631,0.8562420926075108,0.8357487922705313,0.0,0.831932305294216,0.8232940821256035,0.9727141440700838,0.7826086956521738,0.5644414994004111,0.8846880907372399,0.8490338164251207,0.8841614906832292,0.9749344802096631,0.0,0.766304347826087,0.48413829227013366,0.9340876254480169,0.7852706299911266,0.8716720934686841,0.8503660894245402,0.8447729672650469,0.8705868997616071,0.8341576827390117,0.758872665488834,0.48175182481751827
2016,3,0.3919312172033511,1.0,1.0,1.0,0.8554991113351195,0.8798517581126277,0.9762448760163966,0.8573730160458083,0.836271053662358,0.0,0.8387240438679509,0.8301630434782609,0.9727141440700839,0.782608695652174,0.5644414994004111,0.8908317580340261,0.8695652173913043,0.8902173913043475,0.9762448760163966,0.0,0.782608695652174,0.48413829227013355,0.9340876254480166,0.7871720116618074,0.8754070101513118,0.8542429352967792,0.8503741793306091,0.8745601089794527,0.8397405520672905,0.7576203724387224,0.5547445255474452
2016,4,0.3922507317611388,1.0,1.0,1.0,0.8555853250921824,0.8799059929494712,0.9762448760163966,0.8573730160458084,0.8366627497062279,0.0,0.8387240438679509,0.8301630434782609,0.9727141440700838,0.7826086956521738,0.5644414994004111,0.890831758034026,0.8695652173913044,0.8902173913043475,0.9762448760163966,0.0,0.782608695652174,0.4841382922701336,0.9340876254480166,0.7871720116618074,0.875694311434591,0.8542429352967791,0.8503741793306091,0.8745601089794527,0.8397405520672905,0.7575696038015555,0.5912408759124088
2016,5,0.40809123857607504,0.96,0.9627329192546583,0.948051948051948,0.8617318588310194,0.8862200217698939,0.9773460489632315,0.8635715721920483,0.8411458590486723,0.0,0.8490562065721463,0.8371985750822067,0.971478529073708,0.7904087823198036,0.5929007346642974,0.8953749741862715,0.8797953964194374,0.8953063834229342,0.9773460489632315,0.0,0.8031603945926197,0.4711194474359787,0.9354786718001358,0.7920229316216281,0.880865734533614,0.8602621008092265,0.8576312945636451,0.8795569084711872,0.8463604017605145,0.7612659018890541,0.6131386861313869
2016,6,0.5031342794656928,0.72,0.7391304347826086,0.6363636363636364,0.8986110612640417,0.9241041946924301,0.9839530866442403,0.900762909069487,0.8680445151033386,0.0,0.911049182797319,0.8794117647058824,0.9640648390954527,0.8372093023255814,0.7636561462476154,0.922634271099744,0.9411764705882353,0.9258403361344536,0.9839530866442403,0.0,0.9264705882352944,0.39300637843104963,0.9438249499128505,0.8211284513805519,0.9118942731277532,0.896377093883911,0.9011739859618608,0.909537705421594,0.8860794999198589,0.783443690414045,0.656934306569343
2016,7,0.5031342794656928,0.72,0.7391304347826086,0.6363636363636364,0.8986110612640419,0.92410419469243,0.9839530866442403,0.9007629090694872,0.8680445151033386,0.0,0.911049182797319,0.8794117647058823,0.9640648390954526,0.8372093023255814,0.7636561462476152,0.9226342710997439,0.9411764705882352,0.9258403361344536,0.9839530866442403,0.0,0.9264705882352942,0.3930063784310496,0.9438249499128507,0.821128451380552,0.9118942731277532,0.8963770938839111,0.9011739859618607,0.909537705421594,0.8860794999198589,0.783443690414045,0.6788321167883211
2016,8,0.5031342794656928,0.72,0.7554347826086957,0.6363636363636364,0.8955017150240207,0.9163839340309928,0.983965750133129,0.8857887671843906,0.8602543720190778,0.0,0.8984409128568202,0.8814600840336134,0.9657044051483359,0.8192691029900333,0.7472920859708804,0.9230498721227617,0.9352941176470588,0.9258988595438173,0.983965750133129,0.0,0.9387605042016807,0.3845848131789556,0.9391401045198209,0.8087806551191903,0.9031151667715543,0.8937726083811006,0.8967974940768279,0.9041468284441714,0.8822730863462551,0.7660550908826865,0.6934306569343066
2016,9,0.5031342794656928,0.72,0.7608695652173914,0.6363636363636364,0.8953717423516082,0.9143807543807544,0.9833958931331418,0.8813219829744623,0.858687258687259,0.0,0.8955551490762756,0.8821428571428572,0.966250927165964,0.8132890365448505,0.7418373992119685,0.9204968944099376,0.942857142857143,0.9232653061224487,0.9833958931331418,0.0,0.9428571428571427,0.3817776247615911,0.9323984977347289,0.8036651395251977,0.8994336060415355,0.8950128395729153,0.8971488912354801,0.9023498694516969,0.8835344492020242,0.7602588910389003,0.7007299270072993
