,min,max,avg,med,std
AvgCyclomatic,0.8805970149253731,3.333333333333333,1.7855269047032385,1.6666666666666667,0.7365051376778561
AvgCyclomaticModified,0.8805970149253731,3.0,1.7186607935767955,1.6666666666666667,0.6527868787254258
AvgCyclomaticStrict,0.8955223880597015,3.5,1.857446815376385,1.75,0.7869407471212078
AvgEssential,0.7761194029850746,1.75,1.1685215854999396,1.0212765957446808,0.3323270843330412
AvgLine,3.582089552238806,49.91666666666666,21.66072033828346,26.4,14.414262792084342
AvgLineBlank,0.01492537313432836,7.833333333333332,2.361698982079605,2.4,2.291275751030349
AvgLineCode,3.0597014925373136,36.5,14.90873118982517,15.75,10.017579188317285
AvgLineComment,0.4,8.777777777777779,3.9870584043258317,3.1875,3.0848078862194646
CountClassBase,1.0,1.5,1.1046336881220897,1.0416666666666667,0.12477098546805876
CountClassCoupled,3.25,20.4,10.1879477674081,10.0,5.139281534383107
CountClassCoupledModified,0.3333333333333333,2.0,1.0963035741466662,1.05,0.5172438610965483
CountClassDerived,0.0,0.6567164179104478,0.11224376045085782,0.0,0.2072927611606036
CountDeclClass,2.0,73.0,22.360995850622405,16.0,18.972742878600414
CountDeclClassMethod,0.0,4.0,1.9533649308731387,1.5,1.5394259975798117
CountDeclClassVariable,0.04477611940298507,5.666666666666668,1.073903418349421,0.5238095238095238,1.2776127705211349
CountDeclExecutableUnit,,,,,
CountDeclFile,,,,,
CountDeclFunction,,,,,
CountDeclInstanceMethod,0.0,5.0,2.174331537442112,2.6666666666666665,1.635957898908142
CountDeclInstanceVariable,0.0,4.333333333333333,1.333681813954019,1.2,1.2904842884088814
CountDeclMethod,2.9,6.833333333333332,4.127696468315255,3.954545454545455,1.1132988887423798
CountDeclMethodAll,15.0,19.507462686567163,16.73917538080674,16.1875,1.198479790559754
CountDeclMethodDefault,0.0,3.2,0.4562071101357763,0.0,0.9360763872549122
CountDeclMethodPrivate,0.0,3.5,1.2558376905187316,1.3333333333333333,0.887667704034189
CountDeclMethodProtected,0.0,0.3582089552238806,0.05797981049111286,0.0,0.10867660653121461
CountDeclMethodPublic,0.5,3.6865671641791047,2.357671857169633,2.6,0.8586630423388965
CountInput,,,,,
CountLine,31.6,228.4,107.54848304887136,127.33333333333331,53.115143018317475
CountLineBlank,5.25,34.0,15.514870841675233,15.666666666666664,8.240290448456278
CountLineCode,17.8,155.8,69.2880007396712,76.09523809523809,36.8406852809852
CountLineCodeDecl,8.2,54.33333333333334,22.1385564136127,21.166666666666668,11.609254842911776
CountLineCodeExe,5.75,115.2,48.88386963018338,54.5,30.95222958121357
CountLineComment,8.0,41.8,23.045823542009316,22.0,12.383007766799603
CountOutput,,,,,
CountPath,,,,,
CountPathLog,,,,,
CountSemicolon,5.65,89.4,37.52283739178881,40.5,23.519867155052314
CountStmt,10.3,113.4,48.68445050474361,54.66666666666666,27.86162495904478
CountStmtDecl,5.85,52.83333333333334,19.730137498758516,18.428571428571427,11.689129347831267
CountStmtExe,4.45,62.2,28.954313005985142,33.583333333333336,16.712747876104775
Cyclomatic,,,,,
CyclomaticModified,,,,,
CyclomaticStrict,,,,,
Essential,,,,,
Knots,,,,,
MaxCyclomatic,1.35,9.0,3.847889284371891,2.8571428571428568,2.3071094500704463
MaxCyclomaticModified,1.35,7.25,3.510131917884568,2.8571428571428568,1.8714460435931384
MaxCyclomaticStrict,1.45,10.166666666666666,4.135090331141838,3.0,2.5623044142080693
MaxEssential,1.0,4.375,1.949724516635161,1.3333333333333333,1.181885217293971
MaxEssentialKnots,,,,,
MaxInheritanceTree,1.0,2.08955223880597,1.2417987960871235,1.0833333333333333,0.33982676331014916
MaxNesting,0.45,3.0,1.3410026904139158,1.5714285714285714,0.6068639039597229
MinEssentialKnots,,,,,
PercentLackOfCohesion,10.916666666666664,49.0,27.288931388617556,27.5,11.195600969303351
PercentLackOfCohesionModified,9.25,45.14285714285714,22.914127019391493,22.25,10.767839399312765
RatioCommentToCode,0.08553191489361701,0.8079999999999999,0.48114808699792977,0.47,0.24335183914090355
SumCyclomatic,3.65,17.4,9.724428424128401,9.148936170212766,4.223362877103213
SumCyclomaticModified,3.65,17.4,9.386671057641074,9.106382978723405,3.985600371895501
SumCyclomaticStrict,3.75,18.0,10.208425191720782,9.333333333333334,4.570139896082596
SumEssential,3.25,9.25,6.098855348196741,5.285714285714286,2.128334447818671
type,average,average,,,
numberJavaFiles,2.0,74.0,19.8298755186722,13.0,17.86943676787563
commitSha,001cdcd37e045992d33bf863a88c9378865cd57c,fcdab479e84b400bbaac26440a6b0b276c16a272,,,
commitDate,2013-06-26 13:31:34,2020-09-08 16:54:55,,,
readability,0.0,0.18778773725391784,0.03011007747905044,0.009696339567502339,0.04842110484663089
