,min,max,avg,med,std
AvgCyclomatic,1.347179487179487,1.4502993632104142,1.4053875633116484,1.4065546704408598,0.02189057620167022
AvgCyclomaticModified,1.2905907942279469,1.3948717948717948,1.3233150001795466,1.3262416635651828,0.019211053768173114
AvgCyclomaticStrict,1.4488172766394656,1.5418690977182072,1.486196309146198,1.4870955476739662,0.02409825058291814
AvgEssential,0.9676923076923076,1.0245130731337626,1.0012711434883872,1.002804738588767,0.008776820668567041
AvgLine,10.296153846153846,14.496860282574564,11.930664809682728,11.840149709225251,0.46764784225619727
AvgLineBlank,0.2684615384615385,0.8818419675562533,0.6145064137784405,0.6064818796798925,0.05944011158003165
AvgLineCode,8.069063367292099,11.165541601255885,8.495160017564976,8.458870289643798,0.43469877778868216
AvgLineComment,1.4225641025641025,3.1256163900332252,2.426529712478132,2.369111527293765,0.22235508206052595
CountClassBase,1.3155677655677656,1.4466498103944998,1.375600837188377,1.3645258381752006,0.03400225212004297
CountClassCoupled,4.217692307692308,5.093615002235483,4.867241843510976,4.886638885337137,0.14992328602242583
CountClassCoupledModified,1.0076923076923077,1.5222339075940865,1.4502881846689377,1.484383533208506,0.09225693075183458
CountClassDerived,0.0,0.03154753183324613,0.02621215226615351,0.0266921325186701,0.004861414081753418
CountDeclClass,14.428571428571429,62.86904761904762,36.97550280410617,31.05526178578427,15.521996658620983
CountDeclClassMethod,0.6966666666666667,1.3881863257319647,1.0340882306200512,0.9910581961469047,0.11844383242254139
CountDeclClassVariable,1.0197435897435898,2.2835948389740652,1.9541922762247332,1.9140522743604458,0.20424428474198217
CountDeclInstanceMethod,3.8750915750915746,5.381841026305471,5.141666246574061,5.198542583524161,0.1993786842592783
CountDeclInstanceVariable,1.8124117780367779,2.714407888548689,2.566782401644053,2.604408585609155,0.15983537778704582
CountDeclMethod,4.7536630036630045,6.535320386897746,6.175754477194111,6.1733562115666425,0.21932124292350264
CountDeclMethodAll,16.841575091575095,19.317071156629982,18.942107765661632,18.974761768756533,0.3353472526539583
CountDeclMethodDefault,0.0,0.1704749457172087,0.11837899514290208,0.13626072340299095,0.04146520577915808
CountDeclMethodPrivate,0.9438114285341176,1.5041025641025638,1.3820336182070099,1.4265985679853252,0.11054291888267934
CountDeclMethodProtected,0.4899267399267399,0.665474673512199,0.5923148769364989,0.6055357885243822,0.03317369895908765
CountDeclMethodPublic,2.784615384615385,4.554038975030572,4.0830269869077025,3.9575763914311235,0.26289770105048854
CountLine,97.06075353218212,135.80287139989696,126.93765131083637,127.24998641399748,6.7364151501696155
CountLineBlank,11.794479330193615,16.952062729086954,15.681719465036732,15.763060452249174,0.831172045306147
CountLineCode,64.37427301864803,86.34972336264234,80.52000685529062,81.13956205937997,5.230683987008765
CountLineCodeDecl,19.395220150220155,30.269698376064692,25.631080322223426,24.70056084022118,2.946042457525475
CountLineCodeExe,40.43107922170422,55.865558394149566,51.00856866064365,51.062212087991554,3.9779559277257737
CountLineComment,18.671794871794873,34.42210485480262,31.233092298783625,31.2886464379512,2.471321833560708
CountSemicolon,28.79564555814556,41.970045099574136,37.24351546103381,36.2208322377156,3.170382589321684
CountStmt,41.02024896399896,57.05778811751795,52.26697066817018,51.378339085692424,3.598609901672303
CountStmtDecl,17.080084498834502,26.5392890025796,22.001018610460566,20.73468257398011,2.7181454791699045
CountStmtExe,23.685688121402404,32.963610515949334,30.26595205770958,30.524600249135634,1.488224027042949
MaxCyclomatic,2.76025641025641,3.465891264125145,3.2752483395346736,3.284715675081124,0.10849297642353356
MaxCyclomaticModified,2.609706959706959,3.0511530727243685,2.8808862508698154,2.883345539424183,0.08207746563135199
MaxCyclomaticStrict,3.0315018315018314,3.739613469557768,3.5134357051497003,3.5132191448982217,0.10931685442659811
MaxEssential,1.1541239316239316,1.4196516835297583,1.3580018587344582,1.371468729204956,0.04421616991465176
MaxInheritanceTree,1.6355311355311357,1.823076923076923,1.7063252915195226,1.706571479898446,0.018302777818655937
MaxNesting,1.0745421245421247,1.1957524650410467,1.1246179857516394,1.1190275589165926,0.02545201519413315
PercentLackOfCohesion,30.988644688644687,39.46149031625299,37.38408021354495,37.48443874378536,1.0147839227388862
PercentLackOfCohesionModified,27.75308469308469,32.40817890361145,31.142858304099455,31.309056024469417,0.7157505863889769
RatioCommentToCode,0.31563846153846153,0.5717853097319631,0.47648427660849096,0.44967710880372214,0.04316293349245989
SumCyclomatic,8.564102564102564,12.156498479499069,11.32036176882628,11.337491238890667,0.49111180022988843
SumCyclomaticModified,8.228021978021978,11.576733904098264,10.777823399801632,10.79614259838895,0.4626502548293604
SumCyclomaticStrict,9.597985347985347,12.922277454557863,12.005220834534398,12.027178693038241,0.4681714092062142
SumEssential,4.959157509157509,7.192758389275175,6.828575860883186,6.827784777916478,0.30146717136558093
numberJavaFiles,7.285714285714286,19.651785714285715,15.103019092757366,14.727378502841464,3.3709070006411723
readability,0.006320071319497396,0.032619818287936524,0.02386098362902206,0.024544066581430213,0.004751556796781951
