,numberOfJavaFiles,countLineCode/numberOfJavaFiles,SumCyclomaticStrict/CountDeclMethod,readability
aws-samples\\amazon-kinesis-analytics-taxi-consumer,"Mann_Kendall_Test(trend='increasing', h=True, p=0.0, z=8.500122686872958, Tau=0.6331811263318112, s=1664.0, var_s=38276.666666666664, slope=0.18301435406698563, intercept=10.411483253588518)","Mann_Kendall_Test(trend='decreasing', h=True, p=0.0021905828618165035, z=-3.0630980300283013, Tau=-0.23706240487062405, s=-623.0, var_s=41234.333333333336, slope=-0.007518796992481924, intercept=29.00751879699251)","Mann_Kendall_Test(trend='decreasing', h=True, p=0.02279708688547033, z=-2.276818155545882, Tau=-0.17427701674277016, s=-458.0, var_s=40288.0, slope=0.0, intercept=1.7222222222222223)","Mann_Kendall_Test(trend='increasing', h=True, p=3.1086244689504383e-15, z=7.882460605493425, Tau=0.6095890410958904, s=1602.0, var_s=41253.333333333336, slope=0.0004936394316229125, intercept=-0.003547667768069059)"
aws-samples\\aws-cloudhsm-on-aws-lambda-sample,"Mann_Kendall_Test(trend='increasing', h=True, p=0.0034052358212948164, z=2.9285714285714284, Tau=0.5384615384615384, s=42.0, var_s=196.0, slope=0.19090909090909092, intercept=0.8545454545454545)","Mann_Kendall_Test(trend='increasing', h=True, p=0.006220993792242835, z=2.7358999460600684, Tau=0.5512820512820513, s=43.0, var_s=235.66666666666666, slope=11.21590909090909, intercept=48.70454545454547)","Mann_Kendall_Test(trend='increasing', h=True, p=0.016225209570137178, z=2.403809869102058, Tau=0.46153846153846156, s=36.0, var_s=212.0, slope=0.26033057851239666, intercept=1.165289256198347)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
aws-samples\\s3-select-phonebook-search,"Mann_Kendall_Test(trend='increasing', h=True, p=2.7261773580811166e-06, z=4.690440322053628, Tau=0.3780487804878049, s=310.0, var_s=4340.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.00023502640875294745, z=3.678047271169771, Tau=0.3170731707317073, s=260.0, var_s=4958.666666666667, slope=0.0, intercept=122.5)","Mann_Kendall_Test(trend='increasing', h=True, p=2.7261773580811166e-06, z=4.690440322053628, Tau=0.3780487804878049, s=310.0, var_s=4340.0, slope=0.0, intercept=2.1578947368421053)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
aws-samples\\aws-cognito-java-desktop-app,"Mann_Kendall_Test(trend='increasing', h=True, p=1.837439755902892e-08, z=5.62664909476774, Tau=0.6430107526881721, s=299.0, var_s=2805.0, slope=0.23076923076923078, intercept=9.538461538461538)","Mann_Kendall_Test(trend='no trend', h=False, p=0.06055802854421222, z=-1.8767087075842457, Tau=-0.23655913978494625, s=-110.0, var_s=3373.3333333333335, slope=-0.3651471984805339, intercept=106.09259259259261)","Mann_Kendall_Test(trend='increasing', h=True, p=9.056755345682177e-11, z=6.481911805149142, Tau=0.8021505376344086, s=373.0, var_s=3293.6666666666665, slope=0.012926829268292694, intercept=2.4260975609756095)","Mann_Kendall_Test(trend='increasing', h=True, p=9.730612737790523e-08, z=5.3316840563129375, Tau=0.6150537634408603, s=286.0, var_s=2857.3333333333335, slope=0.0006992552572718032, intercept=0.0006992552572718039)"
aws-samples\\amazon-kinesis-replay,"Mann_Kendall_Test(trend='increasing', h=True, p=0.0001260211257241295, z=3.8341072999955004, Tau=0.26720647773279355, s=198.0, var_s=2640.0, slope=0.0, intercept=9.0)","Mann_Kendall_Test(trend='increasing', h=True, p=6.03073146976385e-13, z=7.199761431976096, Tau=0.7908232118758435, s=586.0, var_s=6602.0, slope=0.17777777777777715, intercept=61.17777777777779)","Mann_Kendall_Test(trend='increasing', h=True, p=7.149836278586008e-14, z=7.4849836876031794, Tau=0.8164642375168691, s=605.0, var_s=6511.666666666667, slope=0.005813953488372103, intercept=2.02906976744186)","Mann_Kendall_Test(trend='no trend', h=False, p=0.8116265777196401, z=-0.23832816548911884, Tau=-0.024291497975708502, s=-18.0, var_s=5088.0, slope=0.0, intercept=0.00024341588788148432)"
aws-samples\\flink-stream-processing-refarch,"Mann_Kendall_Test(trend='increasing', h=True, p=1.3433698597964394e-11, z=6.763888013798212, Tau=0.6865853658536586, s=563.0, var_s=6903.666666666667, slope=0.0625, intercept=16.75)","Mann_Kendall_Test(trend='increasing', h=True, p=5.38918207684258e-05, z=4.03807414510798, Tau=0.4353658536585366, s=357.0, var_s=7772.333333333333, slope=0.09084547018584097, intercept=43.288353754177926)","Mann_Kendall_Test(trend='decreasing', h=True, p=1.2519370429231458e-08, z=-5.692498493098648, Tau=-0.6073170731707317, s=-498.0, var_s=7622.666666666667, slope=-0.0016593575915609443, intercept=1.8975939314922357)","Mann_Kendall_Test(trend='no trend', h=False, p=0.8728048685821721, z=0.16009674072900162, Tau=0.018292682926829267, s=15.0, var_s=7647.0, slope=0.0, intercept=0.019064428068783237)"
aws-samples\\aws-cloudhsm-jce-examples,"Mann_Kendall_Test(trend='increasing', h=True, p=0.0, z=10.137189853367373, Tau=0.8581669226830517, s=1676.0, var_s=27302.0, slope=0.25, intercept=5.25)","Mann_Kendall_Test(trend='increasing', h=True, p=0.003868195459961754, z=2.888714954067043, Tau=0.2493599590373784, s=487.0, var_s=28305.0, slope=0.17508710801393734, intercept=82.71515679442508)","Mann_Kendall_Test(trend='no trend', h=False, p=0.6685129476076161, z=-0.4281897920335342, Tau=-0.037378392217101895, s=-73.0, var_s=28274.333333333332, slope=0.0, intercept=2.8235294117647056)","Mann_Kendall_Test(trend='increasing', h=True, p=0.00023854290554115032, z=3.674256610245266, Tau=0.148489503328213, s=290.0, var_s=6186.666666666667, slope=0.0, intercept=0.0)"
aws-samples\\aws-sam-java-rest,"Mann_Kendall_Test(trend='no trend', h=False, p=0.3767591178115821, z=-0.8838834764831843, Tau=-0.2857142857142857, s=-6.0, var_s=32.0, slope=0.0, intercept=31.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.3767591178115821, z=0.8838834764831843, Tau=0.2857142857142857, s=6.0, var_s=32.0, slope=0.0, intercept=56.548387096774185)","Mann_Kendall_Test(trend='no trend', h=False, p=0.3767591178115821, z=0.8838834764831843, Tau=0.2857142857142857, s=6.0, var_s=32.0, slope=0.0, intercept=1.5137614678899085)","Mann_Kendall_Test(trend='no trend', h=False, p=0.3767591178115821, z=-0.8838834764831843, Tau=-0.2857142857142857, s=-6.0, var_s=32.0, slope=0.0, intercept=0.027334553749120284)"
aws-samples\\amazon-sumerian-arcore-starter-app,"Mann_Kendall_Test(trend='increasing', h=True, p=0.0002451290272538209, z=3.667295946760846, Tau=0.3492063492063492, s=132.0, var_s=1276.0, slope=0.0, intercept=5.0)","Mann_Kendall_Test(trend='increasing', h=True, p=4.7117865165091644e-11, z=6.579769005137323, Tau=0.8703703703703703, s=329.0, var_s=2485.0, slope=1.0888888888888886, intercept=83.30000000000001)","Mann_Kendall_Test(trend='increasing', h=True, p=5.76375347449698e-09, z=5.823471825854158, Tau=0.753968253968254, s=285.0, var_s=2378.3333333333335, slope=0.011471861471861506, intercept=1.8138798701298697)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
aws-samples\\amazon-qldb-double-entry-sample-java,"Mann_Kendall_Test(trend='no trend', h=False, p=0.16373435432459216, z=1.3926212476455828, Tau=0.2, s=9.0, var_s=33.0, slope=0.0, intercept=32.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.16373435432459216, z=1.3926212476455828, Tau=0.2, s=9.0, var_s=33.0, slope=0.0, intercept=39.125)","Mann_Kendall_Test(trend='no trend', h=False, p=0.16373435432459216, z=1.3926212476455828, Tau=0.2, s=9.0, var_s=33.0, slope=0.0, intercept=1.4235294117647062)","Mann_Kendall_Test(trend='no trend', h=False, p=0.16373435432459216, z=1.3926212476455828, Tau=0.2, s=9.0, var_s=33.0, slope=0.0, intercept=0.008938045857803445)"
aws-samples\\aws-ai-tracking-bot,"Mann_Kendall_Test(trend='no trend', h=False, p=0.08901262802790244, z=1.7006292500919435, Tau=0.01818181818181818, s=109.0, var_s=4033.0, slope=0.0, intercept=52.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.08901262802790244, z=1.7006292500919435, Tau=0.01818181818181818, s=109.0, var_s=4033.0, slope=0.0, intercept=63.615384615384606)","Mann_Kendall_Test(trend='no trend', h=False, p=0.08901262802790244, z=1.7006292500919435, Tau=0.01818181818181818, s=109.0, var_s=4033.0, slope=0.0, intercept=1.4103343465045592)","Mann_Kendall_Test(trend='increasing', h=True, p=5.952293669064801e-07, z=4.992758598196941, Tau=0.15296080066722267, s=917.0, var_s=33659.666666666664, slope=0.0, intercept=0.16488380813433862)"
aws-samples\\AWS-MIMIC-IIItoOMOP,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0.0, Tau=1.0, s=1.0, var_s=1.0, slope=15.0, intercept=0.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0.0, Tau=1.0, s=1.0, var_s=1.0, slope=47.53333333333333, intercept=0.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0.0, Tau=1.0, s=1.0, var_s=1.0, slope=1.5, intercept=0.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0.0, Tau=1.0, s=1.0, var_s=1.0, slope=0.02534774396141681, intercept=0.0)"
aws-samples\\rds-ssl-update,"Mann_Kendall_Test(trend='no trend', h=False, p=0.54029137460742, z=0.6123724356957945, Tau=0.6666666666666666, s=2.0, var_s=2.6666666666666665, slope=0.5, intercept=-0.5)","Mann_Kendall_Test(trend='no trend', h=False, p=0.54029137460742, z=0.6123724356957945, Tau=0.6666666666666666, s=2.0, var_s=2.6666666666666665, slope=94.0, intercept=-94.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.54029137460742, z=0.6123724356957945, Tau=0.6666666666666666, s=2.0, var_s=2.6666666666666665, slope=2.875, intercept=-2.875)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
aws-samples\\reactive-refarch-cloudformation,"Mann_Kendall_Test(trend='no trend', h=False, p=0.6451759914863047, z=0.4604740531200032, Tau=0.032415375788869764, s=113.0, var_s=59159.666666666664, slope=0.0, intercept=13.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.003778222377371021, z=2.8961080904081995, Tau=0.2139988525530694, s=746.0, var_s=66173.33333333333, slope=0.012307692307690559, intercept=154.1815384615385)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0, z=11.312342941084696, Tau=0.8327596098680436, s=2903.0, var_s=65809.66666666667, slope=0.0009519276534983352, intercept=1.6515944788196097)","Mann_Kendall_Test(trend='decreasing', h=True, p=4.505484874073318e-11, z=-6.58642350980576, Tau=-0.4598393574297189, s=-1603.0, var_s=59159.666666666664, slope=-2.250294607279185e-08, intercept=1.1757789323033722e-05)"
aws-samples\\aws-codedeploy-sample-tomcat,"Mann_Kendall_Test(trend='no trend', h=False, p=0.11857143244439361, z=1.560797945143416, Tau=0.1, s=19.0, var_s=133.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.11857143244439361, z=1.560797945143416, Tau=0.1, s=19.0, var_s=133.0, slope=0.0, intercept=91.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.11857143244439361, z=1.560797945143416, Tau=0.1, s=19.0, var_s=133.0, slope=0.0, intercept=2.2222222222222223)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
aws-samples\\amazon-eks-jenkins-terraform,"Mann_Kendall_Test(trend='no trend', h=False, p=0.16373435432459216, z=1.3926212476455828, Tau=0.2, s=9.0, var_s=33.0, slope=0.0, intercept=36.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.16373435432459216, z=1.3926212476455828, Tau=0.2, s=9.0, var_s=33.0, slope=0.0, intercept=39.333333333333336)","Mann_Kendall_Test(trend='no trend', h=False, p=0.16373435432459216, z=1.3926212476455828, Tau=0.2, s=9.0, var_s=33.0, slope=0.0, intercept=1.1151079136690647)","Mann_Kendall_Test(trend='no trend', h=False, p=0.16373435432459216, z=1.3926212476455828, Tau=0.2, s=9.0, var_s=33.0, slope=0.0, intercept=0.05019170809989898)"
aws-samples\\amazon-ecs-java-microservices,"Mann_Kendall_Test(trend='increasing', h=True, p=1.0781453285702014e-08, z=5.717953662588123, Tau=0.39019963702359345, s=645.0, var_s=12685.0, slope=0.0, intercept=101.0)","Mann_Kendall_Test(trend='increasing', h=True, p=1.0781453285702014e-08, z=5.717953662588123, Tau=0.39019963702359345, s=645.0, var_s=12685.0, slope=0.0, intercept=27.168316831683175)","Mann_Kendall_Test(trend='increasing', h=True, p=1.0781453285702014e-08, z=5.717953662588123, Tau=0.39019963702359345, s=645.0, var_s=12685.0, slope=0.0, intercept=1.1869158878504673)","Mann_Kendall_Test(trend='increasing', h=True, p=1.0781453285702014e-08, z=5.717953662588123, Tau=0.39019963702359345, s=645.0, var_s=12685.0, slope=0.0, intercept=0.08011274451117889)"
aws-samples\\aws-codecommit-pull-request-approver-demo,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0.0, Tau=1.0, s=1.0, var_s=1.0, slope=2.0, intercept=0.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0.0, Tau=1.0, s=1.0, var_s=1.0, slope=13.5, intercept=0.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0.0, Tau=1.0, s=1.0, var_s=1.0, slope=1.0, intercept=0.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0.0, Tau=1.0, s=1.0, var_s=1.0, slope=0.5245913416147232, intercept=0.0)"
aws-samples\\aws-lambda-java-oracle-starter-kit,"Mann_Kendall_Test(trend='no trend', h=False, p=0.17524424540000583, z=1.355544171172596, Tau=0.2222222222222222, s=8.0, var_s=26.666666666666668, slope=0.0, intercept=5.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.17524424540000583, z=1.355544171172596, Tau=0.2222222222222222, s=8.0, var_s=26.666666666666668, slope=0.0, intercept=56.4)","Mann_Kendall_Test(trend='no trend', h=False, p=0.17524424540000583, z=1.355544171172596, Tau=0.2222222222222222, s=8.0, var_s=26.666666666666668, slope=0.0, intercept=2.4)","Mann_Kendall_Test(trend='no trend', h=False, p=0.7047113561894087, z=-0.37896836447993354, Tau=-0.1111111111111111, s=-4.0, var_s=62.666666666666664, slope=0.0, intercept=0.003029481181874871)"
aws-samples\\aws-dynamodb-examples,"Mann_Kendall_Test(trend='increasing', h=True, p=3.430003781002e-07, z=5.098143714157121, Tau=0.6992753623188406, s=193.0, var_s=1418.3333333333333, slope=0.14285714285714285, intercept=45.357142857142854)","Mann_Kendall_Test(trend='no trend', h=False, p=0.2100232264902555, z=1.2535015743360371, Tau=0.17753623188405798, s=49.0, var_s=1466.3333333333333, slope=0.0, intercept=110.77083333333331)","Mann_Kendall_Test(trend='decreasing', h=True, p=0.00010587692854580055, z=-3.8767134493069775, Tau=-0.532608695652174, s=-147.0, var_s=1418.3333333333333, slope=-0.00041623667010664, intercept=1.7165514275885791)","Mann_Kendall_Test(trend='no trend', h=False, p=0.47159065842397885, z=0.7198933570311858, Tau=0.10144927536231885, s=28.0, var_s=1406.6666666666667, slope=0.0, intercept=0.00020238637747146035)"
aws-samples\\faster-cryptography-in-java-with-aws,"Mann_Kendall_Test(trend='no trend', h=False, p=0.09782725468345199, z=1.6554795825443889, Tau=0.044444444444444446, s=44.0, var_s=674.6666666666666, slope=0.0, intercept=28.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0, z=8.44412537982542, Tau=0.8656565656565657, s=857.0, var_s=10276.333333333334, slope=0.17244397759103597, intercept=60.063375350140056)","Mann_Kendall_Test(trend='decreasing', h=True, p=3.165051865039459e-08, z=-5.5320524710219265, Tau=-0.5484848484848485, s=-543.0, var_s=9599.0, slope=-3.642191142193274e-05, intercept=1.6441579254079257)","Mann_Kendall_Test(trend='decreasing', h=True, p=1.2043444108655876e-07, z=-5.292835203712399, Tau=-0.4717171717171717, s=-467.0, var_s=7751.666666666667, slope=-2.1316204564137812e-06, intercept=0.09539053721054919)"
aws-samples\\aws-xray-sdk-with-opentelemetry-sample,"Mann_Kendall_Test(trend='no trend', h=False, p=0.08964805544015819, z=1.6972571455680538, Tau=0.3111111111111111, s=14.0, var_s=58.666666666666664, slope=0.0, intercept=37.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0.0, Tau=-0.022222222222222223, s=-1.0, var_s=103.66666666666667, slope=0.0, intercept=40.270270270270274)","Mann_Kendall_Test(trend='no trend', h=False, p=0.08964805544015819, z=1.6972571455680538, Tau=0.3111111111111111, s=14.0, var_s=58.666666666666664, slope=0.0, intercept=1.2251308900523559)","Mann_Kendall_Test(trend='no trend', h=False, p=0.08964805544015819, z=1.6972571455680538, Tau=0.3111111111111111, s=14.0, var_s=58.666666666666664, slope=0.0, intercept=0.06805636297566879)"
aws-samples\\amazon-dynamodb-implementing-priority-queuing,"Mann_Kendall_Test(trend='increasing', h=True, p=0.0006355079242468253, z=3.415989092705286, Tau=0.5294117647058824, s=72.0, var_s=432.0, slope=2.4285714285714284, intercept=-19.428571428571427)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0002475709287994565, z=3.6647596887325284, Tau=0.5808823529411765, s=79.0, var_s=453.0, slope=6.348739495798318, intercept=-50.789915966386545)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0006355079242468253, z=3.415989092705286, Tau=0.5294117647058824, s=72.0, var_s=432.0, slope=0.1359198355601233, intercept=-1.0873586844809864)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0006355079242468253, z=3.415989092705286, Tau=0.5294117647058824, s=72.0, var_s=432.0, slope=0.005985094602975481, intercept=-0.04788075682380385)"
aws-samples\\amazon-comprehend-medical-fhir-integration,"Mann_Kendall_Test(trend='increasing', h=True, p=5.40677880245255e-09, z=5.8341428434877995, Tau=0.34970238095238093, s=705.0, var_s=14561.0, slope=0.0, intercept=15.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.17519039638169343, z=1.355713330355114, Tau=0.09027777777777778, s=182.0, var_s=17824.666666666668, slope=0.0, intercept=228.9333333333333)","Mann_Kendall_Test(trend='no trend', h=False, p=0.9471413097125043, z=-0.06629707776690681, Tau=-0.004464285714285714, s=-9.0, var_s=14561.0, slope=0.0, intercept=1.7674418604651163)","Mann_Kendall_Test(trend='no trend', h=False, p=0.9471413097125043, z=-0.06629707776690681, Tau=-0.004464285714285714, s=-9.0, var_s=14561.0, slope=0.0, intercept=0.10404491755568113)"
aws-samples\\amazon-mq-migration-from-ibm-mq,"Mann_Kendall_Test(trend='increasing', h=True, p=8.349045905742258e-07, z=4.9270264439071525, Tau=0.48674242424242425, s=257.0, var_s=2699.6666666666665, slope=0.0, intercept=17.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.04997435402977213, z=1.960183434069754, Tau=0.20643939393939395, s=109.0, var_s=3035.6666666666665, slope=0.0, intercept=41.76470588235294)","Mann_Kendall_Test(trend='no trend', h=False, p=0.2039959466560055, z=1.2702490050698128, Tau=0.1268939393939394, s=67.0, var_s=2699.6666666666665, slope=0.0, intercept=1.9411764705882355)","Mann_Kendall_Test(trend='no trend', h=False, p=0.6631296422006645, z=0.4355963186821675, Tau=0.04734848484848485, s=25.0, var_s=3035.6666666666665, slope=0.0, intercept=0.17837338471144906)"
aws-samples\\amazon-mq-workshop,"Mann_Kendall_Test(trend='increasing', h=True, p=9.73863317144108e-06, z=4.422896654392228, Tau=0.11078431372549019, s=791.0, var_s=31903.666666666668, slope=0.0, intercept=4.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0, z=10.601569242641464, Tau=0.5854341736694678, s=4180.0, var_s=155383.33333333334, slope=0.25, intercept=117.125)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0, z=8.666264698655766, Tau=0.4785714285714286, s=3417.0, var_s=155371.66666666666, slope=0.0008459201318267143, intercept=2.2143736345092515)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
aws-samples\\aws-kms-pq-tls-example,"Mann_Kendall_Test(trend='increasing', h=True, p=3.615251060740121e-07, z=5.088175305899972, Tau=0.5044563279857398, s=283.0, var_s=3071.6666666666665, slope=0.07692307692307693, intercept=1.7307692307692306)","Mann_Kendall_Test(trend='no trend', h=False, p=0.3330205546389404, z=0.9680476863238759, Tau=0.1140819964349376, s=64.0, var_s=4235.333333333333, slope=0.0, intercept=45.33333333333334)","Mann_Kendall_Test(trend='no trend', h=False, p=0.24282611714189084, z=1.1679520248035862, Tau=0.13368983957219252, s=75.0, var_s=4014.3333333333335, slope=0.0, intercept=3.25)","Mann_Kendall_Test(trend='increasing', h=True, p=0.020631782333250248, z=2.31465569351013, Tau=0.25133689839572193, s=141.0, var_s=3658.3333333333335, slope=0.0, intercept=0.02424897005160649)"
aws-samples\\serverless-cf-analysis,"Mann_Kendall_Test(trend='no trend', h=False, p=0.16373435432459216, z=1.3926212476455828, Tau=0.2, s=9.0, var_s=33.0, slope=0.0, intercept=17.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0451406255721547, z=2.003341689882533, Tau=0.4666666666666667, s=21.0, var_s=99.66666666666667, slope=0.05042016806722976, intercept=43.714285714285694)","Mann_Kendall_Test(trend='no trend', h=False, p=0.16373435432459216, z=1.3926212476455828, Tau=0.2, s=9.0, var_s=33.0, slope=0.0, intercept=1.369047619047619)","Mann_Kendall_Test(trend='no trend', h=False, p=0.16373435432459216, z=1.3926212476455828, Tau=0.2, s=9.0, var_s=33.0, slope=0.0, intercept=0.05218168826232774)"
aws-samples\\rds-breakglass-user-management,"Mann_Kendall_Test(trend='no trend', h=False, p=0.54029137460742, z=0.6123724356957945, Tau=0.6666666666666666, s=2.0, var_s=2.6666666666666665, slope=4.5, intercept=4.5)","Mann_Kendall_Test(trend='no trend', h=False, p=0.54029137460742, z=0.6123724356957945, Tau=0.6666666666666666, s=2.0, var_s=2.6666666666666665, slope=34.5, intercept=34.5)","Mann_Kendall_Test(trend='no trend', h=False, p=0.54029137460742, z=0.6123724356957945, Tau=0.6666666666666666, s=2.0, var_s=2.6666666666666665, slope=0.6428571428571429, intercept=0.6428571428571429)","Mann_Kendall_Test(trend='no trend', h=False, p=0.54029137460742, z=0.6123724356957945, Tau=0.6666666666666666, s=2.0, var_s=2.6666666666666665, slope=0.003031084676169687, intercept=0.003031084676169687)"
aws-samples\\amazon-textract-searchable-pdf,"Mann_Kendall_Test(trend='no trend', h=False, p=0.14157886335524372, z=1.4699368305183342, Tau=0.15384615384615385, s=12.0, var_s=56.0, slope=0.0, intercept=11.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.030715197720547538, z=2.160742994756449, Tau=0.2948717948717949, s=23.0, var_s=103.66666666666667, slope=0.0, intercept=52.45454545454545)","Mann_Kendall_Test(trend='no trend', h=False, p=0.14157886335524372, z=1.4699368305183342, Tau=0.15384615384615385, s=12.0, var_s=56.0, slope=0.0, intercept=2.1333333333333333)","Mann_Kendall_Test(trend='no trend', h=False, p=0.14157886335524372, z=1.4699368305183342, Tau=0.15384615384615385, s=12.0, var_s=56.0, slope=0.0, intercept=0.15235724486410618)"
aws-samples\\kubernetes-for-java-developers,"Mann_Kendall_Test(trend='increasing', h=True, p=2.533528942194607e-13, z=7.317159332671967, Tau=0.18503832936822628, s=3500.0, var_s=228666.66666666666, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='decreasing', h=True, p=1.3283656397078403e-09, z=-6.063928091984965, Tau=-0.26952154374834786, s=-5098.0, var_s=706514.6666666666, slope=0.0, intercept=9.5)","Mann_Kendall_Test(trend='increasing', h=True, p=2.533528942194607e-13, z=7.317159332671967, Tau=0.18503832936822628, s=3500.0, var_s=228666.66666666666, slope=0.0, intercept=1.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.29963785955883004, z=-1.037210298484525, Tau=-0.04641818662437219, s=-878.0, var_s=714933.3333333334, slope=0.0, intercept=0.5242120921611786)"
aws-samples\\amazon-sqs-java-temporary-queues-client-samples,"Mann_Kendall_Test(trend='increasing', h=True, p=0.013708394561390724, z=2.464815167011795, Tau=0.5111111111111111, s=23.0, var_s=79.66666666666667, slope=1.5, intercept=-6.75)","Mann_Kendall_Test(trend='increasing', h=True, p=0.03439004422357028, z=2.1154684142218354, Tau=0.4444444444444444, s=20.0, var_s=80.66666666666667, slope=0.0, intercept=0.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.013708394561390724, z=2.464815167011795, Tau=0.5111111111111111, s=23.0, var_s=79.66666666666667, slope=0.01041666666666663, intercept=-0.04687499999999983)","Mann_Kendall_Test(trend='increasing', h=True, p=0.019379504523524105, z=2.338149299929397, Tau=0.4888888888888889, s=22.0, var_s=80.66666666666667, slope=0.002111291063677828, intercept=-0.009500809786550227)"
aws-samples\\amazon-rds-data-api-demo,"Mann_Kendall_Test(trend='increasing', h=True, p=0.005074868097940222, z=2.802242691589025, Tau=0.5454545454545454, s=36.0, var_s=156.0, slope=0.31666666666666665, intercept=-0.2416666666666667)","Mann_Kendall_Test(trend='increasing', h=True, p=0.005074868097940222, z=2.802242691589025, Tau=0.5454545454545454, s=36.0, var_s=156.0, slope=4.011111111111111, intercept=-3.06111111111111)","Mann_Kendall_Test(trend='increasing', h=True, p=0.005074868097940222, z=2.802242691589025, Tau=0.5454545454545454, s=36.0, var_s=156.0, slope=0.13571428571428573, intercept=-0.10357142857142865)","Mann_Kendall_Test(trend='increasing', h=True, p=0.005074868097940222, z=2.802242691589025, Tau=0.5454545454545454, s=36.0, var_s=156.0, slope=0.005697308784281764, intercept=-0.004347946177478183)"
aws-samples\\aws-codebuild-polyglot-application,"Mann_Kendall_Test(trend='increasing', h=True, p=0.028185802147907335, z=2.1946905628508695, Tau=0.5, s=18.0, var_s=60.0, slope=0.25, intercept=-1.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.028185802147907335, z=2.1946905628508695, Tau=0.5, s=18.0, var_s=60.0, slope=2.90625, intercept=-11.625)","Mann_Kendall_Test(trend='increasing', h=True, p=0.028185802147907335, z=2.1946905628508695, Tau=0.5, s=18.0, var_s=60.0, slope=0.1640625, intercept=-0.65625)","Mann_Kendall_Test(trend='increasing', h=True, p=0.028185802147907335, z=2.1946905628508695, Tau=0.5, s=18.0, var_s=60.0, slope=0.0007665103621548043, intercept=-0.003066041448619217)"
aws-samples\\aws-device-farm-sample-app-for-android,"Mann_Kendall_Test(trend='increasing', h=True, p=4.154930867583673e-06, z=4.603478009498692, Tau=0.46169354838709675, s=229.0, var_s=2453.0, slope=0.0, intercept=67.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.10417041709022223, z=-1.6249631211185447, Tau=-0.1975806451612903, s=-98.0, var_s=3563.3333333333335, slope=0.0, intercept=39.02985074626866)","Mann_Kendall_Test(trend='increasing', h=True, p=0.00017697752785972298, z=3.749797355504902, Tau=0.45161290322580644, s=224.0, var_s=3536.6666666666665, slope=6.17055411576047e-05, intercept=1.1409354560039493)","Mann_Kendall_Test(trend='no trend', h=False, p=0.06294453565640601, z=1.8595830754094436, Tau=0.21975806451612903, s=109.0, var_s=3373.0, slope=0.0, intercept=0.0004999251936739588)"
