framework,projeto,readability,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,?,numberOfJavaFiles
AWS,aws-samples/aws-lambda-java-oracle-starter-kit,0.003029481181874871,14,14,16,5,103,3,73,26,0,0,0,0,5,4,0,20,0,20,16,5,20,0,0,0,0,20,0,443,50,282,114,161,111,0,0,0,163,206,113,93,0,0,0,0,0,21,21,25,5,0,0,7,0,0,0,0,165,48,48,52,20,5
AWS,aws-samples/aws-lambda-sap-oauth,0.22038074491345988,15,15,15,12,152,14,132,5,0,0,0,0,16,10,35,41,0,43,33,12,43,0,0,14,0,29,0,1000,194,757,405,442,53,0,0,0,559,640,396,244,0,0,0,0,0,27,27,27,14,0,0,11,0,0,0,0,40,68,68,68,43,14
AWS,aws-samples/AWS-MIMIC-IIItoOMOP,0.025347743961416806,26,26,26,19,187,32,140,13,0,0,0,0,15,2,2,61,0,61,58,38,60,0,0,0,0,60,0,1024,209,713,331,305,113,0,0,0,435,544,303,241,0,0,0,0,0,37,37,37,23,0,0,13,0,0,0,0,264,90,90,90,69,15
AWS,aws-samples/aws-mobile-sample-wif,0.005406635502974193,6,6,6,5,44,1,39,2,0,0,0,0,13,11,11,39,0,43,32,13,43,0,0,0,6,37,0,582,93,358,139,188,133,0,0,0,205,257,136,121,0,0,0,0,0,10,10,10,5,0,0,4,0,0,0,2,233,51,51,51,39,6
AWS,aws-samples/aws-mobile-self-paced-labs-samples,0.06572220916845106,120,118,131,89,810,39,574,155,0,0,0,0,309,250,747,1522,0,1669,1453,525,1703,0,368,223,78,1034,0,26011,3361,14283,5419,7864,8415,0,0,0,7011,10071,4933,5138,0,0,0,0,0,411,402,470,218,0,0,146,0,0,0,89,3504,2844,2811,3086,1812,99
AWS,aws-samples/aws-mobile-simple-video-transcoding,0.2290634441524162,4,4,4,4,33,3,27,2,0,0,0,0,11,0,6,33,0,33,33,6,33,0,0,7,4,22,0,566,90,405,164,230,73,0,0,0,209,267,145,122,0,0,0,0,0,9,9,11,7,0,0,4,0,0,0,0,180,55,55,58,36,4
AWS,aws-samples/aws-photosharing-example,0.00804890323275973,101,101,103,77,703,119,557,7,0,0,0,0,79,14,38,592,0,588,578,234,592,0,1,53,16,522,0,7931,1624,5097,2607,2581,1228,0,0,0,3174,4143,2253,1890,0,0,0,0,0,216,216,228,107,0,0,91,0,0,0,9,2342,868,868,896,632,76
AWS,aws-samples/aws-quarkus-demo,0.0073838759192519565,15,14,16,10,103,13,84,2,0,0,0,0,11,2,11,60,0,60,58,17,60,0,0,2,8,50,0,846,151,525,250,235,170,0,0,0,267,354,211,143,0,0,0,0,0,26,24,29,14,0,0,7,0,0,0,4,321,78,76,83,64,11
AWS,aws-samples/aws-rapid-prototyping-with-java,0.09328032894991338,15,15,15,10,124,14,105,5,0,0,0,0,12,1,13,28,0,28,27,0,28,0,0,9,1,18,0,631,115,509,269,269,14,0,0,0,320,384,253,131,0,0,0,0,0,19,19,19,10,0,0,9,0,0,0,0,39,45,45,45,28,10
AWS,aws-samples/aws-s3-artifact-manager-sample,0.0,5,5,5,4,52,8,34,6,0,0,0,0,4,2,2,14,0,14,12,13,14,0,0,1,0,13,0,391,79,225,147,91,88,0,0,0,149,172,127,45,0,0,0,0,0,7,7,7,4,0,0,2,0,0,0,0,165,17,17,17,14,4
AWS,aws-samples/aws-saas-factory-postgresql-rls,0.013405423878354887,36,36,37,26,329,28,258,35,0,0,0,0,39,10,39,158,0,213,196,52,206,0,0,10,1,195,0,2901,379,1783,917,854,740,0,0,0,1054,1314,801,513,0,0,0,0,0,64,64,75,29,0,0,22,0,0,0,21,1139,238,238,249,161,29
AWS,aws-samples/aws-sam-java-rest,0.027334553749120284,32,32,32,29,264,7,238,14,0,0,0,0,31,1,10,108,0,115,108,73,109,0,12,5,0,92,0,2563,269,1753,793,924,544,0,0,0,974,1157,639,518,0,0,0,0,0,58,58,60,44,0,0,8,0,0,0,15,1445,165,165,171,133,31
AWS,aws-samples/aws-service-catalog-terraform-reference-architecture,0.0056770468363538384,20,20,22,17,155,5,136,8,0,0,0,0,22,21,26,72,0,68,41,64,62,0,0,21,0,41,0,1420,201,913,533,400,309,0,0,0,506,623,450,173,0,0,0,0,0,40,40,41,19,0,0,16,0,0,0,3,731,114,114,118,74,19
AWS,aws-samples/aws-sigv4-auth-cassandra-java-driver-examples,0.0,3,3,3,1,29,6,16,7,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,65,12,26,14,12,27,0,0,0,16,22,15,7,0,0,0,0,0,3,3,3,1,0,0,2,0,0,0,1,4,3,3,3,1,1
AWS,aws-samples/aws-sqlagentjob-to-stepfunctions,0.0,13,13,13,1,78,14,64,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,117,21,83,32,54,14,0,0,0,46,60,30,30,0,0,0,0,0,13,13,13,1,0,0,6,0,0,0,0,17,13,13,13,1,1
AWS,aws-samples/aws-transcribe-streaming-example-java,0.014506637875456363,10,10,10,7,75,2,62,8,0,0,0,0,10,6,4,65,0,69,45,24,51,0,4,18,0,29,0,1071,126,648,248,358,303,0,0,0,365,459,236,223,0,0,0,0,0,25,25,27,10,0,0,15,0,0,0,4,373,108,108,112,68,8
AWS,aws-samples/aws-trusted-advisor-co-aggregator,0.0,2,2,2,2,23,3,19,0,0,0,0,0,2,0,0,19,0,19,16,11,16,0,0,0,0,16,0,170,49,116,64,64,5,0,0,0,81,99,64,35,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,8,19,19,19,19,2
AWS,aws-samples/aws-xray-apache-kafka-sample,0.00026333795782799524,13,13,13,9,134,10,100,23,0,0,0,0,9,1,5,37,0,37,36,8,37,0,0,4,6,27,0,881,122,492,228,249,271,0,0,0,297,368,197,171,0,0,0,0,0,25,25,25,9,0,0,13,0,0,0,0,535,58,58,58,37,9
AWS,aws-samples/aws-xray-sdk-with-opentelemetry-sample,0.06805636297566879,41,41,42,36,191,0,180,4,0,0,0,0,38,10,13,191,0,191,181,92,191,0,2,2,0,187,0,1824,211,1490,824,575,126,0,0,0,801,1075,723,352,0,0,0,0,0,58,58,60,38,0,0,13,0,0,0,0,224,234,234,236,193,37
AWS,aws-samples/blog-multi-region-serverless-service,0.01268149632960558,3,3,3,1,30,7,20,3,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,45,11,26,13,16,8,0,0,0,14,18,11,7,0,0,0,0,0,3,3,3,1,0,0,2,0,0,0,0,31,3,3,3,1,1
AWS,aws-samples/busy-engineers-document-bucket,0.23661528799072817,90,90,90,90,675,12,446,200,0,0,0,0,132,120,48,641,0,641,491,184,611,0,270,6,71,264,0,8285,1030,4859,2665,2108,2408,0,0,0,2591,3450,2277,1173,0,0,0,0,0,139,139,151,102,0,0,42,0,0,0,67,3530,727,727,739,653,102
AWS,aws-samples/cloudwatch-agent-demo-custom-metrics,0.11327687961359818,3,3,3,3,22,6,16,0,0,0,0,0,3,1,1,3,0,3,2,0,3,0,0,0,0,3,0,70,21,43,29,12,6,0,0,0,25,31,23,8,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,45,3,3,3,3,3
AWS,aws-samples/crud4dynamo,0.011443563681419851,178,178,180,174,1228,49,1139,7,0,0,0,0,411,103,132,1171,0,1381,1068,458,1171,0,562,195,87,327,0,17049,2417,12586,7490,4783,2046,0,0,0,5814,7237,5419,1818,0,0,0,0,0,243,241,252,190,0,0,44,0,0,0,59,4428,1272,1270,1287,1191,203
AWS,aws-samples/designing-cloud-native-microservices-on-aws,0.22213849887118034,88,88,88,80,447,45,386,8,0,0,0,0,106,15,10,223,0,239,215,157,230,0,25,7,8,190,0,3026,728,2217,1401,626,83,0,0,0,1269,1607,1173,434,0,0,0,0,0,106,104,109,82,0,0,15,0,0,0,5,334,258,255,262,225,102
AWS,aws-samples/diy-code-signing-kms-private-ca,0.0,5,5,5,5,107,19,72,14,0,0,0,0,12,16,8,68,0,68,51,22,67,0,0,27,0,40,0,987,237,736,328,460,14,0,0,0,395,497,289,208,0,0,0,0,0,25,18,30,5,0,0,4,0,0,0,0,26,102,94,108,68,5
AWS,aws-samples/djl-demo,0.06453317576864114,42,42,42,28,369,27,313,22,0,0,0,0,36,15,27,139,0,137,101,76,116,0,17,26,6,67,0,2427,318,1760,893,853,358,0,0,0,1064,1302,821,481,0,0,0,0,0,75,73,76,38,0,0,37,0,0,0,0,681,219,217,222,151,30
AWS,aws-samples/dynamodb-adaptive-capacity-demo,0.00015750445891171694,5,5,5,3,38,1,36,1,0,0,0,0,3,3,9,15,0,13,10,21,13,0,2,7,0,4,0,256,32,174,90,83,50,0,0,0,100,125,74,51,0,0,0,0,0,9,9,9,5,0,0,5,0,0,0,0,117,25,25,25,17,3
AWS,aws-samples/eb-java-scorekeep,0.0748137669461603,41,41,42,36,189,0,178,4,0,0,0,0,38,9,12,189,0,189,180,91,189,0,2,1,0,186,0,1755,200,1451,803,552,106,0,0,0,776,1046,704,342,0,0,0,0,0,57,57,59,38,0,0,11,0,0,0,0,192,231,231,233,191,37
AWS,aws-samples/eb-tomcat-snakes,0.19956772255245597,9,9,9,4,46,1,43,2,0,0,0,0,5,7,4,20,0,20,13,5,20,0,0,4,0,16,0,377,37,305,123,191,37,0,0,0,193,248,124,124,0,0,0,0,0,16,16,16,10,0,0,5,0,0,0,0,16,54,54,54,35,5
AWS,aws-samples/ecs-opentracing,0.39746302562324626,11,11,11,10,70,7,59,0,0,0,0,0,19,13,16,38,0,39,16,27,29,0,1,9,0,19,0,659,158,490,313,182,12,0,0,0,299,359,260,99,0,0,0,0,0,20,20,20,10,0,0,7,0,0,0,0,1,52,52,52,38,19
AWS,aws-samples/emr-presto-query-event-listener,0.004326884324351947,4,4,4,3,47,6,41,0,0,0,0,0,3,0,0,9,0,9,9,3,9,0,0,0,0,9,0,315,50,226,50,152,39,0,0,0,163,181,47,134,0,0,0,0,0,6,6,6,3,0,0,2,0,0,0,0,169,15,15,15,9,3
AWS,aws-samples/emr-sample-apps,0.06334210412374146,79,79,85,36,704,107,551,40,0,0,0,0,36,75,87,143,0,141,68,77,143,0,13,14,0,116,0,4415,861,3255,1071,1886,341,0,0,0,1983,2461,1079,1382,0,0,0,0,0,177,177,191,75,0,0,55,0,0,0,0,225,452,452,478,226,27
AWS,aws-samples/emr-tls-security,0.0,3,3,3,2,43,6,23,12,0,0,0,0,2,0,0,11,0,11,11,21,11,0,0,6,2,3,0,407,67,226,117,108,114,0,0,0,164,191,117,74,0,0,0,0,0,11,11,11,2,0,0,5,0,0,0,0,104,24,24,24,11,2
AWS,aws-samples/faster-cryptography-in-java-with-aws,0.09534364156050808,28,28,28,25,310,21,263,24,0,0,0,0,34,32,37,193,0,195,113,43,145,0,49,27,0,69,0,2469,370,1851,921,930,259,0,0,0,920,1139,783,356,0,0,0,0,0,48,48,55,37,0,0,17,0,0,0,1,491,235,235,243,205,28
AWS,aws-samples/flink-stream-processing-refarch,0.019064428068783234,24,24,24,19,154,18,128,5,0,0,0,0,21,11,26,79,0,78,54,52,65,0,1,6,2,56,0,1478,299,857,421,427,323,0,0,0,485,605,386,219,0,0,0,0,0,50,47,55,25,0,0,17,0,0,0,6,730,123,120,131,85,19
AWS,aws-samples/iot-reference-architectures,0.013628153387869064,25,25,25,25,243,24,178,29,0,0,0,0,28,30,99,139,0,146,104,26,134,0,33,42,0,59,0,2136,395,1467,834,793,277,0,0,0,868,1059,764,295,0,0,0,0,0,48,48,48,33,0,0,10,0,0,0,0,421,175,175,175,156,26
AWS,aws-samples/java-meme-generator-sample,0.0,12,12,12,7,97,9,70,16,0,0,0,0,7,5,23,32,0,32,27,12,32,0,0,4,0,28,0,625,88,379,183,195,158,0,0,0,236,298,178,120,0,0,0,0,0,22,22,23,11,0,0,9,0,0,0,1,167,54,54,55,38,5
AWS,aws-samples/kubernetes-for-java-developers,0.5242120921611786,2,2,2,2,6,0,6,0,0,0,0,0,2,1,0,2,0,2,1,0,2,0,0,0,0,2,0,28,6,19,13,2,3,0,0,0,8,12,10,2,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,30,2,2,2,2,2
AWS,aws-samples/lambda-java8-dynamodb,0.059516760520637035,7,7,8,7,37,4,31,1,0,0,0,0,8,3,11,39,0,45,41,9,44,0,6,3,0,35,0,557,149,283,140,118,126,0,0,0,150,207,124,83,0,0,0,0,0,12,12,14,7,0,0,5,0,0,0,7,284,49,49,53,39,8
AWS,aws-samples/microservices-greeting,0.010352885641623288,5,5,5,4,35,6,28,1,0,0,0,0,4,1,8,6,0,6,5,0,6,0,0,1,0,5,0,151,34,110,75,38,7,0,0,0,70,82,63,19,0,0,0,0,0,6,6,6,4,0,0,2,0,0,0,0,29,8,8,8,6,4
AWS,aws-samples/microservices-name,0.01790124029503204,8,8,8,7,44,7,35,1,0,0,0,0,7,3,8,20,0,20,17,2,20,0,0,1,0,19,0,266,55,200,127,61,11,0,0,0,101,131,97,34,0,0,0,0,0,9,9,9,7,0,0,2,0,0,0,0,39,23,23,23,20,7
AWS,aws-samples/mturk-code-samples,0.0,3,3,3,3,25,2,19,2,0,0,0,0,4,8,10,17,0,17,9,5,17,0,0,14,0,3,0,307,51,170,94,89,88,0,0,0,125,148,95,53,0,0,0,0,0,4,4,4,3,0,0,1,0,0,0,0,164,18,18,18,17,3
AWS,aws-samples/rds-breakglass-user-management,0.006062169352339374,10,10,10,9,89,4,84,0,0,0,0,0,9,0,9,59,0,59,56,9,56,0,0,23,0,33,0,739,116,621,322,333,5,0,0,0,328,407,267,140,0,0,0,0,0,18,18,18,9,0,0,6,0,0,0,0,5,72,72,72,59,9
AWS,aws-samples/rds-ssl-update,0.0,5,5,7,2,37,3,30,3,0,0,0,0,1,2,8,4,0,4,2,0,4,0,0,2,0,2,0,266,35,188,50,138,43,0,0,0,131,155,50,105,0,0,0,0,0,11,11,16,5,0,0,7,0,0,0,0,23,23,23,31,8,1
AWS,aws-samples/reactive-refarch-cloudformation,9.991308056319562e-06,12,12,13,12,143,14,119,3,0,0,0,0,24,32,46,208,0,222,162,36,194,0,18,27,4,145,0,2790,360,2011,777,1139,424,0,0,0,1033,1349,606,743,0,0,0,0,0,43,39,46,16,0,0,21,0,0,0,1,346,339,331,351,214,13
AWS,aws-samples/realtime-bushfire-alert-with-apache-flink-cep,0.00011229752607715245,19,19,20,13,168,12,114,37,0,0,0,0,21,24,56,77,0,78,51,27,75,0,2,12,2,59,0,1775,269,952,462,504,582,0,0,0,533,689,425,264,0,0,0,0,0,45,41,49,21,0,0,19,0,0,0,4,559,143,134,153,88,13
AWS,aws-samples/reinvent-2018-social-news-app,0.12988430564291775,30,30,30,28,204,6,192,2,0,0,0,0,60,12,24,174,0,186,172,68,184,0,10,8,6,160,0,1960,317,1610,700,756,33,0,0,0,852,1122,680,442,0,0,0,0,0,63,59,67,40,0,0,22,0,0,0,0,205,234,230,238,186,32
AWS,aws-samples/reinvent2013-mobile-photo-share,0.01389771426794242,56,56,69,42,464,42,354,55,0,0,0,0,41,47,53,179,0,183,138,32,185,0,6,28,21,130,0,3879,625,2106,956,1136,1150,0,0,0,1246,1610,923,687,0,0,0,0,0,104,104,129,61,0,0,38,0,0,0,23,1412,326,326,369,207,36
AWS,aws-samples/reinvent2015-practicaldynamodb,0.00047877296366585564,19,19,20,15,183,19,140,22,0,0,0,0,16,12,31,29,0,31,19,8,31,0,2,7,0,22,0,839,105,475,266,225,260,0,0,0,284,346,256,90,0,0,0,0,0,27,27,28,19,0,0,11,0,0,0,3,682,46,46,47,37,13
AWS,aws-samples/s3-select-phonebook-search,0.0,5,5,6,4,34,4,24,5,0,0,0,0,3,2,7,19,0,19,17,11,19,0,0,4,0,15,0,348,63,238,105,139,47,0,0,0,148,190,100,90,0,0,0,0,0,14,14,19,10,0,0,6,0,0,0,0,41,41,41,49,35,2
AWS,aws-samples/sagemaker-serverless-anomaly-detection,0.009183732905512443,13,13,13,13,129,2,75,48,0,0,0,0,24,14,52,76,0,76,59,57,73,0,3,31,0,39,0,1738,193,795,471,352,752,0,0,0,468,582,426,156,0,0,0,0,0,17,17,17,13,0,0,3,0,0,0,16,1091,86,86,86,76,24
AWS,aws-samples/serverless-cf-analysis,0.05218168826232774,22,22,23,17,129,15,111,1,0,0,0,0,23,8,7,85,0,87,76,22,84,0,7,9,0,68,0,978,221,753,361,350,9,0,0,0,365,498,322,176,0,0,0,0,0,41,41,42,22,0,0,18,0,0,0,0,22,115,115,117,90,17
AWS,aws-samples/serverless-codecommit-examples,0.008937286412609475,8,8,8,7,68,8,56,3,0,0,0,0,8,4,5,52,0,52,48,29,52,0,0,3,0,49,0,524,127,360,198,138,38,0,0,0,206,274,192,82,0,0,0,0,0,12,12,12,7,0,0,7,0,0,0,0,93,57,57,57,52,7
AWS,aws-samples/serverless-retail-workshop,0.08699255448127155,46,45,46,42,879,96,721,54,0,0,0,0,70,17,7,146,0,166,145,71,162,0,95,8,0,59,0,2736,441,2147,820,1246,157,0,0,0,911,1128,736,392,0,0,0,0,0,63,62,63,42,0,0,15,0,0,0,0,321,175,173,175,149,42
