framework,projeto,readability,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,?,numberOfJavaFiles
Azure,Azure-Samples/acr-java-manage-azure-container-registry-with-webhooks,0.0,14,14,15,4,186,19,128,38,0,0,0,0,7,97,8,114,0,114,17,8,114,0,0,6,0,108,0,4272,364,3158,743,2345,764,0,0,0,1258,1796,801,995,0,0,0,0,0,64,64,70,13,0,0,13,0,0,0,0,141,424,424,452,123,4
Azure,Azure-Samples/acs-java-deploy-image-from-acr-to-acs-orchestrator,0.0,20,20,25,4,305,46,205,53,0,0,0,0,7,97,8,114,0,114,17,8,114,0,0,6,0,108,0,4537,421,3332,789,2487,800,0,0,0,1345,1898,844,1054,0,0,0,0,0,76,76,89,13,0,0,15,0,0,0,0,133,436,436,471,123,4
Azure,Azure-Samples/acs-java-manage-azure-container-service-with-docker-swarm-orchestrator,0.0,8,8,9,3,104,11,70,21,0,0,0,0,5,92,1,107,0,107,15,7,107,0,0,6,0,101,0,3670,309,2736,621,2010,625,0,0,0,1077,1582,692,890,0,0,0,0,0,37,37,43,12,0,0,10,0,0,0,0,110,387,387,413,116,3
Azure,Azure-Samples/acs-java-manage-azure-container-service-with-kubernetes-orchestrator,0.0,9,9,12,3,118,13,78,25,0,0,0,0,5,92,1,107,0,107,15,7,107,0,0,6,0,101,0,3699,314,2753,626,2022,634,0,0,0,1087,1595,697,898,0,0,0,0,0,40,40,50,12,0,0,13,0,0,0,0,113,390,390,420,116,3
Azure,Azure-Samples/active-directory-android,0.3107802998274565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Azure,Azure-Samples/active-directory-android-native-oidcandroidlib-v2,0.21355874752625822,31,30,35,20,227,15,166,35,0,0,0,0,39,9,25,176,0,178,171,68,180,0,0,36,37,107,0,3492,541,2300,892,1276,690,0,0,0,1241,1628,824,804,0,0,0,0,0,69,66,79,44,0,0,32,0,0,0,0,689,371,363,395,214,20
Azure,Azure-Samples/active-directory-b2c-android-appauth-ropc,0.01584724655834219,98,98,103,87,703,22,543,101,0,0,0,0,143,149,402,1049,0,1063,902,315,1051,0,60,124,21,846,0,18751,2535,11495,5287,5850,4752,0,0,0,5328,6920,3716,3204,0,0,0,0,0,202,202,227,136,0,0,68,0,0,0,159,3119,1452,1450,1504,1151,92
Azure,Azure-Samples/active-directory-b2c-android-native-appauth,0.018114672358933603,95,95,99,84,674,19,522,102,0,0,0,0,143,151,386,953,0,967,816,296,967,0,59,98,18,792,0,16999,2221,10293,4764,5158,4510,0,0,0,4680,6124,3327,2797,0,0,0,0,0,199,199,218,126,0,0,66,0,0,0,157,3082,1317,1315,1361,1041,88
Azure,Azure-Samples/active-directory-b2c-android-native-msal,0.26278438343433663,9,9,9,8,61,5,48,5,0,0,0,0,21,3,10,53,0,53,50,15,53,0,0,14,5,34,0,815,148,519,166,298,151,0,0,0,256,348,174,174,0,0,0,0,0,17,17,17,9,0,0,7,0,0,0,0,255,87,87,88,55,8
Azure,Azure-Samples/active-directory-java-webapp-openidconnect,0.003721458022482693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Azure,Azure-Samples/aks-java-deploy-image-from-acr-to-kubernetes,0.0,20,20,26,4,298,45,200,52,0,0,0,0,7,97,8,114,0,114,17,8,114,0,0,6,0,108,0,4521,418,3321,787,2478,798,0,0,0,1338,1890,842,1048,0,0,0,0,0,75,75,92,13,0,0,15,0,0,0,0,133,435,435,474,123,4
Azure,Azure-Samples/aks-java-manage-kubernetes-cluster,0.0,9,9,14,3,117,13,77,25,0,0,0,0,5,92,1,107,0,107,15,7,107,0,0,6,0,101,0,3695,313,2750,625,2020,634,0,0,0,1086,1594,696,898,0,0,0,0,0,40,40,54,12,0,0,13,0,0,0,0,114,390,390,424,116,3
Azure,Azure-Samples/aks-java-manage-kubernetes-cluster-with-advanced-networking,0.0,9,9,14,3,131,15,88,27,0,0,0,0,5,92,1,107,0,107,15,7,107,0,0,6,0,101,0,3726,316,2774,630,2042,638,0,0,0,1093,1601,700,901,0,0,0,0,0,40,40,54,12,0,0,13,0,0,0,0,109,390,390,424,116,3
Azure,Azure-Samples/app-service-api-apps-quickstart-java,0.018769238299379747,8,8,8,8,35,0,35,0,0,0,0,0,9,1,6,27,0,29,28,10,29,0,0,0,0,29,0,334,79,249,148,76,6,0,0,0,126,165,108,57,0,0,0,0,0,15,11,15,8,0,0,3,0,0,0,0,12,34,30,34,27,9
Azure,Azure-Samples/app-service-java-access-key-vault-by-msi-for-web-apps,0.0,6,6,7,2,110,14,77,19,0,0,0,0,2,89,1,90,0,90,1,0,90,0,0,3,0,87,0,3352,287,2552,551,1912,515,0,0,0,964,1423,619,804,0,0,0,0,0,26,26,32,4,0,0,6,0,0,0,0,53,345,345,370,92,2
Azure,Azure-Samples/app-service-java-access-key-vault-convenience-for-web-apps,0.0,5,5,6,2,87,10,62,14,0,0,0,0,3,89,1,91,0,91,2,0,91,0,0,3,0,88,0,3358,288,2557,557,1911,515,0,0,0,971,1432,625,807,0,0,0,0,0,26,26,32,4,0,0,6,0,0,0,0,52,347,347,372,93,2
Azure,Azure-Samples/app-service-java-access-key-vault-convenience-for-web-apps-on-linux,0.0,11,11,12,4,161,15,113,31,0,0,0,0,8,97,8,115,0,115,18,8,115,0,0,6,0,109,0,4283,368,3168,747,2354,760,0,0,0,1259,1790,800,990,0,0,0,0,0,59,59,65,13,0,0,12,0,0,0,0,136,421,421,449,124,4
Azure,Azure-Samples/app-service-java-configure-deployment-sources-for-functions,0.0,5,5,6,2,98,12,69,19,0,0,0,0,2,91,2,92,0,92,1,0,92,0,0,5,0,87,0,3473,307,2633,578,1980,547,0,0,0,1035,1498,641,857,0,0,0,0,0,26,26,32,4,0,0,6,0,0,0,0,55,349,349,374,94,2
Azure,Azure-Samples/app-service-java-configure-deployment-sources-for-functions-on-linux,0.0,7,7,8,3,79,7,58,13,0,0,0,0,2,90,4,91,0,91,1,0,91,0,0,4,0,87,0,3342,283,2553,561,1903,511,0,0,0,972,1437,629,808,0,0,0,0,0,30,30,38,9,0,0,8,0,0,0,0,50,351,351,378,98,2
Azure,Azure-Samples/app-service-java-configure-deployment-sources-for-web-apps,0.0,6,6,7,3,141,22,97,27,0,0,0,0,2,90,2,91,0,91,1,0,91,0,0,4,0,87,0,3537,324,2674,583,2020,557,0,0,0,1066,1529,646,883,0,0,0,0,0,28,28,34,7,0,0,8,0,0,0,0,53,349,349,374,96,2
Azure,Azure-Samples/app-service-java-configure-deployment-sources-for-web-apps-async,0.0,5,5,6,2,74,3,61,10,0,0,0,0,7,90,2,96,0,96,6,0,96,0,0,4,0,92,0,3424,277,2638,569,1974,518,0,0,0,1009,1479,642,837,0,0,0,0,0,26,26,32,6,0,0,6,0,0,0,0,41,356,356,381,100,2
Azure,Azure-Samples/app-service-java-configure-deployment-sources-for-web-apps-on-linux,0.0,5,5,6,2,101,12,71,19,0,0,0,0,2,90,2,91,0,91,1,0,91,0,0,4,0,87,0,3410,294,2595,567,1946,530,0,0,0,1004,1465,632,833,0,0,0,0,0,26,26,32,4,0,0,6,0,0,0,0,54,347,347,372,93,2
Azure,Azure-Samples/app-service-java-cosmosdb-mongodb-apis,0.07878814790663975,12,12,13,10,73,8,62,2,0,0,0,0,15,2,0,97,0,103,101,48,103,0,6,0,0,97,0,1044,258,751,401,284,35,0,0,0,396,521,340,181,0,0,0,0,0,18,18,19,10,0,0,4,0,0,0,0,25,107,107,108,97,14
Azure,Azure-Samples/app-service-java-deploy-image-from-acr-to-linux,0.0,12,12,13,4,152,14,105,32,0,0,0,0,7,98,9,115,0,115,17,8,115,0,0,7,0,108,0,4268,367,3152,745,2334,764,0,0,0,1260,1794,799,995,0,0,0,0,0,61,61,67,13,0,0,13,0,0,0,0,142,423,423,451,124,4
Azure,Azure-Samples/app-service-java-manage-authentication-for-functions,0.0,5,5,6,2,85,11,61,14,0,0,0,0,2,91,2,92,0,92,1,0,92,0,0,5,0,87,0,3425,302,2605,571,1949,526,0,0,0,1020,1483,637,846,0,0,0,0,0,26,26,32,4,0,0,6,0,0,0,0,49,349,349,374,94,2
Azure,Azure-Samples/app-service-java-manage-authentication-for-web-apps,0.0,5,5,6,2,104,14,74,15,0,0,0,0,2,90,2,91,0,91,1,0,91,0,0,4,0,87,0,3419,302,2602,571,1954,517,0,0,0,1003,1464,637,827,0,0,0,0,0,26,26,32,4,0,0,6,0,0,0,0,45,347,347,372,93,2
Azure,Azure-Samples/app-service-java-manage-data-connections-for-web-apps,0.0,6,6,7,2,95,13,65,17,0,0,0,0,2,89,2,90,0,90,1,0,90,0,0,3,0,87,0,3323,285,2530,551,1888,510,0,0,0,959,1420,620,800,0,0,0,0,0,27,27,33,4,0,0,7,0,0,0,0,56,346,346,371,92,2
Azure,Azure-Samples/app-service-java-manage-data-connections-for-web-apps-on-linux,0.0,6,6,7,2,95,13,65,17,0,0,0,0,2,89,2,90,0,90,1,0,90,0,0,3,0,87,0,3323,285,2530,551,1888,510,0,0,0,959,1420,620,800,0,0,0,0,0,27,27,33,4,0,0,7,0,0,0,0,56,346,346,371,92,2
Azure,Azure-Samples/app-service-java-manage-functions,0.0,7,7,8,2,105,14,72,18,0,0,0,0,2,89,1,90,0,90,1,0,90,0,0,3,0,87,0,3334,285,2537,543,1900,512,0,0,0,968,1433,614,819,0,0,0,0,0,29,29,35,4,0,0,7,0,0,0,0,55,348,348,373,92,2
Azure,Azure-Samples/app-service-java-manage-functions-with-custom-domains,0.0,6,6,7,2,117,19,79,21,0,0,0,0,2,89,2,90,0,90,1,0,90,0,0,3,0,87,0,3371,298,2559,550,1918,520,0,0,0,966,1425,617,808,0,0,0,0,0,26,26,32,4,0,0,6,0,0,0,0,55,345,345,370,92,2
Azure,Azure-Samples/app-service-java-manage-logs-for-function-apps,0.0,5,5,6,2,53,3,41,8,0,0,0,0,5,92,2,98,0,98,6,0,98,0,0,6,0,92,0,3391,288,2594,559,1929,516,0,0,0,995,1469,633,836,0,0,0,0,0,27,27,34,4,0,0,7,0,0,0,0,45,360,360,388,100,2
Azure,Azure-Samples/app-service-java-manage-logs-for-web-apps,0.0,5,5,6,2,55,3,42,9,0,0,0,0,5,92,2,98,0,98,6,0,98,0,0,6,0,92,0,3396,286,2601,562,1933,515,0,0,0,992,1466,636,830,0,0,0,0,0,27,27,34,4,0,0,7,0,0,0,0,44,360,360,388,100,2
Azure,Azure-Samples/app-service-java-manage-staging-and-production-slots-for-web-apps,0.0,4,4,5,2,56,5,41,8,0,0,0,0,2,94,3,95,0,95,1,0,95,0,0,8,0,87,0,3374,296,2571,565,1917,513,0,0,0,984,1449,633,816,0,0,0,0,0,26,26,32,4,0,0,6,0,0,0,0,47,351,351,376,97,2
Azure,Azure-Samples/app-service-java-manage-storage-connections-for-web-apps,0.0,5,5,6,2,63,6,45,10,0,0,0,0,2,92,2,93,0,93,1,0,93,0,0,6,0,87,0,3369,292,2566,572,1904,513,0,0,0,988,1453,639,814,0,0,0,0,0,26,26,32,4,0,0,6,0,0,0,0,48,351,351,376,95,2
Azure,Azure-Samples/app-service-java-manage-storage-connections-for-web-apps-on-linux,0.0,5,5,6,2,64,6,46,10,0,0,0,0,2,92,2,93,0,93,1,0,93,0,0,6,0,87,0,3368,292,2565,570,1905,513,0,0,0,986,1451,637,814,0,0,0,0,0,26,26,32,4,0,0,6,0,0,0,0,49,351,351,376,95,2
Azure,Azure-Samples/app-service-java-manage-web-apps,0.0,7,7,8,2,110,14,75,19,0,0,0,0,2,89,1,90,0,90,1,0,90,0,0,3,0,87,0,3346,286,2545,545,1906,515,0,0,0,973,1438,616,822,0,0,0,0,0,29,29,35,4,0,0,7,0,0,0,0,56,348,348,373,92,2
Azure,Azure-Samples/app-service-java-manage-web-apps-on-linux,0.0,7,7,8,2,111,14,77,19,0,0,0,0,2,89,1,90,0,90,1,0,90,0,0,3,0,87,0,3350,286,2549,546,1909,515,0,0,0,974,1439,617,822,0,0,0,0,0,29,29,35,4,0,0,7,0,0,0,0,54,348,348,373,92,2
Azure,Azure-Samples/app-service-java-manage-web-apps-on-linux-with-custom-domains,0.0,6,6,7,2,119,19,81,21,0,0,0,0,2,89,2,90,0,90,1,0,90,0,0,3,0,87,0,3378,298,2566,554,1922,520,0,0,0,970,1429,621,808,0,0,0,0,0,26,26,32,4,0,0,6,0,0,0,0,54,345,345,370,92,2
Azure,Azure-Samples/app-service-java-manage-web-apps-with-custom-domains,0.0,6,6,7,2,118,19,80,21,0,0,0,0,2,89,2,90,0,90,1,0,90,0,0,3,0,87,0,3375,298,2563,553,1920,520,0,0,0,969,1428,620,808,0,0,0,0,0,26,26,32,4,0,0,6,0,0,0,0,54,345,345,370,92,2
Azure,Azure-Samples/app-service-java-scale-web-apps,0.0,5,5,6,2,82,11,59,10,0,0,0,0,2,92,7,93,0,93,1,0,93,0,0,6,0,87,0,3463,316,2634,572,1976,514,0,0,0,1016,1479,642,837,0,0,0,0,0,27,27,33,4,0,0,6,0,0,0,0,39,349,349,374,95,2
Azure,Azure-Samples/app-service-java-scale-web-apps-on-linux,0.0,5,5,6,2,82,11,59,10,0,0,0,0,2,92,7,93,0,93,1,0,93,0,0,6,0,87,0,3465,316,2636,573,1977,514,0,0,0,1017,1480,643,837,0,0,0,0,0,27,27,33,4,0,0,6,0,0,0,0,39,349,349,374,95,2
Azure,Azure-Samples/app-service-maven,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Azure,Azure-Samples/application-gateway-java-manage-application-gateways,0.0,7,7,8,2,121,20,81,18,0,0,0,0,2,89,1,91,0,91,2,0,91,0,0,4,0,87,0,3506,320,2621,576,1970,565,0,0,0,1002,1468,644,824,0,0,0,0,0,31,31,37,4,0,0,8,0,0,0,0,67,351,351,376,93,2
Azure,Azure-Samples/application-gateway-java-manage-simple-application-gateways,0.0,5,5,6,2,70,7,51,11,0,0,0,0,2,89,1,91,0,91,2,0,91,0,0,4,0,87,0,3333,282,2518,535,1884,533,0,0,0,939,1399,605,794,0,0,0,0,0,26,26,32,4,0,0,6,0,0,0,0,87,346,346,371,93,2
Azure,Azure-Samples/azure-cosmos-cassandra-java-retry-sample,0.012644292414188385,8,8,9,5,77,3,58,12,0,0,0,0,5,2,16,29,0,29,26,24,28,0,0,2,0,26,0,514,72,360,178,206,82,0,0,0,228,277,170,107,0,0,0,0,0,15,15,19,5,0,0,9,0,0,0,0,117,44,44,48,29,5
Azure,Azure-Samples/azure-cosmos-cassandra-java-retry-sample-v4,0.010536910345156988,9,9,12,6,88,4,66,13,0,0,0,0,6,3,17,38,0,38,34,22,37,0,0,4,0,33,0,636,87,428,206,232,121,0,0,0,258,324,195,129,0,0,0,0,0,20,20,26,9,0,0,12,0,0,0,0,165,61,61,68,41,6
Azure,Azure-Samples/azure-cosmos-db-cassandra-java-getting-started,0.014501357078552246,7,7,8,5,72,10,50,10,0,0,0,0,5,1,5,24,0,24,23,12,24,0,0,2,0,22,0,353,63,221,102,118,69,0,0,0,128,167,99,68,0,0,0,0,0,11,11,15,5,0,0,5,0,0,0,0,146,32,32,36,24,5
Azure,Azure-Samples/azure-cosmos-db-cassandra-java-getting-started-v4,0.014501357078552246,7,7,9,5,87,11,61,12,0,0,0,0,5,1,5,23,0,23,22,15,23,0,0,2,0,21,0,360,61,231,106,124,68,0,0,0,141,179,104,75,0,0,0,0,0,11,11,15,5,0,0,5,0,0,0,0,131,31,31,35,23,5
Azure,Azure-Samples/azure-cosmos-db-documentdb-java-getting-started,0.1839442837056898,6,6,6,6,34,3,28,2,0,0,0,0,6,1,0,50,0,50,49,19,50,0,0,10,0,40,0,465,101,343,132,175,22,0,0,0,190,257,126,131,0,0,0,0,0,8,8,8,6,0,0,2,0,0,0,0,11,60,60,60,50,6
Azure,Azure-Samples/azure-cosmos-db-graph-java-getting-started,0.0,7,7,7,6,92,18,54,20,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,138,23,88,25,57,27,0,0,0,50,59,26,33,0,0,0,0,0,7,7,7,6,0,0,2,0,0,0,0,31,7,7,7,6,1
Azure,Azure-Samples/azure-cosmos-db-mongodb-java-changestream,0.0,6,6,6,1,109,20,59,30,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,142,27,78,34,53,37,0,0,0,58,65,32,33,0,0,0,0,0,6,6,6,1,0,0,2,0,0,0,0,47,6,6,6,1,1
Azure,Azure-Samples/azure-cosmos-db-mongodb-java-geo-readpreference,0.0,2,2,2,1,12,0,11,0,0,0,0,0,1,1,0,9,0,9,8,7,9,0,1,6,0,2,0,152,17,128,46,80,7,0,0,0,85,110,51,59,0,0,0,0,0,7,7,7,1,0,0,2,0,0,0,0,5,21,21,21,9,1
Azure,Azure-Samples/azure-cosmos-db-mongodb-java-getting-started,0.015773562714457512,2,2,2,1,36,8,21,7,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,53,12,30,16,16,11,0,0,0,20,24,16,8,0,0,0,0,0,2,2,2,1,0,0,1,0,0,0,0,37,2,2,2,1,1
Azure,Azure-Samples/azure-cosmos-db-mongodb-spring,0.0599278577901714,6,6,6,5,36,2,29,4,0,0,0,0,8,1,0,11,0,17,16,6,17,0,6,1,0,10,0,273,49,162,113,31,63,0,0,0,87,110,83,27,0,0,0,0,0,7,7,7,5,0,0,1,0,0,0,2,195,13,13,13,11,8
Azure,Azure-Samples/azure-cosmos-db-sql-api-async-java-getting-started,0.027760768152802484,7,7,7,7,54,8,43,2,0,0,0,0,8,5,2,67,0,67,49,23,54,0,0,8,0,46,0,859,149,461,172,270,252,0,0,0,257,328,166,162,0,0,0,0,0,9,9,9,9,0,0,2,0,0,0,6,281,74,74,74,69,8
Azure,Azure-Samples/azure-cosmos-db-sql-java-multi-master,0.02388460437456767,8,8,8,7,87,16,67,0,0,0,0,0,6,9,3,71,0,71,53,20,62,0,1,27,0,34,0,1449,303,999,272,675,153,0,0,0,540,722,287,435,0,0,0,0,0,27,27,28,19,0,0,14,0,0,0,3,156,174,174,178,127,6
Azure,Azure-Samples/azure-cosmos-java-getting-started,0.1287465800430962,8,8,8,8,70,9,55,5,0,0,0,0,9,6,2,76,0,76,53,28,59,0,0,12,0,47,0,860,176,573,211,346,116,0,0,0,330,409,206,203,0,0,0,0,0,10,10,10,8,0,0,2,0,0,0,1,163,86,86,86,76,9
Azure,Azure-Samples/azure-cosmos-java-sql-api-samples,0.0909404526761069,26,26,26,24,301,38,214,37,0,0,0,0,27,33,47,269,0,269,178,86,211,0,0,112,0,99,0,4390,886,2796,1033,1767,731,0,0,0,1743,2086,1011,1075,0,0,0,0,0,61,61,61,26,0,0,28,0,0,0,2,602,364,364,365,271,27
Azure,Azure-Samples/azure-cosmos-java-sql-api-todo-app,0.18552649992246492,13,12,13,8,83,10,65,6,0,0,0,0,9,3,26,39,0,44,41,8,44,0,1,3,2,38,0,732,158,476,222,257,99,0,0,0,262,336,196,140,0,0,0,0,0,20,18,20,10,0,0,9,0,0,0,2,69,66,64,66,45,9
Azure,Azure-Samples/azure-cosmos-java-sql-app-example,0.023701118305325508,2,2,2,1,20,3,15,0,0,0,0,0,2,10,13,13,0,13,0,0,10,0,0,1,0,9,0,366,72,255,92,171,41,0,0,0,145,178,90,88,0,0,0,0,0,7,7,7,3,0,0,3,0,0,0,1,71,34,34,34,15,2
Azure,Azure-Samples/azure-cosmosdb-bulkingestion,0.0342458034062508,47,44,48,29,290,13,266,3,0,0,0,0,27,75,79,171,0,174,99,90,174,0,59,14,0,101,0,3201,411,2303,902,1301,489,0,0,0,1217,1565,801,764,0,0,0,0,0,99,91,101,57,0,0,41,0,0,0,10,747,326,316,329,211,27
Azure,Azure-Samples/azure-cosmosdb-cassandra-counters,0.014501357078552246,7,7,8,5,72,12,49,9,0,0,0,0,5,1,5,24,0,24,23,13,24,0,0,2,0,22,0,356,75,230,107,120,52,0,0,0,132,171,103,68,0,0,0,0,0,11,11,15,5,0,0,5,0,0,0,0,113,32,32,36,24,5
Azure,Azure-Samples/azure-cosmosdb-java-pagination,0.06073508411645889,2,2,2,1,23,5,15,2,0,0,0,0,2,1,2,7,0,7,6,4,7,0,0,4,0,3,0,236,68,147,71,98,24,0,0,0,100,117,71,46,0,0,0,0,0,4,4,4,1,0,0,2,0,0,0,0,18,14,14,14,7,2
Azure,Azure-Samples/azure-cosmosdb-jsonldconversion,0.23203882342204452,20,19,20,10,196,29,133,30,0,0,0,0,8,5,0,24,0,24,19,6,24,0,0,8,0,16,0,751,119,526,147,237,106,0,0,0,233,324,160,164,0,0,0,0,0,36,36,36,18,0,0,18,0,0,0,0,205,79,78,80,34,8
Azure,Azure-Samples/azure-cosmosdb-springboot-pagination,0.21696873840927663,7,7,7,5,34,1,32,0,0,0,0,0,9,1,1,8,0,8,7,16,8,0,0,1,0,7,0,269,72,193,143,38,4,0,0,0,104,127,107,20,0,0,0,0,0,9,9,9,5,0,0,3,0,0,0,0,17,12,12,12,8,9
Azure,Azure-Samples/azure-functions-samples-java,0.0006697070008764664,4,4,4,3,43,5,27,11,0,0,0,0,5,0,0,13,0,13,13,8,13,0,0,0,0,13,0,184,30,115,63,43,39,0,0,0,63,81,51,30,0,0,0,0,0,4,4,4,3,0,0,1,0,0,0,0,140,14,14,14,13,3
Azure,Azure-Samples/azure-iot-central-arm-sdk-samples,0.0,1,1,1,1,33,4,21,9,0,0,0,0,1,1,0,2,0,2,0,0,1,0,0,0,0,1,0,88,11,63,44,39,18,0,0,0,51,55,43,12,0,0,0,0,0,2,2,2,1,0,0,1,0,0,0,0,29,3,3,3,2,1
