path,AvgCyclomatic has a trend?,AvgCyclomatic trend is ,AvgCyclomatic trend pvalue ,AvgCyclomaticModified has a trend?,AvgCyclomaticModified trend is ,AvgCyclomaticModified trend pvalue ,AvgCyclomaticStrict has a trend?,AvgCyclomaticStrict trend is ,AvgCyclomaticStrict trend pvalue ,AvgEssential has a trend?,AvgEssential trend is ,AvgEssential trend pvalue ,AvgLine has a trend?,AvgLine trend is ,AvgLine trend pvalue ,AvgLineBlank has a trend?,AvgLineBlank trend is ,AvgLineBlank trend pvalue ,AvgLineCode has a trend?,AvgLineCode trend is ,AvgLineCode trend pvalue ,AvgLineComment has a trend?,AvgLineComment trend is ,AvgLineComment trend pvalue ,CountClassBase has a trend?,CountClassBase trend is ,CountClassBase trend pvalue ,CountClassCoupled has a trend?,CountClassCoupled trend is ,CountClassCoupled trend pvalue ,CountClassCoupledModified has a trend?,CountClassCoupledModified trend is ,CountClassCoupledModified trend pvalue ,CountClassDerived has a trend?,CountClassDerived trend is ,CountClassDerived trend pvalue ,CountDeclClass has a trend?,CountDeclClass trend is ,CountDeclClass trend pvalue ,CountDeclClassMethod has a trend?,CountDeclClassMethod trend is ,CountDeclClassMethod trend pvalue ,CountDeclClassVariable has a trend?,CountDeclClassVariable trend is ,CountDeclClassVariable trend pvalue ,CountDeclInstanceMethod has a trend?,CountDeclInstanceMethod trend is ,CountDeclInstanceMethod trend pvalue ,CountDeclInstanceVariable has a trend?,CountDeclInstanceVariable trend is ,CountDeclInstanceVariable trend pvalue ,CountDeclMethod has a trend?,CountDeclMethod trend is ,CountDeclMethod trend pvalue ,CountDeclMethodAll has a trend?,CountDeclMethodAll trend is ,CountDeclMethodAll trend pvalue ,CountDeclMethodDefault has a trend?,CountDeclMethodDefault trend is ,CountDeclMethodDefault trend pvalue ,CountDeclMethodPrivate has a trend?,CountDeclMethodPrivate trend is ,CountDeclMethodPrivate trend pvalue ,CountDeclMethodProtected has a trend?,CountDeclMethodProtected trend is ,CountDeclMethodProtected trend pvalue ,CountDeclMethodPublic has a trend?,CountDeclMethodPublic trend is ,CountDeclMethodPublic trend pvalue ,CountLine has a trend?,CountLine trend is ,CountLine trend pvalue ,CountLineBlank has a trend?,CountLineBlank trend is ,CountLineBlank trend pvalue ,CountLineCode has a trend?,CountLineCode trend is ,CountLineCode trend pvalue ,CountLineCodeDecl has a trend?,CountLineCodeDecl trend is ,CountLineCodeDecl trend pvalue ,CountLineCodeExe has a trend?,CountLineCodeExe trend is ,CountLineCodeExe trend pvalue ,CountLineComment has a trend?,CountLineComment trend is ,CountLineComment trend pvalue ,CountSemicolon has a trend?,CountSemicolon trend is ,CountSemicolon trend pvalue ,CountStmt has a trend?,CountStmt trend is ,CountStmt trend pvalue ,CountStmtDecl has a trend?,CountStmtDecl trend is ,CountStmtDecl trend pvalue ,CountStmtExe has a trend?,CountStmtExe trend is ,CountStmtExe trend pvalue ,MaxCyclomatic has a trend?,MaxCyclomatic trend is ,MaxCyclomatic trend pvalue ,MaxCyclomaticModified has a trend?,MaxCyclomaticModified trend is ,MaxCyclomaticModified trend pvalue ,MaxCyclomaticStrict has a trend?,MaxCyclomaticStrict trend is ,MaxCyclomaticStrict trend pvalue ,MaxEssential has a trend?,MaxEssential trend is ,MaxEssential trend pvalue ,MaxInheritanceTree has a trend?,MaxInheritanceTree trend is ,MaxInheritanceTree trend pvalue ,MaxNesting has a trend?,MaxNesting trend is ,MaxNesting trend pvalue ,PercentLackOfCohesion has a trend?,PercentLackOfCohesion trend is ,PercentLackOfCohesion trend pvalue ,PercentLackOfCohesionModified has a trend?,PercentLackOfCohesionModified trend is ,PercentLackOfCohesionModified trend pvalue ,RatioCommentToCode has a trend?,RatioCommentToCode trend is ,RatioCommentToCode trend pvalue ,SumCyclomatic has a trend?,SumCyclomatic trend is ,SumCyclomatic trend pvalue ,SumCyclomaticModified has a trend?,SumCyclomaticModified trend is ,SumCyclomaticModified trend pvalue ,SumCyclomaticStrict has a trend?,SumCyclomaticStrict trend is ,SumCyclomaticStrict trend pvalue ,SumEssential has a trend?,SumEssential trend is ,SumEssential trend pvalue ,numberJavaFiles has a trend?,numberJavaFiles trend is ,numberJavaFiles trend pvalue ,readability has a trend?,readability trend is ,readability trend pvalue ,questions has a trend?,questions trend is ,questions trend pvalue 
spring-guides/gs-rest-service-cors,False,no trend,1.0,False,no trend,1.0,False,no trend,1.0,False,no trend,1.0,True,increasing,2.183808689437683e-12,True,decreasing,9.2148511043888e-13,True,increasing,3.883782184743723e-12,True,increasing,1.842087371528578e-09,True,decreasing,1.858513343222512e-13,True,increasing,3.0109011145862397e-05,True,increasing,4.978418208789748e-07,False,no trend,1.0,True,decreasing,0.0004182616905410441,True,increasing,6.536902994458416e-07,True,increasing,0.0001859391332736937,True,decreasing,0.00014740720334227575,True,increasing,8.943579210551889e-11,True,decreasing,0.00012841695533349906,True,decreasing,0.00012841695533349906,False,no trend,1.0,True,increasing,7.316369732279782e-13,False,no trend,1.0,True,decreasing,7.004987456760148e-08,True,decreasing,3.605281350504974e-05,True,decreasing,1.221450283805936e-05,True,decreasing,0.00032772993048579835,True,decreasing,8.461418621319439e-07,True,increasing,3.542652970955906e-05,True,increasing,1.84297022087776e-14,True,decreasing,2.6612830914540808e-05,True,decreasing,7.510279658173857e-07,True,decreasing,1.8462812665376305e-06,True,decreasing,5.6612083865204e-07,False,no trend,1.0,False,no trend,1.0,False,no trend,1.0,False,no trend,1.0,True,decreasing,1.858513343222512e-13,False,no trend,1.0,True,decreasing,4.657385588302532e-12,True,increasing,0.010047746524471712,True,increasing,2.514426444832907e-10,True,decreasing,0.00012841695533349906,True,decreasing,0.00012841695533349906,True,decreasing,0.00012841695533349906,True,decreasing,0.00012841695533349906,True,decreasing,0.005177742061075907,False,no trend,0.08823885991170632,True,increasing,0.0
spring-guides/gs-producing-web-service,True,decreasing,1.1131850996548565e-10,True,decreasing,1.1131850996548565e-10,True,decreasing,1.1131850996548565e-10,False,no trend,1.0,True,decreasing,9.261853151087962e-08,True,decreasing,4.640738460182092e-09,True,decreasing,3.0457389943450153e-09,False,no trend,1.0,False,no trend,1.0,True,decreasing,0.0011315450358273527,True,decreasing,0.0073746982259010885,False,no trend,1.0,True,increasing,0.0,False,no trend,0.2764918892214301,True,decreasing,0.0073746982259010885,False,no trend,0.3543623038505568,True,increasing,0.013877931332068494,False,no trend,0.17528346613466916,False,no trend,0.17528346613466916,False,no trend,1.0,False,no trend,1.0,False,no trend,1.0,False,no trend,0.17528346613466916,True,decreasing,4.937168451846219e-10,True,decreasing,4.4941839161261044e-07,True,decreasing,1.2304468555157655e-09,False,no trend,0.6054679300811263,True,decreasing,8.824069230861653e-08,True,increasing,0.037389025261742814,True,decreasing,5.766871025159048e-08,True,decreasing,2.9398754319842624e-08,True,decreasing,9.193928328277146e-05,True,decreasing,1.2937022564329936e-09,True,decreasing,1.1131850996548565e-10,True,decreasing,1.1131850996548565e-10,True,decreasing,1.1131850996548565e-10,False,no trend,1.0,True,decreasing,0.007982764968230471,True,decreasing,1.1131850996548565e-10,True,increasing,0.03257449250140998,True,increasing,0.03257449250140998,False,no trend,0.13581854468593413,True,decreasing,6.142644171092115e-10,True,decreasing,6.142644171092115e-10,True,decreasing,6.142644171092115e-10,False,no trend,0.17528346613466916,True,increasing,0.0,True,increasing,8.749068136637561e-11,True,increasing,3.086420008457935e-13
spring-guides/gs-multi-module,False,no trend,1.0,False,no trend,1.0,False,no trend,1.0,False,no trend,1.0,True,decreasing,2.103643794715282e-07,False,no trend,1.0,True,decreasing,2.103643794715282e-07,False,no trend,1.0,False,no trend,1.0,True,decreasing,9.97337101793505e-10,True,decreasing,1.0094436397878326e-10,False,no trend,1.0,False,no trend,0.059244829151251066,True,increasing,3.1629143748546085e-11,False,no trend,1.0,False,no trend,0.3285015261496955,False,no trend,0.16353303142308784,False,no trend,0.27382155821144494,False,no trend,0.37792552326790574,True,increasing,9.167760837147654e-07,False,no trend,1.0,False,no trend,1.0,False,no trend,0.27382155821144494,False,no trend,0.3285015261496955,False,no trend,0.32057033888080033,False,no trend,0.19475010769487655,False,no trend,0.1676974112001286,False,no trend,0.27382155821144494,False,no trend,0.059244829151251066,False,no trend,0.2559082243077204,False,no trend,0.27382155821144494,False,no trend,0.37792552326790574,False,no trend,0.27382155821144494,False,no trend,1.0,False,no trend,1.0,False,no trend,1.0,False,no trend,1.0,False,no trend,1.0,False,no trend,1.0,False,no trend,0.10270582018570762,False,no trend,0.10270582018570762,True,decreasing,0.02827081620587779,False,no trend,0.27382155821144494,False,no trend,0.27382155821144494,False,no trend,0.27382155821144494,False,no trend,0.27382155821144494,False,no trend,0.13017346991717438,False,no trend,0.21705611902175392,True,increasing,1.897784284166093e-06
spring-guides/gs-messaging-stomp-websocket,True,increasing,4.487130667030215e-09,True,increasing,4.487130667030215e-09,True,increasing,4.487130667030215e-09,False,no trend,1.0,True,increasing,1.0964493890597282e-07,True,increasing,4.487130667030215e-09,True,increasing,1.5500140726487643e-08,True,decreasing,5.857054841129639e-10,True,increasing,2.8123839770355374e-06,True,increasing,3.8921337475184e-06,True,decreasing,0.0,True,increasing,4.487130667030215e-09,True,increasing,0.0,False,no trend,0.4002754700715989,False,no trend,1.0,True,increasing,0.00026897146321269716,True,increasing,1.8743981411439847e-07,True,increasing,0.0005242025303469067,True,increasing,0.0003316280723815179,False,no trend,1.0,False,no trend,1.0,True,decreasing,0.0007177613453428489,True,increasing,0.0005242025303469067,True,increasing,0.00019848409921108257,True,increasing,0.00032889888174514326,True,increasing,0.0004796780689895197,True,increasing,0.00030728997100215594,True,increasing,0.00016766348784713614,True,increasing,0.00014526087737865012,True,increasing,6.678808654170254e-05,True,increasing,0.00030728997100215594,True,increasing,0.001605650564124872,True,increasing,6.055161784179752e-05,True,increasing,4.487130667030215e-09,True,increasing,4.487130667030215e-09,True,increasing,4.487130667030215e-09,False,no trend,1.0,True,decreasing,7.941378174125546e-05,True,increasing,4.487130667030215e-09,True,increasing,6.903501983401839e-07,True,increasing,1.6971659166920006e-07,True,decreasing,0.0,True,increasing,0.0015310923333193838,True,increasing,0.0015310923333193838,True,increasing,0.0015310923333193838,True,increasing,0.0005242025303469067,True,increasing,5.995204332975845e-15,True,decreasing,0.0,True,increasing,0.0
spring-guides/gs-messaging-rabbitmq,True,increasing,9.516182064572831e-09,True,increasing,9.516182064572831e-09,True,increasing,9.516182064572831e-09,False,no trend,0.09041070624659686,True,increasing,1.241406977214865e-11,False,no trend,1.0,True,increasing,1.241406977214865e-11,True,increasing,4.228238426051689e-08,True,decreasing,8.73339482754254e-06,False,no trend,0.3147780267040128,True,increasing,4.440892098500626e-16,False,no trend,1.0,True,increasing,1.3656631381309126e-11,True,decreasing,4.884981308350689e-15,True,increasing,3.2077496481264234e-07,True,decreasing,1.0139262096586776e-08,True,increasing,7.440714711037799e-12,True,decreasing,5.289921833906419e-10,True,decreasing,6.657747686489301e-10,True,decreasing,6.661338147750939e-16,False,no trend,1.0,False,no trend,1.0,False,no trend,0.3166235938949151,True,decreasing,9.133401756677983e-06,True,increasing,0.022101090199328155,True,decreasing,4.134103017694457e-07,True,decreasing,3.881939214522845e-11,True,decreasing,2.898660178551893e-08,False,no trend,0.09312335795704674,True,decreasing,1.567546092928751e-11,True,decreasing,2.673194998692452e-10,True,decreasing,3.512057185073303e-07,True,decreasing,2.1044277431769842e-11,True,increasing,9.516182064572831e-09,True,increasing,9.516182064572831e-09,True,increasing,9.516182064572831e-09,False,no trend,0.09041070624659686,False,no trend,1.0,True,increasing,4.228238426051689e-08,True,decreasing,1.0662974592179353e-07,True,decreasing,1.0662974592179353e-07,True,increasing,0.025511352816458333,True,decreasing,1.382339568323232e-05,True,decreasing,1.382339568323232e-05,True,decreasing,1.382339568323232e-05,True,decreasing,5.289921833906419e-10,True,increasing,1.1102230246251565e-15,True,decreasing,3.8354230902371e-10,True,increasing,4.780060384135254e-05
spring-guides/gs-messaging-jms,False,no trend,0.09032889420443446,False,no trend,0.09032889420443446,False,no trend,0.09032889420443446,False,no trend,1.0,True,decreasing,1.6415313552897715e-11,True,decreasing,0.00010564824206138468,True,decreasing,1.0845102593748379e-11,True,decreasing,4.0488699615259804e-07,False,no trend,1.0,True,decreasing,4.440892098500626e-16,True,increasing,3.737185672036958e-09,False,no trend,1.0,True,decreasing,8.906807358322055e-08,True,decreasing,0.0,True,decreasing,8.569700504779121e-11,True,increasing,3.9635184023723014e-10,True,increasing,0.0,True,increasing,6.948119857241863e-10,True,increasing,1.2346947908525863e-09,True,decreasing,0.0,False,no trend,1.0,False,no trend,1.0,True,increasing,6.661338147750939e-16,True,decreasing,0.009329627887683767,True,increasing,4.097362449329012e-09,True,decreasing,0.005597473165841915,True,decreasing,0.022892949476730262,True,decreasing,0.0,True,decreasing,6.821346887342372e-06,True,decreasing,1.1004752664689477e-11,True,decreasing,0.021823160760511273,False,no trend,0.1455975635572162,True,decreasing,0.009215961424935637,True,decreasing,0.01601604977636706,True,decreasing,0.01601604977636706,True,decreasing,0.01601604977636706,False,no trend,1.0,False,no trend,1.0,False,no trend,0.09032889420443446,False,no trend,0.1148395131688873,False,no trend,0.1148395131688873,True,decreasing,1.4497700351334686e-06,True,increasing,6.157567122855312e-09,True,increasing,6.157567122855312e-09,True,increasing,6.157567122855312e-09,True,increasing,6.948119857241863e-10,True,increasing,0.0,True,increasing,3.175237850427948e-14,True,increasing,0.0
spring-guides/gs-gradle,False,no trend,1.0,False,no trend,1.0,False,no trend,1.0,False,no trend,1.0,True,decreasing,2.220446049250313e-16,True,decreasing,1.9984014443252818e-15,True,decreasing,2.220446049250313e-16,False,no trend,1.0,False,no trend,1.0,True,increasing,1.7763568394002505e-15,True,increasing,2.220446049250313e-16,False,no trend,1.0,True,increasing,2.220446049250313e-16,True,decreasing,1.9984014443252818e-15,False,no trend,1.0,True,increasing,2.220446049250313e-16,True,increasing,1.7763568394002505e-15,True,increasing,1.7763568394002505e-15,True,increasing,2.220446049250313e-16,False,no trend,1.0,True,increasing,1.7763568394002505e-15,False,no trend,1.0,True,increasing,1.9984014443252818e-15,True,increasing,2.220446049250313e-16,True,increasing,1.7763568394002505e-15,True,increasing,2.220446049250313e-16,True,increasing,2.220446049250313e-16,True,increasing,1.7763568394002505e-15,False,no trend,1.0,True,increasing,1.7763568394002505e-15,True,increasing,2.220446049250313e-16,True,increasing,2.220446049250313e-16,True,increasing,2.220446049250313e-16,False,no trend,1.0,False,no trend,1.0,False,no trend,1.0,False,no trend,1.0,False,no trend,1.0,False,no trend,1.0,True,increasing,2.220446049250313e-16,True,increasing,2.220446049250313e-16,False,no trend,1.0,True,increasing,1.7763568394002505e-15,True,increasing,1.7763568394002505e-15,True,increasing,1.7763568394002505e-15,True,increasing,1.7763568394002505e-15,True,increasing,2.220446049250313e-16,True,decreasing,6.282582232230993e-09,True,increasing,0.0
spring-guides/gs-consuming-web-service,True,decreasing,0.0,True,decreasing,0.0,True,decreasing,0.0,False,no trend,1.0,True,decreasing,0.0,True,decreasing,4.345122039950411e-09,True,decreasing,0.0,True,increasing,1.0933121075140662e-10,False,no trend,1.0,True,decreasing,0.0,True,decreasing,0.0,False,no trend,1.0,True,increasing,6.232697691288536e-09,True,increasing,1.1958862320415875e-06,True,increasing,0.004442729595155903,True,decreasing,1.1823956880263609e-07,False,no trend,1.0,True,decreasing,7.3748486850711e-07,True,decreasing,5.682465888945387e-07,True,increasing,0.0,False,no trend,1.0,False,no trend,1.0,True,decreasing,0.0,True,decreasing,4.796163466380676e-14,True,decreasing,2.120525977034049e-13,True,decreasing,0.0,True,decreasing,2.8954616482224083e-13,True,decreasing,0.0,True,increasing,7.94423793415433e-09,True,decreasing,0.0,True,decreasing,0.0,True,decreasing,0.0,True,decreasing,0.0,True,decreasing,0.0,True,decreasing,0.0,True,decreasing,0.0,False,no trend,1.0,True,decreasing,6.232697691288536e-09,True,decreasing,0.0,False,no trend,1.0,False,no trend,1.0,True,increasing,1.0229017632923387e-10,True,decreasing,2.120525977034049e-13,True,decreasing,2.120525977034049e-13,True,decreasing,2.120525977034049e-13,False,no trend,0.09506978702677449,True,increasing,6.232697691288536e-09,True,decreasing,0.0011966402636400808,True,increasing,1.0658141036401503e-14
spring-guides/gs-consuming-rest,False,no trend,0.8399074834657079,False,no trend,0.8399074834657079,False,no trend,0.8399074834657079,False,no trend,0.18322725506228443,True,decreasing,0.0,True,decreasing,0.0033608688508874884,True,decreasing,0.0,True,decreasing,4.729550084903167e-13,False,no trend,0.07336444480619209,True,decreasing,2.220446049250313e-16,True,decreasing,5.851013743529698e-05,False,no trend,1.0,True,increasing,0.0,True,decreasing,1.191805543143687e-09,False,no trend,0.054056105597188875,True,increasing,0.00581124034024616,True,decreasing,0.0,True,increasing,0.006710880339561465,True,increasing,0.006710880339561465,True,increasing,0.00034339273895622746,False,no trend,1.0,False,no trend,1.0,True,increasing,0.006350801762022851,True,increasing,0.048285459015494636,False,no trend,0.22085427729445395,True,increasing,0.02255363086120865,False,no trend,0.2936908290241429,False,no trend,0.3992419381974863,True,decreasing,0.0,True,decreasing,0.0,True,decreasing,2.078877323397066e-06,False,no trend,0.10465548135061775,True,decreasing,2.5990321006474915e-12,False,no trend,0.39522671018364086,False,no trend,0.39522671018364086,False,no trend,0.39522671018364086,False,no trend,0.18322725506228443,False,no trend,1.0,True,decreasing,0.0032392879708036393,True,decreasing,6.661338147750939e-16,True,decreasing,6.661338147750939e-16,True,decreasing,0.0,True,increasing,0.01751822322659602,True,increasing,0.01751822322659602,True,increasing,0.01751822322659602,True,increasing,0.006281322418308033,True,increasing,0.0,True,increasing,2.5198268376325217e-06,True,increasing,5.10702591327572e-15
spring-guides/gs-accessing-mongodb-data-rest,False,no trend,1.0,False,no trend,1.0,False,no trend,1.0,False,no trend,1.0,True,increasing,6.3412021866771084e-06,True,increasing,7.029552584914001e-06,True,increasing,7.029552584914001e-06,False,no trend,1.0,False,no trend,1.0,True,increasing,2.1129187288693174e-08,True,increasing,7.029552584914001e-06,False,no trend,1.0,True,increasing,0.0,True,decreasing,3.179180410950444e-05,False,no trend,1.0,True,increasing,7.827504946877895e-06,False,no trend,0.33509148172486336,True,increasing,7.827504946877895e-06,True,increasing,7.827504946877895e-06,True,increasing,5.4510832590004554e-06,False,no trend,1.0,False,no trend,1.0,True,increasing,7.827504946877895e-06,True,increasing,7.827504946877895e-06,True,increasing,7.827504946877895e-06,True,increasing,7.827504946877895e-06,True,increasing,7.827504946877895e-06,True,increasing,7.827504946877895e-06,False,no trend,1.0,True,increasing,7.827504946877895e-06,True,increasing,7.827504946877895e-06,True,increasing,7.827504946877895e-06,True,increasing,7.827504946877895e-06,False,no trend,1.0,False,no trend,1.0,False,no trend,1.0,False,no trend,1.0,False,no trend,1.0,False,no trend,1.0,False,no trend,0.33061506597210233,False,no trend,0.33061506597210233,False,no trend,1.0,True,increasing,7.827504946877895e-06,True,increasing,7.827504946877895e-06,True,increasing,7.827504946877895e-06,True,increasing,7.827504946877895e-06,True,increasing,0.0,False,no trend,0.9336848480991315,True,increasing,4.002598452679251e-08
spring-guides/gs-accessing-data-rest,False,no trend,1.0,False,no trend,1.0,False,no trend,1.0,False,no trend,1.0,True,increasing,7.081577541256934e-06,True,increasing,3.285489997839619e-06,True,increasing,7.081577541256934e-06,False,no trend,1.0,False,no trend,1.0,True,increasing,5.432980858532943e-07,True,increasing,3.285489997839619e-06,False,no trend,1.0,True,increasing,0.0,True,decreasing,1.9044132760992483e-05,False,no trend,0.22530945202585517,True,increasing,7.1410793431869735e-06,False,no trend,0.3788485552576879,True,increasing,1.26273173588487e-05,True,increasing,1.26273173588487e-05,True,increasing,1.3704670882574987e-06,False,no trend,1.0,False,no trend,1.0,True,increasing,1.0806973506749529e-05,True,increasing,7.081577541256934e-06,True,increasing,6.037549958426425e-06,True,increasing,6.037549958426425e-06,True,increasing,7.081577541256934e-06,True,increasing,8.436010478174438e-06,False,no trend,1.0,True,increasing,1.116947746115926e-05,True,increasing,1.116947746115926e-05,True,increasing,6.84837864017851e-06,True,increasing,1.116947746115926e-05,False,no trend,1.0,False,no trend,1.0,False,no trend,1.0,False,no trend,1.0,False,no trend,1.0,False,no trend,1.0,False,no trend,0.3983229488400981,False,no trend,0.3983229488400981,False,no trend,1.0,True,increasing,1.26273173588487e-05,True,increasing,1.26273173588487e-05,True,increasing,1.26273173588487e-05,True,increasing,1.26273173588487e-05,True,increasing,0.0,True,increasing,0.0007656589217348575,True,increasing,0.0
spring-guides/gs-accessing-data-jpa,True,decreasing,2.9673233425953072e-08,True,decreasing,2.9673233425953072e-08,True,decreasing,2.9673233425953072e-08,False,no trend,1.0,True,decreasing,0.00043605899749299404,False,no trend,0.891218218633375,True,decreasing,4.3181641817824357e-07,True,decreasing,0.006163084243126837,True,decreasing,0.016760810760711564,True,decreasing,1.4715025420386496e-08,True,increasing,0.03596405703151584,False,no trend,1.0,True,increasing,0.0,True,decreasing,0.00030188521939877866,False,no trend,0.12265286472950376,False,no trend,0.7142729813756743,True,decreasing,0.033972196352663575,False,no trend,0.7142729813756743,False,no trend,0.7314399128194378,True,increasing,0.002405560680905916,True,decreasing,0.0023753072036378775,True,decreasing,8.881784197001252e-16,False,no trend,0.25403504621066775,True,decreasing,7.229112863882392e-09,True,decreasing,3.432587547536059e-12,True,decreasing,5.382974288536957e-09,True,decreasing,5.564815926062394e-06,True,decreasing,0.0,False,no trend,0.050193691722111966,True,decreasing,0.0,True,decreasing,0.0,True,decreasing,0.0,True,decreasing,0.0,True,decreasing,1.412203687323199e-13,True,decreasing,1.412203687323199e-13,True,decreasing,1.412203687323199e-13,False,no trend,1.0,False,no trend,1.0,True,decreasing,0.0,True,decreasing,0.0,True,decreasing,0.0,False,no trend,0.13969074785128432,True,decreasing,4.289589705686048e-05,True,decreasing,4.289589705686048e-05,True,decreasing,4.289589705686048e-05,False,no trend,0.6578417018822336,True,increasing,0.0,True,decreasing,0.00018145068920771834,True,increasing,0.0
spring-guides/getting-started-guides,False,no trend,1.0,False,no trend,1.0,False,no trend,1.0,False,no trend,1.0,True,increasing,0.0,True,increasing,6.658926943181598e-08,True,increasing,0.0,True,increasing,3.7125024388018346e-08,False,no trend,1.0,False,no trend,0.0503260610815921,True,increasing,3.7125024388018346e-08,False,no trend,1.0,True,increasing,0.0,True,decreasing,2.886579864025407e-15,True,increasing,3.7125024388018346e-08,True,increasing,0.0,True,increasing,0.0,True,increasing,3.7125024388018346e-08,True,increasing,3.7125024388018346e-08,False,no trend,1.0,False,no trend,1.0,False,no trend,1.0,True,increasing,3.7125024388018346e-08,True,increasing,0.0,True,increasing,0.0,True,increasing,0.0,True,increasing,0.0,True,increasing,0.0,True,increasing,3.7125024388018346e-08,True,increasing,0.0,True,increasing,0.0,True,increasing,0.0,True,increasing,3.7125024388018346e-08,False,no trend,1.0,False,no trend,1.0,False,no trend,1.0,False,no trend,1.0,False,no trend,1.0,False,no trend,1.0,True,increasing,3.7125024388018346e-08,True,increasing,3.7125024388018346e-08,True,increasing,3.7125024388018346e-08,True,increasing,3.7125024388018346e-08,True,increasing,3.7125024388018346e-08,True,increasing,3.7125024388018346e-08,True,increasing,3.7125024388018346e-08,True,increasing,0.0,True,decreasing,0.02718133005179446,True,increasing,1.0952489815085897e-06
spring-guides/gs-validating-form-input,False,no trend,1.0,False,no trend,1.0,False,no trend,1.0,False,no trend,1.0,True,increasing,0.00041021037518507164,True,increasing,3.4152255912189844e-08,True,increasing,0.011685904437391592,True,decreasing,0.01603630334320183,True,increasing,6.321165813005791e-12,True,decreasing,2.220446049250313e-16,True,decreasing,0.0,False,no trend,1.0,True,increasing,0.0,True,decreasing,6.036798472663918e-06,False,no trend,1.0,True,increasing,0.0005293742024623516,True,increasing,6.396060219238109e-07,True,increasing,0.001462281520160813,True,increasing,0.001462281520160813,False,no trend,0.6753318597506612,False,no trend,1.0,True,decreasing,0.01603630334320183,True,increasing,5.897666004450741e-07,True,increasing,2.0306277104253923e-08,True,increasing,1.3322676295501878e-15,True,increasing,1.5493135843369643e-05,True,increasing,1.109195433945942e-06,True,increasing,4.0275452731552974e-05,True,decreasing,0.01603630334320183,False,no trend,0.9659623162113957,False,no trend,0.31683799299609516,True,increasing,2.801941147656528e-05,False,no trend,0.31683799299609516,True,decreasing,0.0,True,decreasing,0.0,True,decreasing,0.0,False,no trend,1.0,True,decreasing,1.0255374327527988e-10,True,decreasing,0.0,True,decreasing,5.653700253738236e-06,True,decreasing,5.653700253738236e-06,True,decreasing,0.01603630334320183,True,increasing,0.00029187884367831707,True,increasing,0.00029187884367831707,True,increasing,0.00029187884367831707,True,increasing,0.001462281520160813,True,increasing,0.0,True,increasing,6.0329782413770516e-05,True,increasing,9.209734241899525e-08
spring-guides/gs-rest-hateoas,True,increasing,0.01664404180071921,True,increasing,0.01664404180071921,True,increasing,0.01664404180071921,False,no trend,1.0,True,decreasing,4.323363889113807e-11,True,decreasing,0.0,True,decreasing,0.00216723954730047,False,no trend,0.06300510804560777,False,no trend,1.0,True,decreasing,3.513081920925032e-07,True,decreasing,0.0,False,no trend,1.0,True,increasing,0.0,True,decreasing,5.8331962542457205e-06,True,decreasing,0.0,True,decreasing,3.6030658456809306e-09,True,increasing,1.3977850402246972e-05,True,decreasing,0.0,True,decreasing,0.0,False,no trend,1.0,True,increasing,0.01664404180071921,False,no trend,1.0,True,decreasing,0.0,True,decreasing,4.4284543143646715e-08,True,decreasing,1.387090442506178e-11,True,decreasing,0.0006016311959349263,True,decreasing,0.006478146788360339,True,decreasing,0.0010939924873969442,False,no trend,0.06300510804560777,True,decreasing,0.0015170244466919947,True,decreasing,1.1658202203612689e-07,True,decreasing,0.002883316397994884,True,decreasing,0.0,True,increasing,0.01664404180071921,True,increasing,0.01664404180071921,True,increasing,0.01664404180071921,False,no trend,1.0,True,decreasing,0.0,True,increasing,0.01664404180071921,False,no trend,1.0,False,no trend,1.0,False,no trend,0.06220403974218902,True,decreasing,0.0,True,decreasing,0.0,True,decreasing,0.0,True,decreasing,0.0,True,increasing,0.0,True,decreasing,0.0041887687947927965,True,increasing,2.220446049250313e-15
spring-guides/gs-messaging-gcp-pubsub,False,no trend,1.0,False,no trend,1.0,False,no trend,1.0,False,no trend,1.0,True,increasing,0.0,False,no trend,0.7691566449496063,True,increasing,0.0,False,no trend,1.0,False,no trend,1.0,True,increasing,2.6888147264259032e-09,True,increasing,1.3322676295501878e-15,False,no trend,1.0,True,increasing,2.886579864025407e-15,False,no trend,0.7691566449496063,True,increasing,1.3322676295501878e-15,True,increasing,0.0,True,increasing,0.0,True,increasing,1.3322676295501878e-15,True,increasing,1.3322676295501878e-15,False,no trend,1.0,False,no trend,1.0,False,no trend,1.0,True,increasing,1.3322676295501878e-15,True,increasing,0.0,True,increasing,0.0,True,increasing,0.0,True,increasing,0.0,True,increasing,0.0,True,increasing,1.3322676295501878e-15,True,increasing,0.0,True,increasing,0.0,True,increasing,0.0,True,increasing,2.9753977059954195e-14,False,no trend,1.0,False,no trend,1.0,False,no trend,1.0,False,no trend,1.0,False,no trend,1.0,False,no trend,1.0,False,no trend,1.0,False,no trend,1.0,True,increasing,2.220446049250313e-16,True,increasing,1.3322676295501878e-15,True,increasing,1.3322676295501878e-15,True,increasing,1.3322676295501878e-15,True,increasing,1.3322676295501878e-15,False,no trend,0.7691566449496063,True,decreasing,1.476308218562039e-06,True,increasing,0.0035397195648840807
