full_name,created_at,description,forks_count,language,open_issues_count,size,stargazers_count,subscribers_count,updated_at,watchers_count
Azure-Samples/resources-java-deploy-using-arm-template,2016-06-14 19:52:20,Getting started on deploying using an ARM template using Java,7,Java,3,122,3,24,2021-01-15 10:44:42,3
Azure-Samples/hdinsight-java-deploy-storm-topology,2016-06-22 15:59:40,An example of how to programmatically deploy a Storm topology to an HDInsight cluster.,3,Java,0,9,1,22,2021-01-22 17:15:38,1
Azure-Samples/hdinsight-java-hive-udf,2016-06-28 16:08:36,A basic Java-based User Defined Function (UDF) for Hive.,3,Java,1,13,2,22,2019-07-17 21:30:55,2
Azure-Samples/hdinsight-storm-java-kafka,2016-08-25 21:17:33,Java-based example of reading and writing to Apache Kafka from Apache Storm on HDInsight,3,Java,1,26,6,23,2020-01-30 16:37:54,6
Azure-Samples/compute-java-manage-virtual-machines-in-parallel,2016-09-22 16:55:56,Getting started on managing virtual machines in parallel using Java,2,Java,1,106,0,24,2021-01-15 10:46:56,0
Azure-Samples/batch-java-manage-batch-accounts,2016-09-22 16:56:31,Getting started on managing batch accounts using Java,1,Java,1,72,0,24,2021-01-15 10:51:38,0
Azure-Samples/compute-java-manage-virtual-machine-using-vm-extensions,2016-09-22 16:56:39,Getting started on managing virtual machines using vm extensions using Java,5,Java,0,110,1,26,2021-01-15 10:46:23,1
Azure-Samples/compute-java-manage-virtual-machines-with-network-in-parallel,2016-09-22 16:56:50,Getting started on managing virtual machines within subnets in parallel using Java,2,Java,0,109,0,24,2021-01-15 10:46:56,0
Azure-Samples/network-java-manage-internet-facing-load-balancers,2016-09-22 16:56:53,Getting started on managing load balancers using Java,3,Java,0,112,1,24,2021-01-15 11:00:05,1
Azure-Samples/key-vault-java-manage-key-vaults,2016-09-27 18:26:04,Getting started on managing key vaults using Java,13,Java,2,127,2,23,2021-01-31 15:10:32,2
Azure-Samples/compute-java-manage-virtual-machine-scale-sets,2016-09-28 23:23:36,Getting started on managing virtual machine scale sets using Java,2,Java,0,114,0,24,2021-01-15 10:59:56,0
Azure-Samples/network-java-manage-internal-load-balancers,2016-09-28 23:24:17,Getting started on managing internal load balancers using Java,3,Java,0,111,2,26,2021-01-15 11:00:04,2
Azure-Samples/compute-java-list-vm-extension-images,2016-09-29 18:20:30,Getting started on listing virtual machine extension images using Java,2,Java,0,105,0,24,2021-01-15 10:46:22,0
Azure-Samples/data-lake-store-java-upload-download-get-started,2016-10-11 16:26:47,"This sample Java application shows you how to use the Java SDK to upload and download files to Azure Data Lake Store, and do other filesystem operations.",9,Java,1,9,5,17,2021-08-04 05:28:54,5
Azure-Samples/storage-blob-android-photo-uploader,2016-10-12 19:18:12,Getting started sample for Adroid that show how to upload and retrieve photos/images from the Azure Blob Storage,12,Java,4,95,10,29,2020-09-01 18:41:39,10
Azure-Samples/event-hubs-java-storm-sender-jms-receiver,2016-10-26 17:30:39,This is a Java project which shows how to send message to Azure EventHub by Apach Storm and receive by JMS,3,Java,0,4963,1,22,2019-09-23 20:14:16,1
Azure-Samples/hdinsight-kafka-java-get-started,2016-11-09 17:25:28,Basic example of using Java to create a producer and consumer that work with Kafka on HDInsight. Also a demonstration of the streaming api.,36,Java,2,7842,23,23,2021-05-14 02:28:13,23
Azure-Samples/storage-java-client-side-encryption,2016-12-14 22:57:10,This sample demonstrates how to use client side encryption in Java along with Azure Key Vault integration,2,Java,0,13,1,24,2020-02-19 09:06:22,1
Azure-Samples/app-service-java-manage-storage-connections-for-web-apps,2016-12-16 20:44:38,Getting started on managing storage connections for Web Apps using Java,2,Java,0,3423,1,24,2021-05-24 18:53:33,1
Azure-Samples/sql-database-java-manage-sql-dbs-in-elastic-pool,2016-12-16 20:44:40,Getting started on managing SQL databases in elastic pools using Java,1,Java,0,93,0,24,2021-01-15 10:50:20,0
Azure-Samples/sql-database-java-manage-firewalls-for-sql-databases,2016-12-16 20:44:47,Getting started on managing firewalls for sql databases using Java,1,Java,0,91,0,25,2021-01-15 10:50:26,0
Azure-Samples/compute-java-create-virtual-machines-across-regions-in-parallel,2016-12-16 20:44:50,Getting started on creating several virtual machines across regions in parallel using Java,2,Java,0,103,0,24,2021-01-15 11:00:46,0
Azure-Samples/sql-database-java-manage-sql-databases-across-regions,2016-12-16 20:45:13,Getting started with managing SQL databases across regions using Java,3,Java,0,110,0,24,2021-01-15 10:50:29,0
Azure-Samples/dns-java-host-and-manage-your-domains,2016-12-16 20:45:13,Getting started on hosting and managing your domains using Java,2,Java,2,141,0,24,2021-01-15 10:46:22,0
Azure-Samples/redis-java-manage-cache,2016-12-16 20:45:15,Getting started on managing Redis Cache using Java,2,Java,1,93,0,24,2021-01-15 10:52:29,0
Azure-Samples/app-service-java-configure-deployment-sources-for-web-apps,2016-12-16 20:45:17,Getting started on configuring deployment sources for Web Apps using Java,3,Java,0,15307,0,25,2021-01-15 10:55:12,0
Azure-Samples/sql-database-java-manage-db,2016-12-16 20:45:19,Getting started on managing SQL databases using Java,2,Java,0,97,0,24,2021-01-15 10:50:00,0
Azure-Samples/app-service-java-manage-staging-and-production-slots-for-web-apps,2016-12-16 20:45:21,Getting started on managing staging and product slots for Web Apps using Java,2,Java,0,100,1,24,2021-01-15 10:55:05,1
Azure-Samples/traffic-manager-java-manage-profiles,2016-12-16 20:45:22,Getting started on managing Traffic Manager Profiles using Java,2,Java,0,95,1,23,2021-01-15 10:45:49,1
Azure-Samples/app-service-java-manage-web-apps,2016-12-16 20:45:54,Getting started on managing Web Apps using Java,3,Java,0,99,1,24,2021-01-15 10:55:09,1
Azure-Samples/application-gateway-java-manage-simple-application-gateways,2016-12-16 20:45:56,Getting started on managing simple Application Gateways using Java,2,Java,0,105,0,24,2021-01-15 10:57:35,0
Azure-Samples/application-gateway-java-manage-application-gateways,2016-12-16 20:45:59,Getting started on managing Application Gateways with backend pools using Java,1,Java,0,110,0,23,2021-01-15 11:00:56,0
Azure-Samples/compute-java-create-virtual-machines-from-generalized-image-or-specialized-vhd,2016-12-16 20:46:01,Getting started on creating virtual machines from generalized image or specialized VHD using Java,2,Java,0,111,0,24,2021-01-15 10:46:57,0
Azure-Samples/app-service-java-manage-data-connections-for-web-apps,2016-12-16 20:46:03,Getting started on managing data connections (such as SQL Database and Redis Cache) for Web Apps using Java,2,Java,0,93,0,24,2021-01-15 10:55:33,0
Azure-Samples/cdn-java-manage-cdn,2016-12-16 20:46:05,Getting started on managing CDN using Java,1,Java,0,93,2,24,2021-01-15 10:52:20,2
Azure-Samples/app-service-java-manage-web-apps-with-custom-domains,2016-12-16 20:46:07,Getting started on managing Web Apps with custom domains using Java,1,Java,0,102,1,24,2021-05-04 00:20:45,1
Azure-Samples/app-service-java-scale-web-apps,2016-12-16 20:46:10,Getting started on scaling Web Apps using Java,3,Java,0,95,0,24,2021-01-15 13:25:26,0
Azure-Samples/managed-disk-java-create-virtual-machine-using-custom-image,2017-02-06 20:02:01,Getting started with creating a virtual machine using a custom image using Java,2,Java,0,107,1,23,2021-01-15 10:47:00,1
Azure-Samples/managed-disk-java-create-virtual-machine-using-custom-image-from-VHD,2017-02-06 20:09:23,"Getting started with creating a virtual machine using a VHD, either OS or data disk VHD using Java",2,Java,0,108,1,24,2021-01-15 10:47:27,1
Azure-Samples/managed-disk-java-create-virtual-machine-using-specialized-disk-from-VHD,2017-02-06 20:13:50,Getting started with creating a virtual machine by importing a specialized operating system disk VHD using Java,3,Java,0,100,0,23,2021-01-15 10:47:27,0
Azure-Samples/managed-disk-java-create-virtual-machine-using-specialized-disk-from-snapshot,2017-02-06 20:32:39,Getting started with creating a Virtual Machine using specialized disks from Snapshots using Java,1,Java,0,100,0,24,2021-01-15 10:47:30,0
Azure-Samples/managed-disk-java-convert-existing-virtual-machines-to-use-managed-disks,2017-02-06 20:35:09,Getting started with converting Virtual Machines to use Managed Disks using Java,1,Java,0,97,0,24,2021-01-15 10:47:30,0
Azure-Samples/compute-java-manage-virtual-machine-with-unmanaged-disks,2017-02-06 20:36:56,Getting started with managing Virtual Image with Managed Disks using Java,1,Java,0,99,0,23,2021-01-15 10:47:57,0
Azure-Samples/compute-java-manage-virtual-machine-scale-set-with-unmanaged-disks,2017-02-06 20:46:30,Getting started with managing Virtual Machine Scale Sets with Managed Disks using Java,1,Java,0,103,0,23,2021-01-15 10:47:57,0
Azure-Samples/resources-java-deploy-virtual-machine-with-managed-disks-using-arm-template,2017-02-06 20:51:39,Getting started with deploying a Virtual Machine with managed disks using an ARM Template using Java,2,Java,0,102,1,24,2021-01-15 10:48:00,1
Azure-Samples/active-directory-b2c-android-native-appauth,2017-03-03 05:19:42,Demonstrates how you can use a third party library to build an Android application that authenticates Microsoft identity users to our B2C identity service and calls a web API using OAuth 2.0 access tokens.,11,Java,8,253,18,54,2020-12-01 00:43:03,18
Azure-Samples/azure-mobile-apps-android-quickstart,2017-03-29 22:14:00,"The QuickStart client (TodoList) sample project for Azure Mobile Apps, for the Android Native platform .",1,Java,0,38,2,24,2020-01-05 04:36:12,2
Azure-Samples/app-service-java-manage-web-apps-on-linux,2017-04-06 20:23:14,Getting started on managing Web Apps on Linux using Java,2,Java,0,91,0,23,2021-01-15 10:53:14,0
Azure-Samples/app-service-java-manage-authentication-for-web-apps,2017-04-11 18:53:19,Getting started on managing authentication for Web Apps using Java,1,Java,0,92,0,23,2021-01-15 10:53:13,0
Azure-Samples/app-service-java-manage-web-apps-on-linux-with-custom-domains,2017-04-11 18:55:50,Getting started on managing Web Apps on Linux with custom domains using Java,1,Java,0,94,0,23,2021-01-15 10:53:30,0
Azure-Samples/app-service-java-configure-deployment-sources-for-web-apps-on-linux,2017-04-11 18:56:26,Getting started on configuring deployment sources for Web Apps on Linux using Java,2,Java,0,94,0,24,2021-01-15 10:53:41,0
Azure-Samples/app-service-java-scale-web-apps-on-linux,2017-04-11 18:57:34,Getting started on scaling Web Apps on Linux using Java,2,Java,0,87,0,23,2021-01-15 13:25:26,0
Azure-Samples/app-service-java-manage-storage-connections-for-web-apps-on-linux,2017-04-11 18:58:01,Getting started on managing storage connections for Web Apps on Linux using Java,2,Java,0,94,0,23,2021-01-26 23:35:06,0
Azure-Samples/app-service-java-manage-data-connections-for-web-apps-on-linux,2017-04-11 18:58:31,Getting started on managing data connections (such as SQL Database and Redis Cache) for Web Apps on Linux using Java ,1,Java,0,85,0,23,2021-01-15 10:53:55,0
Azure-Samples/app-service-java-manage-functions,2017-04-11 18:59:19,Getting started on managing Functions using java,3,Java,1,90,1,23,2021-01-15 10:54:09,1
Azure-Samples/app-service-java-manage-functions-with-custom-domains,2017-04-11 18:59:50,Getting started on managing Functions with custom domains using Java,1,Java,0,93,1,23,2021-01-15 10:54:10,1
Azure-Samples/app-service-java-configure-deployment-sources-for-functions,2017-04-11 19:00:15,Getting started on configuring deployment sources for Functions using Java,1,Java,0,97,2,23,2021-01-15 10:54:12,2
Azure-Samples/app-service-java-manage-authentication-for-functions,2017-04-11 19:00:59,Getting started on managing authentication for Functions using Java,1,Java,0,96,0,23,2021-01-15 10:54:20,0
Azure-Samples/compute-java-manage-vm-async,2017-04-11 19:01:36,Getting Started with Compute - Manage Virtual Machines using Java asynchronously,1,Java,1,93,1,23,2021-01-15 10:51:53,1
Azure-Samples/storage-java-manage-storage-accounts-async,2017-04-11 19:01:56,Getting started on managing storage accounts using Java asynchronously,2,Java,0,91,0,24,2021-01-15 10:51:54,0
Azure-Samples/compute-java-manage-virtual-machine-scale-sets-async,2017-04-11 19:02:17,Getting started on managing virtual machine scale sets using Java asynchronously,1,Java,0,96,0,24,2021-01-15 10:52:04,0
Azure-Samples/network-java-manage-virtual-network-async,2017-04-11 19:02:59,"Manage virtual networks using Java asynchronously - create a virtual network, create a virtual network with subnets, update a virtual network, list virtual networks, delete a virtual network",1,Java,0,93,0,23,2021-01-15 10:52:15,0
Azure-Samples/app-service-java-configure-deployment-sources-for-web-apps-async,2017-04-11 19:03:45,Getting started on configuring deployment sources for Web Apps using Java asynchronously,1,Java,0,93,0,23,2021-01-15 10:52:20,0
Azure-Samples/service-bus-java-manage-queue-with-basic-features,2017-04-11 19:04:08,Getting started on managing Service Bus Queues with basic features using Java,5,Java,2,86,5,23,2021-05-14 07:38:33,5
Azure-Samples/service-bus-java-manage-publish-subscribe-with-basic-features,2017-04-11 19:04:36,Getting started on managing Service Bus Publish-Subscribe with basic features using Java,5,Java,1,86,1,25,2021-03-04 12:12:13,1
Azure-Samples/service-bus-java-manage-with-claims-based-authorization,2017-04-11 19:05:04,Getting started on managing Service Bus with claims based authorization using Java,4,Java,0,86,0,23,2021-01-15 10:49:53,0
Azure-Samples/service-bus-java-manage-publish-subscribe-with-advanced-features,2017-04-11 19:05:39,"Getting started on managing Service Bus Publish-Subscribe with advanced features using Java - sessions, dead-lettering, de-duplication and auto-deletion of idle entries",4,Java,0,87,1,24,2021-01-15 10:49:58,1
Azure-Samples/service-bus-java-manage-queue-with-advanced-features,2017-04-11 19:05:58,"Getting started on managing Service Bus Queues with advanced features using Java - sessions, dead-lettering, de-duplication and auto-deletion of idle entries",6,Java,0,86,1,24,2021-01-15 10:50:00,1
Azure-Samples/ms-identity-android-native,2017-04-18 20:56:14,"[DEPRECATED]An Android app showcasing how to use MSAL to authenticate MSA and Azure AD via the converged v2.0 authentication endpoint, and access the Microsoft Graph with the resulting token.",20,Java,13,4928,19,47,2021-03-05 19:17:29,19
Azure-Samples/active-directory-b2c-android-native-msal,2017-05-07 23:03:13,"This is a simple Android app showcasing how to use MSAL to authenticate users via Azure Active Directory B2C, and access a Web API with the resulting tokens.",10,Java,4,25537,6,50,2020-11-19 21:34:58,6
Azure-Samples/azure-cosmos-db-graph-java-getting-started,2017-05-09 15:42:36,Azure Cosmos DB's Graph API provides the graph data model and Gremlin. This tutorial shows how to get started with the Graph (Gremlin) API and the Java SDK.,16,Java,7,26,8,45,2021-05-24 11:24:56,8
Azure-Samples/azure-cosmos-db-mongodb-java-getting-started,2017-05-10 04:13:37,This repository shows how to run MongoDB queries and operations in Azure Cosmos DB.,6,Java,4,10,0,42,2019-09-10 17:08:06,0
Azure-Samples/hbase-phoenix-connection-pool,2017-05-23 21:07:43,Phoenix connection management tool for query optimization,2,Java,0,26,2,21,2020-02-14 07:43:53,2
Azure-Samples/aad-java-manage-service-principals,2017-06-12 21:52:37,Getting started with managing service principals using Java.,1,Java,0,53,2,23,2021-01-15 10:56:08,2
Azure-Samples/aad-java-manage-passwords,2017-06-12 21:59:39,Getting started on managing passwords for applications and service principals.,2,Java,0,38,0,24,2021-01-15 05:57:08,0
Azure-Samples/acr-java-manage-azure-container-registry,2017-06-12 22:05:00,Getting started on managing Azure container registries using Java,4,Java,0,108,4,24,2021-01-15 10:58:06,4
Azure-Samples/app-service-maven,2017-06-13 18:43:15,Sample Java webapp preconfigured for Maven deploy to Azure App Service ,36,Java,1,5,3,17,2021-06-30 06:01:07,3
Azure-Samples/app-service-java-deploy-image-from-acr-to-linux,2017-06-14 19:13:14,Deploy a container image from Azure Container Registry to Linux containers in App Service using Java,3,Java,0,97,1,23,2021-01-15 10:55:09,1
Azure-Samples/cosmosdb-java-create-documentdb-and-configure-for-high-availability,2017-06-14 21:14:16,Create a DocumentDB and configure it for high availability using Java,1,Java,0,50,0,24,2019-10-18 04:03:02,0
Azure-Samples/cosmosdb-java-create-documentdb-and-configure-for-eventual-consistency,2017-06-14 21:20:26,Create a DocumentDB and configure it with eventual consistency using Java,2,Java,0,53,0,23,2020-10-19 19:13:38,0
Azure-Samples/cosmosdb-java-create-documentdb-and-get-mongodb-connection-string,2017-06-14 21:24:00,Create a DocumentDB and get MongoDB connection string using Java,3,Java,0,49,0,23,2019-10-24 17:11:36,0
Azure-Samples/cosmosdb-java-create-documentdb-and-configure-firewall,2017-06-14 21:29:08,"Create a DocumentDB, configure it for high availability and create a firewall by limiting access to DocumentDB from an approved set of IP addresses using Java",1,Java,0,49,0,24,2019-10-01 23:44:25,0
Azure-Samples/SpeechToText-REST,2017-06-21 04:17:42,REST Samples of Speech To Text API,27,Java,7,25,20,23,2019-09-19 03:16:13,20
Azure-Samples/key-vault-java-certificate-authentication,2017-06-26 23:17:54,Java sample showing authentication to key vault using certificate and clientId and client secretId as well as signing with Key Vault.,7,Java,1,19,5,18,2020-02-11 21:19:56,5
Azure-Samples/cognitive-services-java-computer-vision-tutorial,2017-08-17 23:17:54,This tutorial shows the features of the Microsoft Cognitive Services Computer Vision REST API.,10,Java,0,2789,5,20,2020-04-08 03:28:16,5
Azure-Samples/aad-java-manage-resources-from-vm-with-msi,2017-08-22 15:56:33,Getting started on managing Azure resources from a virtual machine with managed service identity (MSI) using Java,1,Java,0,89,0,24,2021-01-15 10:48:27,0
Azure-Samples/network-java-use-new-watcher,2017-08-22 15:57:47,Getting started on using network watcher using Java,3,Java,0,96,0,23,2021-01-15 10:56:25,0
Azure-Samples/search-java-manage-search-service,2017-08-22 15:58:44,Getting started on managing Azure search service using Java,0,Java,0,53,0,23,2021-01-15 10:57:41,0
Azure-Samples/network-java-create-simple-internet-facing-load-balancer,2017-08-22 16:03:29,Create a simple Internet Facing load balancer using Java,2,Java,0,93,3,23,2021-01-15 10:57:07,3
Azure-Samples/compute-java-manage-resources-from-vm-with-msi-in-aad-group,2017-08-22 23:10:04,Getting started on managing Azure resources from a managed service identity (MSI) enabled virtual machine that belongs to an Azure Active Directory (AAD) security group using Java,3,Java,1,95,0,23,2021-01-15 10:48:28,0
Azure-Samples/aad-java-manage-users-groups-and-roles,2017-08-28 21:07:08,Manage users and groups and manage their roles using Java,5,Java,4,90,6,25,2021-05-31 15:07:18,6
Azure-Samples/service-fabric-java-quickstart,2017-09-12 20:52:50,Service Fabric quickstart Java application sample ,15,Java,2,21963,4,35,2021-05-05 18:07:50,4
Azure-Samples/compute-java-manage-vmss-in-availability-zones,2017-09-27 17:33:56,Manage virtual machine scale sets in availability zones using Java,1,Java,0,84,0,23,2021-01-15 10:48:30,0
Azure-Samples/compute-java-manage-vms-in-availability-zones,2017-09-27 17:33:59,Manage virtual machines in availability zones using Java,1,Java,0,83,0,23,2021-01-15 10:48:30,0
Azure-Samples/network-java-manage-network-peering,2017-09-27 17:34:31,Manage network peering between two virtual networks using Java,1,Java,0,85,1,23,2021-01-15 10:57:08,1
Azure-Samples/network-java-use-network-watcher-to-check-connectivity,2017-09-27 17:35:00,Use network watcher to check connectivity between virtual machines in peered networks using Java,1,Java,0,86,1,23,2021-01-15 10:57:15,1
Azure-Samples/network-java-manage-virtual-network-with-site-to-site-vpn-connection,2017-09-27 17:35:44,Manage virtual network with site-to-site VPN connection using Java,1,Java,0,82,1,23,2021-01-15 10:56:37,1
Azure-Samples/network-java-manage-virtual-network-to-virtual-network-vpn-connection,2017-09-27 17:35:48,Manage virtual network to virtual network VPN connection using Java,1,Java,0,87,0,23,2021-01-15 10:56:38,0
Azure-Samples/aci-java-manage-container-instances-1,2017-09-27 17:36:22,Manage Azure Container Instances with new Azure File Share using Java,1,Java,0,75,0,23,2021-01-15 10:58:59,0
Azure-Samples/aci-java-manage-container-instances-2,2017-09-27 17:36:47,Manage Azure Container Instances with an existing Azure File Share using Java,1,Java,0,76,0,23,2021-01-15 10:59:05,0
Azure-Samples/aci-java-create-container-groups,2017-09-27 17:37:44,Create Container Group with multiple instances and container images using Java,3,Java,0,75,1,23,2021-01-15 10:59:09,1
Azure-Samples/azure-cosmos-db-cassandra-java-getting-started,2017-11-08 03:50:32,"This repository has example of interaction of java code with Azure Cosmos DB for creation of data, query and cleanup",14,Java,1,67,7,40,2020-10-05 22:26:07,7
Azure-Samples/storage-blobs-java-quickstart,2017-11-10 22:12:50,Code for QuickStart article for accessing Blobs with Java,33,Java,5,26,18,28,2021-05-30 13:28:46,18
Azure-Samples/acr-java-manage-azure-container-registry-with-webhooks,2017-11-13 18:19:49,Getting started on managing Azure container registries with webhooks using Java,1,Java,0,92,0,23,2021-01-15 10:58:09,0
Azure-Samples/aks-java-deploy-image-from-acr-to-kubernetes,2017-11-13 18:19:53,Deploy an image from Azure Container Registry to Kubernetes cluster using Java,3,Java,0,97,1,23,2021-03-19 05:33:44,1
Azure-Samples/aks-java-manage-kubernetes-cluster,2017-11-13 18:20:00,Getting started with Kubernetes clusters in Azure using Java,2,Java,2,88,5,23,2021-01-15 10:58:34,5
Azure-Samples/acs-java-manage-azure-container-service-with-kubernetes-orchestrator,2017-11-13 18:20:01,Getting started on managing Azure Container Service with Kubernetes orchestrator using Java,0,Java,0,49,0,23,2021-01-15 10:58:39,0
Azure-Samples/acs-java-manage-azure-container-service-with-docker-swarm-orchestrator,2017-11-13 18:20:13,Getting started on managing Azure Container Service with Docker Swarm orchestrator using Java,0,Java,0,48,0,23,2021-01-15 10:58:42,0
Azure-Samples/acs-java-deploy-image-from-acr-to-acs-orchestrator,2017-11-13 18:20:15,Deploy an image from Azure Container Registry to Azure Container Service with Kubernetes orchestrator using Java,0,Java,0,56,0,23,2021-01-15 10:58:43,0
Azure-Samples/aci-java-scale-up-containers-using-acs,2017-11-13 18:22:06,Create Container Group and scale up containers using Kubernetes in ACS using Java,2,Java,0,99,1,24,2021-01-15 10:59:34,1
Azure-Samples/compute-java-manage-vm-from-vm-with-msi-credentials,2017-11-14 18:16:28,Getting started on managing virtual machines from a virtual machine with managed service identity (MSI) credentials using Java,3,Java,0,87,0,23,2021-02-01 04:19:51,0
Azure-Samples/cognitive-services-java-sdk-samples,2017-11-14 19:35:16,Learn how to use the Bing Search Java SDK with these samples,32,Java,0,10732,11,34,2021-05-28 18:05:34,11
Azure-Samples/cognitive-services-android-customvision-sample,2017-11-16 18:36:47,Sample Anroid app for image classification using a TensorFlow model exported from Microsoft Cognitive Services Custom Vision,53,Java,8,115776,57,36,2021-02-27 16:45:03,57
Azure-Samples/locks-java-manage-locks,2017-11-17 00:11:53,Getting started with managing resource locks using Java,0,Java,0,45,0,23,2021-01-15 10:57:37,0
Azure-Samples/compute-java-create-vms-async-tracking-related-resources,2017-11-17 00:11:53,Getting started with reactive extensions in parallel Azure virtual machine creation using Java,1,Java,1,88,0,24,2021-01-15 10:57:38,0
Azure-Samples/network-java-manage-express-route,2017-11-17 00:32:21,Create and configure Express Route circuit using Java,1,Java,0,81,0,23,2021-01-15 10:56:50,0
Azure-Samples/search-java-indexer-demo,2018-01-17 18:36:03,Java program that creates an Azure Search index and automatically populates it with data from an Azure Cosmos DB instance using indexers.,4,Java,0,18,2,23,2021-01-25 22:28:15,2
