full_name,created_at,description,forks_count,language,open_issues_count,size,stargazers_count,subscribers_count,updated_at,watchers_count
aws-samples/aws-greengrass-lambda-functions,2018-11-07 22:26:12,Example local Lambda functions that can be used with AWS Greengrass and the AWS Greengrass Provisioner.,36,Java,55,2722,56,15,2021-08-03 09:25:03,56
aws-samples/amazon-sqs-java-temporary-queues-client-samples,2018-11-16 22:12:51,Example code for the Amazon SQS temporary queues client (https://github.com/awslabs/amazon-sqs-java-temporary-queues-client ) ,5,Java,1,23,5,7,2021-04-13 05:16:18,5
aws-samples/amazon-rds-data-api-demo,2018-11-21 19:38:56,Its an example Lambda app which showcases how to run queries using SDK for Aurora Serverless Data API.,19,Java,0,19,19,2,2021-05-28 00:31:46,19
aws-samples/amazon-kinesis-replay,2019-02-05 18:36:27,A Java application that replays events that are stored in objects in Amazon S3 into a Amazon Kinesis stream as if they occurred in real time.,38,Java,0,47,35,4,2021-08-02 18:12:42,35
aws-samples/crud4dynamo,2019-02-21 00:10:50,Crud4Dynamo is a light-weight library built on-top of AWS DynamoDB SDK and provides the interfaces for common access patterns when dealing with DynamoDB.,3,Java,0,474,5,3,2020-01-12 01:09:00,5
aws-samples/aws-cloudhsm-on-aws-lambda-sample,2019-02-27 01:06:28,A sample showing how to run AWS CloudHSM workloads on AWS Lambda.,6,Java,1,18,4,6,2021-01-28 01:45:32,4
aws-samples/amazon-kinesis-analytics-taxi-consumer,2019-03-14 16:19:36,"Sample Apache Flink application that can be deployed to Kinesis Analytics for Java. It reads taxi events from a Kinesis data stream, processes and aggregates them, and ingests the result to an Amazon Elasticsearch Service cluster for visualization with Kibana.",36,Java,0,11323,74,6,2021-06-01 08:53:18,74
aws-samples/alexa-web-information-service-api-samples,2019-03-18 18:11:59,Code samples to make signed requests to the Alexa.com APis on AWS Marketplace,37,Java,7,62,33,4,2021-06-19 16:51:11,33
aws-samples/alexa-top-sites-api-samples,2019-03-19 20:20:04,Code samples to make signed requests to the Alexa Top Sites API service on AWS Marketplace,17,Java,5,58,22,6,2021-08-07 23:31:43,22
aws-samples/aws-service-catalog-terraform-reference-architecture,2019-04-02 23:15:23,Apply Terraform configurations using CloudFormation through a proxy lambda,53,Java,9,20734,99,13,2021-08-02 14:43:20,99
aws-samples/amazon-emr-optimize-data-processing,2019-04-09 23:21:01,Optimizing downstream data processing with Amazon Kinesis Data Firehose and Amazon EMR running Apache Spark,4,Java,1,30,11,1,2021-05-24 07:41:47,11
aws-samples/amazon-kinesis-data-analytics-java-examples,2019-04-22 16:39:36,"Example Java applications for Kinesis Data Analytics, demonstrating sources, sinks, and operators.",31,Java,6,34468,46,3,2021-08-12 20:12:55,46
aws-samples/amazon-polly-mp3-for-microsoft-word,2019-05-08 23:29:16,Turn your Microsoft Word documents to audio playlists using Amazon Polly,5,Java,0,46,2,3,2021-06-01 11:30:17,2
aws-samples/amazon-kinesis-data-analytics-flinktableapi,2019-06-12 17:06:41,A walkthrough of setting up a Kinesis Data Analytics for Java Application which ingest streaming JSON data and leverages the Flink Table API.,7,Java,1,102,13,23,2021-08-11 14:48:17,13
aws-samples/aws-saas-factory-postgresql-rls,2019-06-13 17:37:06,Multi-Tenant Data Isolation Using PostgreSQL Row Level Security Policies,9,Java,1,485,42,10,2021-07-19 10:49:54,42
aws-samples/amazon-kinesis-analytics-beam-taxi-consumer,2019-06-19 17:25:52,"Sample Apache Beam pipeline that can be deployed to Kinesis Data Analytics for Java Applications. It reads taxi events from a Kinesis data stream, processes and aggregates them, and ingests the result to Amazon CloudWatch for visualization.",19,Java,0,1243,39,6,2021-08-04 18:45:20,39
aws-samples/amazon-mq-migration-from-ibm-mq,2019-06-21 19:26:20,"This is self-paced workshop designed to allow solutions architects, developers and system administrators to create a bridge solution from IBM MQ to Amazon MQ.",10,Java,0,1094,5,3,2020-10-15 07:25:31,5
aws-samples/aws-codebuild-polyglot-application,2019-08-02 17:10:25,Build and Test Polyglot Applications using AWS CodeBuild,4,Java,1,30,5,2,2021-01-21 05:13:21,5
aws-samples/amazon-qldb-dmv-sample-java,2019-08-06 00:42:53,A DMV based example application which demonstrates best-practices for using QLDB & the QLDB Driver for Java.,22,Java,1,318,20,14,2021-08-16 19:44:10,20
aws-samples/aws-kms-pq-tls-example,2019-08-30 01:20:14,Demo code to setup the Java SDK 2.0 to use Post-quantum TLS.,3,Java,0,60,3,9,2021-02-28 04:14:27,3
aws-samples/amazon-textract-searchable-pdf,2019-09-27 18:57:19,Generate searchable pdf documents from scanned documents with Amazon Textract,16,Java,2,3965,35,3,2021-08-16 16:14:23,35
aws-samples/amazon-comprehend-medical-fhir-integration,2019-10-02 23:37:59,Workshop demonstrating the use of Amazon Comprehend Medical to extract clinical entities from unstructured text and map them to FHIR resources.,17,Java,2,1813,36,28,2021-06-11 18:42:44,36
aws-samples/amazon-chime-voiceconnector-transcription,2019-10-03 18:44:51,,12,Java,2,457,24,14,2021-06-21 10:26:38,24
aws-samples/rds-breakglass-user-management,2019-10-08 15:11:24,,2,Java,0,19,0,2,2021-02-22 09:21:34,0
aws-samples/busy-engineers-document-bucket,2019-10-08 23:40:31,A workshop to introduce client-side encryption with the AWS Encryption SDK and AWS KMS.,14,Java,49,2780,12,14,2021-06-09 23:27:06,12
aws-samples/amazon-dynamodb-implementing-priority-queuing,2019-10-15 17:27:55,Implementing Priority Queuing with Amazon DynamoDB,2,Java,1,494,17,3,2021-06-06 20:43:35,17
aws-samples/faster-cryptography-in-java-with-aws,2019-11-20 00:17:57,Code sample showing how to use Amazon Corretto Crypto Provider to speed up your service.,3,Java,0,303,3,13,2021-03-03 21:43:36,3
aws-samples/aws-glue-data-catalog-replication-utility,2019-11-25 23:33:49,Replication utility for AWS Glue Data Catalog,7,Java,0,12627,44,8,2021-06-10 15:26:29,44
aws-samples/amazon-eks-jenkins-terraform,2019-11-25 23:37:46,"These samples focus on Continuous Integration, and contain installation and configuration of Jenkins on Amazon EC2 using Hashicorp Terraform (Open Source)",247,Java,4,713,38,5,2021-08-06 01:43:19,38
aws-samples/aws-codecommit-pull-request-approver-demo,2019-12-06 22:44:53,AWS CodeCommit sample repository with SonarQube integration,26,Java,1,10,4,3,2020-06-09 15:07:30,4
aws-samples/aws-lambda-java-oracle-starter-kit,2019-12-08 02:34:41,AWS Lambda starter kit for Oracle using Java and AWS Secrets Manager,5,Java,0,835,6,3,2021-06-10 15:37:56,6
aws-samples/designing-cloud-native-microservices-on-aws,2019-12-13 18:15:07,"Introduce a fluent way to design cloud native microservices via EventStorming workshop, this is a hands-on workshop. Contains such topics: DDD, Event storming, Specification by example. Including the AWS product : Serverless Lambda , DynamoDB, Fargate, CloudWatch.",41,Java,0,46080,165,8,2021-08-11 13:51:47,165
aws-samples/aws-quarkus-demo,2020-01-17 23:12:15,Quarkus example projects for Amazon ECS and Amazon EKS with AWS Fargate and AWS Lambda,19,Java,1,1054,45,6,2021-08-13 07:09:58,45
aws-samples/rds-ssl-update,2020-01-21 19:53:18,,3,Java,0,9,13,2,2020-02-25 17:11:51,13
aws-samples/amazon-qldb-double-entry-sample-java,2020-01-23 20:39:16,This sample app is aimed at demonstrating how to model a double entry financial ledger application with QLDB.,4,Java,0,150,9,8,2021-06-28 18:07:53,9
aws-samples/aws-sdk-js-tests,2020-01-23 21:11:11,Code Sample for testing AWS SDK for JavaScript,9,Java,2,4194,14,6,2021-08-09 03:50:37,14
aws-samples/amazon-athena-train-amazon-sagemaker,2020-01-27 18:39:31,,0,Java,1,566,1,22,2020-10-15 19:24:39,1
aws-samples/amazon-kinesis-analytics-streaming-etl,2020-01-28 00:29:53,Streaming ETL with Apache Flink and Amazon Kinesis Data Analytics,10,Java,0,1000,41,8,2021-07-12 19:11:23,41
aws-samples/s3-select-phonebook-search,2020-01-30 23:34:01,S3 select phonebook is a simple application showcasing the usage of AWS S3 Select,29,Java,0,7504,45,24,2021-06-21 21:08:10,45
aws-samples/amazon-automated-forecast,2020-02-05 21:55:00,,3,Java,2,130,9,7,2021-07-25 08:44:23,9
aws-samples/diy-code-signing-kms-private-ca,2020-02-24 17:32:00,DIY Code signing using AWS ACM Private CA and AWS KMS,3,Java,1,94283,3,3,2021-04-17 03:35:40,3
aws-samples/aws-sigv4-auth-cassandra-java-driver-examples,2020-03-04 22:20:09,"Coding Example for aws-sigv4-auth-cassandra-java-driver-plugin, a SigV4 authentication plugin for use with DataStax java driver and Apache Cassandra.",7,Java,1,27,5,8,2021-06-01 17:35:06,5
aws-samples/aws-codeguru-profiler-demo-application,2020-03-23 10:53:41,Example application demonstrating the features of Amazon CodeGuru Profiler,44,Java,4,81578,12,5,2021-07-31 12:57:01,12
aws-samples/amazon-cloudwatch-monitor-for-sap-netweaver,2020-04-22 19:12:43,Amazon CloudWatch Monitoring for SAP NetWeaver ABAP-based environments.,8,Java,0,2081,6,7,2021-06-29 07:19:48,6
aws-samples/amazon-msk-client-authentication,2020-04-22 19:27:49,,2,Java,0,46,18,4,2021-05-13 11:47:42,18
aws-samples/aws-trusted-advisor-co-aggregator,2020-05-05 17:02:41,Aggregate trusted advisor data for cost optimisation checks,2,Java,0,122,5,6,2021-06-05 19:49:24,5
aws-samples/amazon-codeguru-reviewer-sample-app,2020-05-07 20:21:07,,243,Java,46,331,4,8,2021-08-11 01:12:51,4
aws-samples/aws-ingesting-click-logs-using-terraform,2020-05-14 18:31:59,Provision AWS infrastructure using Terraform (By HashiCorp): an example of web application logging customer data,11,Java,0,151,8,3,2021-04-26 03:35:12,8
aws-samples/jsii-native-java,2020-05-15 04:04:59,Code samples that accompany the AWS blog post on jsii,1,Java,0,10,1,3,2021-07-13 09:03:35,1
aws-samples/jsii-java-benchmarking,2020-05-20 01:48:34,Code samples that accompany the AWS blog post on jsii,0,Java,0,10,1,3,2020-10-17 05:47:35,1
aws-samples/k8s-rbac-iam-java-operator,2020-06-06 12:25:49,Integrate AWS IAM with Kubernetes RBAC in an Amazon EKS cluster,6,Java,2,43634,8,2,2021-06-08 12:15:39,8
aws-samples/redshift-jdbc-plugin-for-siteminder,2020-06-08 19:29:10,,0,Java,0,14,3,2,2020-11-17 19:00:36,3
aws-samples/kda-metrics-dashboard,2020-06-14 21:20:51,This repository contains a CloudFormation template that you can customize to deploy a sample metrics dashboard for your Kinesis Data Analytics for Apache Flink application.,2,Java,0,239,3,3,2021-03-27 20:24:58,3
aws-samples/aws-dms-msk-demo,2020-06-19 20:52:32,,5,Java,1,50297,5,6,2021-07-21 13:03:52,5
aws-samples/amazon-mq-fifo-starter-kit,2020-06-22 18:57:24,Amazon MQ starter kit created as part of AWS Compute Blog - Implementing FIFO message ordering with Amazon MQ for Apache ActiveMQ,1,Java,0,187,1,2,2021-06-10 15:40:17,1
aws-samples/amazon-kinesis-low-level-producer-sample,2020-06-23 00:42:27,,0,Java,0,227,1,2,2020-08-26 23:37:47,1
aws-samples/mirrormaker2-msk-migration,2020-06-30 13:06:39,,7,Java,2,26,10,3,2021-06-30 12:07:19,10
aws-samples/clickstream-consumer-for-apache-kafka,2020-06-30 13:11:18,,4,Java,0,31,4,2,2021-07-23 05:18:39,4
aws-samples/clickstream-producer-for-apache-kafka,2020-06-30 13:14:25,,6,Java,1,24,6,2,2021-08-17 00:22:25,6
aws-samples/aws-saas-factory-ref-solution-metrics-analytics,2020-07-07 21:28:20,,3,Java,1,2233,13,11,2021-06-20 20:20:21,13
aws-samples/pix-proxy-samples,2020-07-15 18:17:46,This project contains source code and supporting files to exemplify digital signature and secure message transmission to the Brazilian Instant Payment System (PIX). The architectures represent a proxy for communication with Brazilian Central Bank (BACEN).,6,Java,1,1539,12,4,2021-05-27 15:11:51,12
aws-samples/amazon-aurora-mysql-with-mariadb-jdbc-driver,2020-07-20 23:47:24,Using the MariaDB JDBC driver with Amazon Aurora with MySQL compatibility,1,Java,0,494,1,2,2021-05-17 11:54:46,1
aws-samples/amazon-unified-streaming-etl,2020-07-22 23:18:53,,2,Java,0,203,1,4,2020-10-14 04:16:21,1
aws-samples/bcs-disaster-recovery-portal-common,2020-08-04 16:18:58,,1,Java,0,30,0,0,2021-05-15 14:45:52,0
aws-samples/lambda-java-blockchain,2020-08-06 13:51:28,Example of a blockchain application in Java interacting with Amazon Managed Blockchain using Fabric Java SDK,5,Java,0,92,6,11,2021-05-17 01:18:10,6
aws-samples/aws-iot-proxy-mobile-app-android,2020-08-10 06:10:52,,3,Java,0,624,7,8,2021-07-05 15:32:49,7
aws-samples/aws-kms-jce,2020-08-10 19:17:33,The AWS KMS JCE Provider software library for Java is a vendor implementation for the Sun Java JCE (Java Cryptography Extension) provider framework with a focus on using asymmetric keys to sign and verify. This includes implementations for interfaces and engine classes in the JCA (Java Cryptography Architecture) standard.,5,Java,1,29,9,5,2021-06-05 21:50:53,9
aws-samples/aws-expense-handling-workflow,2020-08-15 16:02:02,,10,Java,0,503,7,6,2021-05-23 05:47:57,7
aws-samples/iot-all-the-things-special-projects-edition,2020-08-18 13:48:40,,2,Java,6,144,0,12,2021-08-14 01:45:52,0
aws-samples/aws-saas-factory-dynamic-policy-generation,2020-09-05 18:25:33,,3,Java,1,1664,16,13,2021-08-11 03:50:11,16
aws-samples/serverless-webapp-mono-repo-ci-cd-java,2020-09-09 09:25:03,Use AWS Serverless stack written in JAVA to build a full blown web application with both backend and frontend hosted inside a same mono repo.,20,Java,1,6978,32,7,2021-08-16 09:17:37,32
aws-samples/saas-tenant-isolation-architecture,2020-09-16 10:01:38,,3,Java,0,28176,9,9,2021-08-05 10:03:48,9
aws-samples/amazon-kinesis-data-analytics-flink-starter-kit,2020-09-20 17:35:34,Amazon Kinesis Data Analytics Flink Starter Kit helps you with the development of Flink Application with Kinesis Stream as a source and Amazon S3 as a sink. This demonstrates the use of Session Window with AggregateFunction.,1,Java,0,125,19,2,2021-06-10 15:32:35,19
aws-samples/integration-sample-lambda-msk,2020-09-23 14:43:01,,3,Java,2,25,5,2,2021-04-12 17:55:07,5
aws-samples/aws-transcribe-speaker-identification-java,2020-09-23 19:36:57,An extension of the example application - https://github.com/aws-samples/aws-transcribe-streaming-example-java that demonstrates speaker identification in real-time streaming transcription,1,Java,0,35,0,3,2020-09-23 20:29:43,0
aws-samples/k8s-cloudwatch-operator,2020-10-01 03:07:50,,3,Java,2,437,3,2,2021-08-09 18:42:53,3
aws-samples/amazon-kinesis-data-analytics-flink-benchmarking-utility,2020-10-02 01:21:17,"Amazon Kinesis Data Analytics Flink Benchmarking Utility helps with capacity planning, integration testing, and benchmarking of Kinesis Data Analytics for Apache Flink applications.",2,Java,0,269,8,3,2021-07-14 14:07:27,8
aws-samples/aws-lambda-servlet,2020-10-05 18:10:00,,2,Java,2,167,2,13,2021-07-13 19:51:49,2
aws-samples/amazon-chime-voice-connector-automated-reports,2020-10-06 20:57:45,"This sample project enriches Amazon Chime Voice Connector CDR records with the total cost of the phone call and allows you to visualize the daily, weekly and monthly costs through AWS QuickSight.",2,Java,0,9758,0,21,2021-07-20 23:53:12,0
aws-samples/building-java-apps-using-code-pipeline,2020-10-09 20:11:57,,10,Java,0,46919,0,3,2021-05-31 19:49:27,0
aws-samples/amazon-athena-serverless-ehms-connector,2020-10-09 20:47:54,,3,Java,1,118,3,2,2021-08-11 18:50:17,3
aws-samples/efo-ltr-flink-sample,2020-10-22 23:39:35,Sample showcasing the use of FlinkKinesisConsumer with EFO support,1,Java,0,15,0,3,2021-02-16 00:52:53,0
aws-samples/machinelearning-amazonai-amazontranscribe,2020-10-23 16:32:04,,1,Java,0,10349,0,12,2020-11-30 21:41:41,0
aws-samples/single-use-signed-url,2020-11-06 15:04:47,"AWS CDK to create a CloudFront distribution with a request Lambda to allow single use signed URL file downloads. Each file is tracked by an identifier which is stored in a DynamoDB database. Each request will check the identifier against values stored in the database. If the identifier is found the file process continues and the files is received, the id is then removed from the database. If the identifier is not found the system will perform a 302 redirect to a specified URL.",1,Java,0,161,3,3,2021-06-14 18:55:56,3
aws-samples/aws-glue-table-versions-cleanup-utility,2020-11-06 19:38:19,,2,Java,0,132,11,7,2021-07-28 04:55:29,11
aws-samples/api-gateway-auth,2020-11-11 15:22:27,,8,Java,1,75,9,4,2021-08-02 22:26:33,9
aws-samples/amazon-resilient-fix-engine-demo,2020-11-12 20:42:59,"A highly available, 0-RPO FIX client and server implementation, used to demonstrate how stateful, long-lived processes can be created and managed easily with AWS managed services.",2,Java,0,50631,14,7,2021-08-14 20:26:03,14
aws-samples/aws-appconfig-java-sample,2020-11-17 04:01:43,A Sample Java Microservices application integrated with AWS AppConfig service for retrieving application configuration along with implementing an in-memory cache to efficiently manage the application configuration.,6,Java,0,19,2,3,2021-03-18 03:17:39,2
aws-samples/comprehend-logging-redact,2020-11-18 02:15:55,Sample project to demonstrate how to use AWS SDK for Amazon Comprehend to detect and redact PII data from logs generated by Java applications,1,Java,0,6,1,3,2021-08-02 20:44:48,1
aws-samples/kinesis-data-analytics-flink-aurora-sink,2020-11-18 15:36:57,Showcases how to use Apache Flink on Kinesis Data Analytics to write to Amazon Aurora,1,Java,0,10,0,4,2021-01-13 15:03:55,0
aws-samples/integrate-amazon-connect-with-smart-on-fhir-backend-services,2020-11-19 05:27:40,,1,Java,0,499,1,6,2021-04-18 22:14:17,1
aws-samples/sasl-scram-secrets-manager-client-for-msk,2020-11-19 13:53:15,,3,Java,0,5,3,3,2021-08-11 13:17:41,3
aws-samples/aws-saas-factory-eks-reference-architecture,2020-11-19 18:38:45,,19,Java,3,6142,53,10,2021-08-05 10:03:45,53
aws-samples/aws-cdk-constructs-for-java,2020-11-27 13:02:07,,4,Java,5,219,2,11,2021-07-10 22:06:55,2
aws-samples/cookiecutter-aws-sam-powertools-java,2020-12-01 10:37:36,This project provides cookiecutter templates to be used by AWS SAM to setup init a project with AWS lambda powertools for java setup,2,Java,0,301,8,6,2021-08-03 17:40:52,8
aws-samples/aws-saas-factory-billing-and-metering-reference-implementation,2020-12-02 15:17:26,A reference implementation for a billing and metering solution for SaaS applications.,3,Java,0,55,6,7,2021-06-14 17:49:49,6
aws-samples/amazon-keyspaces-large-object-s3-demo,2020-12-03 22:27:50,An example of a custom codec that can be used to support transparent communication with Amazon S3 from Amazon Keyspaces (for Apache Cassandra) driver side  ,1,Java,0,1857,1,3,2020-12-04 15:31:29,1
