framework,path,java,properties,jar,xml,bat,md,adoc,yaml,txt,sh,yml,cmd,kt,json,others,build.gradle,pom.xml,travis.yml,AndroidManifest.xml,readme.md
android,Szauren/android-play-location,21,3,1,16,1,1,0,0,0,0,3,0,1,0,20,5,0,0,5,0
android,SyedAhmedJamil/android-play-location,21,3,1,16,1,1,0,0,0,0,3,0,3,0,22,7,0,0,5,0
android,Scienticious/android-play-location,21,5,1,16,1,1,0,0,0,0,3,0,3,0,25,10,0,0,5,0
android,pask23/android-play-location,21,7,1,16,1,1,0,0,0,0,3,0,3,0,27,12,0,0,5,0
android,jossbar/android-play-location,21,8,1,16,1,1,0,0,2,0,3,0,3,0,39,22,0,0,5,0
android,seaforester/android-play-location,23,9,1,17,2,1,0,0,2,0,3,0,3,0,46,25,0,0,5,0
android,Paucey/android-play-location,26,9,1,17,2,1,0,0,2,0,3,0,3,0,46,25,0,0,5,0
android,hjy1210/android-play-location,35,10,1,18,3,4,0,0,2,0,3,0,3,0,52,29,0,0,5,0
android,gudun-ku/android-play-location,38,11,1,19,3,4,0,0,2,0,3,0,3,0,54,31,0,0,6,0
android,kimberlylo/android-play-location,38,11,1,19,3,4,0,0,2,0,3,0,3,0,55,31,0,0,6,0
android,ashoksurendran/android-play-location,38,11,1,28,3,4,0,0,2,0,3,0,3,0,75,50,0,0,15,0
android,wangwindlong/android-play-location,61,12,1,70,3,5,0,0,3,0,3,0,4,0,87,53,0,0,17,0
android,f8full/android-play-location,72,15,2,74,4,5,0,0,3,0,3,0,6,0,109,72,0,0,19,0
android,ischwartz1/android-play-location,75,15,2,77,5,5,0,0,3,0,3,0,6,0,114,75,0,0,21,0
android,vicpark/android-play-location,77,16,2,83,5,5,0,0,3,0,3,0,6,0,116,77,0,0,22,0
android,jQrgen/android-play-location,91,19,3,97,7,5,0,0,3,0,3,0,11,0,143,84,0,0,24,0
android,satoshun-example/android-play-location,91,20,4,97,8,5,0,0,3,0,3,0,11,0,147,87,0,0,24,0
android,limpep/android-play-location,92,20,4,97,8,5,0,0,3,0,3,0,11,0,147,87,0,0,24,0
android,xdeng9/android-play-location,97,20,4,98,8,5,0,0,3,0,3,0,11,0,153,93,0,0,25,0
android,maticn/android-play-location,97,20,4,98,8,5,0,0,3,0,3,0,11,0,154,94,0,0,25,0
android,KlausKrieger/android-play-location,133,20,4,112,8,5,0,0,3,0,3,0,11,1,170,101,0,0,28,0
android,TonyTangAndroid/android-play-location,134,23,4,112,8,5,0,0,3,0,3,0,11,1,177,108,0,0,28,0
android,namclu/android-play-location,135,23,4,112,8,5,0,0,3,0,3,0,11,1,177,108,0,0,28,0
android,abharadwaj28/android-play-location,135,23,4,112,8,6,0,0,3,0,3,0,11,1,177,108,0,0,28,0
android,akhilbidhuri/android-play-location,135,24,4,113,8,7,0,0,3,0,3,0,11,1,179,110,0,0,28,0
android,maniparas/android-play-location,135,31,4,113,8,7,0,0,3,0,3,0,11,1,191,122,0,0,28,0
android,Peterg1759/android-play-location,135,31,4,113,8,7,0,0,3,0,4,0,11,1,191,122,0,0,28,0
android,Atul206/android-play-location,139,33,5,120,9,7,0,0,3,0,4,0,11,1,203,124,0,0,29,0
android,andmarkan/android-play-location,143,35,6,136,10,7,0,0,3,0,4,0,11,1,215,126,0,0,30,0
android,PhongHuynh93/android-play-location,145,36,6,136,10,7,0,0,3,0,4,0,11,1,217,128,0,0,30,0
android,djcarlinwa/android-play-location,145,37,6,136,10,7,0,0,3,0,4,0,11,1,219,130,0,0,30,0
android,anlif/android-play-location,146,38,6,137,10,7,0,0,3,0,4,0,11,1,220,131,0,0,30,0
android,johanneslaubermoovel/android-play-location,149,39,6,140,10,7,0,0,3,0,4,0,11,1,222,133,0,0,31,0
android,kish9nine/android-play-location,151,39,6,140,10,7,0,0,3,0,4,0,11,1,222,133,0,0,31,0
android,tiwari9773/android-play-location,153,39,6,142,10,7,0,0,3,0,4,0,11,1,222,133,0,0,32,0
android,MaTriXy/android-play-location,181,50,11,197,17,14,0,2,3,0,4,0,15,1,315,155,0,0,41,0
android,sil3nz3r/android-play-location,182,50,11,203,17,14,0,2,3,0,4,0,15,1,316,156,0,0,43,0
android,coplas/android-play-location,183,50,11,205,17,14,0,2,3,0,4,0,15,1,318,158,0,0,44,0
android,an83/android-play-location,192,50,11,212,17,14,0,2,3,0,4,0,15,1,320,159,0,0,46,0
android,srikanthrsb/android-play-location,193,50,11,212,17,14,0,2,3,0,4,0,15,1,320,159,0,0,46,0
android,colinsung/android-play-location,193,50,11,212,17,14,0,2,3,0,4,0,15,1,323,162,0,0,46,0
android,Benweii/android-play-location,200,50,11,228,17,14,0,2,3,0,4,0,15,1,326,165,0,0,49,0
android,AnthonyHaydon/android-play-location,200,50,11,228,17,16,0,2,3,0,4,0,15,1,326,165,0,0,49,0
android,tanujs22/android-play-location,211,57,12,257,18,19,0,2,3,0,4,0,15,1,354,177,0,0,56,0
android,DaleKocian/android-play-location,213,57,12,258,18,19,0,2,3,0,4,0,15,1,354,177,0,0,57,0
android,leelai/android-play-location,214,58,12,259,18,19,0,2,3,0,4,0,15,1,356,179,0,0,58,0
android,faycelchaoua/google-services,10,2,0,15,0,0,0,0,0,0,0,0,0,0,18,3,0,0,1,0
android,goeltarun/google-services,11,2,0,15,0,0,0,0,0,0,0,0,0,0,18,3,0,0,1,0
android,ymmtyuhei/google-services,17,3,0,15,0,0,0,0,0,0,0,0,0,0,20,5,0,0,1,0
android,2nazeem/google-services,17,3,0,15,0,0,0,0,0,0,1,0,0,0,20,5,0,0,1,0
android,Lucretiel/google-services,17,3,0,15,0,0,0,0,0,0,1,0,0,0,21,5,0,0,1,0
android,DuanBinbin/google-services,17,3,0,15,0,1,0,0,0,0,1,0,0,0,21,5,0,0,1,0
android,MaximBazarov/google-services,17,3,0,15,0,1,0,0,0,0,1,0,0,1,21,5,0,0,1,0
android,tsanjoto/google-services,36,9,3,50,3,8,0,0,0,1,2,0,0,17,204,13,0,0,5,0
android,manoharendla/google-services,36,9,3,50,3,8,0,0,0,1,2,0,0,18,204,13,0,0,5,0
android,KIMJIYUN/google-services,36,9,3,50,3,8,0,0,0,1,2,0,0,18,205,13,0,0,5,0
android,diatrevolo/google-services,36,9,3,50,3,8,0,0,0,1,2,0,0,18,206,13,0,0,5,0
android,stevei101/google-services,36,9,3,50,3,8,0,0,0,1,4,0,0,18,206,13,0,0,5,0
android,angelbirth/google-services,42,9,3,50,3,8,0,0,0,1,4,0,0,18,209,16,0,0,5,0
android,jbushmaster007/google-services,42,9,3,50,3,9,0,0,0,1,4,0,0,18,209,16,0,0,5,0
android,catalant-backup/google-services,152,9,3,130,3,9,0,0,0,1,4,0,0,19,242,23,0,0,17,0
android,thewamz/google-services,152,9,3,131,3,9,0,0,0,1,4,0,0,19,242,23,0,0,18,0
android,DaleKocian/google-services,156,9,3,132,3,9,0,0,0,1,4,0,0,19,245,25,0,0,18,0
android,cebufooddroid/google-services,163,18,9,154,9,16,0,3,0,1,4,0,0,22,363,38,0,0,21,0
android,jaydeepw/google-services,163,18,9,154,15,16,0,3,0,1,4,0,0,23,383,39,0,0,21,0
android,tamzi/google-services,179,34,19,180,22,28,0,6,0,2,5,0,0,27,550,60,0,0,25,0
android,tomasite/google-services,179,34,19,180,22,28,0,6,0,2,5,0,0,28,550,60,0,0,25,0
android,iitjmayank/google-services,180,40,25,181,28,28,0,6,0,2,5,0,0,29,592,73,0,0,25,0
android,gcstang/google-services,189,52,31,204,34,35,0,9,0,2,5,0,0,33,719,86,0,0,28,0
android,sannihith1995/google-services,189,52,31,204,34,35,0,9,0,2,5,0,0,33,720,86,0,0,28,0
android,navidRoohi/google-services,189,52,31,204,34,35,0,9,0,2,5,0,0,33,721,86,0,0,28,0
android,hsoonyazizi/google-services,189,52,31,204,34,35,0,9,0,2,6,0,0,33,722,87,0,0,28,0
android,MaTriXy/google-services,211,64,37,235,40,45,0,12,0,3,6,0,0,37,885,100,0,0,33,0
android,Aashish2009/google-services,228,70,43,252,40,49,0,12,0,4,6,0,0,50,1000,114,0,0,36,0
android,jesdynf/google-services,229,70,43,252,40,49,0,12,0,4,6,0,0,50,1001,114,0,0,36,0
android,rohitshampur/google-services,231,70,43,252,40,49,0,12,0,4,6,0,0,50,1001,114,0,0,36,0
android,martijndebruijn/google-services,332,82,49,392,46,112,0,16,0,7,6,0,0,72,2076,221,0,0,57,0
android,dejavu1988/google-services,340,85,50,401,46,117,0,16,0,7,6,0,0,85,2163,236,0,0,60,0
android,colinsung/google-services,341,85,50,403,46,119,0,16,0,8,6,0,0,89,2189,257,0,0,60,0
android,nmesisca/google-services,341,85,50,403,46,119,0,16,0,8,6,0,0,89,2190,258,0,0,60,0
android,bermuda2810/easypermissions,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
android,SerggioC/easypermissions,28,2,0,6,0,0,0,0,0,0,0,0,81,0,16,9,0,0,4,0
android,Chadconley/easypermissions,28,2,0,6,0,0,0,0,0,0,1,0,81,0,16,9,0,0,4,0
android,VMadalin/easypermissions,33,4,0,24,0,1,0,0,0,0,1,0,87,0,54,16,0,0,7,0
android,mikebayles/easypermissions,33,4,0,24,0,2,0,0,0,0,1,0,87,0,54,16,0,0,7,0
android,jiangming8/easypermissions,34,4,0,24,0,2,0,0,0,0,1,0,87,0,54,16,0,0,7,0
android,HGXG/easypermissions,36,4,0,24,0,7,0,0,0,0,1,0,87,0,56,18,0,0,7,0
android,bachhoan88/easypermissions,37,5,0,24,0,8,0,0,0,0,1,0,104,0,61,21,0,0,7,0
android,XinyueZ/easypermissions,88,8,1,24,0,16,0,0,0,0,1,0,104,0,93,48,0,0,7,0
android,xuhuanli/easypermissions,106,10,2,24,0,17,0,0,0,0,1,0,104,0,97,50,0,0,7,0
android,fengshiqian/easypermissions,111,10,2,24,0,17,0,0,0,0,1,0,104,0,97,50,0,0,7,0
android,itsymbal/easypermissions,114,10,2,24,0,17,0,0,0,0,1,0,104,0,98,51,0,0,7,0
android,ammogcoder/easypermissions,114,10,2,24,0,17,0,0,0,0,1,0,104,0,99,51,0,0,7,0
android,caramelWaffle/easypermissions,115,10,2,24,0,17,0,0,0,0,1,0,104,0,99,51,0,0,7,0
android,rayevg/easypermissions,116,10,2,24,0,17,0,0,0,0,1,0,104,0,99,51,0,0,7,0
android,timeyoyo/easypermissions,116,11,2,24,0,17,0,0,0,0,1,0,104,0,100,52,0,0,7,0
android,mgolebiowski95/easypermissions,124,11,2,27,0,17,0,0,0,0,1,0,108,0,103,55,0,0,8,0
android,KisCode/easypermissions,153,13,3,29,1,19,0,0,0,0,1,0,108,0,112,58,0,0,9,0
android,ligboy/easypermissions,159,13,3,29,1,19,0,0,0,0,1,0,108,0,112,58,0,0,9,0
android,xingstarx/easypermissions,160,13,3,29,1,19,0,0,0,0,1,0,108,0,115,60,0,0,9,0
android,kuanyingchou/easypermissions,160,13,3,29,1,19,0,0,0,0,1,0,108,0,117,62,0,0,9,0
android,ernestkamara/easypermissions,197,14,4,41,1,25,0,0,0,0,1,0,108,0,125,65,0,0,11,0
android,dcalf/easypermissions,197,14,4,41,1,25,0,0,1,0,1,0,108,0,126,65,0,0,11,0
android,shucc/easypermissions,251,14,4,73,1,40,0,0,1,0,2,0,108,0,142,81,0,0,11,0
android,tsy12321/easypermissions,253,14,4,75,1,44,0,0,1,0,2,0,108,0,142,81,0,0,12,0
android,Rajdattpawar/easypermissions,253,15,4,75,1,44,0,0,1,0,2,0,108,0,142,81,0,0,12,0
android,sourcelibrary/easypermissions,263,15,4,76,1,47,0,0,1,0,2,0,108,0,142,81,0,0,13,0
android,k0shk0sh/easypermissions,270,15,4,76,1,47,0,0,1,0,2,0,108,0,142,81,0,0,13,0
android,dsokolov/easypermissions,274,15,4,76,1,47,0,0,1,0,2,0,108,0,143,82,0,0,13,0
android,BoBoMEe/easypermissions,282,15,4,76,1,47,0,0,1,0,2,0,108,0,143,82,0,0,13,0
android,jmarkovic/easypermissions,294,17,4,83,1,48,0,0,1,0,2,0,108,0,144,82,0,0,15,0
android,ab503044120/easypermissions,298,18,5,85,2,50,0,0,1,0,2,0,108,0,155,85,0,0,16,0
android,kelv1nq1an/easypermissions,300,18,5,85,2,50,0,0,1,0,2,0,108,0,155,85,0,0,16,0
android,baiiu/easypermissions,317,20,5,86,2,53,0,0,1,0,2,0,108,0,163,91,0,0,16,0
android,Shahar2k5/easypermissions,318,20,5,86,2,53,0,0,1,0,2,0,108,0,163,91,0,0,16,0
android,fly2013/easypermissions,321,20,5,86,2,53,0,0,1,0,2,0,108,0,165,93,0,0,16,0
android,ren545457803/easypermissions,337,20,5,94,2,55,0,0,1,0,2,0,108,0,171,96,0,0,18,0
android,xxxifan/easypermissions,340,20,5,94,2,55,0,0,1,0,2,0,108,0,172,97,0,0,18,0
android,MaTriXy/easypermissions,391,24,7,103,4,59,0,0,1,0,2,0,108,0,192,103,0,0,20,0
android,rongliangduan/easypermissions,394,25,7,108,4,60,0,0,1,0,2,0,108,0,194,104,0,0,22,0
android,GulajavaMinistudio/easypermissions,553,43,15,124,6,84,0,0,1,0,2,0,108,0,266,149,0,0,26,0
android,skbhati199/testing-samples,6,0,0,5,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
android,falvarez06/testing-samples,6,0,0,5,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0
android,ramubellamkonda/testing-samples,9,0,0,5,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0
android,tarappo/testing-samples,10,0,0,6,0,0,0,0,1,0,16,0,1,0,41,3,0,0,2,0
android,pedrovarela86/testing-samples,14,2,0,17,0,0,0,0,1,0,17,0,2,0,68,21,0,0,4,0
android,fjzw2008/testing-samples,14,3,0,17,0,0,0,1,1,0,17,0,2,0,71,23,0,0,4,0
android,akrfjmt/testing-samples,14,3,0,18,0,0,0,1,1,0,17,0,2,0,71,23,0,0,4,0
android,fantimond/android-testing-samples,31,19,0,27,0,1,0,1,1,0,17,0,2,0,104,56,0,0,7,0
android,yyudhistira/testing-samples,31,19,0,27,0,4,0,1,1,0,17,0,2,0,105,56,0,0,7,0
android,BlogForMe/testing-samples,43,29,2,61,2,9,0,1,1,1,18,0,8,0,191,105,0,0,23,0
android,bitcoder/testing-samples,44,30,2,61,2,9,0,1,1,1,18,0,8,0,192,106,0,0,23,0
android,holylance/testing-samples,46,32,3,71,3,10,0,1,1,2,20,0,8,0,257,155,0,0,25,0
android,HappyHackingNinja/android-testing-samples,46,32,3,71,3,10,0,1,1,2,20,0,8,0,258,155,0,0,25,0
android,martinandersson2011/testing-samples,51,33,3,71,3,10,0,1,1,2,20,0,9,0,259,156,0,0,25,0
android,zerosylvia/android-testing,51,34,4,71,4,10,0,1,1,2,20,0,9,0,260,156,0,0,25,0
android,nadar71/android-testing,51,34,4,71,4,10,0,1,1,2,20,0,9,0,261,157,0,0,25,0
android,ibrahimazzam/android-testing,52,34,4,71,4,10,0,1,1,2,20,0,9,0,261,157,0,0,25,0
android,caminsha/android-testing,52,34,4,71,4,11,0,1,1,2,20,0,9,0,261,157,0,0,25,0
android,alfiewm/android-testing,52,34,4,71,4,11,0,1,1,2,20,0,11,0,262,158,0,0,25,0
android,mlihan/android-testing,52,34,4,71,4,12,0,1,1,2,20,0,11,0,262,158,0,0,25,0
android,alex1545/android-testing,52,34,4,71,4,12,0,1,1,2,20,0,11,0,265,158,0,0,25,0
android,christopherney/android-testing,52,34,4,71,4,12,0,1,1,2,20,0,11,0,268,160,0,0,25,0
android,shifujun/android-testing,56,34,4,71,4,12,0,1,1,2,20,0,11,0,268,160,0,0,25,0
android,zhaonian/android-testing,56,36,5,79,5,13,0,2,1,2,20,0,19,0,279,164,0,0,26,0
android,robgasparyan/android-testing,56,37,5,79,5,13,0,2,1,2,20,0,19,0,281,166,0,0,26,0
android,jesselima/android-testing,57,37,5,79,5,15,0,2,1,2,20,0,19,0,297,181,0,0,26,0
android,yangpengge293/android-testing,57,37,5,93,5,17,0,2,1,3,20,0,19,0,297,181,0,0,26,0
android,prav1021/android-testing,60,37,5,93,5,17,0,2,1,3,20,0,19,0,297,181,0,0,26,0
android,bonarmada/android-testing,60,37,5,93,5,22,0,2,1,3,20,0,19,0,299,181,0,0,26,0
android,yasu7ri/android-testing,62,37,5,94,6,23,0,2,1,3,20,0,19,0,302,184,0,0,27,0
android,burakozknn/android-testing,64,37,5,97,6,23,0,2,1,3,20,0,19,0,302,184,0,0,28,0
android,hannesa2/android-testing,64,37,5,97,6,23,0,2,1,3,20,0,19,0,305,187,0,0,28,0
android,kevoroid/android-testing,101,62,7,141,8,38,0,2,1,4,21,0,24,0,368,221,0,0,50,0
android,TheWiseOptimist/googlesamples_android-testing,135,79,7,169,8,49,0,2,1,4,21,0,24,0,411,251,0,0,69,0
android,hx-git/android-testing,146,81,8,177,9,49,0,2,1,4,21,0,24,0,420,254,0,0,70,0
android,aha-oretama/android-testing,146,82,8,177,9,49,0,2,1,4,21,0,24,0,424,258,0,0,70,0
android,vladimirjeune/android-testing,146,84,8,177,9,49,0,2,1,4,21,0,24,0,428,262,0,0,70,0
android,scinfu/android-testing,181,97,17,274,17,60,0,2,2,5,21,0,27,0,568,278,0,0,86,0
android,KNShrinidhi/android-testing,181,97,17,275,17,60,0,2,2,5,21,0,27,0,568,278,0,0,87,0
android,mohitmun/android-testing,181,97,17,275,17,60,0,2,2,5,21,0,27,0,571,281,0,0,87,0
android,limitx/android-testing,181,98,18,275,17,60,0,2,2,5,21,0,27,0,575,285,0,0,87,0
android,akholafaei/android-testing,223,116,28,377,26,73,0,2,3,7,21,0,27,0,730,322,0,0,106,0
android,bakikocak/android-testing,224,116,28,377,26,73,0,2,3,7,21,0,27,0,730,322,0,0,106,0
android,bitrise-io/android-testing,224,120,30,393,28,77,0,4,3,7,21,0,39,0,748,326,0,0,108,0
android,adani-grab/android-testing,342,170,60,666,53,109,0,5,6,10,21,0,45,0,1122,388,0,0,157,0
android,Divya063/android-testing,342,170,60,666,53,109,0,5,6,10,21,0,45,0,1123,389,0,0,157,0
android,lzhang1/android-testing,347,170,60,666,53,109,0,5,6,10,21,0,45,0,1126,392,0,0,157,0
android,zeroclouds/android-testing,347,170,60,666,53,109,0,5,6,10,21,0,45,0,1127,393,0,0,157,0
android,SaxenaKaustubh/android-testing,348,170,60,666,53,109,0,5,6,10,21,0,45,0,1127,393,0,0,157,0
android,sledguy/android-testing,354,170,60,666,53,109,0,5,6,10,21,0,45,0,1138,394,0,0,157,0
android,tybelnap/android-testing,356,170,60,669,53,109,0,5,6,10,21,0,45,0,1139,395,0,0,157,0
android,joshnielson/android-testing,359,170,60,669,53,109,0,5,6,10,21,0,45,0,1141,396,0,0,157,0
android,HonghuiLi/android-testing,360,170,61,669,53,109,0,5,6,10,21,0,45,0,1145,399,0,0,157,0
android,evansherry/android-testing,365,170,61,673,53,109,0,5,6,10,21,0,45,0,1161,415,0,0,158,0
android,AlanCowap/android-testing,402,206,63,740,55,126,0,7,6,11,24,0,56,0,1290,493,0,0,196,0
android,DroidsOnRoidsPlayground/android-testing,402,207,63,740,55,126,0,7,6,11,24,0,56,0,1294,497,0,0,196,0
android,l376571926/android-testing,406,211,63,740,55,126,0,7,6,11,24,0,56,0,1303,505,0,0,196,0
android,gSchool/android-testing,407,212,63,740,55,126,0,7,6,11,24,0,56,0,1314,516,0,0,196,0
android,jingtalk/android-testing,410,217,63,740,55,126,0,7,6,11,24,0,56,0,1314,516,0,0,196,0
android,betty200744/android-testing,433,225,63,741,55,126,0,7,6,11,24,0,56,0,1330,532,0,0,196,0
android,Rikharthu/android-testing,441,229,63,741,55,126,0,7,6,11,24,0,56,0,1341,539,0,0,196,0
android,xiewenyong/android-testing,483,254,66,784,58,142,0,9,6,12,25,0,67,0,1416,573,0,0,212,0
android,imsardine/android-testing,490,256,67,795,59,143,0,9,6,12,25,0,67,0,1426,575,0,0,213,0
android,weatherfish/android-testing,508,256,67,795,59,143,0,9,6,12,25,0,67,0,1426,575,0,0,213,0
android,doselect/android-testing,508,256,67,795,59,143,0,9,6,12,25,0,67,0,1428,577,0,0,213,0
android,cscsmeca/android-testing,508,256,67,795,59,143,0,9,6,12,25,0,67,0,1440,589,0,0,213,0
android,vinaywadhwa/android-testing,516,256,67,795,59,143,0,9,6,12,25,0,67,0,1440,589,0,0,213,0
android,paarsaa/android-testing,516,256,67,795,59,143,0,9,6,12,25,0,67,0,1443,592,0,0,213,0
android,Jeferex/android-testing,517,256,67,795,59,143,0,9,6,12,25,0,67,0,1477,626,0,0,213,0
android,CRSingh/android-testing,517,256,67,795,59,143,0,9,6,12,25,0,67,0,1493,626,0,0,213,0
android,henrychuangtw/android-testing,547,258,69,812,61,146,0,9,6,12,25,0,67,0,1537,654,0,0,215,0
android,nikhil969/android-testing,547,258,69,812,61,146,0,9,6,12,26,0,67,0,1537,654,0,0,215,0
android,holybible934/android-testing,576,274,72,836,64,150,0,9,6,12,26,0,67,0,1598,684,0,0,219,0
android,jeffreyjc911/android-testing,576,274,72,838,64,150,0,9,6,12,26,0,67,0,1598,684,0,0,219,0
android,mendhak/android-testing,576,274,72,838,64,150,0,9,6,12,26,0,67,0,1601,684,0,0,219,0
android,moquality/android-testing,588,276,74,855,66,153,0,9,6,12,26,0,67,0,1662,725,0,0,221,0
android,wizardee/android-testing,588,276,74,855,66,154,0,9,6,12,26,0,67,0,1662,725,0,0,221,0
android,ipcjs/android-testing,592,276,74,856,66,154,0,9,6,12,26,0,67,0,1667,730,0,0,222,0
android,Ekt0s/android-testing,592,276,74,856,66,154,0,9,6,12,26,0,67,0,1669,730,0,0,222,0
android,wangliang7730/android-testing,592,276,74,856,66,155,0,9,6,12,26,0,67,0,1669,730,0,0,222,0
android,priitlatt/android-testing,633,292,83,942,74,167,0,9,7,14,26,0,67,0,1796,751,0,0,233,0
android,victorvmp/android-testing,638,292,83,949,74,167,0,9,7,14,26,0,67,0,1797,752,0,0,234,0
android,mauricegavin/android-testing,638,292,83,950,74,167,0,9,7,14,26,0,67,0,1798,753,0,0,235,0
android,ycdev-aosp/android-testing,639,293,84,950,75,167,0,9,7,14,26,0,67,0,1801,754,0,0,235,0
android,colinsung/android-testing,639,293,84,950,75,167,0,9,7,14,26,0,67,0,1804,757,0,0,235,0
android,snmobilescg/android-testing,642,293,84,950,75,167,0,9,8,14,26,0,67,0,1805,758,0,0,235,0
android,bryansills/android-testing,643,293,84,950,75,167,0,9,8,14,26,0,67,0,1806,759,0,0,235,0
android,mouse256/android-testing,645,293,84,951,75,167,0,9,8,14,26,0,67,0,1811,762,0,0,236,0
android,pdxpreed/android-testing,645,293,84,953,75,167,0,9,8,14,26,0,67,0,1811,762,0,0,236,0
android,MaTriXy/android-testing,748,320,100,1128,89,188,0,9,9,17,26,0,67,0,2041,831,0,0,255,0
android,brianhv/android-testing,749,320,100,1129,89,188,0,9,9,17,26,0,67,0,2042,832,0,0,256,0
android,bootstraponline/espresso_samples,786,329,108,1171,93,193,0,9,10,18,26,0,67,0,2109,843,0,0,261,0
android,zhaoguomanong/android-Camera2Basic,4,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
android,yoonchae125/android-Camera2Basic,4,2,0,5,0,0,0,0,0,0,0,0,4,0,2,2,0,0,1,0
android,mengfu188/android-Camera2Basic,5,3,0,5,0,0,0,0,0,0,0,0,4,0,4,3,0,0,1,0
android,linb07/android-Camera2Basic,5,3,0,5,0,0,0,0,0,0,1,0,4,0,4,3,0,0,1,0
android,tifler/android-Camera2Basic,5,3,0,5,0,0,0,0,0,0,1,0,7,0,4,3,0,0,1,0
android,yukonfan/android-Camera2Basic,5,4,0,5,0,0,0,0,0,0,1,0,7,0,8,4,0,0,1,0
android,shleemars/android-Camera2Basic,5,4,0,5,0,0,0,0,0,0,1,0,7,0,9,5,0,0,1,0
android,acttoz/android-Camera2Basic,5,4,0,5,0,0,0,0,0,0,1,0,7,0,10,5,0,0,1,0
android,rapsealk/android-Camera2Basic,6,4,0,5,0,0,0,0,0,0,1,0,8,0,10,5,0,0,1,0
android,leapai/android-Camera2Basic,9,4,0,8,0,0,0,0,0,0,1,0,8,0,10,5,0,0,1,0
android,forevercqd/android-Camera2Basic,9,4,0,8,0,0,0,0,0,0,1,0,8,0,12,7,0,0,1,0
android,mbryantramirez/android-Camera2Basic,36,6,2,106,0,0,0,0,0,0,1,0,8,115,368,9,0,0,2,0
android,lenniea/android-Camera2Basic,36,7,2,106,0,0,0,0,0,0,1,0,8,115,369,10,0,0,2,0
android,Blossomyyh/android-Camera2Basic,36,8,2,295,0,0,0,0,0,0,1,0,21,116,378,14,0,0,4,0
android,u4097/android-Camera2Basic,68,12,2,354,0,0,0,0,0,0,1,0,21,229,470,15,0,0,5,0
android,mrbulut/android-Camera2Basic,69,12,2,355,0,4,0,0,0,0,1,0,21,229,470,15,0,0,6,0
android,271674605/android-Camera2Basic,432,16,4,401,2,9,0,4,2,0,1,0,30,229,578,22,0,0,11,0
android,FETMobileApp/FET-AI-Hackthon-Camera,435,19,4,403,3,9,0,4,2,0,1,0,30,229,589,24,0,0,12,0
android,dmagdaleno/android-Camera2Basic,435,19,4,403,3,9,0,4,2,0,1,0,34,229,591,25,0,0,12,0
android,Ethan-Russell/android-Camera2Basic,450,23,4,537,3,9,0,4,4,0,1,0,34,342,649,26,0,0,14,0
android,XuNeverMore/android-Camera2Basic,450,24,4,537,3,9,0,4,4,0,1,0,34,342,652,28,0,0,14,0
android,Salman-H/android-Camera2Basic,467,24,4,543,3,11,0,4,4,0,1,0,34,342,657,29,0,0,16,0
android,xiaojie-2016/android-Camera2Basic,467,27,4,543,3,11,0,4,4,0,1,0,38,342,662,34,0,0,16,0
