framework,path,java,properties,jar,xml,bat,md,adoc,yaml,txt,sh,yml,cmd,kt,json,others,build.gradle,pom.xml,travis.yml,AndroidManifest.xml,readme.md
android,googlesamples/android-Camera2Video,5688,1025,306,5133,260,926,0,148,19,34,17,0,489,591,10723,4006,0,0,822,0
android,googlesamples/android-Notifications,5751,1030,307,5186,261,938,0,151,19,34,17,0,489,591,10890,4034,0,0,829,0
android,googlesamples/android-BasicAccessibility,5770,1040,308,5226,262,959,0,155,19,34,17,0,489,591,10952,4054,0,0,833,0
android,googlesamples/android-XYZTouristAttractions,5853,1054,312,5391,266,978,0,161,19,34,17,0,489,591,11219,4129,0,0,850,0
android,googlesamples/android-WearVerifyRemoteApp,5867,1065,315,5453,269,989,0,164,19,34,17,0,489,591,11302,4160,0,0,857,0
android,googlesamples/android-WearSpeakerSample,5880,1080,318,5492,272,1003,0,167,19,34,17,0,489,591,11370,4185,0,0,861,0
android,googlesamples/android-WearHighBandwidthNetworking,5884,1089,321,5537,275,1013,0,170,19,34,17,0,489,591,11422,4200,0,0,865,0
android,googlesamples/android-WearDrawers,5897,1099,324,5559,278,1025,0,173,19,34,17,0,489,591,11543,4218,0,0,870,0
android,googlesamples/android-WearComplicationProvidersTestSuite,5921,1107,327,5599,281,1034,0,176,19,34,17,0,489,591,11595,4231,0,0,873,0
android,googlesamples/android-WearAccessibilityApp,6066,1114,330,5867,284,1041,0,179,19,34,17,0,489,591,11664,4241,0,0,877,0
android,googlesamples/android-WatchFace,6187,1130,334,6064,288,1069,0,184,19,34,17,0,489,591,11985,4301,0,0,901,0
android,googlesamples/android-RuntimePermissionsWear,6234,1145,337,6170,291,1085,0,190,19,34,17,0,489,591,12285,4360,0,0,918,0
android,googlesamples/android-JumpingJack,6273,1161,341,6226,295,1111,0,195,19,34,17,0,489,591,12399,4401,0,0,932,0
android,googlesamples/android-DataLayer,6331,1177,345,6334,299,1137,0,201,19,34,17,0,489,591,12537,4471,0,0,952,0
android,googlesamples/android-AlwaysOn,6339,1192,348,6354,302,1154,0,204,19,34,17,0,489,591,12595,4499,0,0,957,0
android,googlesamples/android-MediaEffects,6355,1202,349,6387,304,1172,0,207,21,34,17,0,489,591,12645,4519,0,0,959,0
android,googlesamples/android-DirectBoot,6377,1208,350,6412,305,1183,0,210,21,34,17,0,489,591,12692,4531,0,0,965,0
android,googlesamples/leanback-showcase,6657,1225,351,6516,306,1194,0,211,21,34,17,0,489,612,12864,4556,0,0,981,0
android,googlesamples/android-MessagingService,6679,1237,352,6535,307,1218,0,221,21,34,17,0,489,612,12922,4579,0,0,983,0
android,googlesamples/androidtv-sample-inputs,7545,1242,357,6747,308,1243,0,222,21,34,17,0,489,612,13014,4625,0,0,1019,0
android,googlesamples/leanback-homescreen-channels,7599,1245,358,6766,309,1248,0,225,21,34,17,0,489,612,13036,4630,0,0,1021,0
android,googlesamples/android-play-publisher-api,7617,1245,358,6766,309,1259,0,225,21,34,17,0,489,618,13063,4630,0,0,1021,0
android,googlesamples/androidtv-Leanback,8538,1271,360,6954,309,1287,0,228,21,34,17,0,489,618,13982,4731,0,0,1059,0
android,googlesamples/android-BluetoothChat,8554,1281,361,6986,311,1306,0,231,21,34,17,0,489,618,14026,4751,0,0,1061,0
android,googlesamples/android-MediaRecorder,8568,1293,362,7031,312,1333,0,236,21,34,17,0,489,618,14082,4774,0,0,1066,0
android,googlesamples/android-fit,8737,1352,370,7213,320,1355,0,244,21,34,17,0,489,618,14257,4851,0,0,1104,0
android,googlesamples/android-DisplayingBitmaps,8782,1362,371,7271,321,1375,0,248,22,34,17,0,489,618,14305,4872,0,0,1109,0
android,googlesamples/android-testing-templates,8795,1373,374,7307,324,1398,0,252,22,34,17,0,515,621,14387,4920,0,0,1121,0
android,googlesamples/android-ActivityInstrumentation,8811,1383,375,7347,325,1417,0,255,22,34,17,0,515,621,14429,4940,0,0,1125,0
android,googlesamples/chromeos-android-draganddrop-demo,8823,1386,376,7374,326,1421,0,257,22,34,17,0,515,623,14455,4945,0,0,1128,0
android,googlesamples/android-BasicRenderScript,8840,1402,379,7456,329,1444,0,266,22,34,17,0,515,623,14544,4969,0,0,1140,0
android,googlesamples/android-TensorFlowCloudMachineLearningEngineStylizer,8847,1404,380,7466,330,1446,0,266,22,34,17,0,515,623,14598,4971,0,0,1141,0
android,googlesamples/android-CustomChoiceList,8865,1414,381,7510,331,1466,0,270,22,34,17,0,515,623,14646,4991,0,0,1143,0
android,googlesamples/android-WatchViewStub,8881,1424,382,7548,332,1485,0,274,22,34,17,0,515,623,14710,5025,0,0,1154,0
android,googlesamples/android-Timer,8908,1434,383,7584,333,1503,0,277,22,34,17,0,515,623,14776,5059,0,0,1164,0
android,googlesamples/android-TextSwitcher,8922,1444,384,7628,334,1522,0,281,22,34,17,0,515,623,14820,5079,0,0,1166,0
android,googlesamples/android-TextLinkify,8939,1454,385,7670,335,1542,0,285,22,34,17,0,515,623,14864,5099,0,0,1170,0
android,googlesamples/android-SynchronizedNotifications,8966,1462,386,7714,336,1561,0,289,22,34,17,0,515,623,14962,5169,0,0,1185,0
android,googlesamples/android-SwipeRefreshMultipleViews,8996,1472,387,7761,337,1580,0,292,22,34,17,0,515,623,15004,5189,0,0,1190,0
android,googlesamples/android-SwipeRefreshListFragment,9025,1482,390,7806,338,1600,0,296,22,34,17,0,515,623,15048,5209,0,0,1195,0
android,googlesamples/android-SwipeRefreshLayoutBasic,9052,1493,391,7853,339,1619,0,299,22,34,17,0,515,623,15090,5229,0,0,1200,0
android,googlesamples/android-StorageProvider,9078,1503,392,7898,340,1640,0,304,26,34,17,0,515,623,15155,5250,0,0,1202,0
android,googlesamples/android-StorageClient,9101,1513,393,7937,341,1659,0,308,26,34,17,0,515,623,15199,5270,0,0,1206,0
android,googlesamples/android-SlidingTabsColors,9128,1524,394,7981,342,1679,0,312,26,34,17,0,515,623,15244,5290,0,0,1210,0
android,googlesamples/android-SlidingTabsBasic,9163,1535,395,8024,343,1698,0,315,26,34,17,0,515,623,15286,5310,0,0,1215,0
android,googlesamples/android-SkeletonWearableApp,9182,1545,396,8058,344,1717,0,319,26,34,17,0,515,623,15352,5344,0,0,1225,0
android,googlesamples/android-ShareActionProvider,9186,1548,397,8073,345,1724,0,321,26,34,17,0,515,623,15373,5350,0,0,1227,0
android,googlesamples/android-ScreenCapture,9197,1557,398,8098,346,1745,0,323,26,34,17,0,515,623,15408,5367,0,0,1228,0
android,googlesamples/android-ScopedDirectoryAccess,9204,1566,399,8130,347,1755,0,325,26,34,17,0,515,623,15444,5379,0,0,1233,0
android,googlesamples/android-RuntimePermissions,9236,1582,401,8183,349,1770,0,329,26,34,17,0,523,623,15500,5397,0,0,1237,0
android,googlesamples/android-RevealEffectBasic,9279,1600,408,8263,356,1794,0,336,26,34,17,0,523,623,15580,5421,0,0,1246,0
android,googlesamples/android-RepeatingAlarm,9298,1610,409,8300,357,1813,0,339,26,34,17,0,523,623,15622,5441,0,0,1248,0
android,googlesamples/android-RenderScriptIntrinsic,33,12,3,81,3,23,0,9,0,0,0,0,0,0,84,24,0,0,9,0
android,googlesamples/android-RecyclerView,49,24,5,136,6,44,0,15,2,0,0,0,10,0,134,46,0,0,12,0
android,googlesamples/android-RecipeAssistant,70,34,6,170,7,62,0,18,2,0,0,0,10,4,196,70,0,0,18,0
android,googlesamples/android-Quiz,111,44,7,212,8,80,0,21,2,0,0,0,10,5,305,123,0,0,29,0
android,googlesamples/android-PermissionRequest,128,53,8,238,9,95,0,23,2,0,0,0,10,5,345,140,0,0,30,0
android,googlesamples/android-PdfRendererBasic,136,64,10,291,11,119,0,29,2,0,0,0,13,5,428,163,0,0,36,0
android,googlesamples/android-NotificationChannels,138,69,12,319,13,128,0,31,2,0,0,0,15,5,462,174,0,0,38,0
android,googlesamples/android-NfcProvisioning,157,78,13,347,14,143,0,33,3,0,0,0,15,5,496,191,0,0,40,0
android,googlesamples/android-NetworkConnect,186,88,14,390,15,163,0,38,3,0,0,0,15,5,541,212,0,0,45,0
android,googlesamples/android-NavigationDrawer,209,99,16,459,17,185,0,42,5,0,0,0,20,5,646,235,0,0,51,0
android,googlesamples/android-MultiWindowPlayground,225,104,18,479,19,196,0,44,5,0,0,0,34,5,678,244,0,0,55,0
android,googlesamples/android-MidiSynth,252,113,19,497,20,208,0,45,5,0,0,0,34,5,702,256,0,0,56,0
android,googlesamples/android-MidiScope,285,122,20,515,21,220,0,46,5,0,0,0,34,5,732,268,0,0,57,0
android,googlesamples/android-MediaRouter,323,133,21,569,22,239,0,49,5,0,0,0,34,5,822,288,0,0,62,0
android,googlesamples/android-MediaBrowserService,406,145,22,603,23,261,0,56,5,0,0,0,34,5,948,308,0,0,66,0
android,googlesamples/android-LNotifications,422,155,23,639,25,281,0,60,7,0,0,0,34,5,1022,330,0,0,70,0
android,googlesamples/android-JobScheduler,448,167,25,1009,27,304,0,65,10,0,0,0,39,5,1145,354,0,0,79,0
android,googlesamples/android-Interpolator,481,179,28,1073,30,328,0,73,10,0,0,0,39,5,1211,377,0,0,86,0
android,googlesamples/android-ImmersiveMode,504,189,29,1112,31,347,0,76,10,0,0,0,39,5,1253,397,0,0,90,0
android,googlesamples/android-HorizontalPaging,509,199,30,1154,32,367,0,80,10,0,0,0,39,5,1300,417,0,0,94,0
android,googlesamples/android-HdrViewfinder,521,209,31,1184,33,386,0,84,10,0,0,0,39,5,1343,437,0,0,96,0
android,googlesamples/android-GridViewPager,542,219,32,1224,34,404,0,86,10,0,0,0,39,5,1423,471,0,0,107,0
android,googlesamples/android-Geofencing,578,229,33,1258,35,423,0,90,10,0,0,0,39,5,1503,524,0,0,117,0
android,googlesamples/android-FloatingActionButtonBasic,603,246,38,1310,40,444,0,95,10,0,0,0,39,5,1559,544,0,0,121,0
android,googlesamples/android-Flashlight,621,256,39,1344,41,462,0,99,10,0,0,0,39,5,1628,578,0,0,131,0
android,googlesamples/android-FingerprintDialog,644,272,41,1398,43,484,0,104,10,0,0,0,46,5,1693,596,0,0,137,0
android,googlesamples/android-FindMyPhone,672,282,42,1433,44,502,0,107,10,0,0,0,46,5,1771,649,0,0,148,0
android,googlesamples/android-ElizaChat,694,292,43,1464,45,521,0,111,10,0,0,0,46,5,1821,673,0,0,154,0
android,googlesamples/android-ElevationDrag,719,310,48,1514,50,542,0,115,12,0,0,0,46,5,1870,694,0,0,159,0
android,googlesamples/android-ElevationBasic,741,320,49,1562,51,563,0,120,14,0,0,0,46,5,1916,715,0,0,163,0
android,googlesamples/android-DrawableTinting,752,330,50,1593,52,582,0,123,14,0,0,0,46,5,1956,735,0,0,165,0
android,googlesamples/android-DragAndDropAcrossApps,772,333,51,1626,53,588,0,125,14,0,0,0,46,5,1986,740,0,0,167,0
android,googlesamples/android-DownloadableFonts,775,337,53,1650,55,595,0,128,14,0,0,0,50,5,2040,756,0,0,169,0
android,googlesamples/android-DoneBar,785,347,54,1705,56,615,0,132,14,0,0,0,50,5,2100,776,0,0,173,0
android,googlesamples/android-DocumentCentricRelinquishIdentity,787,357,55,1731,57,632,0,134,14,0,0,0,50,5,2139,795,0,0,174,0
android,googlesamples/android-DocumentCentricApps,791,367,56,1757,58,651,0,137,14,0,0,0,50,5,2183,814,0,0,175,0
android,googlesamples/android-DirectShare,797,376,57,1774,59,663,0,138,14,0,0,0,50,5,2214,826,0,0,176,0
android,googlesamples/android-DirectorySelection,811,387,59,1803,61,680,0,141,14,0,0,0,50,5,2263,844,0,0,177,0
android,googlesamples/android-DeviceOwner,818,396,60,1828,62,695,0,143,14,0,0,0,50,5,2296,860,0,0,179,0
android,googlesamples/android-DelayedConfirmation,841,406,61,1867,63,713,0,146,14,0,0,0,50,5,2375,913,0,0,190,0
android,googlesamples/android-CustomTransition,882,418,64,1945,66,737,0,154,14,0,0,0,50,5,2443,937,0,0,194,0
android,googlesamples/android-CustomNotifications,884,428,65,1991,67,757,0,158,14,0,0,0,50,5,2516,959,0,0,196,0
android,googlesamples/android-ContentProviderPaging,892,433,67,2019,69,765,0,160,14,0,0,0,56,5,2621,970,0,0,200,0
android,googlesamples/android-ConfirmCredential,895,442,68,2041,70,780,0,162,14,0,0,0,56,5,2649,983,0,0,203,0
android,googlesamples/android-CommitContentSampleIME,897,446,69,2047,71,787,0,163,14,0,0,0,56,5,2680,989,0,0,204,0
android,googlesamples/android-CommitContentSampleApp,898,450,70,2052,72,794,0,164,14,0,0,0,56,5,2708,995,0,0,205,0
android,googlesamples/android-ClippingBasic,919,461,71,2097,73,815,0,168,16,0,0,0,56,5,2754,1016,0,0,209,0
android,googlesamples/android-CardView,922,472,73,2141,76,837,0,172,18,0,0,0,59,5,2799,1038,0,0,216,0
android,googlesamples/android-CardReader,945,483,74,2186,77,856,0,175,18,0,0,0,59,5,2843,1058,0,0,221,0
android,googlesamples/android-CardEmulation,970,493,75,2231,78,875,0,178,18,0,0,0,59,5,2887,1078,0,0,226,0
android,googlesamples/android-BorderlessButtons,984,503,76,2273,79,895,0,182,18,0,0,0,59,5,2941,1098,0,0,228,0
android,googlesamples/android-BluetoothAdvertisements,1000,512,77,2295,80,909,0,184,18,0,0,0,59,5,2980,1113,0,0,230,0
android,googlesamples/android-BeamLargeFiles,1012,521,78,2316,81,924,0,186,18,0,0,0,59,5,3012,1129,0,0,232,0
android,googlesamples/android-BatchStepSensor,1064,531,79,2412,82,944,0,192,18,0,0,0,59,5,3080,1149,0,0,234,0
android,googlesamples/android-BasicTransition,1109,543,82,2518,85,968,0,200,18,0,0,0,59,5,3148,1173,0,0,238,0
android,googlesamples/android-BasicSyncAdapter,1146,553,83,2567,86,988,0,204,18,0,0,0,59,5,3198,1193,0,0,242,0
android,googlesamples/android-BasicNotifications,1151,563,84,2603,87,1008,0,208,18,0,0,0,59,5,3264,1214,0,0,246,0
android,googlesamples/android-BasicNetworking,1170,573,85,2644,88,1028,0,212,18,0,0,0,59,5,3313,1234,0,0,250,0
android,googlesamples/android-BasicMultitouch,1188,583,86,2685,89,1048,0,216,18,0,0,0,59,5,3358,1254,0,0,252,0
android,googlesamples/android-BasicMediaRouter,1207,593,87,2731,90,1067,0,219,18,0,0,0,59,5,3400,1274,0,0,256,0
android,googlesamples/android-BasicMediaDecoder,1217,604,88,2771,91,1087,0,223,18,0,0,0,59,5,3460,1295,0,0,258,0
android,googlesamples/android-BasicManagedProfile,1230,615,89,2828,92,1108,0,228,20,0,0,0,59,5,3520,1316,0,0,261,0
android,googlesamples/android-BasicImmersiveMode,1251,625,90,2867,93,1128,0,232,20,0,0,0,59,5,3569,1336,0,0,265,0
android,googlesamples/android-BasicGestureDetect,1275,635,91,2906,94,1148,0,236,20,0,0,0,59,5,3618,1356,0,0,269,0
android,googlesamples/android-BasicContactables,1294,645,92,2948,95,1168,0,240,20,0,0,0,59,5,3671,1377,0,0,273,0
android,googlesamples/android-BasicAndroidKeyStore,1320,655,93,2990,96,1189,0,246,20,0,0,0,59,5,3729,1397,0,0,278,0
android,googlesamples/android-AutoBackupForApps,1325,664,94,3014,97,1203,0,247,20,0,0,0,59,5,3754,1410,0,0,279,0
android,googlesamples/android-AsymmetricFingerprintDialog,1359,678,113,3112,98,1219,0,250,29,0,0,0,59,5,4074,1421,0,0,302,0
android,googlesamples/android-AppShortcuts,1363,681,114,3118,99,1226,0,251,29,0,0,0,59,5,4102,1426,0,0,303,0
android,googlesamples/android-AppRestrictionSchema,1379,692,115,3164,100,1245,0,255,29,0,0,0,59,5,4148,1445,0,0,305,0
android,googlesamples/android-AppRestrictions,1390,702,116,3202,101,1265,0,259,29,0,0,0,59,5,4202,1465,0,0,308,0
android,googlesamples/android-AppRestrictionEnforcer,1415,713,117,3247,102,1284,0,262,29,0,0,0,59,5,4248,1484,0,0,310,0
android,googlesamples/android-AdvancedImmersiveMode,1436,724,118,3289,103,1304,0,266,29,0,0,0,59,5,4293,1505,0,0,314,0
android,googlesamples/android-ActiveNotifications,1451,733,119,3323,104,1318,0,270,29,0,0,0,59,5,4328,1521,0,0,316,0
android,googlesamples/android-ActionBarCompat-Styled,1457,743,120,3377,105,1338,0,275,29,0,0,0,59,5,4493,1541,0,0,320,0
android,googlesamples/android-ActionBarCompat-ListPopupMenu,1467,753,121,3417,106,1358,0,279,29,0,0,0,59,5,4544,1561,0,0,324,0
android,googlesamples/android-ActionBarCompat-Basic,1473,763,122,3457,107,1379,0,284,29,0,0,0,59,5,4607,1581,0,0,328,0
android,googlesamples/android-key-attestation,1541,765,123,3457,108,1387,0,284,29,0,0,0,59,6,4701,1588,0,0,328,0
android,googlesamples/android-play-places,1617,776,128,3546,113,1415,0,289,29,0,0,0,59,6,4796,1608,0,0,334,0
android,googlesamples/android-AccelerometerPlay,1618,777,129,3549,114,1418,0,290,29,0,0,0,59,6,4811,1610,0,0,335,0
android,googlesamples/android-play-awareness,1622,780,130,3558,115,1421,0,290,29,0,0,0,59,6,4827,1614,0,0,336,0
android,googlesamples/leanback-assistant,1665,784,131,3585,116,1425,0,291,29,0,0,0,59,6,4880,1620,0,0,338,0
android,googlesamples/android-play-safetynet,1699,790,135,3620,120,1450,0,293,30,0,0,0,59,9,4933,1629,0,0,341,0
android,googlesamples/account-transfer-api,1708,792,136,3628,121,1453,0,293,30,0,0,0,59,9,4948,1633,0,0,342,0
android,googlesamples/android-SimpleMediaPlayer,1712,794,137,3633,122,1459,0,293,30,0,0,0,59,9,4964,1635,0,0,343,0
android,googlesamples/android-fido,1755,799,141,3671,124,1468,0,293,30,0,0,0,59,9,5000,1644,0,0,346,0
android,googlesamples/android-WearStandaloneGoogleSignIn,1761,802,144,3711,127,1473,0,293,30,0,0,0,59,12,5031,1651,0,0,350,0
android,googlesamples/android-WearOAuth,1765,808,147,3721,130,1478,0,293,30,0,0,0,59,12,5065,1658,0,0,354,0
android,googlesamples/android-unsplash,1870,818,150,3841,133,1483,0,293,30,0,0,0,59,12,5122,1673,0,0,361,0
android,googlesamples/android-codelab-watchface,1875,820,151,3861,134,1486,0,293,30,0,0,0,59,12,5143,1679,0,0,366,0
android,googlesamples/android-OurStreets,1964,827,154,3932,137,1491,0,296,30,0,0,0,59,12,5194,1688,0,0,369,0
android,googlesamples/android-WearCompanionLibrary,1994,829,155,3944,138,1495,0,296,30,0,0,0,59,12,5220,1693,0,0,370,0
android,googlesamples/android-gcmnetworkmanager,2001,831,156,3953,139,1498,0,296,30,0,0,0,59,12,5233,1695,0,0,371,0
android,googlesamples/identity-toolkit-android,2011,836,165,4078,139,1499,0,297,30,0,0,0,59,12,5412,1707,0,0,381,0
android,googlesamples/android-WclDemoSample,2025,838,166,4117,140,1502,0,297,31,0,0,0,59,12,5466,1711,0,0,384,0
android,googlesamples/attendee-checkin,2070,839,168,4151,141,1507,0,297,34,0,0,0,59,12,5512,1713,0,0,385,0
android,googlesamples/android-play-games-in-motion,2103,841,169,4205,142,1524,0,297,34,0,0,0,59,12,5721,1715,0,0,386,3
android,googlesamples/androidtv-daydream,2117,841,169,4219,142,1527,0,297,34,0,0,0,59,12,5729,1717,0,0,387,3
android,googlesamples/androidtv-VisualGameController,2122,843,170,4227,143,1530,0,297,35,0,0,0,59,12,5751,1718,0,0,388,3
android,googlesamples/androidtv-GameController,2154,845,172,4242,144,1531,0,297,43,0,0,0,59,12,5762,1720,0,0,389,3
android,googlesamples/android-google-accounts,2163,853,175,4264,147,1539,0,297,43,0,0,0,59,12,5810,1729,0,0,392,3
