aws,aws-samples/aws-cognito-java-desktop-app,56813312,56813565,0,2019-06-28 18:02:00,6657172,646,2016-07-30 05:16:19,ios;swift;amazon-web-services;java;amazon-cognito;
aws,aws-samples/aws-cloudhsm-jce-examples,57189318,62169796,0,2020-06-03 05:45:08,5483809,179,2015-10-24 13:00:35,java;gwt;iframe;pdf-generation;itext;
