,,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,numberJavaFiles,readability,questions
2013,4,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.8421052631578947,5.302631578947368,0.4868421052631579,4.605263157894737,0.2236842105263158,1.0,3.3289473684210527,0.5263157894736842,0.0,5.473684210526316,0.18421052631578946,0.0,,,,0.881578947368421,0.14473684210526316,1.131578947368421,13.131578947368421,0.05263157894736842,0.0,0.039473684210526314,0.7105263157894737,,14.394736842105264,2.8947368421052633,11.144736842105264,5.592105263157895,4.434210526315789,0.32894736842105265,,,,3.736842105263158,7.184210526315789,4.447368421052632,2.710526315789474,,,,,,1.0,1.0,1.0,0.8421052631578947,,1.013157894736842,0.10526315789473684,,0.0,0.0,0.010263157894736842,1.894736842105263,1.894736842105263,1.894736842105263,1.131578947368421,5.368421052631579,0.31564897427875593,0.0
2013,5,1.2595419847328244,1.2595419847328244,1.2595419847328244,1.0,8.969465648854962,0.8969465648854962,7.687022900763359,0.40076335877862596,1.0,3.50381679389313,0.46946564885496184,0.0,4.526717557251908,0.35877862595419846,0.07633587786259542,,,,0.9961832061068703,0.2595419847328244,1.5877862595419847,13.587786259541986,0.022900763358778626,0.0,0.0,1.4198473282442747,,20.47328244274809,4.022900763358779,15.606870229007633,6.5534351145038165,7.969465648854962,0.9083969465648855,,,,6.297709923664122,10.30916030534351,5.980916030534351,4.419847328244275,,,,,,1.3358778625954197,1.3358778625954197,1.3358778625954197,1.0,,1.034351145038168,0.15648854961832062,,0.37786259541984735,0.37786259541984735,0.037137404580152654,1.9427480916030535,1.9427480916030535,1.9427480916030535,1.5877862595419847,3.7404580152671754,0.24123416825317473,0.0
2013,6,1.1818181818181819,1.1818181818181819,1.1818181818181819,1.0,7.051136363636363,0.5965909090909091,6.204545454545454,0.23295454545454544,1.0056818181818181,3.215909090909091,0.3465909090909091,0.0,3.75,0.3693181818181818,0.09659090909090909,,,,1.5795454545454546,0.4375,2.034090909090909,14.034090909090908,0.08522727272727272,0.03977272727272727,0.03409090909090909,1.8238636363636365,,18.261363636363637,3.5511363636363638,14.022727272727273,6.130681818181818,6.494318181818182,0.7102272727272727,,,,5.590909090909091,9.363636363636363,5.369318181818182,4.0852272727272725,,,,,,1.2897727272727273,1.2897727272727273,1.2897727272727273,1.0170454545454546,,1.1420454545454546,0.18181818181818182,,6.232954545454546,6.232954545454546,0.024318181818181826,2.3863636363636362,2.3863636363636362,2.3863636363636362,2.0511363636363638,3.0681818181818183,0.2658608692834161,0.0
2013,7,1.104325699745547,1.104325699745547,1.104325699745547,1.0,6.416030534351145,0.3893129770992366,5.792620865139949,0.14249363867684478,1.0025445292620865,3.703562340966921,0.40076335877862596,0.0,3.5852417302798982,0.34987277353689566,0.07124681933842239,,,,1.840966921119593,0.6513994910941476,2.2480916030534353,14.248091603053435,0.2875318066157761,0.04961832061068702,0.0,1.8651399491094147,,21.796437659033078,4.272264631043257,17.012722646310433,6.824427480916031,8.06615776081425,0.5432569974554707,,,,7.340966921119593,11.520356234096692,5.816793893129771,5.846055979643766,,,,,,1.4045801526717556,1.4045801526717556,1.4045801526717556,1.0076335877862594,,1.0865139949109415,0.24427480916030533,,14.510178117048346,14.510178117048346,0.01679389312977097,2.7213740458015265,2.7213740458015265,2.77735368956743,2.2557251908396947,3.0279898218829517,0.26682769102264825,0.0
2013,8,1.0917241379310345,1.0917241379310345,1.0917241379310345,1.0,6.205517241379311,0.40758620689655173,5.602758620689655,0.14275862068965517,1.0,3.549655172413793,0.36689655172413793,0.0,3.5724137931034483,0.30689655172413793,0.04068965517241379,,,,1.7006896551724138,0.603448275862069,2.039310344827586,14.039310344827586,0.24551724137931036,0.022758620689655173,0.0,1.7144827586206897,,20.30896551724138,4.148965517241379,15.846896551724138,6.382758620689655,7.2668965517241375,0.356551724137931,,,,6.6593103448275865,10.701379310344828,5.449655172413793,5.377241379310345,,,,,,1.3806896551724137,1.3806896551724137,1.3806896551724137,1.0,,1.0758620689655172,0.2386206896551724,,14.13103448275862,14.13103448275862,0.015282758620689636,2.504137931034483,2.504137931034483,2.5979310344827584,2.039310344827586,3.2951724137931033,0.3246828833477866,0.0
2013,9,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.0,6.161616161616162,0.4015151515151515,5.611111111111111,0.1414141414141414,1.0,3.5681818181818183,0.3560606060606061,0.0,3.595959595959596,0.3333333333333333,0.045454545454545456,,,,1.5328282828282829,0.5252525252525253,1.8838383838383839,13.883838383838384,0.25,0.020202020202020204,0.0,1.5782828282828283,,19.32070707070707,3.992424242424242,15.075757575757576,6.08080808080808,6.828282828282828,0.3282828282828283,,,,6.126262626262626,10.04040404040404,5.1893939393939394,4.909090909090909,,,,,,1.3358585858585859,1.3358585858585859,1.3358585858585859,1.0,,1.0732323232323233,0.21464646464646464,,12.853535353535353,12.853535353535353,0.015151515151515154,2.3257575757575757,2.3257575757575757,2.446969696969697,1.8838383838383839,3.313131313131313,0.33569722340168545,0.0
2013,10,1.0681818181818181,1.0681818181818181,1.0681818181818181,1.0,5.363636363636363,0.29545454545454547,4.931818181818182,0.07954545454545454,1.0113636363636365,3.0681818181818183,0.3181818181818182,0.0,3.090909090909091,0.3409090909090909,0.022727272727272728,,,,1.7272727272727273,0.45454545454545453,2.0795454545454546,14.079545454545455,0.125,0.0,0.056818181818181816,1.7159090909090908,,19.102272727272727,3.7045454545454546,15.045454545454545,6.125,6.7272727272727275,0.38636363636363635,,,,6.1477272727272725,9.965909090909092,5.0227272727272725,5.295454545454546,,,,,,1.2954545454545454,1.2954545454545454,1.2954545454545454,1.0,,1.0340909090909092,0.17045454545454544,,9.761363636363637,9.761363636363637,0.011704545454545455,2.4204545454545454,2.4204545454545454,2.465909090909091,2.0795454545454546,3.2045454545454546,0.433809616596486,0.0
2013,11,1.1408450704225352,1.1408450704225352,1.1408450704225352,1.0,6.151408450704225,0.5035211267605634,5.415492957746479,0.14788732394366197,1.0598591549295775,3.3556338028169015,0.3345070422535211,0.0,3.788732394366197,0.2746478873239437,0.028169014084507043,,,,1.7077464788732395,0.8485915492957746,1.9929577464788732,13.992957746478874,0.15140845070422534,0.0,0.02464788732394366,1.767605633802817,,21.193661971830984,4.5,16.239436619718308,6.549295774647887,7.697183098591549,0.4753521126760563,,,,7.056338028169014,11.274647887323944,5.570422535211268,5.679577464788732,,,,,,1.5,1.5,1.5,1.0,,1.1056338028169015,0.2992957746478873,,15.172535211267606,15.172535211267606,0.021514084507042255,2.5880281690140845,2.5880281690140845,2.630281690140845,1.9929577464788732,3.556338028169014,0.3124052163330287,2.0
2013,12,1.0857142857142856,1.0857142857142856,1.0857142857142856,1.0,4.885714285714286,0.22857142857142856,4.485714285714286,0.14285714285714285,1.0571428571428572,2.8285714285714287,0.24285714285714285,0.0,4.314285714285714,0.15714285714285714,0.014285714285714285,,,,1.6857142857142857,0.6,1.8714285714285714,13.871428571428572,0.11428571428571428,0.0,0.0,1.7571428571428571,,18.02857142857143,4.1571428571428575,13.557142857142857,5.6,5.185714285714286,0.34285714285714286,,,,5.271428571428571,9.085714285714285,4.728571428571429,4.271428571428571,,,,,,1.2714285714285714,1.2714285714285714,1.2714285714285714,1.0,,1.1,0.17142857142857143,,10.357142857142858,10.357142857142858,0.022714285714285715,2.2714285714285714,2.2714285714285714,2.3857142857142857,1.8714285714285714,4.171428571428572,0.3919555314455844,0.0
2014,1,1.1333333333333333,1.1333333333333333,1.1333333333333333,1.0,5.727777777777778,0.35,5.194444444444445,0.16666666666666666,1.0333333333333334,3.161111111111111,0.2611111111111111,0.0,3.5,0.3611111111111111,0.03333333333333333,,,,1.3333333333333333,0.49444444444444446,1.6944444444444444,13.694444444444445,0.13333333333333333,0.0,0.016666666666666666,1.511111111111111,,17.261111111111113,3.5388888888888888,13.338888888888889,5.344444444444444,5.772222222222222,0.4166666666666667,,,,5.294444444444444,8.827777777777778,4.522222222222222,4.3,,,,,,1.3,1.3,1.3,1.0,,1.0722222222222222,0.2,,8.333333333333334,8.333333333333334,0.0265,2.061111111111111,2.061111111111111,2.1277777777777778,1.6944444444444444,3.2888888888888888,0.3185099581590578,1.0
