,,Buse Readability,Scalabrino Readability,FANIN,FANOUT,CC,CCM,CCS,EC,KNTS,NPATH,NPLOG,PL,LOC,DLOC,Executable Line of Code,CLOC,BL,NV,AM,NPRM,NPM,PM,LM,STMT,DSTMT,ESTMT,CCR,WMC,NOC,DIT,LCOM,CBO,RFC,NIV,questions
2017,8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.678657213233205e-14,0.0,0.0,0.0,0.0,0.0,4.1966430330830835e-15,0.0,0.0,0.0,0.0,1.0,8.188571771869387e-15,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2017,9,0.06424532505456394,1.0,0.0,0.0,4.4237587296935805e-15,4.4237587296935805e-15,0.0,0.0,0.9999999999999971,0.0,0.0,4.7244530187742395e-15,5.708504869656006e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.245803791353892e-15,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2017,10,0.06424532505456394,1.0,0.0,0.0,4.4237587296935805e-15,4.4237587296935805e-15,0.0,0.0,0.9999999999999971,0.0,0.0,4.7244530187742395e-15,5.708504869656006e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.245803791353892e-15,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2017,11,0.06424532505456394,1.0,0.0,0.0,4.4237587296935805e-15,4.4237587296935805e-15,0.0,0.0,0.9999999999999971,0.0,0.0,4.7244530187742395e-15,5.708504869656006e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.245803791353892e-15,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2017,12,0.06424532505456394,1.0,0.0,0.0,4.4237587296935805e-15,4.4237587296935805e-15,0.0,0.0,0.9999999999999971,0.0,0.0,4.7244530187742395e-15,5.708504869656006e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.245803791353892e-15,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018,1,0.06424532505456394,1.0,0.0,0.0,4.4237587296935805e-15,4.4237587296935805e-15,0.0,0.0,0.9999999999999971,0.0,0.0,4.7244530187742395e-15,5.708504869656006e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.245803791353892e-15,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018,2,0.06424532505456394,1.0,0.0,0.0,4.4237587296935805e-15,4.4237587296935805e-15,0.0,0.0,0.9999999999999971,0.0,0.0,4.7244530187742395e-15,5.708504869656006e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.245803791353892e-15,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018,3,0.06424532505456394,1.0,0.0,0.0,4.4237587296935805e-15,4.4237587296935805e-15,0.0,0.0,0.9999999999999971,0.0,0.0,4.7244530187742395e-15,5.708504869656006e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.245803791353892e-15,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018,4,0.06424532505456394,1.0,0.0,0.0,4.4237587296935805e-15,4.4237587296935805e-15,0.0,0.0,0.9999999999999971,0.0,0.0,4.7244530187742395e-15,5.708504869656006e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.245803791353892e-15,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018,5,0.06424532505456394,1.0,0.0,0.0,4.4237587296935805e-15,4.4237587296935805e-15,0.0,0.0,0.9999999999999971,0.0,0.0,4.7244530187742395e-15,5.708504869656006e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.245803791353892e-15,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
