,,Buse Readability,Scalabrino Readability,FANIN,FANOUT,CC,CCM,CCS,EC,KNTS,NPATH,NPLOG,PL,LOC,DLOC,Executable Line of Code,CLOC,BL,NV,AM,NPRM,NPM,PM,LM,STMT,DSTMT,ESTMT,CCR,WMC,NOC,DIT,LCOM,CBO,RFC,NIV,questions
2015,3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6365758354755784,0.6983413751507841,0.80754593175853,1.0,0.9708622398414273,0.7938864628820963,0.09818594275776028,1.0,0.10081300813008114,0.0,0.38551572787125093,0.769655172413793,0.5841799146956181,0.9745280437756494,0.30407468247926595,0.38132118451025065,0.0,1.0,1.0,0.5516711833785009,0.09818594275776028,0.44285714285714284,0.0
2015,4,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6365758354755784,0.6983413751507841,0.80754593175853,1.0,0.9708622398414273,0.7938864628820963,0.09818594275776028,1.0,0.10081300813008114,0.0,0.38551572787125093,0.769655172413793,0.5841799146956181,0.9745280437756494,0.30407468247926595,0.38132118451025065,0.0,1.0,1.0,0.5516711833785009,0.09818594275776028,0.44285714285714284,0.0
2015,5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6365758354755784,0.6983413751507841,0.80754593175853,1.0,0.9708622398414273,0.7938864628820963,0.09818594275776028,1.0,0.10081300813008114,0.0,0.38551572787125093,0.769655172413793,0.5841799146956181,0.9745280437756494,0.30407468247926595,0.38132118451025065,0.0,1.0,1.0,0.5516711833785009,0.09818594275776028,0.44285714285714284,0.0
2015,6,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6365758354755784,0.6983413751507841,0.80754593175853,1.0,0.9708622398414273,0.7938864628820963,0.09818594275776028,1.0,0.10081300813008114,0.0,0.38551572787125093,0.769655172413793,0.5841799146956181,0.9745280437756494,0.30407468247926595,0.38132118451025065,0.0,1.0,1.0,0.5516711833785009,0.09818594275776028,0.44285714285714284,0.0
2015,7,0.11277055697745414,0.6578369515697721,0.25374827828070196,0.28045694315547903,0.27749744000066,0.2964680844897804,0.2780745506879573,0.22204277389888674,0.24110835885209647,0.189195403306117,0.26998915617475616,0.32291403020332426,0.2012948681329146,0.20220703212259314,0.20793234179060932,0.6939444844412446,0.1775134897037769,1.0,0.023316487495851804,0.36332086112466777,0.042005420054200396,0.056407698383006966,0.09154948657509022,0.20323541932737357,0.21146582798385818,0.20952525713127648,0.6159390288962784,0.18176832869315798,0.0,0.0,0.2727553701128117,0.1254976747298342,0.023316487495851804,0.3007054673721342,0.0
2015,8,0.11277055697745414,0.6578369515697721,0.25374827828070196,0.28045694315547903,0.27749744000066,0.2964680844897804,0.2780745506879573,0.22204277389888674,0.24110835885209647,0.189195403306117,0.26998915617475616,0.3229140302033248,0.2012948681329146,0.20220703212259314,0.20793234179060932,0.6939444844412446,0.1775134897037765,1.0,0.023316487495851804,0.36332086112466777,0.042005420054200396,0.056407698383006966,0.09154948657508995,0.20323541932737357,0.21146582798385818,0.20952525713127648,0.6159390288962783,0.18176832869315798,0.0,0.0,0.2727553701128117,0.1254976747298342,0.023316487495851804,0.3007054673721342,0.0
2015,9,0.12679348257305909,0.6660220719476017,0.222658646030854,0.2659168337282487,0.24108679936568508,0.2606413546213901,0.2414156234149092,0.20130132982653673,0.21493353516907832,0.1498661365498517,0.1452415053613744,0.0,0.0,0.0,0.0,0.4551064486269668,0.0,0.6779475982532752,0.0,0.3336122150177788,0.0,0.05202821869488531,0.0,0.0,0.0,0.0,0.5855145295427359,0.0,0.0,0.05813953488372121,0.17087224319491348,0.0,0.0,0.10017006802721076,0.0
2015,10,0.12679348257305909,0.6660220719476017,0.222658646030854,0.2659168337282487,0.24108679936568508,0.2606413546213901,0.2414156234149092,0.20130132982653673,0.21493353516907832,0.1498661365498517,0.1452415053613744,0.0,0.0,0.0,0.0,0.4551064486269668,0.0,0.6779475982532752,0.0,0.3336122150177788,0.0,0.05202821869488531,0.0,0.0,0.0,0.0,0.5855145295427359,0.0,0.0,0.05813953488372121,0.17087224319491348,0.0,0.0,0.10017006802721076,0.0
2015,11,0.12679348257305909,0.6660220719476017,0.222658646030854,0.2659168337282487,0.24108679936568508,0.2606413546213901,0.2414156234149092,0.20130132982653673,0.21493353516907832,0.1498661365498517,0.1452415053613744,0.0,0.0,0.0,0.0,0.4551064486269668,0.0,0.6779475982532752,0.0,0.3336122150177788,0.0,0.05202821869488531,0.0,0.0,0.0,0.0,0.5855145295427359,0.0,0.0,0.05813953488372121,0.17087224319491348,0.0,0.0,0.10017006802721076,0.0625
2015,12,1.0,0.5378320623194287,0.09372479203782214,0.14158506871447302,0.10712885698357864,0.11277322943368918,0.10125860949236674,0.07311751676988011,0.09433360034901694,0.0020597172118972554,0.018384852272925883,0.21888324280123875,0.16518621053325477,0.2320373635210789,0.1641205105772028,0.5546325524727251,0.1370740260730349,0.6036278132348002,0.05049985894479066,0.3731651462251755,0.1324786324786324,0.08659241992575321,0.1982818449533886,0.18455643972885413,0.1328382099999004,0.26771195061208714,1.0,0.2761228900181064,0.0,0.017889087656529922,0.0,0.4717531790702526,0.05049985894479066,0.0,0.0625
2016,1,1.0,0.5378320623194287,0.09372479203782214,0.14158506871447302,0.10712885698357864,0.11277322943368918,0.10125860949236674,0.07311751676988011,0.09433360034901694,0.0020597172118972554,0.018384852272925883,0.21888324280123875,0.16518621053325477,0.2320373635210789,0.1641205105772028,0.5546325524727251,0.1370740260730349,0.6036278132348002,0.05049985894479066,0.3731651462251755,0.1324786324786324,0.08659241992575321,0.1982818449533886,0.18455643972885413,0.1328382099999004,0.26771195061208714,1.0,0.2761228900181064,0.0,0.017889087656529922,0.0,0.4717531790702526,0.05049985894479066,0.0,0.125
2016,2,1.0,0.5380337555692132,0.09372479203782214,0.14158506871447302,0.10712885698357864,0.11277322943368918,0.10125860949236674,0.07311751676988011,0.09433360034901694,0.0020597172118972554,0.018384852272925883,0.21888324280123875,0.16518621053325477,0.2320373635210789,0.1641205105772028,0.5546325524727251,0.1370740260730349,0.6036278132348002,0.05049985894479066,0.3731651462251755,0.1324786324786324,0.08659241992575321,0.1982818449533886,0.18455643972885413,0.1328382099999004,0.26771195061208714,1.0,0.2761228900181064,0.0,0.017889087656529922,0.0,0.4717531790702526,0.05049985894479066,0.0,0.125
