AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,type,numberJavaFiles,commitSha,commitDate,readability
1.0,1.0,1.0,0.8571428571428571,7.571428571428571,0.14285714285714285,6.142857142857143,1.0,1.0,5.428571428571429,1.8571428571428572,0.0,,0.14285714285714285,0.8571428571428571,,,,3.2857142857142856,2.4285714285714284,3.4285714285714284,15.428571428571429,0.2857142857142857,0.0,0.5714285714285714,2.5714285714285716,,56.857142857142854,7.142857142857143,40.57142857142857,14.285714285714286,23.285714285714285,9.142857142857142,,,,18.285714285714285,25.428571428571427,11.714285714285714,13.714285714285714,,,,,,1.5714285714285714,1.5714285714285714,1.5714285714285714,0.8571428571428571,,1.8571428571428572,0.5714285714285714,,34.42857142857143,33.57142857142857,0.3471428571428571,4.714285714285714,4.714285714285714,4.857142857142857,3.4285714285714284,average,,7a3c8fb214a5f94df33953e6f6be592a0d046403,2014-12-15 11:50:13-08:00,0.053918067794126855
1.0,1.0,1.0,1.0,7.0,0.0,5.0,1.0,1.0,5.0,2.0,0.0,,0.0,0.0,,,,3.0,2.0,3.0,15.0,0.0,0.0,1.0,2.0,,36.0,5.0,22.0,8.0,10.0,7.0,,,,11.0,15.0,6.0,9.0,,,,,,1.0,1.0,1.0,1.0,,2.0,0.0,,33.0,33.0,0.25,3.0,3.0,3.0,3.0,median,,7a3c8fb214a5f94df33953e6f6be592a0d046403,2014-12-15 11:50:13-08:00,0.053918067794126855
,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,absolute,7.0,7a3c8fb214a5f94df33953e6f6be592a0d046403,2014-12-15 11:50:13-08:00,0.053918067794126855
1.0,1.0,1.0,0.8571428571428571,7.571428571428571,0.14285714285714285,6.142857142857143,1.0,1.0,5.428571428571429,1.8571428571428572,0.0,,0.14285714285714285,0.8571428571428571,,,,3.2857142857142856,2.4285714285714284,3.4285714285714284,15.428571428571429,0.2857142857142857,0.0,0.5714285714285714,2.5714285714285716,,56.857142857142854,7.142857142857143,40.57142857142857,14.285714285714286,23.285714285714285,9.142857142857142,,,,18.285714285714285,25.428571428571427,11.714285714285714,13.714285714285714,,,,,,1.5714285714285714,1.5714285714285714,1.5714285714285714,0.8571428571428571,,1.8571428571428572,0.5714285714285714,,34.42857142857143,33.57142857142857,0.3471428571428571,4.714285714285714,4.714285714285714,4.857142857142857,3.4285714285714284,average,,d30539aa813a070bb6930f8cfbab3fc07f313e65,2015-01-21 12:14:16-08:00,0.053918067794126855
1.0,1.0,1.0,1.0,7.0,0.0,5.0,1.0,1.0,5.0,2.0,0.0,,0.0,0.0,,,,3.0,2.0,3.0,15.0,0.0,0.0,1.0,2.0,,36.0,5.0,22.0,8.0,10.0,7.0,,,,11.0,15.0,6.0,9.0,,,,,,1.0,1.0,1.0,1.0,,2.0,0.0,,33.0,33.0,0.25,3.0,3.0,3.0,3.0,median,,d30539aa813a070bb6930f8cfbab3fc07f313e65,2015-01-21 12:14:16-08:00,0.053918067794126855
,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,absolute,7.0,d30539aa813a070bb6930f8cfbab3fc07f313e65,2015-01-21 12:14:16-08:00,0.053918067794126855
1.0,1.0,1.0,0.8571428571428571,7.571428571428571,0.14285714285714285,6.142857142857143,1.0,1.0,5.428571428571429,1.8571428571428572,0.0,,0.14285714285714285,0.8571428571428571,,,,3.2857142857142856,2.4285714285714284,3.4285714285714284,15.428571428571429,0.2857142857142857,0.0,0.5714285714285714,2.5714285714285716,,56.857142857142854,7.142857142857143,40.57142857142857,14.285714285714286,23.285714285714285,9.142857142857142,,,,18.285714285714285,25.428571428571427,11.714285714285714,13.714285714285714,,,,,,1.5714285714285714,1.5714285714285714,1.5714285714285714,0.8571428571428571,,1.8571428571428572,0.5714285714285714,,34.42857142857143,33.57142857142857,0.3471428571428571,4.714285714285714,4.714285714285714,4.857142857142857,3.4285714285714284,average,,00307d9092fa497a4dc6db4e5dc9e909731b7dae,2015-03-30 17:43:44-07:00,0.053918067794126855
1.0,1.0,1.0,1.0,7.0,0.0,5.0,1.0,1.0,5.0,2.0,0.0,,0.0,0.0,,,,3.0,2.0,3.0,15.0,0.0,0.0,1.0,2.0,,36.0,5.0,22.0,8.0,10.0,7.0,,,,11.0,15.0,6.0,9.0,,,,,,1.0,1.0,1.0,1.0,,2.0,0.0,,33.0,33.0,0.25,3.0,3.0,3.0,3.0,median,,00307d9092fa497a4dc6db4e5dc9e909731b7dae,2015-03-30 17:43:44-07:00,0.053918067794126855
,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,absolute,7.0,00307d9092fa497a4dc6db4e5dc9e909731b7dae,2015-03-30 17:43:44-07:00,0.053918067794126855
1.0,1.0,1.0,0.8571428571428571,7.571428571428571,0.14285714285714285,6.142857142857143,1.0,1.0,5.428571428571429,1.8571428571428572,0.0,,0.14285714285714285,0.8571428571428571,,,,3.2857142857142856,2.4285714285714284,3.4285714285714284,15.428571428571429,0.2857142857142857,0.0,0.5714285714285714,2.5714285714285716,,56.857142857142854,7.142857142857143,40.57142857142857,14.285714285714286,23.285714285714285,9.142857142857142,,,,18.285714285714285,25.428571428571427,11.714285714285714,13.714285714285714,,,,,,1.5714285714285714,1.5714285714285714,1.5714285714285714,0.8571428571428571,,1.8571428571428572,0.5714285714285714,,34.42857142857143,33.57142857142857,0.3471428571428571,4.714285714285714,4.714285714285714,4.857142857142857,3.4285714285714284,average,,13755d4d9a1a0610391b6a4a49cb697d4e9ed606,2015-04-28 10:54:28-07:00,0.053918067794126855
