numberOfJavaFiles,countLineCode/numberOfJavaFiles,SumCyclomaticStrict/CountDeclMethod,readability
6,18.166666666666668,1.4444444444444444,0.45484281354583794
11,27.54545454545455,2.130434782608696,0.2077251875942404
5,13.2,1.0,0.4713550238870085
5,12.0,1.0,0.41644750367850064
6,21.83333333333333,1.4285714285714286,0.008511030852484206
8,23.25,1.0526315789473684,0.20917248811747413
6,14.666666666666664,1.6,0.21051991148851806
4,14.0,1.0,0.26420050306478515
4,14.0,1.0,0.26420050306478515
4,14.0,1.0,0.26420050306478515
4,14.0,1.0,0.26420050306478515
5,14.6,1.75,0.2742728193057701
4,9.75,1.0,0.5362720862030983
4,9.75,1.0,0.5437604635953903
4,9.75,1.0,0.5475568398833275
4,14.25,1.0,0.26426906971028075
2,9.5,1.0,0.6220425069332123
4,14.25,1.0,0.26426906971028075
4,14.0,1.0,0.26420050306478515
4,14.0,1.0,0.26420050306478515
0,0.0,0.0,0.0
4,14.25,1.0,0.26426906971028075
1,54.0,1.3333333333333333,0.0
1,54.0,1.3333333333333333,0.0
2,33.0,1.2857142857142858,0.267556369304657
2,26.0,1.25,0.267556369304657
4,14.25,1.0,0.26426906971028075
4,14.25,1.0,0.26426906971028075
4,14.25,1.0,0.26426906971028075
3,38.0,1.0,0.012737431408216556
3,38.0,1.0,0.012737431408216556
4,37.25,1.0666666666666669,0.009553073556162415
3,44.0,1.0625,0.004898015642538668
4,14.25,1.0,0.26426906971028075
3,38.0,1.0,0.012737431408216556
4,14.25,1.0,0.26426906971028075
3,38.0,1.0,0.012737431408216556
4,14.25,1.0,0.26426906971028075
4,14.25,1.0,0.26426906971028075
3,44.0,1.0625,0.04192422702908516
3,44.0,1.0625,0.04192422702908516
3,14.333333333333336,1.0,0.32795877335593104
0,0.0,0.0,0.0
8,23.5,1.4,0.373049576417543
8,25.5,1.4285714285714286,0.371221182635054
8,25.5,1.4285714285714286,0.3788360017933883
8,28.375,1.5555555555555556,0.3081915236434725
8,28.375,1.5555555555555556,0.3081915236434725
7,32.142857142857146,1.6129032258064515,0.2780729089738868
3,14.333333333333336,1.0,0.32795877335593104
3,14.333333333333336,1.0,0.3233208912424743
3,14.333333333333336,1.0,0.32795877335593104
3,14.333333333333336,1.0,0.3233208912424743
1,21.0,1.5,0.0005584203754551709
1,21.0,1.5,0.0005584203754551709
1,21.0,1.5,0.0007662351708859205
1,17.0,2.0,0.09053138643503188
2,10.0,1.0,0.5569387599825859
3,14.333333333333336,1.0,0.3233208912424743
3,14.333333333333336,1.0,0.3233208912424743
2,10.0,1.0,0.5569387599825859
2,10.0,1.0,0.5569387599825859
2,10.0,1.0,0.5569387599825859
2,10.0,1.0,0.5569387599825859
5,12.0,1.0,0.41644750367850064
5,13.2,1.0,0.4713550238870085
11,27.54545454545455,2.130434782608696,0.2077251875942404
6,18.166666666666668,1.4444444444444444,0.45484281354583794
8,23.25,1.0526315789473684,0.20917248811747413
2,10.0,1.0,0.5569387599825859
2,10.0,1.0,0.5569387599825859
2,10.0,1.0,0.5569387599825859
3,14.333333333333336,1.0,0.3233208912424743
2,10.0,1.0,0.5569387599825859
2,10.0,1.0,0.5569387599825859
2,10.0,1.0,0.5569387599825859
2,10.0,1.0,0.5569387599825859
3,14.333333333333336,1.0,0.3095034771734693
2,10.0,1.0,0.5569387599825859
3,14.333333333333336,1.0,0.3233208912424743
3,44.0,1.0625,0.04192422702908516
1,55.0,1.5,0.0
1,55.0,1.5,0.0
1,55.0,1.5,0.0
1,55.0,1.5,0.0
1,55.0,1.5,0.0
1,55.0,1.5,0.0
1,55.0,1.5,0.0
1,55.0,1.5,0.0
1,55.0,1.5,0.0
3,44.0,1.0625,0.04192422702908516
2,26.0,1.25,0.267556369304657
4,14.0,1.0,0.26420050306478515
1,17.0,2.0,0.09053138643503188
3,14.333333333333336,1.0,0.3095034771734693
4,7.25,1.0,0.8671303987503052
2,10.0,1.0,0.5569387599825859
3,14.333333333333336,1.0,0.3233208912424743
3,44.0,1.0625,0.04192422702908516
3,14.333333333333336,1.0,0.3233208912424743
3,14.333333333333336,1.0,0.3095034771734693
3,14.333333333333336,1.0,0.3233208912424743
4,7.25,1.0,0.8671303987503052
1,55.0,1.5,0.0
1,55.0,1.5,0.0
1,55.0,1.5,0.0
1,56.0,1.5,0.0
1,56.0,1.5,0.0
1,56.0,1.5,0.0
3,14.333333333333336,1.0,0.3233208912424743
1,56.0,1.5,0.0
1,56.0,1.5,0.0
1,56.0,1.5,0.0
1,56.0,1.5,0.0
1,56.0,1.5,0.0
1,56.0,1.5,0.0
1,56.0,1.5,0.0
1,56.0,1.5,0.0
1,56.0,1.5,0.0
1,56.0,1.5,0.0
1,56.0,1.5,0.0
1,56.0,1.5,0.0
1,56.0,1.5,0.0
1,56.0,1.5,0.0
1,56.0,1.5,0.0
1,56.0,1.5,0.0
1,56.0,1.5,0.0
1,56.0,1.5,0.0
1,56.0,1.5,0.0
1,56.0,1.5,0.0
1,56.0,1.5,0.0
5,12.0,1.0,0.41644750367850064
1,56.0,1.5,0.0
1,56.0,1.5,0.0
1,56.0,1.5,0.0
5,12.0,1.0,0.41644750367850064
5,12.0,1.0,0.42765756624285134
4,14.25,1.0,0.5267430245876312
1,56.0,1.5,0.0
1,56.0,1.5,0.0
1,56.0,1.5,0.0
4,14.25,1.0,0.5267430245876312
2,29.0,1.5,0.05497519299387932
2,29.0,1.5,0.05497519299387932
2,29.0,1.5,0.05497519299387932
2,21.0,1.0,0.1906832754611969
2,29.0,1.5,0.05497519299387932
2,29.0,1.5,0.05497519299387932
2,29.0,1.5,0.05497519299387932
2,21.0,1.0,0.1906832754611969
2,29.0,1.5,0.05497519299387932
2,29.0,1.5,0.05497519299387932
2,29.0,1.5,0.05497519299387932
2,23.5,1.0,0.417900025844574
3,21.0,1.0,0.4141197403271993
3,47.0,1.6470588235294117,0.0
2,29.0,1.5,0.05497519299387932
2,29.0,1.5,0.05497519299387932
2,29.0,1.5,0.05497519299387932
2,29.0,1.5,0.05497519299387932
2,29.0,1.5,0.05497519299387932
2,29.0,1.5,0.05497519299387932
3,14.333333333333336,1.0,0.3233208912424743
2,23.5,1.0,0.417900025844574
2,29.0,1.5,0.05497519299387932
2,29.0,1.5,0.05497519299387932
2,29.0,1.5,0.05497519299387932
2,10.0,1.0,0.5569387599825859
3,44.0,1.0625,0.04192422702908516
3,21.0,1.0,0.4141197403271993
11,27.54545454545455,2.130434782608696,0.2077251875942404
2,23.5,1.0,0.417900025844574
2,29.0,1.5,0.05497519299387932
3,21.0,1.0,0.4141197403271993
3,44.0,1.0625,0.04192422702908516
2,29.0,1.5,0.05497519299387932
2,29.0,1.5,0.05497519299387932
2,10.0,1.0,0.5569387599825859
11,27.54545454545455,2.130434782608696,0.2077251875942404
3,21.0,1.0,0.4141197403271993
4,14.0,1.0,0.26420050306478515
11,27.54545454545455,2.130434782608696,0.2077251875942404
3,44.0,1.0625,0.04192422702908516
1,17.0,2.0,0.09053138643503188
2,29.0,1.5,0.05497519299387932
6,21.83333333333333,1.4285714285714286,0.008511030852484206
6,18.166666666666668,1.4444444444444444,0.45484281354583794
4,7.25,1.0,0.8671303987503052
8,23.25,1.0526315789473684,0.20917248811747413
2,29.0,1.5,0.05497519299387932
3,14.333333333333336,1.0,0.3095034771734693
3,47.0,1.6470588235294117,0.0
4,7.25,1.0,0.8671303987503052
3,14.333333333333336,1.0,0.3233208912424743
2,10.0,1.0,0.5569387599825859
2,26.0,1.25,0.267556369304657
2,29.0,1.5,0.05497519299387932
2,23.5,1.0,0.417900025844574
3,14.333333333333336,1.0,0.3233208912424743
2,23.5,1.0,0.417900025844574
1,17.0,2.0,0.09053138643503188
1,17.0,2.0,0.09053138643503188
2,23.5,1.0,0.417900025844574
2,23.5,1.0,0.417900025844574
2,23.5,1.0,0.417900025844574
1,17.0,2.0,0.09053138643503188
2,23.5,1.0,0.417900025844574
1,17.0,2.0,0.1308087706565857
1,17.0,2.0,0.1308087706565857
2,16.5,1.0,0.19348959811031816
2,16.5,1.0,0.19348959811031816
3,14.333333333333336,1.0,0.3233208912424743
2,23.5,1.0,0.417900025844574
2,10.0,1.0,0.5569387599825859
7,24.57142857142857,2.0,0.21514153011542345
7,24.57142857142857,2.0,0.21514153011542345
4,13.5,1.0,0.16957689815899354
4,13.5,1.0,0.16957689815899354
4,13.5,1.0,0.16957689815899354
3,26.0,1.1111111111111112,0.1886544529503832
4,7.25,1.0,0.8671303987503052
4,7.25,1.0,0.8671303987503052
4,7.25,1.0,0.8671303987503052
4,7.25,1.0,0.8671303987503052
3,26.0,1.1111111111111112,0.1886544529503832
4,7.25,1.0,0.8671303987503052
4,7.25,1.0,0.8671303987503052
4,7.25,1.0,0.8671303987503052
4,7.25,1.0,0.8671303987503052
3,14.333333333333336,1.0,0.3233208912424743
2,16.5,1.0,0.19348959811031816
2,16.5,1.0,0.19348959811031816
2,16.5,1.0,0.19348959811031816
2,16.5,1.0,0.19348959811031816
3,14.333333333333336,1.0,0.3233208912424743
2,24.0,1.0,0.0001233499206136912
5,16.4,1.0,0.02225914606824517
5,16.4,1.0,0.022241067048162217
5,16.4,1.0,0.022241067048162217
5,16.4,1.0,0.022241067048162217
4,7.25,1.0,0.8671303987503052
4,23.25,1.5,0.003960046917200089
2,31.0,1.0,0.417900025844574
5,16.4,1.0,0.022241067048162217
5,16.4,1.0,0.022241067048162217
5,16.4,1.0,0.022241067048162217
4,7.25,1.0,0.8671303987503052
3,14.333333333333336,1.0,0.3095034771734693
2,10.0,1.0,0.5569387599825859
3,33.0,1.5,0.32133681265016395
2,31.0,1.0,0.417900025844574
2,31.0,1.0,0.417900025844574
4,7.25,1.0,0.8671303987503052
3,33.0,1.5,0.32133681265016395
4,7.25,1.0,0.8671303987503052
4,7.25,1.0,0.8671303987503052
4,7.25,1.0,0.8671303987503052
4,7.25,1.0,0.8671303987503052
3,14.333333333333336,1.0,0.3233208912424743
3,14.333333333333336,1.0,0.3233208912424743
3,14.333333333333336,1.0,0.3233208912424743
3,14.333333333333336,1.0,0.3233208912424743
3,14.333333333333336,1.0,0.3095034771734693
3,29.33333333333333,1.1,0.2949184477329254
3,28.0,1.1111111111111112,0.3207090397675832
3,28.0,1.1111111111111112,0.3207090397675832
3,28.0,1.1111111111111112,0.3207090397675832
3,44.0,1.0625,0.04192422702908516
3,44.0,1.0625,0.04192422702908516
3,44.0,1.0625,0.04192422702908516
3,44.0,1.0625,0.04192422702908516
3,14.333333333333336,1.0,0.3233208912424743
3,14.333333333333336,1.0,0.3233208912424743
0,0.0,0.0,0.0
5,16.4,1.0,0.022241067048162217
3,14.333333333333336,1.0,0.3233208912424743
3,14.333333333333336,1.0,0.3095034771734693
3,14.333333333333336,1.0,0.3233208912424743
1,7.0,1.0,0.967580020427704
1,7.0,1.0,0.967580020427704
1,29.0,1.0,0.0
1,29.0,1.0,0.0
1,29.0,1.0,0.0
4,7.25,1.0,0.8671303987503052
0,0.0,0.0,0.0
2,102.0,2.4166666666666665,0.0
1,29.0,1.0,0.0
3,44.0,1.0625,0.04192422702908516
3,44.0,1.0625,0.04192422702908516
3,28.0,1.1111111111111112,0.3207090397675832
3,28.0,1.1111111111111112,0.3207090397675832
3,28.0,1.1111111111111112,0.3207090397675832
1,29.0,1.0,0.0
3,14.333333333333336,1.0,0.3233208912424743
5,16.4,1.0,0.022241067048162217
5,16.4,1.0,0.022241067048162217
1,29.0,1.0,0.0
1,29.0,1.0,0.0
3,28.0,1.1111111111111112,0.3207090397675832
4,13.5,1.0,0.16957689815899354
2,23.5,1.0,0.417900025844574
3,21.0,1.0,0.4141197403271993
3,26.0,1.1111111111111112,0.1886544529503832
3,44.0,1.0625,0.04192422702908516
4,7.25,1.0,0.8671303987503052
3,28.0,1.1111111111111112,0.3207090397675832
2,29.0,1.5,0.05497519299387932
2,29.0,1.5,0.05497519299387932
2,29.0,1.5,0.05497519299387932
4,7.25,1.0,0.8671303987503052
4,7.25,1.0,0.8671303987503052
2,29.0,1.5,0.05497519299387932
2,29.0,1.5,0.05497519299387932
2,29.0,1.5,0.05497519299387932
2,10.0,1.0,0.5569387599825859
5,16.4,1.0,0.022241067048162217
4,14.0,1.0,0.26420050306478515
4,14.0,1.0,0.26420050306478515
5,16.6,1.0,0.021438350836979224
3,28.33333333333333,1.0,0.2466813822587331
3,28.33333333333333,1.0,0.2466813822587331
3,44.0,1.0625,0.04192422702908516
2,29.0,1.5,0.05497519299387932
2,29.0,1.5,0.05497519299387932
2,29.0,1.5,0.05497519299387932
2,10.0,1.0,0.5569387599825859
5,16.4,1.0,0.022241067048162217
3,14.333333333333336,1.0,0.3233208912424743
3,28.33333333333333,1.0,0.2466813822587331
2,23.5,1.0,0.417900025844574
3,28.33333333333333,1.0,0.2466813822587331
3,28.33333333333333,1.0,0.2466813822587331
2,22.5,1.0,0.417900025844574
3,21.0,1.0,0.4141197403271993
4,14.0,1.0,0.26420050306478515
2,31.0,1.0,0.417900025844574
4,13.5,1.0,0.16957689815899354
3,26.0,1.1111111111111112,0.1886544529503832
2,31.0,1.0,0.417900025844574
4,14.0,1.0,0.26420050306478515
3,28.0,1.1111111111111112,0.3207090397675832
3,44.0,1.0625,0.04192422702908516
2,31.0,1.0,0.417900025844574
2,31.0,1.0,0.417900025844574
0,0.0,0.0,0.0
2,31.0,1.0,0.417900025844574
3,33.0,1.5,0.32133681265016395
2,31.0,1.0,0.417900025844574
2,16.5,1.0,0.19348959811031816
3,14.333333333333336,1.0,0.3095034771734693
3,14.333333333333336,1.0,0.3233208912424743
6,59.66666666666666,1.186046511627907,0.005406635502974193
2,31.0,1.0,0.417900025844574
3,33.0,1.5,0.32133681265016395
4,7.25,1.0,0.8671303987503052
4,7.25,1.0,0.8671303987503052
1,29.0,1.0,0.0
3,33.0,1.5,0.32133681265016395
3,33.0,1.5,0.32133681265016395
4,14.0,1.0,0.26420050306478515
3,33.0,1.5,0.32133681265016395
3,14.333333333333336,1.0,0.3233208912424743
3,14.333333333333336,1.0,0.3233208912424743
2,16.5,1.0,0.19348959811031816
2,16.5,1.0,0.19348959811031816
2,16.5,1.0,0.19348959811031816
3,14.333333333333336,1.0,0.3233208912424743
4,23.25,1.5,0.003960046917200089
3,26.0,1.1111111111111112,0.1886544529503832
3,14.333333333333336,1.0,0.3095034771734693
4,14.0,1.0,0.26420050306478515
4,7.25,1.0,0.8671303987503052
4,7.25,1.0,0.8671303987503052
6,59.66666666666666,1.186046511627907,0.005406635502974193
2,23.5,1.0,0.417900025844574
2,22.5,1.0,0.417900025844574
3,21.0,1.0,0.4141197403271993
2,31.0,1.0,0.417900025844574
3,44.0,1.0625,0.04192422702908516
3,44.0,1.0625,0.04192422702908516
1,29.0,1.0,0.0
3,28.0,1.1111111111111112,0.3207090397675832
3,33.0,1.5,0.32133681265016395
2,29.0,1.5,0.05497519299387932
2,29.0,1.5,0.05497519299387932
2,29.0,1.5,0.05497519299387932
1,29.0,1.0,0.0
4,13.5,1.0,0.16957689815899354
5,16.4,1.0,0.022241067048162217
3,26.0,1.1111111111111112,0.1886544529503832
4,23.25,1.5,0.003960046917200089
2,10.0,1.0,0.5569387599825859
5,16.6,1.0,0.021438350836979224
0,0.0,0.0,0.0
2,16.5,1.0,0.19348959811031816
3,14.333333333333336,1.0,0.3233208912424743
5,16.6,1.0,0.021438350836979224
5,16.6,1.0,0.021438350836979224
2,16.5,1.0,0.19348959811031816
3,31.0,1.125,0.25001837313175196
2,43.0,1.4285714285714286,0.0018439568812027574
2,16.5,1.0,0.19348959811031816
2,43.0,1.4285714285714286,0.0018439568812027574
3,28.0,1.1111111111111112,0.3207090397675832
3,33.0,1.5,0.32133681265016395
4,14.0,1.0,0.26420050306478515
4,13.5,1.0,0.16957689815899354
3,44.0,1.0625,0.04192422702908516
3,28.33333333333333,1.0,0.2466813822587331
2,16.5,1.0,0.19348959811031816
1,29.0,1.0,0.0
2,31.0,1.0,0.417900025844574
3,21.0,1.0,0.4141197403271993
2,22.5,1.0,0.417900025844574
2,29.0,1.5,0.05497519299387932
2,29.0,1.5,0.05497519299387932
2,29.0,1.5,0.05497519299387932
3,14.333333333333336,1.0,0.3095034771734693
3,14.333333333333336,1.0,0.3233208912424743
2,10.0,1.0,0.5569387599825859
5,16.6,1.0,0.021438350836979224
4,23.25,1.5,0.003960046917200089
3,26.0,1.1111111111111112,0.1886544529503832
4,23.25,1.5,0.003960046917200089
4,23.25,1.5,0.003960046917200089
2,16.5,1.0,0.19348959811031816
3,24.0,1.0,0.3858017325401306
4,23.25,1.5,0.003960046917200089
3,34.333333333333336,1.1111111111111112,0.33528860410054523
4,23.25,1.5,0.003960046917200089
3,34.333333333333336,1.1111111111111112,0.33528860410054523
2,29.0,1.5,0.05497519299387932
2,29.0,1.5,0.05497519299387932
2,29.0,1.5,0.05497519299387932
3,28.0,1.1111111111111112,0.3207090397675832
3,33.0,1.5,0.32133681265016395
3,24.0,1.0,0.3858017325401306
3,34.333333333333336,1.1111111111111112,0.33528860410054523
3,28.0,1.1111111111111112,0.3207090397675832
3,33.0,1.5,0.32133681265016395
4,14.0,1.0,0.26420050306478515
4,13.5,1.0,0.16957689815899354
3,44.0,1.0625,0.04192422702908516
2,16.5,1.0,0.19348959811031816
4,7.25,1.0,0.8671303987503052
1,29.0,1.0,0.0
4,7.25,1.0,0.8671303987503052
2,31.0,1.0,0.417900025844574
3,21.0,1.0,0.4141197403271993
2,22.5,1.0,0.417900025844574
2,29.0,1.5,0.05497519299387932
2,29.0,1.5,0.05497519299387932
2,29.0,1.5,0.05497519299387932
3,14.333333333333336,1.0,0.3095034771734693
3,14.333333333333336,1.0,0.3233208912424743
2,10.0,1.0,0.5569387599825859
5,16.6,1.0,0.021438350836979224
4,23.25,1.5,0.003960046917200089
3,26.0,1.1111111111111112,0.1886544529503832
2,43.0,1.4285714285714286,0.0018439568812027574
3,34.333333333333336,1.1111111111111112,0.33528860410054523
3,34.333333333333336,1.1111111111111112,0.33528860410054523
3,24.0,1.0,0.3858017325401306
3,24.0,1.0,0.3858017325401306
3,34.333333333333336,1.1111111111111112,0.33528860410054523
3,24.0,1.0,0.3858017325401306
3,34.333333333333336,1.1111111111111112,0.33528860410054523
2,43.0,1.4285714285714286,0.0018439568812027574
2,43.0,1.4285714285714286,0.0018439568812027574
2,43.0,1.4285714285714286,0.0018439568812027574
2,43.0,1.4285714285714286,0.0018439568812027574
2,43.0,1.4285714285714286,0.0018439568812027574
3,28.0,1.1111111111111112,0.3207090397675832
3,33.0,1.5,0.32133681265016395
4,14.0,1.0,0.26420050306478515
3,44.0,1.0625,0.04192422702908516
3,28.33333333333333,1.0,0.2466813822587331
2,31.0,1.0,0.417900025844574
3,21.0,1.0,0.4141197403271993
2,22.5,1.0,0.417900025844574
2,29.0,1.5,0.05497519299387932
2,29.0,1.5,0.05497519299387932
2,29.0,1.5,0.05497519299387932
2,10.0,1.0,0.5569387599825859
5,16.6,1.0,0.021438350836979224
3,26.0,1.1111111111111112,0.1886544529503832
3,20.33333333333333,1.0,0.4141197403271993
3,34.333333333333336,1.1111111111111112,0.33528860410054523
3,34.333333333333336,1.1111111111111112,0.33528860410054523
3,34.333333333333336,1.1111111111111112,0.33528860410054523
2,102.0,2.4166666666666665,0.0
2,102.0,2.4166666666666665,0.0
3,28.33333333333333,1.0,0.2466813822587331
3,34.333333333333336,1.1111111111111112,0.33528860410054523
3,24.0,1.0,0.3858017325401306
4,14.0,1.0,0.26420050306478515
4,13.5,1.0,0.16957689815899354
3,44.0,1.0625,0.04192422702908516
2,16.5,1.0,0.19348959811031816
1,29.0,1.0,0.0
2,43.0,1.4285714285714286,0.0018439568812027574
2,31.0,1.0,0.417900025844574
3,20.33333333333333,1.0,0.4141197403271993
2,22.5,1.0,0.417900025844574
2,29.0,1.5,0.05497519299387932
2,29.0,1.5,0.05497519299387932
2,29.0,1.5,0.05497519299387932
3,14.333333333333336,1.0,0.3095034771734693
3,14.333333333333336,1.0,0.3233208912424743
2,10.0,1.0,0.5569387599825859
5,16.6,1.0,0.021438350836979224
3,26.0,1.1111111111111112,0.1886544529503832
3,34.333333333333336,1.1111111111111112,0.33528860410054523
3,34.333333333333336,1.1111111111111112,0.33528860410054523
3,14.333333333333336,1.0,0.3233208912424743
3,14.333333333333336,1.0,0.3233208912424743
0,0.0,0.0,0.0
3,14.333333333333336,1.0,0.3233208912424743
3,14.333333333333336,1.0,0.3233208912424743
3,14.333333333333336,1.0,0.3233208912424743
3,14.333333333333336,1.0,0.3233208912424743
3,28.0,1.1111111111111112,0.3207090397675832
3,34.333333333333336,1.1111111111111112,0.33528860410054523
3,24.0,1.0,0.3858017325401306
3,33.0,1.5,0.32133681265016395
4,14.0,1.0,0.26420050306478515
4,13.5,1.0,0.16957689815899354
3,44.0,1.0625,0.04192422702908516
3,28.33333333333333,1.0,0.2466813822587331
2,16.5,1.0,0.19348959811031816
1,29.0,1.0,0.0
2,43.0,1.4285714285714286,0.0018439568812027574
2,31.0,1.0,0.417900025844574
3,20.33333333333333,1.0,0.4141197403271993
2,22.5,1.0,0.417900025844574
2,29.0,1.5,0.05497519299387932
2,29.0,1.5,0.05497519299387932
2,29.0,1.5,0.05497519299387932
3,14.333333333333336,1.0,0.3095034771734693
3,14.333333333333336,1.0,0.3233208912424743
2,10.0,1.0,0.5569387599825859
5,16.6,1.0,0.021438350836979224
3,26.0,1.1111111111111112,0.1886544529503832
3,28.0,1.1111111111111112,0.3207090397675832
3,34.333333333333336,1.1111111111111112,0.33528860410054523
3,24.0,1.0,0.3858017325401306
3,33.0,1.5,0.32133681265016395
4,14.0,1.0,0.26420050306478515
4,13.5,1.0,0.16957689815899354
3,44.0,1.0625,0.04192422702908516
3,28.33333333333333,1.0,0.2466813822587331
2,16.5,1.0,0.19348959811031816
1,29.0,1.0,0.0
2,43.0,1.4285714285714286,0.0018439568812027574
2,31.0,1.0,0.417900025844574
3,20.33333333333333,1.0,0.4141197403271993
2,22.5,1.0,0.417900025844574
2,29.0,1.5,0.05497519299387932
2,29.0,1.5,0.05497519299387932
2,29.0,1.5,0.05497519299387932
3,14.333333333333336,1.0,0.3095034771734693
3,14.333333333333336,1.0,0.3233208912424743
2,10.0,1.0,0.5569387599825859
5,16.6,1.0,0.021438350836979224
3,26.0,1.1111111111111112,0.1886544529503832
3,20.33333333333333,1.0,0.4141197403271993
3,25.33333333333333,1.125,0.06521797804938008
0,0.0,0.0,0.0
0,0.0,0.0,0.0
4,6.0,1.0,0.5711912624537945
4,6.0,1.0,0.5711912624537945
4,6.0,1.0,0.5711912624537945
3,25.33333333333333,1.125,0.06521797804938008
3,25.33333333333333,1.125,0.06520755143234662
0,0.0,0.0,0.0
0,0.0,0.0,0.0
2,16.5,1.0,0.19348959811031816
2,16.5,1.0,0.19348959811031816
3,25.33333333333333,1.125,0.06520755143234662
3,28.0,1.1111111111111112,0.3207090397675832
3,34.333333333333336,1.1111111111111112,0.33528860410054523
3,24.0,1.0,0.3858017325401306
3,33.0,1.5,0.32133681265016395
4,14.0,1.0,0.26420050306478515
3,25.33333333333333,1.125,0.06520755143234662
4,13.5,1.0,0.16957689815899354
3,44.0,1.0625,0.04192422702908516
3,28.33333333333333,1.0,0.2466813822587331
2,16.5,1.0,0.19348959811031816
1,29.0,1.0,0.0
2,43.0,1.4285714285714286,0.0018439568812027574
4,7.25,1.0,0.8671303987503052
2,31.0,1.0,0.417900025844574
3,20.33333333333333,1.0,0.4141197403271993
2,22.5,1.0,0.417900025844574
2,29.0,1.5,0.05497519299387932
2,29.0,1.5,0.05497519299387932
2,29.0,1.5,0.05497519299387932
3,14.333333333333336,1.0,0.3095034771734693
3,14.333333333333336,1.0,0.3233208912424743
