numberOfJavaFiles,countLineCode/numberOfJavaFiles,SumCyclomaticStrict/CountDeclMethod,readability
3,17.333333333333332,0.875,0.16537514173736176
5,17.8,1.0,0.4276128307916224
3,23.33333333333333,1.125,0.11056927467385927
5,32.6,1.1111111111111112,0.14227952361106871
8,20.25,1.0,0.4664491630464909
3,28.66666666666667,1.0,0.29294787844022113
2,16.5,1.0,0.19732517004013064
3,26.66666666666667,1.6,0.14905511091152826
4,7.25,1.0,0.8671303987503052
1,11.0,1.0,0.5956428647041321
2,45.0,1.8333333333333333,0.0003505051718093455
4,7.25,1.0,0.8257806599140167
2,28.5,1.0,0.02038766629993916
3,28.33333333333333,1.0,0.4237358371416728
2,33.5,1.0,0.12958507239818573
5,29.0,1.2,0.10693393187248147
2,31.0,1.4,0.05497519299387932
2,31.0,1.4,0.05497519299387932
2,31.0,1.4,0.05497519299387932
2,12.0,1.0,0.2769540026783943
4,67.0,1.375,0.0
4,67.0,1.375,0.0
4,67.0,1.375,0.0
13,36.153846153846146,1.3404255319148937,0.014770083816704124
21,54.47619047619048,1.5666666666666669,0.028262868960155174
21,54.47619047619048,1.5666666666666669,0.028262868960155174
3,13.0,1.0,0.4618325680494309
3,13.0,1.0,0.4618325680494309
2,12.0,1.0,0.2769540026783943
3,22.33333333333333,1.1666666666666667,0.3217608136522661
3,22.33333333333333,1.1666666666666667,0.3217608136522661
3,13.0,1.0,0.4618325680494309
2,12.0,1.0,0.2769540026783943
3,22.33333333333333,1.1666666666666667,0.3217608136522661
2,10.0,1.0,0.422138050198555
2,10.0,1.0,0.422138050198555
2,10.0,1.0,0.422138050198555
2,10.0,1.0,0.422138050198555
2,10.0,1.0,0.422138050198555
2,10.0,1.0,0.422138050198555
2,10.0,1.0,0.422138050198555
2,10.0,1.0,0.422138050198555
2,10.0,1.0,0.422138050198555
2,10.0,1.0,0.422138050198555
2,10.0,1.0,0.422138050198555
3,34.0,1.0714285714285714,0.21511505668361985
3,19.666666666666668,1.0,0.3861941281550874
3,35.333333333333336,1.4,0.31914837410052616
3,14.333333333333336,0.8333333333333334,0.2791351675987244
3,21.0,0.8888888888888888,0.1280242868233472
3,12.333333333333336,0.8333333333333334,0.4419392496347427
3,17.333333333333332,0.875,0.16537514173736176
5,17.8,1.0,0.4276128307916224
3,23.33333333333333,1.125,0.11056927467385927
5,14.0,1.0,0.5860186062753201
5,32.6,1.1111111111111112,0.14227952361106871
8,20.25,1.0,0.4664491630464909
3,28.66666666666667,1.0,0.29294787844022113
2,16.5,1.0,0.19732517004013064
3,26.66666666666667,1.6,0.14905511091152826
4,7.25,1.0,0.8671303987503052
6,7.666666666666668,1.0,0.7655796842203321
1,11.0,1.0,0.5956428647041321
2,45.0,1.8333333333333333,0.0003505051718093455
4,7.25,1.0,0.8257806599140167
2,28.5,1.0,0.02038766629993916
3,28.33333333333333,1.0,0.4237358371416728
2,33.5,1.0,0.12958507239818573
5,11.6,1.0,0.542994145071134
5,29.0,1.2,0.10693393187248147
2,31.0,1.4,0.05497519299387932
2,31.0,1.4,0.05497519299387932
2,31.0,1.4,0.05497519299387932
4,18.0,1.0,0.2349109251081245
5,28.4,1.0,0.2747520063072443
5,15.4,1.0,0.294102068504435
4,5.5,1.0,0.6882639303803444
6,20.0,1.25,0.3500257631142934
3,19.33333333333333,1.0,0.018799035499493282
3,16.333333333333332,1.6666666666666667,0.4833270112673442
3,20.666666666666668,1.1111111111111112,0.3583651618197716
27,112.44444444444444,1.602996254681648,0.0009038477863348954
4,7.25,1.0,0.8257806599140167
3,14.333333333333336,0.8333333333333334,0.2791351675987244
3,12.333333333333336,0.8333333333333334,0.4419392496347427
3,21.0,0.8888888888888888,0.1280242868233472
2,10.0,1.0,0.422138050198555
2,10.0,1.0,0.422138050198555
2,10.0,1.0,0.422138050198555
2,10.0,1.0,0.422138050198555
2,10.0,1.0,0.422138050198555
2,10.0,1.0,0.422138050198555
2,10.0,1.0,0.422138050198555
2,10.0,1.0,0.422138050198555
2,10.0,1.0,0.422138050198555
2,10.0,1.0,0.422138050198555
2,10.0,1.0,0.422138050198555
3,34.0,1.0714285714285714,0.21511505668361985
3,22.33333333333333,1.1666666666666667,0.3217608136522661
3,19.666666666666668,1.0,0.3861941281550874
3,35.333333333333336,1.4,0.31914837410052616
3,17.333333333333332,0.875,0.16537514173736176
5,17.8,1.0,0.4276128307916224
3,23.33333333333333,1.125,0.11056927467385927
5,14.0,1.0,0.5860186062753201
5,32.6,1.1111111111111112,0.14227952361106871
8,20.25,1.0,0.4664491630464909
3,28.66666666666667,1.0,0.29294787844022113
2,16.5,1.0,0.19732517004013064
3,26.66666666666667,1.6,0.14905511091152826
4,7.25,1.0,0.8671303987503052
6,7.666666666666668,1.0,0.7655796842203321
1,11.0,1.0,0.5956428647041321
2,45.0,1.8333333333333333,0.0003505051718093455
2,28.5,1.0,0.02038766629993916
3,28.33333333333333,1.0,0.4237358371416728
2,33.5,1.0,0.12958507239818573
5,11.6,1.0,0.542994145071134
5,29.0,1.2,0.10693393187248147
2,31.0,1.4,0.05497519299387932
2,31.0,1.4,0.05497519299387932
2,31.0,1.4,0.05497519299387932
4,18.0,1.0,0.2349109251081245
3,13.0,1.0,0.4618325680494309
5,28.4,1.0,0.2747520063072443
2,12.0,1.0,0.2769540026783943
5,15.4,1.0,0.294102068504435
4,5.5,1.0,0.6882639303803444
6,20.0,1.25,0.3500257631142934
3,19.33333333333333,1.0,0.018799035499493282
3,16.333333333333332,1.6666666666666667,0.4833270112673442
3,20.666666666666668,1.1111111111111112,0.3583651618197716
10,76.6,1.2352941176470589,0.17981323190033435
4,67.0,1.375,0.0
21,54.47619047619048,1.5666666666666669,0.028262868960155174
21,54.47619047619048,1.5666666666666669,0.028262868960155174
21,54.47619047619048,1.5666666666666669,0.028262868960155174
27,112.48148148148148,1.5910780669144982,0.0009038477863348954
27,112.33333333333331,1.579925650557621,0.0009038477863348954
21,54.47619047619048,1.5666666666666669,0.028262868960155174
21,54.47619047619048,1.5666666666666669,0.028262868960155174
3,16.333333333333332,1.6666666666666667,0.4833270112673442
21,54.42857142857143,1.5666666666666669,0.02833009927417152
27,112.66666666666669,1.5873605947955391,0.0009038477863348954
21,54.42857142857143,1.5666666666666669,0.02833009927417152
21,54.42857142857143,1.5666666666666669,0.02833009927417152
27,112.66666666666669,1.5873605947955391,0.0009038477863348954
27,112.44444444444444,1.591760299625468,0.0009038477863348954
27,112.66666666666669,1.5873605947955391,0.0009038477863348954
3,16.333333333333332,1.6666666666666667,0.4833270112673442
10,76.6,1.2352941176470589,0.17981323190033435
21,54.42857142857143,1.5666666666666669,0.02833009927417152
21,55.19047619047619,1.5368421052631578,0.02833009927417152
7,66.28571428571429,1.5111111111111108,0.010533095470496587
21,55.19047619047619,1.5368421052631578,0.02833009927417152
21,54.42857142857143,1.5666666666666669,0.02833009927417152
21,54.42857142857143,1.5666666666666669,0.02833009927417152
27,112.74074074074076,1.5888888888888888,0.0009038477863348954
27,112.51851851851852,1.5932835820895523,0.0009038477863348954
2,26.5,2.0,0.05497519299387932
2,26.5,2.0,0.05497519299387932
2,26.5,2.0,0.05497519299387932
13,169.69230769230768,2.1151515151515152,0.00041283092174965603
7,67.0,1.5333333333333334,0.010533095470496587
2,26.5,2.0,0.05497519299387932
2,26.5,2.0,0.05497519299387932
2,26.5,2.0,0.05497519299387932
2,26.5,2.0,0.05497519299387932
2,26.5,2.0,0.05497519299387932
2,26.5,2.0,0.05497519299387932
21,55.19047619047619,1.5368421052631578,0.02833009927417152
27,112.66666666666669,1.5873605947955391,0.0009038477863348954
27,112.66666666666669,1.5873605947955391,0.0009038477863348954
42,40.69047619047619,1.1635220125786163,0.0022547892589327174
3,12.666666666666664,1.0,0.6404504735643665
3,12.666666666666664,1.0,0.6404504735643665
27,112.51851851851852,1.5932835820895523,0.0009038477863348954
42,40.69047619047619,1.1635220125786163,0.0022547892589327174
21,55.19047619047619,1.5368421052631578,0.02833009927417152
16,91.125,1.5703703703703704,0.061183218016594765
27,112.44444444444444,1.5932835820895523,0.0009038477863348954
21,54.42857142857143,1.5666666666666669,0.02833009927417152
27,113.14814814814815,1.6007462686567164,0.0009038477863348954
27,112.74074074074076,1.6007462686567164,0.0009038477863348954
14,66.28571428571429,1.4782608695652173,0.0056164951196738646
21,54.42857142857143,1.5666666666666669,0.02833009927417152
42,40.69047619047619,1.1635220125786163,0.0022547892589327174
21,55.19047619047619,1.5368421052631578,0.02833009927417152
3,28.33333333333333,1.0,0.4237358371416728
3,28.33333333333333,1.0,0.4237358371416728
21,55.19047619047619,1.5368421052631578,0.02833009927417152
21,55.19047619047619,1.5368421052631578,0.02833009927417152
45,40.4,1.1715976331360949,0.0021438072141285783
21,54.42857142857143,1.5666666666666669,0.02833009927417152
21,54.42857142857143,1.5666666666666669,0.02833009927417152
45,40.4,1.1715976331360949,0.0021438072141285783
21,55.19047619047619,1.5368421052631578,0.02833009927417152
27,114.70370370370372,1.6051660516605166,0.0009038477863348954
1,231.0,1.7,0.0
14,66.71428571428571,1.5,0.0056164951196738646
45,40.4,1.1715976331360949,0.0021438072141285783
16,36.0,1.225,0.15820918120880378
16,36.0,1.225,0.15820918120880378
16,36.0,1.225,0.15820918120880378
16,36.0,1.225,0.15820918120880378
16,36.0,1.225,0.15820918120880378
16,36.0,1.225,0.15820918120880378
16,36.0,1.225,0.15820918120880378
16,36.0,1.225,0.15820918120880378
20,31.5,1.1702127659574468,0.21295496294624167
20,31.5,1.1702127659574468,0.21295496294624167
20,31.5,1.1702127659574468,0.21295496294624167
20,31.5,1.1702127659574468,0.21295496294624167
20,31.5,1.1702127659574468,0.21295496294624167
20,31.5,1.1702127659574468,0.21295496294624167
20,31.5,1.1702127659574468,0.21295496294624167
20,31.5,1.1702127659574468,0.21295496294624167
27,112.55555555555556,1.582089552238806,0.0009038477863348954
3,19.33333333333333,1.0,0.018799035499493282
3,19.33333333333333,1.0,0.018799035499493282
3,19.33333333333333,1.0,0.018799035499493282
14,66.78571428571429,1.5,0.0056164951196738646
3,19.33333333333333,1.0,0.018799035499493282
15,164.4,2.180327868852459,0.004380941779042284
14,66.71428571428571,1.5,0.0056164951196738646
2,10.0,1.0,0.422138050198555
2,10.0,1.0,0.422138050198555
2,10.0,1.0,0.422138050198555
2,10.0,1.0,0.422138050198555
2,10.0,1.0,0.422138050198555
2,10.0,1.0,0.422138050198555
2,10.0,1.0,0.422138050198555
2,10.0,1.0,0.422138050198555
2,10.0,1.0,0.422138050198555
2,10.0,1.0,0.422138050198555
2,10.0,1.0,0.422138050198555
3,34.0,1.0714285714285714,0.21511505668361985
3,22.33333333333333,1.1666666666666667,0.3217608136522661
3,19.666666666666668,1.0,0.3861941281550874
3,35.333333333333336,1.4,0.31914837410052616
3,14.333333333333336,0.8333333333333334,0.2791351675987244
3,21.0,0.8888888888888888,0.1280242868233472
3,12.333333333333336,0.8333333333333334,0.4419392496347427
3,17.333333333333332,0.875,0.16537514173736176
5,17.8,1.0,0.4276128307916224
3,23.33333333333333,1.125,0.11056927467385927
5,14.0,1.0,0.5860186062753201
5,32.6,1.1111111111111112,0.14227952361106871
8,20.25,1.0,0.4664491630464909
3,28.66666666666667,1.0,0.29294787844022113
3,12.666666666666664,1.0,0.6404504735643665
3,26.66666666666667,1.6,0.14905511091152826
4,7.25,1.0,0.8671303987503052
6,7.666666666666668,1.0,0.7655796842203321
1,11.0,1.0,0.5956428647041321
2,45.0,1.8333333333333333,0.0003505051718093455
4,7.25,1.0,0.8257806599140167
2,28.5,1.0,0.02038766629993916
3,28.33333333333333,1.0,0.4237358371416728
2,33.5,1.0,0.12958507239818573
5,11.6,1.0,0.542994145071134
5,29.0,1.2,0.10693393187248147
2,26.5,2.0,0.05497519299387932
2,26.5,2.0,0.05497519299387932
2,26.5,2.0,0.05497519299387932
4,18.0,1.0,0.2349109251081245
3,13.0,1.0,0.4618325680494309
5,28.4,1.0,0.2747520063072443
2,12.0,1.0,0.2769540026783943
5,15.4,1.0,0.294102068504435
4,5.5,1.0,0.6882639303803444
6,20.0,1.25,0.3500257631142934
3,19.33333333333333,1.0,0.018799035499493282
3,16.333333333333332,1.6666666666666667,0.4833270112673442
3,20.666666666666668,1.1111111111111112,0.3583651618197716
7,121.14285714285714,1.6463414634146343,0.04059239929275853
21,54.42857142857143,1.5666666666666669,0.02833009927417152
21,54.42857142857143,1.5666666666666669,0.02833009927417152
21,55.19047619047619,1.5368421052631578,0.02833009927417152
21,55.19047619047619,1.5368421052631578,0.02833009927417152
0,0.0,0.0,0.0
2,25.0,1.1666666666666667,0.0021951205562800173
4,58.25,1.1666666666666667,0.003945116506656632
4,54.75,1.28,0.0008065517176873982
2,24.5,1.0,0.0018525210907682774
8,43.875,1.2,1.684247763478197e-05
11,45.36363636363637,1.2162162162162162,0.00034567290673625064
10,51.6,1.3709677419354838,0.00010772451933007688
1,166.0,1.3636363636363635,0.0
9,59.0,1.5660377358490567,0.02786843837950275
4,78.25,3.2857142857142856,0.0
9,52.66666666666666,1.4426229508196722,0.00011969391036675207
6,51.16666666666666,1.2352941176470589,0.03579606503869096
9,41.77777777777778,1.2222222222222223,0.0015512645121715546
11,49.09090909090909,1.5932203389830508,0.0038165784710806547
9,43.88888888888889,1.351851851851852,0.0004836377047467977
11,39.81818181818182,1.1666666666666667,9.79313812091608e-05
10,42.2,1.2166666666666666,0.00010772451933007688
5,83.8,1.903225806451613,0.0
3,127.66666666666669,2.5769230769230766,0.0
9,47.444444444444436,1.2622950819672132,0.0004084434444343464
9,56.444444444444436,1.328125,0.0006782220346697918
9,43.444444444444436,1.3035714285714286,1.4971091230917307e-05
2,25.0,1.0,0.0024550652597099547
4,100.0,2.0588235294117645,0.000887571310158819
17,73.0,1.5338983050847457,0.03169860098141191
11,65.54545454545455,1.4137931034482758,9.79313812091608e-05
20,93.95,1.6701030927835052,0.03946633940649917
11,40.54545454545455,1.2419354838709675,9.79313812091608e-05
5,85.4,1.6153846153846154,0.014819672703742981
12,86.66666666666669,1.8526315789473684,0.003988499692544186
4,166.0,1.9807692307692308,0.0013209007447585466
7,49.28571428571429,1.2222222222222223,1.9248545868322253e-05
4,153.75,1.9,0.004104615480173379
4,261.0,2.1645569620253164,0.004973116330802441
3,151.66666666666666,1.947368421052632,0.003835554234683513
12,46.83333333333334,1.337837837837838,0.00011110851968017715
11,47.36363636363637,1.3098591549295775,9.79313812091608e-05
3,41.0,1.0526315789473684,0.002355192477504412
10,44.6,1.2258064516129032,0.00010772451933007688
9,51.22222222222222,1.2264150943396226,1.4971091230917307e-05
1,47.0,1.3333333333333333,0.0
10,45.7,1.3114754098360657,0.00010772451933007688
6,135.33333333333334,1.6027397260273972,0.00046528296176499384
3,92.66666666666669,1.5333333333333334,0.0007363226419935622
4,70.5,1.6,0.002185296500101685
7,46.85714285714285,1.28125,0.053918067794126855
21,138.9047619047619,2.0329670329670333,0.00026623183068641946
4,42.5,1.1111111111111112,0.0
2,21.5,1.0,9.972909174393862e-05
4,44.25,1.1111111111111112,0.0010279867565259335
9,54.77777777777778,1.2258064516129032,0.00011969391036675207
10,41.7,1.2413793103448276,0.00010772451933007688
11,48.72727272727273,1.2337662337662338,9.79313812091608e-05
3,104.66666666666669,2.411764705882353,0.0
4,74.0,2.05,0.0
2,81.0,1.15,0.0
11,43.45454545454545,1.2608695652173914,0.0001522737623996694
8,68.0,1.5348837209302326,0.01957663334906101
3,64.0,1.15,0.002091148092101017
5,147.6,1.786885245901639,0.0
2,55.0,1.1428571428571428,0.002498965011909604
11,40.90909090909091,1.2539682539682542,9.79313812091608e-05
10,50.1,1.2575757575757576,0.00010772451933007688
9,53.88888888888889,1.3387096774193548,0.00040445329634369246
12,48.91666666666666,1.3,0.0003725367823790293
8,77.5,1.1666666666666667,0.0
17,134.29411764705878,2.205714285714285,6.798429496805457e-05
11,66.18181818181819,1.3866666666666667,9.79313812091608e-05
3,135.0,2.3103448275862073,0.0
17,181.7647058823529,1.7396449704142012,0.0004719584403039121
7,59.714285714285715,1.6052631578947367,0.0019318972814029878
10,53.9,1.1733333333333331,0.0003785935492487625
9,47.0,1.2666666666666666,0.00040644324811485915
12,56.58333333333334,1.4683544303797469,0.00013305652100825682
3,79.33333333333333,1.4583333333333333,0.0
12,62.16666666666666,1.4367816091954022,8.977043277506408e-05
8,109.625,1.875,0.0013278698170324787
14,56.35714285714285,1.4772727272727273,0.00010357914392703346
10,48.3,1.2537313432835822,0.00010772451933007688
9,63.77777777777778,1.3235294117647058,0.0004134882118604664
9,39.444444444444436,1.2156862745098038,0.00011969391036675207
10,40.6,1.2280701754385963,0.000123775185784325
10,53.1,1.3623188405797102,0.00011938356328755616
2,86.5,1.0588235294117647,0.0
12,61.16666666666666,1.3763440860215057,0.00017724932937805232
13,63.46153846153846,1.3495145631067962,8.286501486928991e-05
13,65.76923076923077,1.4634146341463414,0.023380315916326184
10,49.4,1.3230769230769228,0.00010772451933007688
10,73.5,1.6125,0.00010772451933007688
13,73.61538461538461,1.405940594059406,8.286501486928991e-05
14,73.14285714285714,1.3944954128440368,7.69460852357692e-05
14,73.78571428571429,1.4403669724770642,7.69460852357692e-05
13,51.230769230769226,1.4375,0.0060806362688219035
8,38.75,1.1914893617021276,0.0005243770756351296
7,43.0,1.1956521739130437,1.9248545868322253e-05
6,60.0,1.71875,0.0010905038604202368
13,169.38461538461542,2.1151515151515152,0.00041283092174965603
1,56.0,1.4,0.0
18,97.5,1.819672131147541,6.357949961157929e-05
13,56.53846153846154,1.530864197530864,8.286501486928991e-05
6,97.5,1.4745762711864407,0.00045062678206401574
4,58.5,1.9230769230769231,0.06984485406428577
15,165.33333333333334,2.1847826086956523,0.004380941779042284
14,67.28571428571429,1.4893617021276595,0.0056164951196738646
8,35.375,1.4642857142857142,0.18820379206590587
14,67.28571428571429,1.4893617021276595,0.0056164951196738646
8,35.375,1.4642857142857142,0.18820379206590587
14,67.28571428571429,1.4893617021276595,0.0056164951196738646
14,67.35714285714286,1.4893617021276595,0.0056164951196738646
27,112.55555555555556,1.582089552238806,0.0009038477863348954
21,54.42857142857143,1.5666666666666669,0.02833009927417152
19,76.15789473684211,1.4609375,3.416525616653656e-05
21,55.19047619047619,1.5368421052631578,0.02833009927417152
47,111.95744680851065,1.7117647058823529,0.00020669247060915095
14,67.14285714285714,1.4893617021276595,0.0056164951196738646
3,39.66666666666666,1.7272727272727273,0.09442270795504253
14,67.21428571428571,1.4893617021276595,0.0056164951196738646
47,111.95744680851065,1.7117647058823529,0.00020669247060915095
21,55.19047619047619,1.5368421052631578,0.02833009927417152
21,55.19047619047619,1.5368421052631578,0.02833009927417152
21,54.42857142857143,1.5666666666666669,0.02833009927417152
21,54.42857142857143,1.5666666666666669,0.02833009927417152
21,54.42857142857143,1.5666666666666669,0.02833009927417152
3,20.0,1.0,0.28009615108991665
14,67.21428571428571,1.4893617021276595,0.0056164951196738646
21,55.19047619047619,1.5368421052631578,0.02833009927417152
21,54.42857142857143,1.5666666666666669,0.02833009927417152
21,54.42857142857143,1.5666666666666669,0.02833009927417152
27,112.55555555555556,1.582089552238806,0.0009038477863348954
27,112.55555555555556,1.582089552238806,0.0009038477863348954
21,54.42857142857143,1.5666666666666669,0.02833009927417152
21,54.42857142857143,1.5666666666666669,0.02833009927417152
47,40.659574468085104,1.1714285714285717,0.002052581375229489
21,54.42857142857143,1.5666666666666669,0.02833009927417152
21,54.42857142857143,1.5666666666666669,0.02833009927417152
21,54.42857142857143,1.5666666666666669,0.02833009927417152
27,114.70370370370372,1.6051660516605166,0.0009038477863348954
47,40.659574468085104,1.1714285714285717,0.002052581375229489
47,40.659574468085104,1.1714285714285717,0.002052581375229489
25,159.6,2.0,4.353126278147101e-06
27,114.70370370370372,1.6051660516605166,0.0009038477863348954
0,0.0,0.0,0.0
13,25.615384615384613,1.0384615384615383,0.06623078597476706
14,67.21428571428571,1.4893617021276595,0.0056164951196738646
47,40.659574468085104,1.1714285714285717,0.002052581375229489
47,40.659574468085104,1.1714285714285717,0.002052581375229489
27,113.96296296296295,1.575091575091575,0.0009038477863348954
4,58.5,1.9230769230769231,0.06984485406428577
3,13.0,1.0,0.4618325680494309
5,28.4,1.0,0.2747520063072443
4,58.5,1.9230769230769231,0.06984485406428577
0,0.0,0.0,0.0
0,0.0,0.0,0.0
2,26.5,2.0,0.05497519299387932
2,26.5,2.0,0.05497519299387932
2,26.5,2.0,0.05497519299387932
2,26.5,2.0,0.05497519299387932
2,26.5,2.0,0.05497519299387932
2,26.5,2.0,0.05497519299387932
13,25.615384615384613,1.0384615384615383,0.06623078597476706
13,25.615384615384613,1.0384615384615383,0.06623078597476706
13,25.615384615384613,1.0384615384615383,0.06623078597476706
21,55.19047619047619,1.5368421052631578,0.02833009927417152
8,35.375,1.4642857142857142,0.18820379206590587
21,54.42857142857143,1.5666666666666669,0.02833009927417152
8,35.375,1.4642857142857142,0.18820379206590587
21,54.42857142857143,1.5666666666666669,0.02833009927417152
21,54.42857142857143,1.5666666666666669,0.02833009927417152
21,55.19047619047619,1.5368421052631578,0.02833009927417152
3,19.33333333333333,1.0,0.018799035499493282
7,121.14285714285714,1.6463414634146343,0.04059239929275853
13,25.615384615384613,1.0384615384615383,0.06623078597476706
27,114.70370370370372,1.6051660516605166,0.0009038477863348954
21,54.42857142857143,1.5666666666666669,0.02833009927417152
0,0.0,0.0,0.0
15,169.26666666666668,2.23936170212766,0.004460206301882863
14,67.64285714285714,1.4893617021276595,0.0056164951196738646
67,39.02985074626866,1.1404109589041096,0.0004999251936739588
67,39.02985074626866,1.1404109589041096,0.0004999251936739588
46,24.91304347826087,1.0314465408805031,0.012260552185382592
67,39.02985074626866,1.1404109589041096,0.0004999251936739588
2,33.5,1.0,0.12958507239818573
67,39.02985074626866,1.1404109589041096,0.0004999251936739588
46,24.91304347826087,1.0314465408805031,0.012260552185382592
41,146.09756097560975,2.0205128205128204,0.0
41,146.09756097560975,2.0205128205128204,0.0
41,146.09756097560975,2.0205128205128204,0.0
41,146.09756097560975,2.0205128205128204,0.0
41,146.09756097560975,2.0205128205128204,0.0
41,146.09756097560975,2.0205128205128204,0.0
14,67.21428571428571,1.4893617021276595,0.0056164951196738646
41,146.09756097560975,2.0205128205128204,0.0
41,146.09756097560975,2.0205128205128204,0.0
41,146.09756097560975,2.0205128205128204,0.0
21,55.19047619047619,1.5368421052631578,0.02833009927417152
2,25.0,1.1666666666666667,0.0021951205562800173
4,58.25,1.1666666666666667,0.003945116506656632
4,54.75,1.28,0.0008065517176873982
2,24.5,1.0,0.0018525210907682774
10,45.6,1.2419354838709675,0.00010772451933007688
8,43.875,1.2,1.684247763478197e-05
11,45.36363636363637,1.2162162162162162,0.00034567290673625064
10,51.6,1.3709677419354838,0.00010772451933007688
1,166.0,1.3636363636363635,0.0
9,59.0,1.5660377358490567,0.02786843837950275
4,78.25,3.2857142857142856,0.0
9,52.66666666666666,1.4426229508196722,0.00011969391036675207
6,51.16666666666666,1.2352941176470589,0.03579606503869096
4,93.0,2.142857142857143,0.01737495698034763
9,41.77777777777778,1.2222222222222223,0.0015512645121715546
11,49.09090909090909,1.5932203389830508,0.0038165784710806547
9,43.88888888888889,1.351851851851852,0.0004836377047467977
11,44.63636363636363,1.2794117647058822,9.79313812091608e-05
10,42.2,1.2166666666666666,0.00010772451933007688
5,83.8,1.903225806451613,0.0
3,127.66666666666669,2.5769230769230766,0.0
9,47.444444444444436,1.2622950819672132,0.0004084434444343464
9,56.444444444444436,1.328125,0.0006782220346697918
9,43.444444444444436,1.3035714285714286,1.4971091230917307e-05
2,25.0,1.0,0.0024550652597099547
4,100.0,2.0588235294117645,0.000887571310158819
17,73.0,1.5338983050847457,0.03169860098141191
11,65.54545454545455,1.4137931034482758,9.79313812091608e-05
20,93.95,1.6701030927835052,0.03946633940649917
11,40.54545454545455,1.2419354838709675,9.79313812091608e-05
6,89.33333333333331,1.5918367346938775,0.01234972725311915
12,86.66666666666669,1.8526315789473684,0.003988499692544186
4,166.0,1.9807692307692308,0.0013209007447585466
7,49.28571428571429,1.2222222222222223,1.9248545868322253e-05
4,153.75,1.9,0.004104615480173379
4,261.0,2.1645569620253164,0.004973116330802441
3,151.66666666666666,1.947368421052632,0.003835554234683513
12,46.83333333333334,1.337837837837838,0.00011110851968017715
11,47.36363636363637,1.3098591549295775,9.79313812091608e-05
3,41.0,1.0526315789473684,0.002355192477504412
10,44.6,1.2258064516129032,0.00010772451933007688
1,134.0,2.125,0.0
9,51.22222222222222,1.2264150943396226,1.4971091230917307e-05
1,47.0,1.3333333333333333,0.0
10,45.7,1.3114754098360657,0.00010772451933007688
6,135.33333333333334,1.6027397260273972,0.00046528296176499384
3,92.66666666666669,1.5333333333333334,0.0007363226419935622
4,70.5,1.6,0.002185296500101685
7,46.85714285714285,1.28125,0.053918067794126855
21,138.9047619047619,2.0329670329670333,0.00026623183068641946
4,42.5,1.1111111111111112,0.0
2,21.5,1.0,9.972909174393862e-05
4,44.25,1.1111111111111112,0.0010279867565259335
9,54.77777777777778,1.2258064516129032,0.00011969391036675207
10,41.7,1.2413793103448276,0.00010772451933007688
11,48.72727272727273,1.2337662337662338,9.79313812091608e-05
3,104.66666666666669,2.411764705882353,0.0
4,74.0,2.05,0.0
6,98.5,1.45,0.00045062678206401574
2,81.0,1.15,0.0
11,43.45454545454545,1.2608695652173914,0.0001522737623996694
8,68.0,1.5348837209302326,0.01957663334906101
3,64.0,1.15,0.002091148092101017
5,166.8,1.8805970149253728,0.0
2,55.0,1.1428571428571428,0.002498965011909604
11,40.90909090909091,1.2539682539682542,9.79313812091608e-05
10,50.1,1.2575757575757576,0.00010772451933007688
9,53.88888888888889,1.3387096774193548,0.00040445329634369246
12,48.91666666666666,1.3,0.0003725367823790293
8,77.5,1.1666666666666667,0.0
17,134.29411764705878,2.205714285714285,6.798429496805457e-05
11,66.18181818181819,1.3866666666666667,9.79313812091608e-05
3,135.0,2.3103448275862073,0.0
17,181.7647058823529,1.7396449704142012,0.0004719584403039121
7,59.714285714285715,1.6052631578947367,0.0019318972814029878
10,53.9,1.1733333333333331,0.0003785935492487625
9,47.0,1.2666666666666666,0.00040644324811485915
12,56.58333333333334,1.4683544303797469,0.00013305652100825682
3,79.33333333333333,1.4583333333333333,0.0
12,62.16666666666666,1.4367816091954022,8.977043277506408e-05
8,109.625,1.875,0.0013278698170324787
14,56.35714285714285,1.4772727272727273,0.00010357914392703346
10,48.3,1.2537313432835822,0.00010772451933007688
9,63.77777777777778,1.3235294117647058,0.0004134882118604664
9,39.444444444444436,1.2156862745098038,0.00011969391036675207
10,40.6,1.2280701754385963,0.000123775185784325
14,56.0,1.4705882352941178,0.00033755537879187614
10,53.1,1.3623188405797102,0.00011938356328755616
2,86.5,1.0588235294117647,0.0
12,61.16666666666666,1.3763440860215057,0.00017724932937805232
13,63.46153846153846,1.3495145631067962,8.286501486928991e-05
13,65.76923076923077,1.4634146341463414,0.023380315916326184
10,49.4,1.3230769230769228,0.00010772451933007688
10,73.5,1.6125,0.00010772451933007688
13,73.61538461538461,1.405940594059406,8.286501486928991e-05
14,73.14285714285714,1.3944954128440368,7.69460852357692e-05
14,73.78571428571429,1.4403669724770642,7.69460852357692e-05
13,51.230769230769226,1.4375,0.0060806362688219035
8,38.75,1.1914893617021276,0.0005243770756351296
7,43.0,1.1956521739130437,1.9248545868322253e-05
6,60.0,1.71875,0.0010905038604202368
13,169.38461538461542,2.1151515151515152,0.00041283092174965603
1,56.0,1.4,0.0
18,97.44444444444444,1.819672131147541,6.357949961157929e-05
7,121.14285714285714,1.6463414634146343,0.04059239929275853
44,149.8409090909091,2.130952380952381,0.0
44,149.8409090909091,2.130952380952381,0.0
44,149.8409090909091,2.130952380952381,0.0
