full_name,Buse Readability correlation,Buse Readability pvalue,framework,Java correlation,Java pvalue,Classes correlation,Classes pvalue,Packages correlation,Packages pvalue,LOC correlation,LOC pvalue,PL correlation,PL pvalue,RFC correlation,RFC pvalue,CLOC correlation,CLOC pvalue,CBO correlation,CBO pvalue,NOC correlation,NOC pvalue,LCOM correlation,LCOM pvalue,WMC correlation,WMC pvalue,DIT correlation,DIT pvalue,Class Variables correlation,Class Variables pvalue,Class Methods correlation,Class Methods pvalue,NIM correlation,NIM pvalue,NIV correlation,NIV pvalue,Local Methods correlation,Local Methods pvalue,Methods correlation,Methods pvalue,Default Methods correlation,Default Methods pvalue,Private Methods correlation,Private Methods pvalue,Protected Methods correlation,Protected Methods pvalue,Public Methods correlation,Public Methods pvalue,BLOC correlation,BLOC pvalue,Declarative Line of Code correlation,Declarative Line of Code pvalue,Executable Line of Code correlation,Executable Line of Code pvalue,Statements correlation,Statements pvalue,Declarative Statements correlation,Declarative Statements pvalue,Executable Statements correlation,Executable Statements pvalue,Comment to Code Ratio correlation,Comment to Code Ratio pvalue,questions correlation,questions pvalue
Azure-Samples/cognitive-services-qnamaker-java,,,Azure-Samples,0.3584707990440639,0.06634376517351784,0.3584707990440639,0.06634376517351784,,,0.36983026594690604,0.05760290745004677,0.25603633796324266,0.19737555123076939,-0.3584707990440639,0.06634376517351784,0.17923539952203196,0.371033195989663,0.2987256658700533,0.1301328753626674,,,-0.3584707990440639,0.06634376517351784,-0.17923539952203196,0.371033195989663,-0.17923539952203196,0.371033195989663,-0.3584707990440639,0.06634376517351784,-0.23898053269604264,0.22994101022914362,-0.17923539952203196,0.371033195989663,-0.3584707990440639,0.06634376517351784,-0.23898053269604264,0.22994101022914362,-0.3584707990440639,0.06634376517351784,,,,,,,-0.23898053269604264,0.22994101022914362,0.4267272299387378,0.026433112573488037,-0.23898053269604264,0.22994101022914362,0.3584707990440639,0.06634376517351784,-0.23898053269604264,0.22994101022914362,-0.23898053269604264,0.22994101022914362,-0.11949026634802132,0.5527507250156549,0.08534544598774756,0.672107507865586,1.0,0.0
Azure-Samples/cognitive-services-face-android-detect,,,Azure-Samples,,,0.6139406135149205,0.0006587058340579425,,,0.6139406135149205,0.0006587058340579425,0.6028777143513753,0.0008737303117954504,0.6139406135149205,0.0006587058340579425,0.6028777143513753,0.0008737303117954504,0.6139406135149205,0.0006587058340579425,,,0.6139406135149205,0.0006587058340579425,0.6139406135149205,0.0006587058340579425,0.6139406135149205,0.0006587058340579425,,,0.6139406135149205,0.0006587058340579425,0.6139406135149205,0.0006587058340579425,0.6139406135149205,0.0006587058340579425,0.6139406135149205,0.0006587058340579425,0.6139406135149205,0.0006587058340579425,,,0.6139406135149205,0.0006587058340579425,0.6139406135149205,0.0006587058340579425,-0.6139406135149205,0.0006587058340579425,0.5810533886542978,0.0014817289361489991,0.6139406135149205,0.0006587058340579425,0.6139406135149205,0.0006587058340579425,0.6139406135149205,0.0006587058340579425,0.6139406135149205,0.0006587058340579425,0.6139406135149205,0.0006587058340579425,-0.6028777143513753,0.0008737303117954504,1.0,0.0
Azure-Samples/Hybrid-resources-java-manage-resource-group,,,Azure-Samples,0.7225916412700999,3.060777536062252e-05,0.7225916412700999,3.060777536062252e-05,0.7225916412700999,3.060777536062252e-05,-0.7225916412700999,3.060777536062252e-05,-0.7225916412700999,3.060777536062252e-05,-0.7225916412700999,3.060777536062252e-05,-0.7225916412700999,3.060777536062252e-05,-0.7225916412700999,3.060777536062252e-05,,,-0.7225916412700999,3.060777536062252e-05,-0.7225916412700999,3.060777536062252e-05,0.7225916412700999,3.060777536062252e-05,-0.7225916412700999,3.060777536062252e-05,-0.7225916412700999,3.060777536062252e-05,0.7225916412700999,3.060777536062252e-05,0.7225916412700999,3.060777536062252e-05,-0.5320159167473419,0.005150912043703311,-0.7225916412700999,3.060777536062252e-05,,,-0.7225916412700999,3.060777536062252e-05,,,-0.5320159167473419,0.005150912043703311,-0.7225916412700999,3.060777536062252e-05,-0.7225916412700999,3.060777536062252e-05,-0.7225916412700999,3.060777536062252e-05,-0.7225916412700999,3.060777536062252e-05,-0.7225916412700999,3.060777536062252e-05,-0.7225916412700999,3.060777536062252e-05,0.7225916412700999,3.060777536062252e-05,1.0,0.0
Azure-Samples/iot-edge-sample-java,,,Azure-Samples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999999999999998,4.5947784791824466e-178
Azure-Samples/media-services-v3-java,,,Azure-Samples,0.7113334277603857,0.0009325180867765929,0.7113334277603857,0.0009325180867765929,,,0.20732979746612767,0.40908596421915966,-0.05208691390394696,0.8373692449074974,-0.23711114258679525,0.3434538621796387,-0.4597236314130971,0.05492453035611945,-0.4742222851735905,0.046779260185928595,,,-0.6219893923983829,0.005849356688556055,0.0,1.0,,,-0.20732979746612767,0.40908596421915966,-0.4742222851735905,0.046779260185928595,0.7113334277603857,0.0009325180867765929,0.6219893923983829,0.005849356688556055,-0.23711114258679525,0.3434538621796387,-0.23711114258679525,0.3434538621796387,,,-0.6219893923983829,0.005849356688556055,,,0.7113334277603857,0.0009325180867765929,-0.23711114258679525,0.3434538621796387,-0.6219893923983829,0.005849356688556055,0.26963926960325535,0.27922776438995356,-0.23711114258679525,0.3434538621796387,-0.4742222851735905,0.046779260185928595,-0.23711114258679525,0.3434538621796387,-0.4742222851735905,0.046779260185928595,1.0,0.0
Azure-Samples/ms-identity-java-webapp,,,Azure-Samples,0.9101966598456984,2.5946467117359902e-08,0.9101966598456984,2.5946467117359902e-08,0.6556947449003199,0.001696293081251151,-0.8207988618884504,9.256873082460511e-06,-0.7689648837485087,7.429403804259401e-05,0.4043645140256348,0.07700180821789722,-0.814871266422521,1.2123806180491275e-05,-0.8782044766958732,3.5711440634671356e-07,,,-0.9061479638802696,3.8006483126979663e-08,-0.6554242463637091,0.0017063899075485337,0.8892651285675652,1.5807227530411596e-07,-0.9002578158622656,6.429525387812369e-08,-0.5240526223354022,0.01770219995407316,0.392712321961827,0.08675373228690694,-0.18681324350795658,0.43032236213690467,0.4041973867136703,0.07713563989569418,0.4043645140256348,0.07700180821789722,0.5763073907196622,0.00782224457486383,-0.8730597461917114,5.082040169038185e-07,0.9341296846912918,1.7431129765129153e-09,0.3950235986071329,0.08475058281796849,0.0825367187445932,0.7293883052364183,-0.6847075709190302,0.0008666946858949774,-0.8542592296774681,1.639520113548533e-06,-0.7846706969228429,4.1959066915621545e-05,-0.6299369328083713,0.0029130287344519236,-0.8560114068165386,1.4803164308699006e-06,-0.7483192441602045,0.00014779478612382337,0.9999999999999999,2.4335320021951557e-142
Azure-Samples/ms-identity-android-java,,,Azure-Samples,0.3966208332576626,0.07506130370396674,0.3966208332576626,0.07506130370396674,-0.31603504464506965,0.162820299145911,0.6723228287506294,0.0008416639590379001,0.6723228287506294,0.0008416639590379001,0.4850475499916819,0.025833527698866,0.6723228287506294,0.0008416639590379001,-0.09329910479300153,0.6875005451228737,,,0.4695507498194928,0.03174653931777414,0.15348835108602085,0.506526553050618,0.2347753749097464,0.30564374259421856,-0.35340259848051886,0.11605880660997969,0.4695507498194928,0.03174653931777414,0.32327290545653437,0.1528813070442345,0.6741982098795803,0.0008036694112341328,0.13220694441922087,0.5678182580221922,0.4850475499916819,0.025833527698866,,,0.3088746190984767,0.1730846718544356,-0.4850475499916819,0.025833527698866,-0.4695507498194928,0.03174653931777414,0.4916905717989827,0.023583386005506732,0.2877389948272773,0.20594329564566527,0.4916905717989827,0.023583386005506732,0.6723228287506294,0.0008416639590379001,0.6723228287506294,0.0008416639590379001,0.6723228287506294,0.0008416639590379001,-0.6713909879303137,0.0008611033424741498,1.0,0.0
Azure-Samples/Azure-Spring-Cloud-Samples,,,Azure-Samples,0.7282217802972176,0.0020806225702076405,0.7299182605246681,0.002006694185820903,0.7140214209639483,0.002789129276561778,0.7596649979371889,0.0010169107711026912,0.7596649979371889,0.0010169107711026912,0.3302891295379082,0.22923267594246163,0.1321156518151633,0.6388139060659903,0.7926939108909796,0.00042406415738761383,,,-0.49543369430686224,0.06039176908434352,0.6936071720296072,0.004132550642307483,0.3779644730092272,0.1648234453568446,0.009590725927314366,0.9729388439080688,0.49543369430686224,0.06039176908434352,0.033028912953790825,0.9069761730804577,-0.363318042491699,0.18316105488937534,0.23120239067653578,0.4070582173903602,0.3302891295379082,0.22923267594246163,-0.1328422328310143,0.6369537133458842,0.815239464584109,0.0002126665392915599,0.20380986614602725,0.4662620756267355,0.04777037717624729,0.8657508271777952,0.5945204331682348,0.019416408307136174,0.7926939108909796,0.00042406415738761383,0.7926939108909796,0.00042406415738761383,0.7596649979371889,0.0010169107711026912,0.7926939108909796,0.00042406415738761383,0.7926939108909796,0.00042406415738761383,-0.5614915202144438,0.02940234559712823,1.0,0.0
Azure-Samples/ms-identity-java-webapi,,,Azure-Samples,0.6695340634119861,0.00632823335391493,0.6695340634119861,0.00632823335391493,,,-0.13778487448009055,0.6243533603956248,-0.32149804045354463,0.24261144593723072,0.5992628989846172,0.018229451902818987,0.23971328261250824,0.38950739352652264,-0.5970677894137257,0.01877171535976198,,,-0.5976143046671968,0.018635566715349494,-0.046703143959093446,0.868725858218648,0.6123724356957946,0.015236863610504709,0.5186602435112988,0.04759836650954358,-0.6009252125773317,0.017826871071153997,-0.046054757886475756,0.8705341071765003,0.1741850332119264,0.5346879790971317,-0.04631085675352638,0.8698198152656198,0.5992628989846172,0.018229451902818987,-0.6238762352311775,0.012936797841815343,-0.6031633030525428,0.017295676967340752,-0.6672371987921947,0.0065781695694080876,0.6009252125773317,0.017826871071153997,-0.5970677894137257,0.01877171535976198,-0.5970677894137257,0.01877171535976198,-0.5052112064269987,0.05473384907824841,-0.09114282531172097,0.7466619635080962,-0.4133546234402717,0.12565062841341085,-0.13816427365942727,0.6233900772708745,0.04609714607573979,0.8704158747643571,1.0,0.0
Azure-Samples/ms-identity-java-desktop,,,Azure-Samples,0.19844079249473134,0.515751330381736,0.19844079249473134,0.515751330381736,,,0.7132526447045884,0.006196678119887456,0.7132526447045884,0.006196678119887456,0.8857103130373325,5.616258936375324e-05,0.9127846997994001,1.339546220850489e-05,0.7132526447045884,0.006196678119887456,,,0.9408343217299648,1.6747432257409273e-06,0.7132526447045884,0.006196678119887456,,,0.7817487233192254,0.0015953146241631168,0.7082685343360409,0.006740463606057974,-0.17466442922143316,0.5681871146640748,-0.17466442922143316,0.5681871146640748,0.8857103130373325,5.616258936375324e-05,0.8857103130373325,5.616258936375324e-05,,,0.7082685343360409,0.006740463606057974,,,-0.17466442922143316,0.5681871146640748,-0.412465516875096,0.16132864278725675,0.6834717409590941,0.01000850689289956,0.7132526447045884,0.006196678119887456,0.7132526447045884,0.006196678119887456,-0.19844079249473134,0.515751330381736,0.7132526447045884,0.006196678119887456,0.9127846997994001,1.339546220850489e-05,1.0,0.0
Azure-Samples/java-functions-eventhub-cosmosdb,,,Azure-Samples,,,,,,,,,,,,,,,0.36514837167011077,0.21988784312755902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
Azure-Samples/azure-cosmos-java-sql-api-samples,,,Azure-Samples,0.6167005172683364,0.032689870763248544,0.6103836046129465,0.0350403685293525,0.7324670207647144,0.00674546149566213,0.5702909094806987,0.05284842802008253,0.5584718777222607,0.059122251220283494,0.5584718777222607,0.059122251220283494,0.22338875108890424,0.48522836621001764,0.33508312663335643,0.28701037407658003,,,0.5026246899500346,0.09582516295010075,0.5514452105256266,0.06308817488061548,,,-0.05584718777222606,0.8631334949601234,-0.05584718777222606,0.8631334949601234,0.6143190654944867,0.033562290349473105,0.6701662532667129,0.017093409615665526,0.5584718777222607,0.059122251220283494,0.5584718777222607,0.059122251220283494,-0.17407765595569785,0.5884493383159479,0.6143190654944867,0.033562290349473105,,,-0.3909303144055825,0.2089219340003392,0.5584718777222607,0.059122251220283494,0.5584718777222607,0.059122251220283494,0.587060238582381,0.04476904815346074,0.5658723281952729,0.05513651533413544,0.5584718777222607,0.059122251220283494,0.6666315108277217,0.017908366127131058,-0.662905427997591,0.0187978977765277,1.0,0.0
Azure-Samples/ms-identity-b2c-java-servlet-webapp-authentication,,,Azure-Samples,0.7300798064539078,0.16135056837851172,0.7300798064539078,0.16135056837851172,-0.6123724356957945,0.2722284012244162,0.15214515486254615,0.8070327548553018,0.7404360971988655,0.15241342675557878,0.7592523576422723,0.13656394930959811,0.7510831005184502,0.1433823071025636,0.27492531849003193,0.6544152481673383,,,-0.7607257743127308,0.13534466221782113,0.7607257743127308,0.13534466221782113,0.008919616102805741,0.988643342646273,0.4431452079190168,0.4548232658374017,0.7607257743127308,0.13534466221782113,0.2664390515973046,0.6648168965566131,-0.7607257743127308,0.13534466221782113,0.7607257743127308,0.13534466221782113,0.7592523576422723,0.13656394930959811,0.7566328204170432,0.13873963193249594,0.7391913840360068,0.1534797105800652,0.19200652582197644,0.7570402442177417,0.3914604869562649,0.5146167932986023,0.7468924769234812,0.14691762064763933,0.15214515486254615,0.8070327548553018,0.15214515486254615,0.8070327548553018,0.15214515486254615,0.8070327548553018,0.15214515486254615,0.8070327548553018,0.15214515486254615,0.8070327548553018,0.6131828324911568,0.2714129926645039,1.0,0.0
spring-guides/gs-rest-service,,,spring-guides,0.8393429343974544,3.723026270932904e-27,0.8393429343974544,3.723026270932904e-27,0.6012362073746603,5.906529529147069e-11,0.03969782251904615,0.6979426471662598,0.3002236090612638,0.002668586172138897,-0.0031275101774668208,0.9756175744286458,-0.1394601789910302,0.1708197070280734,-0.4105959207669457,2.6776890517311624e-05,,,-0.8188048349831138,7.163258325509747e-25,0.004632145204930859,0.9638938721132344,-0.23399157218700617,0.020396674798676986,-0.8416323907921599,1.979116598570696e-27,-0.29439893503396913,0.0032556089361630413,-0.012970889301676527,0.899127937261423,-0.5122255034423928,6.992574661970003e-08,0.004632145204930859,0.9638938721132344,-0.0031275101774668208,0.9756175744286458,,,,,-0.23399157218700617,0.020396674798676986,0.004632145204930859,0.9638938721132344,0.613490067528345,1.867660880255309e-11,-0.02709261115793952,0.7911553949643921,-0.02430464745838806,0.8122287935017451,-0.5389596111377161,1.0333838134366277e-08,-0.5132062665087771,6.537647738889096e-08,-0.8348984451165394,1.2347176968457187e-26,-0.1394601789910302,0.1708197070280734,1.0,0.0
spring-guides/gs-scheduling-tasks,,,spring-guides,0.8555780965660067,3.3511702041809984e-29,0.8555780965660067,3.3511702041809984e-29,0.4689520948957224,1.1137944047363965e-06,0.7159151631886463,1.180315669036838e-16,0.7159151631886463,1.180315669036838e-16,0.0,1.0,0.6037038955476084,4.702658156786906e-11,-0.9099082210439096,1.8333582271983356e-38,,,0.7320368104000439,1.09579724402781e-17,0.6663017291412983,7.011008049881285e-14,,,-0.09027794395767154,0.37667122823203536,-0.815015753027604,1.7580126494133527e-24,0.815015753027604,1.7580126494133527e-24,0.8276500505967741,8.098665957958972e-26,0.0,1.0,0.0,1.0,,,,,,,0.0,1.0,0.6431455261286696,9.275010016201403e-13,0.7183969187449842,8.275025517971756e-17,0.45509151259417097,2.5018056651726444e-06,0.701124470591391,9.083998308144931e-16,0.6795351192973621,1.442035088220811e-14,0.16599236301528997,0.10236168278109088,0.6037038955476084,4.702658156786906e-11,1.0,0.0
spring-guides/gs-consuming-rest,,,spring-guides,0.8521797860009063,3.472144643322264e-28,0.8521797860009063,3.472144643322264e-28,0.36507547468280727,0.0002549693996412208,0.7194185484970961,1.4956319353695692e-16,0.7051038866033479,1.0671849791315594e-15,0.7392203350888441,8.003867058833741e-18,-0.8521797860009063,3.472144643322264e-28,0.657938849463497,3.2575471171271035e-13,,,-0.6021722963484911,8.587670649484888e-11,0.7409228352739116,6.146286454627799e-18,,,0.6587560723832453,2.975844389228382e-13,-0.8053238000767396,4.5880317058897096e-23,0.7402089832958679,6.867670224986166e-18,-0.6996115854060729,2.1994235748014487e-15,0.7392284110134306,7.993885890929382e-18,0.7392203350888441,8.003867058833741e-18,0.2044128461060827,0.04574485962521976,,,,,0.7391342083592022,8.111067592515582e-18,0.6147615963742549,2.6837510750544786e-11,0.5392205882515759,1.4432705051372042e-08,0.25881301816606084,0.010891470436575144,-0.172556454142863,0.09272605743970548,0.16606483814890102,0.10587148129604101,-0.6388285869967658,2.5009545465796723e-12,-0.8506764641745883,5.3865116057692805e-28,1.0,0.0
spring-guides/gs-gradle,,,spring-guides,0.7468468046629142,5.513187239791183e-18,0.7468468046629142,5.513187239791183e-18,,,0.7468468046629142,5.513187239791183e-18,0.7468468046629142,5.513187239791183e-18,0.7468468046629142,5.513187239791183e-18,,,0.705094081561236,2.1474702592017936e-15,,,0.7468468046629142,5.513187239791183e-18,0.730297967650173,6.693397720273408e-17,,,,,-0.705094081561236,2.1474702592017936e-15,0.7468468046629142,5.513187239791183e-18,0.7468468046629142,5.513187239791183e-18,0.730297967650173,6.693397720273408e-17,0.7468468046629142,5.513187239791183e-18,,,0.7468468046629142,5.513187239791183e-18,,,0.705094081561236,2.1474702592017936e-15,0.7468468046629142,5.513187239791183e-18,0.7468468046629142,5.513187239791183e-18,0.730297967650173,6.693397720273408e-17,0.7468468046629142,5.513187239791183e-18,0.7468468046629142,5.513187239791183e-18,0.730297967650173,6.693397720273408e-17,,,1.0,0.0
spring-guides/gs-uploading-files,,,spring-guides,0.8540525056876526,1.0326235127827622e-28,0.8540525056876526,1.0326235127827622e-28,0.8809348878931171,1.2537975410928117e-32,0.8848335928507609,2.83325404308664e-33,0.8849553928775268,2.702287472491231e-33,0.6615891826149478,1.6189941183836162e-13,0.8475173567767483,7.046482712853359e-28,0.6521758206858512,4.612922225693141e-13,0.7278306995212003,3.0351552778815855e-17,0.720628634310077,8.688627035944496e-17,0.8069520698204994,1.8913869346401615e-23,0.7278306995212003,3.0351552778815855e-17,-0.15511178443472648,0.12924965909435612,-0.9331059056971073,5.551427727465146e-44,0.8435592335803169,2.159520335273838e-27,0.9222137858354212,5.556168679661974e-41,0.835022517639555,2.1824905568924875e-26,0.6615891826149478,1.6189941183836162e-13,-0.43438341258378493,8.769078412080669e-06,,,,,0.8497636854846865,3.6792653546560304e-28,0.7914141507638162,5.055213321565126e-22,0.8502376986387417,3.2034766532760777e-28,0.7802932022454236,4.495315628665665e-21,0.8809447025869712,1.2491937387092362e-32,0.8214701137859445,6.6302222486593885e-25,0.7573499635108227,2.797078457449475e-19,0.8080960498812925,1.4676803504985968e-23,1.0,0.0
spring-guides/gs-messaging-rabbitmq,,,spring-guides,0.33213781717195945,0.0009463014776509082,0.30583110594376156,0.0024437214747952078,0.7967116946634105,2.832180415347539e-22,0.022818299071437387,0.8253472250072114,0.0362177422349174,0.7260937299638477,-0.28265684383349243,0.005265558332523709,0.6707550204357712,7.631137786352243e-14,-0.051544269482225215,0.6179592156583067,,,-0.2873401699134422,0.004531348718381892,0.04436790711735502,0.6677545012148414,-0.09272528443082544,0.36888959379012665,0.47202808017380016,1.2034897645704374e-06,-0.2460123879225294,0.015687724638458335,-0.2763711194767582,0.006416423000210159,0.15602190775689523,0.12901853786558343,-0.27611933192123755,0.006466838059534835,-0.28265684383349243,0.005265558332523709,-0.3231133920137313,0.0013228758150501186,,,,,-0.08582334197385622,0.40573990713880914,0.044402799744563515,0.6675086417879061,-0.4005880320557173,5.249067056547241e-05,0.03730285771468897,0.7182267345082571,-0.20984553598856118,0.04016653288100049,-0.20186288478040731,0.0485765772933503,-0.23905712028485215,0.01899093456675642,0.7632166617403661,1.5821892401981668e-19,1.0,0.0
spring-guides/gs-accessing-data-neo4j,,,spring-guides,0.5682804946280635,1.892058314698156e-09,0.5382349266740469,1.8497649635884622e-08,0.7079908365776457,1.0317616267369732e-15,-0.6997667295788267,3.033006811847375e-15,-0.6551588135164629,5.883487577527358e-13,-0.2886158713613931,0.004561600088860459,0.3432290897062801,0.0006612581159744354,-0.2718590612606347,0.007697258928029097,,,-0.8306776966606342,2.196493106692242e-25,-0.7717144903599753,5.566395002314795e-20,-0.7795150226835195,1.3426198682283892e-20,0.4302039854258862,1.3538680394714565e-05,0.23996333577711962,0.019168199785416364,-0.32621984375923707,0.001254256142182063,-0.8177614605079143,4.896705945133354e-24,-0.28860481145989714,0.004563222616626846,-0.2886158713613931,0.004561600088860459,-0.08627105538072374,0.4058120694577064,0.4380724170840326,9.003629274199184e-06,,,-0.5246780445042422,4.819993013120499e-08,-0.277607381560827,0.006455174097223938,-0.7348144792236183,2.3274081446129894e-17,-0.6928858911125961,7.272371955653148e-15,-0.8113700232531335,2.0806646593644752e-23,-0.8245927432204154,9.78572542471671e-25,-0.7701417299313004,7.364579174652878e-20,0.30450255610629334,0.002697809083150444,1.0,0.0
spring-guides/gs-validating-form-input,,,spring-guides,0.665987124914962,9.798847164827615e-14,0.665987124914962,9.798847164827615e-14,0.9003299295145779,4.2923771441245524e-36,-0.13413327698525174,0.19024262084332177,-0.11252737058958333,0.2724715516147915,-0.5913099598688819,1.8060105135807286e-10,-0.07160760212670288,0.48579906839305864,-0.6764604642928471,2.862646713483072e-14,,,-0.5098640047670531,9.596814568710112e-08,-0.5800245207232159,4.783300675406508e-10,-0.4841620355930396,5.047897909718712e-07,,,0.3249170685650263,0.001165647057368389,-0.5868102665433186,2.675021737153477e-10,-0.4492000477356813,3.927199512593455e-06,-0.5913099598688819,1.8060105135807286e-10,-0.5913099598688819,1.8060105135807286e-10,0.5520479968086676,4.589486468609616e-09,,,-0.07160760212670288,0.48579906839305864,-0.44925883243966286,3.914407488597208e-06,0.03276169741375172,0.7500541893622212,0.015121687769820273,0.8831248796592068,-0.1341210898535905,0.1902832603337677,-0.6179548973736244,1.5500835646810728e-11,-0.13412596430761384,0.19026700511198213,-0.40313777033068443,4.237626785689145e-05,-0.07160760212670288,0.48579906839305864,1.0,0.0
spring-guides/gs-actuator-service,,,spring-guides,0.54387216859708,1.226594798156997e-08,0.54387216859708,1.226594798156997e-08,0.6853444168423418,1.844903797144543e-14,0.48345198266254646,6.952611529029858e-07,0.48337295208661796,6.985975333148734e-07,0.06516853993004297,0.5303688027664868,0.16694116017907865,0.10588485276241265,0.09734759548939975,0.34798872534717495,,,-0.05662283252095861,0.585737973303019,0.05412279660054551,0.6024208697729982,,,-0.5630470470410831,2.8611753623890062e-09,-0.3733115411078972,0.000194487277092636,0.15746210209826647,0.12751939496432557,0.39553754405868913,7.270876085818677e-05,0.05412279660054551,0.6024208697729982,0.06516853993004297,0.5303688027664868,0.4701423912951178,1.5312837959290162e-06,,,,,-0.026395765532881622,0.7995631773475947,0.46292012655490833,2.3183395298652772e-06,0.5585240425635758,4.067043141196674e-09,0.1469624452985093,0.1552646223321838,0.31686067423949626,0.0017568804963991596,0.30661181146086025,0.0025105758617063705,0.08516225617503774,0.4118954340514688,-0.037897531564754096,0.7153946790927674,1.0,0.0
spring-guides/gs-messaging-jms,,,spring-guides,0.8677744566029334,5.424850240724124e-30,-0.46241967092976877,2.3851005341543907e-06,,,0.7594282024226019,4.681732050088027e-19,0.7808589623678267,1.0447318864869631e-20,0.8194564918347055,3.304772139737764e-24,-0.5145468924625969,9.598564071870874e-08,-0.2553364577803877,0.012513986571905599,,,0.7891004370057919,2.1562753150744533e-21,0.8103379325800745,2.6147007655589502e-23,-0.8642400654397568,1.7005003421275363e-29,-0.6428891329268182,2.1540387453836545e-12,0.3849081244174301,0.00011742176516663413,0.7981468381220826,3.5107810881603063e-22,0.8147939861696771,9.652294748744716e-24,0.8194919515587246,3.27755614950653e-24,0.8194564918347055,3.304772139737764e-24,-0.8309858868174282,2.033210516255886e-25,,,,,0.8577583759246428,1.274324159830166e-28,0.8203309103605,2.693704170988782e-24,0.8267110210189922,5.855736115077401e-25,-0.6549210904391686,6.03672417274215e-13,0.7772791036992989,2.0301573184488075e-20,0.7681171309295975,1.0525376614102838e-19,0.3115323084856216,0.0021184502021642797,-0.4696400461641427,1.576585342640534e-06,1.0,0.0
spring-guides/gs-batch-processing,,,spring-guides,0.902849425006731,7.385853155596942e-36,-0.5167901324921862,8.25664030557251e-08,0.6976429790306445,3.983265886433427e-15,0.7564500852748589,7.696671550058192e-19,0.7986063163020922,3.1937427633852564e-22,0.5976422834600387,1.6161608321578878e-10,0.5063705563992571,1.646842325564782e-07,0.6404994157099713,2.7547759535192316e-12,-0.13757697636864616,0.183678283292672,0.8395425106155819,2.2327538795355775e-26,0.6436030576884331,2.0005766222764517e-12,-0.6755004202926803,5.967528184832861e-14,0.8805641780694519,6.4805824966609e-32,0.6324266105059335,6.225486933041744e-12,0.601205015378536,1.1787266254757844e-10,0.8702116665935761,2.420088228210447e-30,0.5976535491927573,1.6145585198479506e-10,0.5976422834600387,1.6161608321578878e-10,,,,,,,0.5976535491927573,1.6145585198479506e-10,0.8700665629697933,2.540386735428925e-30,0.8509225561756654,9.596753316607078e-28,-0.4040565843326991,4.892980747843473e-05,-0.1519235568251703,0.14164013512889814,0.8464858006731569,3.373776960333077e-27,-0.9746309143027441,2.9357560530775707e-62,0.5852974981822344,4.684708366495299e-10,1.0,0.0
spring-guides/gs-securing-web,,,spring-guides,0.8530270107848352,2.7051227286631715e-28,0.7975358324752115,2.388516919895253e-22,0.45487727996101557,3.224721404696099e-06,0.8532521587829813,2.5308280660895516e-28,0.8549750021458834,1.5146830435017468e-28,0.8722884185703826,5.8410793878276095e-31,-0.2616414122786755,0.010024230251750029,0.8090449786212209,2.0312959050614655e-23,,,-0.1287749818536854,0.21114704993753158,0.8359194807817959,3.154481276663931e-26,-0.9037042705810552,2.1276053574905424e-36,-0.1830713183627473,0.07420465144075977,-0.8296766134689139,1.5659302698753578e-25,0.8828878016798984,1.2826079922829224e-32,0.9020479269613787,4.560482064938154e-36,0.8830431165688121,1.2095252686252218e-32,0.8722884185703826,5.8410793878276095e-31,0.10060545457319173,0.32941505192888554,,,-0.8570975399315266,7.973868385172195e-29,0.8860394619545888,3.8360611849447235e-33,0.8363504158163818,2.8172268411806753e-26,0.8383007406602725,1.681836351665364e-26,0.8609381507017414,2.4314237295388865e-29,0.768387139507137,6.390533296644492e-20,0.8441934676977045,3.3915959257895965e-27,0.7743404640478451,2.184632110447427e-20,-0.2616414122786755,0.010024230251750029,0.9999999999999999,0.0
spring-guides/gs-rest-hateoas,,,spring-guides,0.8324855417538097,7.677623854889388e-26,0.8292384016592069,1.7480522019279925e-25,0.38570930852902297,0.0001040478935961989,-0.17523600526737895,0.087691148300511,-0.37383879187616414,0.00017552307942717677,-0.5564147037425835,3.9542785143100414e-09,0.005276602653729657,0.9593071615109445,-0.1530335417062783,0.13660384169459003,,,,,-0.5590596088931877,3.2189828676846335e-09,-0.8318792190430138,8.964515950337498e-26,-0.5763552877258393,8.011013169786582e-10,-0.4138859972120361,2.7688193409843686e-05,-0.3540796766158716,0.0004013461581658237,0.41086964841081086,3.208771931334596e-05,-0.6542013896066466,4.909107180574339e-13,-0.5564147037425835,3.9542785143100414e-09,,,0.24362998197590657,0.016758315998229495,0.24362998197590657,0.016758315998229495,-0.8152105569678848,5.059321571131974e-24,-0.5203808084018462,5.499935478192227e-08,-0.14204567082393357,0.16742120512208017,-0.14401640494282283,0.16154568713621176,-0.34564160921585063,0.0005623137913784068,-0.08938513065708045,0.3864601489160241,-0.34903441028790805,0.0004915617090465751,0.002014388716840861,0.9844594912938148,1.0,0.0
