,,Java,Classes,LOC,PL,RFC,CLOC,CBO,NOC,LCOM,WMC,Readability,DIT,questions
2017,12,0.0,0.0,0.5897435897435898,0.7741935483870968,0.35778175313059013,0.9195402298850575,0.9360613810741688,0.0,1.0,0.32051282051282065,0.0,0.0,0.0
2018,1,0.0,0.0,0.5897435897435898,0.7741935483870968,0.35778175313059013,0.9195402298850575,0.9360613810741688,0.0,1.0,0.32051282051282065,0.0,0.0,0.0
2018,2,0.0,0.0,0.5897435897435898,0.7741935483870968,0.35778175313059013,0.9195402298850575,0.9360613810741688,0.0,1.0,0.32051282051282065,0.0,0.0,0.0
2018,3,0.0,0.0,0.5897435897435898,0.7741935483870968,0.35778175313059013,0.9195402298850575,0.9360613810741688,0.0,1.0,0.32051282051282065,0.0,0.0,0.0
2018,4,0.0,0.0,0.5897435897435898,0.7741935483870968,0.35778175313059013,0.9195402298850575,0.9360613810741688,0.0,1.0,0.32051282051282065,0.0,0.0,0.0
2018,5,0.0,0.0,0.82905982905983,0.9103942652329757,0.35778175313059013,0.9731800766283527,0.9786871270247233,0.0,1.0,0.534188034188035,0.0,0.0,0.0
2018,6,0.0,0.0,1.0,1.0,0.35778175313059013,1.0,1.0,0.0,1.0,0.7051282051282054,0.0,0.0,0.0
2018,7,0.0,0.0,1.0,1.0,0.35778175313059013,1.0,1.0,0.0,1.0,0.7051282051282054,0.0,0.0,0.0
2018,8,0.0,0.0,1.0,1.0,0.35778175313059013,1.0,1.0,0.0,1.0,0.7051282051282054,0.0,0.0,0.0
2018,9,0.0,0.0,1.0,1.0,0.35778175313059013,1.0,1.0,0.0,1.0,0.7051282051282054,0.0,0.0,0.5
2018,10,0.0,0.0,0.5846153846153834,0.5935483870967747,0.21466905187835458,0.5999999999999999,0.8209718670076728,0.0,0.6263736263736264,0.39743589743589686,0.0,0.0,0.5
2018,11,0.0,0.0,0.5846153846153834,0.5935483870967747,0.21466905187835458,0.5999999999999999,0.8209718670076728,0.0,0.6263736263736264,0.39743589743589686,0.0,0.0,0.5
2018,12,0.0,0.0,0.5846153846153834,0.5935483870967747,0.21466905187835458,0.5999999999999999,0.8209718670076728,0.0,0.6263736263736264,0.39743589743589686,0.0,0.0,0.5
2019,1,0.0,0.0,0.5846153846153834,0.5935483870967747,0.21466905187835458,0.5999999999999999,0.8209718670076728,0.0,0.6263736263736264,0.39743589743589686,0.0,0.0,0.5
2019,2,0.0,0.0,0.0,0.0,0.0,0.0,0.5524296675191817,0.0,0.0,0.0,0.0,0.0,1.0
2019,3,0.0,0.0,0.0,0.0,0.0,0.0,0.5524296675191817,0.0,0.0,0.0,0.0,0.0,1.0
2019,4,0.0,0.0,0.0,0.0,0.0,0.0,0.5524296675191817,0.0,0.0,0.0,0.0,0.0,1.0
2019,5,0.0,0.0,0.0,0.0,0.0,0.0,0.5524296675191817,0.0,0.0,0.0,0.0,0.0,1.0
2019,6,0.0,0.0,0.0,0.0,0.0,0.0,0.5524296675191817,0.0,0.0,0.0,0.0,0.0,1.0
2019,7,0.0,0.0,0.0,0.0,0.0,0.0,0.5524296675191817,0.0,0.0,0.0,0.0,0.0,1.0
2019,8,0.0,0.0,0.0,0.0,0.0,0.0,0.5524296675191817,0.0,0.0,0.0,0.0,0.0,1.0
2019,9,0.0,0.0,0.0,0.0,0.0,0.0,0.5524296675191817,0.0,0.0,0.0,0.0,0.0,1.0
2019,10,0.0,0.0,0.0,0.0,0.0,0.0,0.5524296675191817,0.0,0.0,0.0,0.0,0.0,1.0
2019,11,0.0,0.0,0.0,0.0,0.0,0.0,0.5524296675191817,0.0,0.0,0.0,0.0,0.0,1.0
2019,12,0.0,0.0,0.0,0.0,0.0,0.0,0.5524296675191817,0.0,0.0,0.0,0.0,0.0,1.0
2020,1,1.0,1.0,0.8194871794871804,0.5191397849462362,1.0,0.26666666666666655,0.0,0.0,0.4118681318681321,1.0,1.0,1.0,1.0
2020,2,1.0,1.0,0.8194871794871804,0.5191397849462362,1.0,0.26666666666666655,0.0,0.0,0.4118681318681321,1.0,1.0,1.0,1.0
2020,3,1.0,1.0,0.8194871794871804,0.5191397849462362,1.0,0.26666666666666655,0.0,0.0,0.4118681318681321,1.0,1.0,1.0,1.0
2020,4,1.0,1.0,0.8194871794871804,0.5191397849462362,1.0,0.26666666666666655,0.0,0.0,0.4118681318681321,1.0,1.0,1.0,1.0
2020,5,1.0,1.0,0.8194871794871804,0.5191397849462362,1.0,0.26666666666666655,0.0,0.0,0.4118681318681321,1.0,1.0,1.0,1.0
2020,6,1.0,1.0,0.8194871794871804,0.5191397849462362,1.0,0.26666666666666655,0.0,0.0,0.4118681318681321,1.0,1.0,1.0,1.0
2020,7,1.0,1.0,0.8194871794871804,0.5191397849462362,1.0,0.26666666666666655,0.0,0.0,0.4118681318681321,1.0,1.0,1.0,1.0
2020,8,1.0,1.0,0.8194871794871804,0.5191397849462362,1.0,0.26666666666666655,0.0,0.0,0.4118681318681321,1.0,1.0,1.0,1.0
2020,9,1.0,1.0,0.8194871794871804,0.5191397849462362,1.0,0.26666666666666655,0.0,0.0,0.4118681318681321,1.0,1.0,1.0,1.0
